variant_name,session_date,timestamp,from_state,to_state,trigger,current_day_pnl_usd,current_day_pnl_r,peak_day_pnl_usd,peak_day_pnl_r
hard_loss_cap_r_0p75,2019-05-09,2019-05-09 12:25:00-04:00,neutral,halted,overlay_hard_loss_cap,-103.74,-0.7699272673296719,35.26,0.2616891791598634
hard_loss_cap_r_0p75,2019-05-20,2019-05-20 14:48:00-04:00,neutral,halted,overlay_hard_loss_cap,-88.74,-0.7601507623779339,37.76,0.32345382902175773
hard_loss_cap_r_0p75,2019-08-06,2019-08-06 10:13:00-04:00,neutral,halted,overlay_hard_loss_cap,-80.24,-0.8699045967042498,7.76,0.08412836079791848
hard_loss_cap_r_0p75,2019-10-03,2019-10-03 11:02:00-04:00,neutral,halted,overlay_hard_loss_cap,-128.24,-0.8423541776142932,71.26,0.4680767209668944
hard_loss_cap_r_0p75,2019-12-12,2019-12-12 12:23:00-05:00,neutral,halted,overlay_hard_loss_cap,-143.24,-0.7650074770348216,45.76,0.24439222388378548
hard_loss_cap_r_0p75,2020-02-26,2020-02-26 12:06:00-05:00,neutral,halted,overlay_hard_loss_cap,-220.24,-0.7987234351200406,40.76,0.14782041053166026
hard_loss_cap_r_0p75,2020-02-27,2020-02-27 11:07:00-05:00,neutral,halted,overlay_hard_loss_cap,-214.74,-0.8703088271054551,159.26,0.6454567560995379
hard_loss_cap_r_0p75,2020-03-05,2020-03-05 12:39:00-05:00,neutral,halted,overlay_hard_loss_cap,-126.74,-0.7578330542932312,167.76,1.0031093039942596
hard_loss_cap_r_0p75,2020-03-06,2020-03-06 12:29:00-05:00,neutral,halted,overlay_hard_loss_cap,-177.74,-0.7620476762133425,130.26,0.5584805350711712
hard_loss_cap_r_0p75,2020-03-10,2020-03-10 10:42:00-04:00,neutral,halted,overlay_hard_loss_cap,-191.74,-0.8364159832489967,4.26,0.018583144302913975
hard_loss_cap_r_0p75,2020-03-24,2020-03-24 11:07:00-04:00,neutral,halted,overlay_hard_loss_cap,-179.24,-0.7717878057182226,38.76,0.16689631415776782
hard_loss_cap_r_0p75,2020-03-27,2020-03-27 15:50:00-04:00,neutral,halted,overlay_hard_loss_cap,-245.24,-0.9665011429021834,191.76,0.7557342161267439
hard_loss_cap_r_0p75,2020-03-31,2020-03-31 13:21:00-04:00,neutral,halted,overlay_hard_loss_cap,-122.24,-0.755780882898479,235.76,1.4576480771608753
hard_loss_cap_r_0p75,2020-04-01,2020-04-01 12:04:00-04:00,neutral,halted,overlay_hard_loss_cap,-125.24,-0.8226484498160798,96.26,0.632291119285339
hard_loss_cap_r_0p75,2020-04-08,2020-04-08 10:58:00-04:00,neutral,halted,overlay_hard_loss_cap,-165.74,-0.8016832736770824,14.26,0.06897552481377575
hard_loss_cap_r_0p75,2020-04-13,2020-04-13 12:03:00-04:00,neutral,halted,overlay_hard_loss_cap,-141.24,-0.832096147048427,36.76,0.21656651349122186
hard_loss_cap_r_0p75,2020-04-16,2020-04-16 10:41:00-04:00,neutral,halted,overlay_hard_loss_cap,-123.74,-0.7674274373604564,49.76,0.3086082857851649
hard_loss_cap_r_0p75,2020-04-20,2020-04-20 14:57:00-04:00,neutral,halted,overlay_hard_loss_cap,-95.24,-0.7574359790042946,108.26,0.8609829807539368
hard_loss_cap_r_0p75,2020-04-27,2020-04-27 10:45:00-04:00,neutral,halted,overlay_hard_loss_cap,-80.74,-0.7935915077648908,14.26,0.1401611952034598
hard_loss_cap_r_0p75,2020-05-01,2020-05-01 11:19:00-04:00,neutral,halted,overlay_hard_loss_cap,-113.74,-0.8472884386174016,63.76,0.4749702026221692
hard_loss_cap_r_0p75,2020-05-06,2020-05-06 10:43:00-04:00,neutral,halted,overlay_hard_loss_cap,-105.24,-0.7988462122362228,57.26,0.4346439957492029
hard_loss_cap_r_0p75,2020-05-07,2020-05-07 11:44:00-04:00,neutral,halted,overlay_hard_loss_cap,-110.74,-0.8405951115834218,23.26,0.1765598906937908
hard_loss_cap_r_0p75,2020-05-13,2020-05-13 11:26:00-04:00,neutral,halted,overlay_hard_loss_cap,-172.74,-0.8081781603817723,107.26,0.5018246467671003
