variant_name,high_bucket_multiplier,oos_net_pnl_usd,oos_annualized_sharpe,oos_sortino,oos_max_drawdown_usd,oos_max_drawdown_pct,oos_win_rate,oos_profit_factor,oos_avg_daily_pnl_non_zero_usd,oos_worst_daily_pnl_usd,oos_n_trades,oos_avg_risk_multiplier,oos_bucket_low_pnl_usd,oos_bucket_mid_pnl_usd,oos_bucket_high_pnl_usd
high_0p75,0.75,28826.0,2.6378900718614253,3.3297395592417685,-5934.5,7.879049389272437,0.5368098159509203,1.5370620511052941,88.42331288343559,-744.0,326,0.7269938650306749,4649.5,22672.0,1504.5
high_0p5,0.5,27812.5,2.816177956048746,3.638349024435512,-3795.5,5.471451975001517,0.5356037151702786,1.6080696998185355,86.10681114551083,-744.0,323,0.651702786377709,4649.5,22672.0,491.0
high_0p25,0.25,27959.0,3.0231669532043064,3.452916069798619,-2420.5,3.9685783497652345,0.5680933852140078,1.8006586483390608,108.78988326848248,-744.0,257,0.6605058365758755,4649.5,22672.0,637.5
high_0p0,0.0,27321.5,2.9788027867322677,3.178222947387465,-2446.5,4.614,0.5752212389380531,1.841243938111,120.89159292035399,-744.0,226,0.7168141592920354,4649.5,22672.0,0.0
