entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
9.0,3,-124.58072916666879,-41.52690972222293,0.0
10.0,43,-96.11067708334303,-2.235132025194024,0.46511627906976744
11.0,80,-306.3281249999818,-3.8291015624997726,0.3125
12.0,123,-738.759114583363,-6.006171663279375,0.35772357723577236
13.0,87,-759.7656249999909,-8.7329382183907,0.367816091954023
14.0,70,-811.5234375,-11.593191964285714,0.4
15.0,45,-0.9882812500109139,-0.02196180555579809,0.26666666666666666
