entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
9.0,2,-34.944791666664514,-17.472395833332257,0.5
10.0,25,-2.176041666639321,-0.08704166666557285,0.48
11.0,85,-771.9578124999214,-9.081856617646134,0.3058823529411765
12.0,118,-675.9171874999049,-5.72811175847377,0.3813559322033898
13.0,104,-206.25156249990255,-1.9831881009606014,0.34615384615384615
14.0,62,-412.6276041666142,-6.6552839381711975,0.24193548387096775
15.0,34,1.7104166666877063,0.05030637254963842,0.38235294117647056
