scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,36528.5,1.1975085442567261,1.2668088872040724,1.2550570113883128,45.15265760197775,-9316.5,809,809,0.7223214285714286,0.49814585908529047,446.01861042183623,-352.7512315270936,0.3856613102595797,0.1508034610630408,0.4932669413919414
is,14279.5,0.6732659488456783,0.6973951834523676,1.1356541647666818,25.09578207381371,-9316.5,569,569,0.7229987293519695,0.4797891036906854,437.88827838827837,-355.6216216216216,0.3989455184534271,0.12302284710017575,0.4960056038836217
oos,22249.0,2.405019288373023,2.6725270229069698,1.586225067847074,92.70416666666667,-4262.5,240,240,0.7207207207207207,0.5416666666666666,463.0923076923077,-345.0272727272727,0.3541666666666667,0.21666666666666667,0.4867944867944868
