scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,5542.5,0.7282656266687989,0.26758247432023535,1.4298844334134801,30.28688524590164,-973.5,183,183,0.08539430704619692,-243.0,2,24.0,331.0,0.0,823.0,True,1289.0
is,3786.5,0.6859172574505944,0.26472570751998437,1.3800943585625376,26.66549295774648,-973.5,142,142,0.09466666666666666,-243.0,2,17.0,331.0,0.0,823.0,True,1289.0
oos,1756.0,0.8452958176354046,0.2694266183762441,1.5991129307403618,42.829268292682926,-647.0,41,41,0.06376360808709176,-208.0,2,63.0,200.0,0.0,,False,1753.5
