ruleset_name,variant_name,run_count,pass_rate,fail_rate,expire_rate,median_days_to_pass,mean_days_to_pass,median_days_to_fail,mean_days_to_fail,trailing_mll_breach_rate,economic_target_hit_rate,economic_target_without_immediate_validation_rate,delayed_pass_after_inconsistency_rate,failed_after_economic_target_rate,near_validation_then_fail_rate,median_extra_traded_days_to_consistency,mean_extra_traded_days_to_consistency,median_final_pnl_usd,mean_final_pnl_usd,median_max_drawdown_usd,worst_max_drawdown_usd
topstepx_50k_main_35d,nominal,421,0.6009501187648456,0.3990498812351544,0.0,12.0,12.154150197628459,11.0,11.69047619047619,0.3990498812351544,0.6009501187648456,0.0,0.0,0.0,0.0,,,3073.0,1472.3182897862232,-1616.0,-2692.5
topstepx_50k_main_35d,sizing_3state_realized_vol_ratio_15_60,421,0.5225653206650831,0.3990498812351544,0.07838479809976247,14.0,15.15,18.0,17.06547619047619,0.3990498812351544,0.5225653206650831,0.0,0.0,0.0,0.0,,,3015.0,1441.4928741092638,-1404.0,-2525.0
topstepx_50k_extended_60d,nominal,383,0.587467362924282,0.412532637075718,0.0,12.0,12.355555555555556,11.0,11.626582278481013,0.412532637075718,0.587467362924282,0.0,0.0,0.0,0.0,,,3064.0,1405.1018276762402,-1658.5,-2633.0
topstepx_50k_extended_60d,sizing_3state_realized_vol_ratio_15_60,383,0.5274151436031331,0.4725848563968668,0.0,14.0,17.04950495049505,19.0,18.81767955801105,0.4725848563968668,0.5274151436031331,0.0,0.0,0.0,0.0,,,3026.0,1255.4412532637075,-1404.0,-2525.0
