ruleset_name,ruleset_family,variant_name,variant_label,analysis_scope_session_count,analysis_scope_traded_day_count,analysis_scope_start_date,analysis_scope_end_date,source_oos_net_pnl,source_oos_sharpe,source_oos_profit_factor,source_oos_max_drawdown,rolling_start_run_count,rolling_start_pass_rate,rolling_start_fail_rate,rolling_start_expire_rate,rolling_start_median_days_to_pass,rolling_start_mean_days_to_pass,rolling_start_median_days_to_fail,rolling_start_mean_days_to_fail,rolling_start_median_final_pnl_usd,rolling_start_mean_final_pnl_usd,rolling_start_p25_final_pnl_usd,rolling_start_p75_final_pnl_usd,rolling_start_daily_loss_violation_rate,rolling_start_global_max_loss_violation_rate,rolling_start_static_max_loss_violation_rate,rolling_start_trailing_drawdown_violation_rate,rolling_start_daily_limit_before_half_target_rate,rolling_start_global_limit_before_half_target_rate,rolling_start_half_target_reached_rate,rolling_start_near_fail_rate,rolling_start_mean_time_near_limit_share,rolling_start_median_mfe_usd,rolling_start_median_mae_usd,rolling_start_worst_mae_usd,rolling_start_median_max_drawdown_usd,rolling_start_worst_max_drawdown_usd,rolling_start_median_days_traded,rolling_start_mean_days_traded,bootstrap_run_count,bootstrap_pass_rate,bootstrap_fail_rate,bootstrap_expire_rate,bootstrap_median_days_to_pass,bootstrap_mean_days_to_pass,bootstrap_median_days_to_fail,bootstrap_mean_days_to_fail,bootstrap_median_final_pnl_usd,bootstrap_mean_final_pnl_usd,bootstrap_p25_final_pnl_usd,bootstrap_p75_final_pnl_usd,bootstrap_daily_loss_violation_rate,bootstrap_global_max_loss_violation_rate,bootstrap_static_max_loss_violation_rate,bootstrap_trailing_drawdown_violation_rate,bootstrap_daily_limit_before_half_target_rate,bootstrap_global_limit_before_half_target_rate,bootstrap_half_target_reached_rate,bootstrap_near_fail_rate,bootstrap_mean_time_near_limit_share,bootstrap_median_mfe_usd,bootstrap_median_mae_usd,bootstrap_worst_mae_usd,bootstrap_median_max_drawdown_usd,bootstrap_worst_max_drawdown_usd,bootstrap_median_days_traded,bootstrap_mean_days_traded
classic_static_30d,classic_fixed_drawdown,nominal,nominal_mnq_orb,525,339,2024-02-23,2026-03-19,35575.0,1.905281165530738,1.4280754953101216,-9765.0,427,0.6463700234192038,0.3161592505854801,0.03747072599531616,13.0,12.840579710144928,12.0,12.644444444444444,3115.5,1475.9941451990633,-2086.5,3392.5,0.0,0.3161592505854801,0.3161592505854801,0.0,0.0,0.26229508196721313,0.7377049180327869,0.01405152224824356,0.059018337231008675,3115.5,-803.0,-2692.5,-1616.0,-4947.0,13.0,13.421545667447306,2000,0.6085,0.264,0.1275,13.0,13.858668857847166,9.0,11.1875,3114.75,1585.756,-2019.5,3436.5,0.0,0.264,0.264,0.0,0.0,0.2315,0.748,0.039,0.053399924498753394,3114.75,-919.25,-2738.0,-1890.75,-5348.5,13.0,15.2115
classic_static_30d,classic_fixed_drawdown,sizing_3state_realized_vol_ratio_15_60,sizing_3state_realized_vol_ratio_15_60,525,326,2024-02-23,2026-03-19,28826.0,2.1094191785308154,1.537062051105294,-5934.5,427,0.5269320843091335,0.24355971896955503,0.22950819672131148,14.0,14.844444444444445,17.0,17.125,3026.0,1446.5983606557377,-1367.0,3296.5,0.0,0.24355971896955503,0.24355971896955503,0.0,0.0,0.2224824355971897,0.7681498829039812,0.02107728337236534,0.04014736364404303,3026.0,-606.5,-2640.5,-1377.0,-4242.0,18.0,18.87822014051522,2000,0.551,0.1285,0.3205,16.0,16.783121597096187,14.0,14.918287937743191,3037.75,1853.06025,541.75,3327.75,0.0,0.1285,0.1285,0.0,0.0,0.122,0.782,0.0305,0.024407861165213256,3037.75,-615.25,-2707.5,-1438.25,-5006.5,22.0,20.7795
trailing_strict_35d,trailing_drawdown,nominal,nominal_mnq_orb,525,339,2024-02-23,2026-03-19,35575.0,1.905281165530738,1.4280754953101216,-9765.0,421,0.6009501187648456,0.3990498812351544,0.0,12.0,12.154150197628459,11.0,11.69047619047619,3073.0,1472.3182897862232,-1202.0,3385.5,0.0,0.3990498812351544,0.0,0.3990498812351544,0.0,0.2850356294536817,0.7149643705463183,0.014251781472684086,0.08761328607262783,3073.0,-681.0,-2692.5,-1616.0,-2692.5,11.0,11.969121140142517,2000,0.5315,0.455,0.0135,11.0,12.520225776105363,10.0,11.187912087912087,3033.0,1292.37625,-1151.625,3372.625,0.0,0.455,0.0,0.455,0.0,0.304,0.6935,0.0575,0.09154331222605532,3033.0,-718.75,-2702.0,-1866.0,-2741.0,11.0,12.2175
trailing_strict_35d,trailing_drawdown,sizing_3state_realized_vol_ratio_15_60,sizing_3state_realized_vol_ratio_15_60,525,326,2024-02-23,2026-03-19,28826.0,2.1094191785308154,1.537062051105294,-5934.5,421,0.5225653206650831,0.3990498812351544,0.07838479809976247,14.0,15.15,18.0,17.06547619047619,3015.0,1441.4928741092638,-802.0,3296.5,0.0,0.3990498812351544,0.0,0.3990498812351544,0.0,0.2755344418052256,0.7244655581947743,0.009501187648456057,0.06696074917866453,3015.0,-546.0,-2525.0,-1404.0,-2525.0,16.0,17.470308788598576,2000,0.551,0.3405,0.1085,17.0,17.63339382940109,16.0,17.227606461086637,3041.0,1639.20925,-407.125,3305.5,0.0,0.3405,0.0,0.3405,0.0,0.215,0.762,0.059,0.058163172371210055,3041.0,-606.75,-2625.5,-1497.25,-2682.5,18.0,19.3795
static_permissive_45d,static_drawdown,nominal,nominal_mnq_orb,525,339,2024-02-23,2026-03-19,35575.0,1.905281165530738,1.4280754953101216,-9765.0,405,0.6814814814814815,0.28641975308641976,0.03209876543209877,13.0,13.840579710144928,12.0,14.775862068965518,3155.5,1508.2938271604937,-2581.0,3464.5,0.0,0.28641975308641976,0.28641975308641976,0.0,0.0,0.22962962962962963,0.7703703703703704,0.03209876543209877,0.04841191657625963,3155.5,-914.0,-3199.0,-1658.5,-6034.0,13.0,15.108641975308641,2000,0.719,0.222,0.059,15.0,17.11404728789986,13.0,15.833333333333334,3192.25,1874.06525,230.75,3501.25,0.0,0.222,0.222,0.0,0.0,0.1835,0.806,0.029,0.038635684339630244,3192.25,-978.25,-3238.5,-1923.0,-6090.0,15.0,18.475
static_permissive_45d,static_drawdown,sizing_3state_realized_vol_ratio_15_60,sizing_3state_realized_vol_ratio_15_60,525,326,2024-02-23,2026-03-19,28826.0,2.1094191785308154,1.537062051105294,-5934.5,405,0.6222222222222222,0.25679012345679014,0.12098765432098765,15.0,17.896825396825395,23.0,25.076923076923077,3085.5,1477.9024691358024,-2515.0,3362.5,0.0,0.25679012345679014,0.25679012345679014,0.0,0.0,0.20246913580246914,0.7975308641975308,0.01728395061728395,0.031156623323025417,3085.5,-885.0,-3115.5,-1404.0,-4728.5,21.0,23.019753086419755,2000,0.702,0.0995,0.1985,20.0,21.724358974358974,19.0,20.597989949748744,3146.5,2229.16625,1681.875,3405.625,0.0,0.0995,0.0995,0.0,0.0,0.094,0.852,0.022,0.018898027800714295,3146.5,-638.25,-3231.5,-1586.25,-5672.0,24.0,26.2325
