scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,47211.0,1.1531599110462878,0.9933908928208706,1.3035081741679577,57.856617647058826,-8154.5,816,816,0.4670864338866629,-750.0,8,14.0,244.0,0.0,236.0,True,1686.0
is,23677.5,0.8317144325353582,0.720686170407858,1.2060651157933213,40.19949066213922,-8154.5,589,589,0.48199672667757776,-750.0,8,17.0,244.0,0.0,236.0,True,1686.0
oos,23533.5,1.8901310248981433,1.592256533289947,1.5789583743357607,103.67180616740089,-4126.0,227,227,0.43238095238095237,-742.0,4,8.0,98.0,0.0,35.0,True,1127.5
