config_name,policy_family,strategy_tag,symbol,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe,strategy_bucket,rank_within_symbol
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,MES,close_1m,0,1,False,False,1,6058.75,12586.25,842,0.4382422802850356,7.195665083135392,1.0657951892273445,0.2857254334687567,0.853680720875439,-3643.75,-3643.75,2.827228184787681,0.0,-250.0,472.5,0.3929071395240317,842,False,0,805,941,1323,0.617358842743817,0,0.0,0.0,0,0.0,0.0,simple_invalidation,19
invalidate_on_opposite_touch__buffer_1,invalidate_for_day,orb_long_only,MES,touch,1,1,False,False,1,5120.0,11245.0,782,0.4360613810741688,6.547314578005115,1.0597345778037042,0.2506487999929231,0.7160153705467345,-4091.25,-4091.25,2.389174055062996,0.0,-250.0,472.5,0.3649090060662622,782,False,0,869,877,1372,0.6402239850676622,0,0.0,0.0,0,0.0,0.0,simple_invalidation,20
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_2,invalidate_for_day,orb_long_only,MES,n_closes_1m,0,2,False,False,1,5201.25,12206.25,894,0.4351230425055928,5.817953020134228,1.0529537529588435,0.2381956908893729,0.7221177607192494,-3931.25,-3931.25,2.427088194120392,0.0,-250.0,472.5,0.4171721885207652,894,False,0,752,994,1281,0.5977601493233784,0,0.0,0.0,0,0.0,0.0,simple_invalidation,21
invalidate_on_opposite_close_1m__buffer_1,invalidate_for_day,orb_long_only,MES,close_1m,1,1,False,False,1,5046.25,11828.75,858,0.4358974358974359,5.881410256410256,1.0534624094502787,0.2357716533221593,0.7093679465227217,-4418.75,-4418.75,2.354759682687821,0.0,-250.0,472.5,0.4003733084461036,858,False,0,791,955,1312,0.6122258516098926,0,0.0,0.0,0,0.0,0.0,simple_invalidation,22
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,MES,close_1m,2,1,False,False,1,5033.75,11971.25,870,0.435632183908046,5.785919540229885,1.052410328491853,0.2329481667230202,0.7094493783955301,-4418.75,-4418.75,2.348926738217452,0.0,-250.0,472.5,0.4059729351376575,870,False,0,778,968,1302,0.6075594960335977,0,0.0,0.0,0,0.0,0.0,simple_invalidation,23
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,MES,touch,2,1,False,False,1,4656.25,10938.75,790,0.4354430379746835,5.893987341772152,1.0537138242800903,0.227079806605612,0.6458918591201472,-4091.25,-4091.25,2.172771815212319,0.0,-250.0,472.5,0.3686420905272982,790,False,0,858,888,1363,0.6360242650489968,0,0.0,0.0,0,0.0,0.0,simple_invalidation,24
invalidate_on_opposite_close_5m__buffer_0,invalidate_for_day,orb_long_only,MES,close_5m,0,1,False,False,1,4937.5,12227.5,923,0.4344528710725894,5.349404117009751,1.0486159829659445,0.2226183243807254,0.6804850998622429,-3751.25,-3751.25,2.3040130657956137,0.0,-250.0,472.5,0.4307046196920205,923,False,0,721,1025,1260,0.5879608026131591,0,0.0,0.0,0,0.0,0.0,simple_invalidation,25
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,MES,close_5m,1,1,False,False,1,4703.75,12116.25,932,0.4334763948497854,5.046942060085837,1.0458376982483495,0.2111470407707286,0.644313650921057,-3896.25,-3896.25,2.19493700419972,0.0,-250.0,472.5,0.4349043397106859,932,False,0,713,1033,1247,0.5818945403639757,0,0.0,0.0,0,0.0,0.0,simple_invalidation,26
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_3,invalidate_for_day,orb_long_only,MES,n_closes_1m,0,3,False,False,1,4291.25,11628.75,927,0.4336569579288026,4.629180151024811,1.0419456527051465,0.1932111483557159,0.5908403411436656,-3601.25,-3601.25,2.0024498366775547,0.0,-250.0,472.5,0.4325711619225384,927,False,0,722,1024,1255,0.5856276248250116,0,0.0,0.0,0,0.0,0.0,simple_invalidation,27
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,MES,n_closes_1m,2,2,False,False,1,3817.5,11157.5,921,0.4321389793702497,4.144951140065147,1.0374558477237048,0.172351435298999,0.525296639290453,-4402.5,-4402.5,1.7813812412505834,0.0,-250.0,472.5,0.4297713485767615,921,False,0,725,1020,1259,0.5874941670555296,0,0.0,0.0,0,0.0,0.0,simple_invalidation,28
invalidate_on_opposite_close_1m__buffer_4,invalidate_for_day,orb_long_only,MES,close_1m,4,1,False,False,1,3742.5,10992.5,901,0.4328523862375139,4.153718091009989,1.0374081663251538,0.170495080429326,0.5294156484108951,-3747.5,-3747.5,1.746383574428371,0.0,-250.0,472.5,0.4204386374241717,901,False,0,742,1003,1278,0.5963602426504899,0,0.0,0.0,0,0.0,0.0,simple_invalidation,29
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,MES,close_5m,2,1,False,False,1,3736.25,11258.75,944,0.4322033898305085,3.9578919491525424,1.03581485076147,0.1669029085643311,0.5143087414598183,-3876.25,-3876.25,1.7434671021931871,0.0,-250.0,472.5,0.4405039664022399,944,False,0,701,1044,1237,0.5772281847876808,0,0.0,0.0,0,0.0,0.0,simple_invalidation,30
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_2,invalidate_for_day,orb_long_only,MES,n_closes_1m,1,2,False,False,1,3640.0,10872.5,909,0.4323432343234323,4.004400440044004,1.0361294805146466,0.1653475751937567,0.5077133335415014,-3968.75,-3968.75,1.6985534297713485,0.0,-250.0,472.5,0.4241717218852076,909,False,0,737,1009,1271,0.5930937937470835,0,0.0,0.0,0,0.0,0.0,simple_invalidation,31
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,MES,n_closes_1m,2,3,False,False,1,2918.75,10581.25,955,0.431413612565445,3.056282722513089,1.0275753746589984,0.1297866739885085,0.3993075796438217,-4098.75,-4098.75,1.361992533831078,0.0,-250.0,472.5,0.4456369575361643,955,False,0,692,1053,1229,0.5734951003266449,0,0.0,0.0,0,0.0,0.0,simple_invalidation,32
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_3,invalidate_for_day,orb_long_only,MES,n_closes_1m,1,3,False,False,1,2855.0,10357.5,940,0.4308510638297872,3.0372340425531914,1.0273388872929234,0.127754836390176,0.3939946869792577,-3880.0,-3880.0,1.332244517032198,0.0,-250.0,472.5,0.4386374241717219,940,False,0,708,1038,1242,0.5795613625758282,0,0.0,0.0,0,0.0,0.0,simple_invalidation,33
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_5,invalidate_for_day,orb_long_only,MES,n_closes_1m,2,5,False,False,1,2695.0,10697.5,1003,0.4327018943170488,2.686939182452642,1.0243478260869563,0.1175136519599202,0.3663262899337834,-4380.0,-4380.0,1.2575828278114791,0.0,-250.0,472.5,0.4680354643023798,1003,False,0,636,1107,1169,0.5454969668688754,0,0.0,0.0,0,0.0,0.0,simple_invalidation,34
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,MES,close_5m,4,1,False,False,1,2393.75,10208.75,973,0.4306269270298047,2.460174717368962,1.0221592224022218,0.1055858380190507,0.3307127779480985,-3777.5,-3777.5,1.117008866075595,0.0,-250.0,472.5,0.4540363975734951,973,False,0,672,1071,1215,0.566962202519832,0,0.0,0.0,0,0.0,0.0,simple_invalidation,35
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_5,invalidate_for_day,orb_long_only,MES,n_closes_1m,0,5,False,False,1,2123.75,9903.75,981,0.4311926605504587,2.164882772680938,1.019549408569982,0.0936268591298185,0.2914128795421937,-4103.75,-4103.75,0.9910172655156324,0.0,-250.0,472.5,0.457769482034531,981,False,0,662,1083,1200,0.5599626691553896,0,0.0,0.0,0,0.0,0.0,simple_invalidation,36
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_5,invalidate_for_day,orb_long_only,MES,n_closes_1m,1,5,False,False,1,1986.25,9896.25,992,0.4304435483870967,2.0022681451612905,1.0180888848413097,0.0871410499920965,0.2695580528413919,-4341.25,-4341.25,0.9268548763415771,0.0,-250.0,472.5,0.4629024731684554,992,False,0,648,1096,1184,0.5524965002333178,0,0.0,0.0,0,0.0,0.0,simple_invalidation,37
baseline_no_opposite_invalidation,baseline,orb_long_only,MGC,none,0,1,False,False,1,-12519.499999995913,-2806.99999999591,861,0.397212543554007,-14.540650406499315,0.8586413445416506,-0.6293730938894941,-1.0463849116570387,-17101.99999999588,-17101.99999999588,-5.579099821745057,0.0,-249.9999999999909,468.9999999999782,0.3836898395721925,861,False,0,674,593,0,0.0,349,-11000.999999998468,-1.7061055645533791,0,0.0,0.0,baseline,1
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,1,1,False,False,3,-6967.499999996525,1030.0000000034745,734,0.4209809264305177,-9.492506811984368,0.9061508724904962,-0.3767276894386883,-0.6055644732638039,-10267.49999999669,-10267.49999999669,-3.104946524062623,0.0,-249.9999999999909,468.9999999999782,0.3270944741532977,734,False,0,657,609,0,0.0,225,-3890.999999999056,-0.7710154783877926,250,-5674.99999999892,-1.7507561440381498,reclaim,2
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,0,1,False,False,3,-6991.49999999654,976.0000000034596,731,0.4213406292749658,-9.564295485631382,0.9053706536010064,-0.3790872812930504,-0.6066752392802666,-10477.49999999665,-10477.49999999665,-3.1156417112284047,0.0,-249.9999999999909,468.9999999999782,0.3257575757575757,731,False,0,674,593,0,0.0,235,-5653.499999998965,-1.0849446347044818,260,-7635.499999998834,-2.2708201608734333,reclaim,3
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,2,1,False,False,3,-7554.499999996486,503.00000000351474,738,0.4200542005420054,-10.236449864493885,0.899201430353695,-0.4075336142924485,-0.6576037909621488,-10854.49999999665,-10854.49999999665,-3.3665329768255283,0.0,-249.9999999999909,468.9999999999782,0.3288770053475935,738,False,0,638,628,0,0.0,214,-3219.999999999152,-0.6584496939786785,238,-4566.499999999035,-1.4697297036694124,reclaim,4
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,1,1,False,False,2,-7574.999999996443,585.0000000035584,739,0.4194857916102841,-10.25033829498842,0.8992887057103401,-0.4076315864477302,-0.6592512234497951,-10756.999999996337,-10756.999999996337,-3.3756684491962754,0.0,-249.9999999999909,468.9999999999782,0.3293226381461676,739,False,0,657,609,0,0.0,230,-4498.499999998971,-0.8752672312412063,255,-6282.499999998836,-1.8885563081153875,reclaim,5
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,0,1,False,False,2,-7828.499999996446,309.0000000035548,737,0.4192672998643147,-10.622116689276046,0.8957395519804386,-0.4221658009313748,-0.6806740446041206,-10966.999999996297,-10966.999999996297,-3.48863636363478,0.0,-249.9999999999909,468.9999999999782,0.3284313725490196,737,False,0,674,593,0,0.0,241,-6490.499999998869,-1.2212354756738322,266,-8472.499999998738,-2.449271546719197,reclaim,6
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,1,1,True,True,1,-8070.999999996448,234.0000000035525,748,0.4184491978609626,-10.79010695186691,0.894586987611956,-0.4310086064637606,-0.7050435801200452,-11645.999999996277,-11645.999999996277,-3.5967023172889703,0.0,-249.9999999999909,468.9999999999782,0.3333333333333333,748,False,0,657,609,0,0.0,238,-4757.999999998992,-0.9019248175824244,264,-6778.499999998841,-1.9512989892259172,reclaim,7
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,1,1,False,False,1,-8070.999999996448,234.0000000035525,748,0.4184491978609626,-10.79010695186691,0.894586987611956,-0.4310086064637606,-0.7050435801200452,-11645.999999996277,-11645.999999996277,-3.5967023172889703,0.0,-249.9999999999909,468.9999999999782,0.3333333333333333,748,False,0,657,609,0,0.0,238,-4757.999999998992,-0.9019248175824244,264,-6778.499999998841,-1.9512989892259172,reclaim,8
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,0,1,True,True,1,-8087.999999996466,167.00000000353384,745,0.4187919463087248,-10.85637583892143,0.8938582677165774,-0.4331177699560707,-0.70552249458623,-11662.99999999629,-11662.99999999629,-3.604278074864735,0.0,-249.9999999999909,468.9999999999782,0.3319964349376114,745,False,0,674,593,0,0.0,249,-6749.9999999988895,-1.2387251166517597,274,-8731.99999999876,-2.430190386422676,reclaim,9
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,0,1,False,False,1,-8087.999999996466,167.00000000353384,745,0.4187919463087248,-10.85637583892143,0.8938582677165774,-0.4331177699560707,-0.70552249458623,-11662.99999999629,-11662.99999999629,-3.604278074864735,0.0,-249.9999999999909,468.9999999999782,0.3319964349376114,745,False,0,674,593,0,0.0,249,-6749.9999999988895,-1.2387251166517597,274,-8731.99999999876,-2.430190386422676,reclaim,10
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,2,1,False,False,2,-8161.999999996402,58.00000000359887,743,0.4185733512786003,-10.985195154773084,0.8924920969441945,-0.4382279542634366,-0.7114574844904872,-11343.9999999963,-11343.9999999963,-3.637254901959181,0.0,-249.9999999999909,468.9999999999782,0.3311051693404634,743,False,0,638,628,0,0.0,219,-3827.4999999990673,-0.7680050580812764,243,-5173.99999999895,-1.620637157294344,reclaim,11
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,2,1,True,True,1,-8657.999999996406,-292.99999999640704,752,0.4175531914893617,-11.513297872335643,0.8879520645007245,-0.4613290335670499,-0.7575182076898573,-12232.999999996233,-12232.999999996233,-3.858288770051875,0.0,-249.9999999999909,468.9999999999782,0.3351158645276292,752,False,0,638,628,0,0.0,227,-4086.999999999089,-0.7982810937267225,252,-5669.999999998956,-1.6976711807102487,reclaim,12
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MGC,touch,2,1,False,False,1,-8657.999999996406,-292.99999999640704,752,0.4175531914893617,-11.513297872335643,0.8879520645007245,-0.4613290335670499,-0.7575182076898573,-12232.999999996233,-12232.999999996233,-3.858288770051875,0.0,-249.9999999999909,468.9999999999782,0.3351158645276292,752,False,0,638,628,0,0.0,227,-4086.999999999089,-0.7982810937267225,252,-5669.999999998956,-1.6976711807102487,reclaim,13
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,1,1,False,True,1,-11273.99999999602,-1848.99999999602,842,0.4014251781472684,-13.389548693581972,0.8690272888858316,-0.5731692571906828,-0.9473459456116292,-15553.99999999598,-15553.99999999598,-5.024064171121221,0.0,-249.9999999999909,468.9999999999782,0.375222816399287,842,False,0,657,609,0,0.0,318,-7294.4999999987,-1.2016950240701652,358,-9981.499999998414,-2.1263087668649963,reclaim,14
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,2,1,False,True,1,-11710.999999996027,-2285.9999999960264,841,0.4007134363852556,-13.925089179543432,0.864005063085387,-0.5964300983878317,-0.9836875041499908,-15990.999999995984,-15990.999999995984,-5.218805704098051,0.0,-249.9999999999909,468.9999999999782,0.374777183600713,841,False,0,638,628,0,0.0,301,-6216.499999998849,-1.0581186186889389,341,-8722.999999998578,-1.9473221393896167,reclaim,15
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,0,1,False,True,1,-11894.999999996004,-2469.999999996008,842,0.4002375296912114,-14.127078384793355,0.8621948040664232,-0.6054089114118028,-0.9998790798473142,-16174.999999995964,-16174.999999995964,-5.300802139035653,0.0,-249.9999999999909,468.9999999999782,0.375222816399287,842,False,0,674,593,0,0.0,333,-10125.49999999856,-1.6144793695593385,371,-12538.9999999983,-2.587277177113957,reclaim,16
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,MGC,touch,0,1,False,False,1,644.0000000022928,5544.000000002292,471,0.4416135881104034,1.367303609346694,1.0133629365260997,0.0415043940875667,0.0602841736795301,-5497.999999999224,-5497.999999999224,0.2869875222826616,0.0,-249.99999999995453,468.9999999999782,0.2098930481283422,471,False,0,674,593,995,0.4434046345811052,0,0.0,0.0,0,0.0,0.0,simple_invalidation,17
invalidate_on_opposite_touch__buffer_1,invalidate_for_day,orb_long_only,MGC,touch,1,1,False,False,1,-1292.4999999976058,3820.000000002394,484,0.4338842975206611,-2.6704545454495987,0.9744438952051871,-0.0822756234578503,-0.1225657987045561,-6101.499999998738,-6101.499999998738,-0.5759803921557958,0.0,-249.99999999995453,468.9999999999782,0.2156862745098039,484,False,0,657,609,989,0.4407308377896613,0,0.0,0.0,0,0.0,0.0,simple_invalidation,18
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,MGC,close_1m,0,1,False,False,1,-2046.499999997543,3266.000000002457,524,0.4351145038167939,-3.905534351140349,0.9624122984241704,-0.1264819040956923,-0.1946979772236802,-6445.999999999183,-6445.999999999183,-0.9119875222805454,0.0,-249.99999999995453,468.9999999999782,0.2335115864527629,524,False,0,620,646,959,0.4273618538324421,0,0.0,0.0,0,0.0,0.0,simple_invalidation,19
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,MGC,touch,2,1,False,False,1,-2987.9999999974507,2352.000000002549,500,0.432,-5.975999999994901,0.9434562107335256,-0.1882205292822188,-0.2864619341391319,-6518.999999998697,-6518.999999998697,-1.3315508021379014,0.0,-249.99999999995453,468.9999999999782,0.2228163992869875,500,False,0,638,628,980,0.4367201426024955,0,0.0,0.0,0,0.0,0.0,simple_invalidation,20
invalidate_on_opposite_touch__buffer_4,invalidate_for_day,orb_long_only,MGC,touch,4,1,False,False,1,-3086.4999999973934,2581.000000002607,523,0.4302103250478011,-5.9015296367062975,0.9441423180983683,-0.1900483235652923,-0.2950109925439734,-6541.499999998672,-6541.499999998672,-1.3754456327974125,0.0,-249.99999999995453,468.9999999999782,0.2330659536541889,523,False,0,615,651,961,0.42825311942959,0,0.0,0.0,0,0.0,0.0,simple_invalidation,21
invalidate_on_opposite_close_1m__buffer_1,invalidate_for_day,orb_long_only,MGC,close_1m,1,1,False,False,1,-3627.9999999974343,1972.0000000025648,540,0.4296296296296296,-6.718518518513768,0.9363676225555104,-0.220974172392982,-0.3493077374102136,-6994.999999999167,-6994.999999999167,-1.6167557932252383,0.0,-249.99999999995453,468.9999999999782,0.2406417112299465,540,False,0,600,665,949,0.4229055258467023,0,0.0,0.0,0,0.0,0.0,simple_invalidation,22
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,MGC,close_5m,4,1,False,False,1,-4109.9999999971415,2495.000000002858,615,0.4227642276422764,-6.682926829263645,0.9360390924087694,-0.236123877558005,-0.3825429322381954,-7490.999999999277,-7490.999999999277,-1.831550802137764,0.0,-249.99999999995453,468.9999999999782,0.2740641711229946,615,False,0,524,741,876,0.3903743315508021,0,0.0,0.0,0,0.0,0.0,simple_invalidation,23
invalidate_on_opposite_close_1m__buffer_4,invalidate_for_day,orb_long_only,MGC,close_1m,4,1,False,False,1,-4224.499999997263,1978.000000002737,574,0.4285714285714285,-7.359756097556207,0.930438576991834,-0.2498855013579676,-0.4044819059914199,-7558.499999998839,-7558.499999998839,-1.8825757575745377,0.0,-249.99999999995453,468.9999999999782,0.2557932263814617,574,False,0,567,698,920,0.409982174688057,0,0.0,0.0,0,0.0,0.0,simple_invalidation,24
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,MGC,close_5m,1,1,False,False,1,-4891.999999997242,1268.0000000027571,584,0.4195205479452055,-8.376712328762402,0.920632731697466,-0.2882320471467317,-0.4572039581675775,-7990.999999997214,-8204.499999997177,-2.1800356506226573,0.0,-249.99999999995453,468.9999999999782,0.2602495543672014,584,False,0,553,712,909,0.4050802139037433,0,0.0,0.0,0,0.0,0.0,simple_invalidation,25
invalidate_on_opposite_close_5m__buffer_0,invalidate_for_day,orb_long_only,MGC,close_5m,0,1,False,False,1,-4967.999999997297,957.000000002704,569,0.421792618629174,-8.731107205619152,0.9177844157778872,-0.2957276038199439,-0.4739767303387731,-8066.999999997265,-8280.499999997228,-2.213903743314303,0.0,-249.99999999995453,468.9999999999782,0.2535650623885918,569,False,0,568,698,924,0.4117647058823529,0,0.0,0.0,0,0.0,0.0,simple_invalidation,26
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,MGC,close_5m,2,1,False,False,1,-5231.999999997177,1043.000000002823,595,0.4218487394957983,-8.793277310919626,0.9164730956201478,-0.3065078331231092,-0.4908913216492072,-8398.499999997137,-8611.999999997099,-2.33155080213778,0.0,-249.99999999995453,468.9999999999782,0.2651515151515151,595,False,0,540,725,901,0.4015151515151515,0,0.0,0.0,0,0.0,0.0,simple_invalidation,27
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,MGC,close_1m,2,1,False,False,1,-5089.499999997313,758.0000000026876,556,0.4262589928057554,-9.153776978412434,0.9137877004125128,-0.3070059353809211,-0.4880175335086826,-7727.499999999152,-7727.499999999152,-2.268048128341048,0.0,-249.99999999995453,468.9999999999782,0.2477718360071301,556,False,0,585,680,936,0.4171122994652406,0,0.0,0.0,0,0.0,0.0,simple_invalidation,28
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_2,invalidate_for_day,orb_long_only,MGC,n_closes_1m,0,2,False,False,1,-5216.999999997253,833.0000000027462,578,0.4204152249134948,-9.025951557088671,0.9151431359792216,-0.3079689529414814,-0.4937486177633226,-8357.499999997191,-8570.999999997155,-2.3248663101592046,0.0,-249.99999999995453,468.9999999999782,0.2575757575757575,578,False,0,556,703,908,0.4046345811051693,0,0.0,0.0,0,0.0,0.0,simple_invalidation,29
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_5,invalidate_for_day,orb_long_only,MGC,n_closes_1m,0,5,False,False,1,-5435.499999997123,1257.0000000028767,634,0.4242902208201893,-8.573343848575904,0.9180938029761186,-0.3092977548955382,-0.5077063299914398,-9546.499999997151,-9759.999999997117,-2.4222370766475594,0.0,-249.99999999995453,468.9999999999782,0.2825311942959002,634,False,0,480,769,830,0.3698752228163993,0,0.0,0.0,0,0.0,0.0,simple_invalidation,30
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,MGC,n_closes_1m,2,3,False,False,1,-5413.999999997193,1036.0000000028067,609,0.425287356321839,-8.889983579634144,0.9158480477493566,-0.3128238732256162,-0.5140588880170325,-8644.499999997119,-8857.999999997082,-2.4126559714782494,0.0,-249.99999999995453,468.9999999999782,0.2713903743315508,609,False,0,515,739,868,0.3868092691622103,0,0.0,0.0,0,0.0,0.0,simple_invalidation,31
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,MGC,n_closes_1m,2,2,False,False,1,-5725.999999997202,549.0000000027976,593,0.4215851602023608,-9.655986509270155,0.9090504780965498,-0.3348730355898791,-0.5416666792521172,-8866.499999997137,-9079.9999999971,-2.5516934046333346,0.0,-249.99999999995453,468.9999999999782,0.2642602495543672,593,False,0,539,720,892,0.3975044563279857,0,0.0,0.0,0,0.0,0.0,simple_invalidation,32
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_2,invalidate_for_day,orb_long_only,MGC,n_closes_1m,1,2,False,False,1,-5733.499999997192,434.000000002809,586,0.4197952218430034,-9.784129692827973,0.9082287598438216,-0.3365688563727103,-0.5436777443796462,-8873.99999999713,-9087.499999997091,-2.555035650622634,0.0,-249.99999999995453,468.9999999999782,0.2611408199643494,586,False,0,546,713,900,0.4010695187165775,0,0.0,0.0,0,0.0,0.0,simple_invalidation,33
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_5,invalidate_for_day,orb_long_only,MGC,n_closes_1m,2,5,False,False,1,-6148.999999997005,836.0000000029936,651,0.4208909370199692,-9.44546850998004,0.9100405249221358,-0.3456750277358361,-0.5687135297724684,-10259.999999997037,-10473.499999997,-2.740196078430038,0.0,-249.99999999995453,468.9999999999782,0.2901069518716577,651,False,0,466,783,807,0.3596256684491978,0,0.0,0.0,0,0.0,0.0,simple_invalidation,34
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_3,invalidate_for_day,orb_long_only,MGC,n_closes_1m,1,3,False,False,1,-6205.499999997141,167.00000000285854,603,0.4212271973466003,-10.291044776114662,0.9031918378808852,-0.3606191831611689,-0.5887676357540376,-9368.499999997077,-9581.99999999704,-2.765374331549528,0.0,-249.99999999995453,468.9999999999782,0.2687165775401069,603,False,0,521,734,877,0.3908199643493761,0,0.0,0.0,0,0.0,0.0,simple_invalidation,35
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_3,invalidate_for_day,orb_long_only,MGC,n_closes_1m,0,3,False,False,1,-6219.999999997175,20.000000002823526,595,0.4201680672268907,-10.453781512600294,0.9017718960235396,-0.3639593898866489,-0.5894214265316704,-9382.999999997111,-9596.499999997077,-2.7718360071288664,0.0,-249.99999999995453,468.9999999999782,0.2651515151515151,595,False,0,529,726,888,0.3957219251336898,0,0.0,0.0,0,0.0,0.0,simple_invalidation,36
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_5,invalidate_for_day,orb_long_only,MGC,n_closes_1m,1,5,False,False,1,-6555.499999997073,332.00000000292675,642,0.4205607476635514,-10.211059190026594,0.9032819657861548,-0.370880889085215,-0.6127955874394482,-10666.4999999971,-10879.999999997064,-2.921345811050389,0.0,-249.99999999995453,468.9999999999782,0.2860962566844919,642,False,0,473,776,822,0.3663101604278075,0,0.0,0.0,0,0.0,0.0,simple_invalidation,37
baseline_no_opposite_invalidation,baseline,orb_long_only,MNQ,none,0,1,False,False,1,15540.5,20458.0,1117,0.4628469113697404,13.912712623097583,1.1532518120408264,0.709918616841008,1.7692954435735704,-2430.5,-2430.5,7.251749883341111,0.0,-250.0,489.0,0.5212319178721418,1117,True,0,843,903,0,0.0,396,-2305.5,-0.3084597141527213,0,0.0,0.0,baseline,1
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,2,1,False,True,1,15428.5,20326.0,1115,0.4627802690582959,13.837219730941705,1.1524721066519088,0.7057586628147672,1.755813398890088,-2755.0,-2755.0,7.199486700886608,0.0,-250.0,489.0,0.5202986467568829,1115,False,0,840,906,0,0.0,391,-2188.5,-0.295108333818408,430,-3020.0,-0.5455604743882281,reclaim,2
