timestamp,open,high,low,close,volume
2026-02-15 18:00:00,24789.75,24834.75,24766.0,24775.25,1720
2026-02-15 18:05:00,24776.0,24780.0,24754.5,24770.5,842
2026-02-15 18:10:00,24770.75,24800.0,24769.5,24800.0,577
2026-02-15 18:15:00,24798.5,24825.75,24795.0,24821.0,704
2026-02-15 18:20:00,24822.25,24825.0,24804.0,24819.5,518
2026-02-15 18:25:00,24820.0,24830.0,24815.0,24818.0,411
2026-02-15 18:30:00,24818.75,24830.75,24803.5,24806.0,460
2026-02-15 18:35:00,24808.0,24820.0,24796.5,24801.5,382
2026-02-15 18:40:00,24803.5,24822.0,24803.5,24817.0,296
2026-02-15 18:45:00,24819.5,24820.0,24804.5,24808.75,222
2026-02-15 18:50:00,24812.75,24820.0,24793.25,24808.75,365
2026-02-15 18:55:00,24808.75,24838.75,24798.5,24836.25,465
2026-02-15 19:00:00,24831.75,24843.0,24810.75,24816.75,706
2026-02-15 19:05:00,24814.5,24846.75,24810.5,24839.5,392
2026-02-15 19:10:00,24839.25,24847.75,24833.5,24840.25,316
2026-02-15 19:15:00,24842.0,24847.0,24835.75,24836.5,314
2026-02-15 19:20:00,24836.25,24839.75,24828.75,24829.75,321
2026-02-15 19:25:00,24829.0,24844.0,24825.75,24840.25,284
2026-02-15 19:30:00,24838.75,24845.25,24836.5,24841.25,185
2026-02-15 19:35:00,24839.75,24849.25,24834.5,24843.25,216
2026-02-15 19:40:00,24842.0,24846.0,24832.0,24833.0,160
2026-02-15 19:45:00,24832.25,24843.25,24830.5,24836.75,185
2026-02-15 19:50:00,24838.0,24848.0,24834.25,24843.0,201
2026-02-15 19:55:00,24845.0,24847.25,24827.25,24834.25,295
2026-02-15 20:00:00,24835.0,24837.25,24822.25,24832.0,327
2026-02-15 20:05:00,24832.25,24847.0,24832.0,24838.25,312
2026-02-15 20:10:00,24837.5,24843.5,24831.75,24833.25,218
2026-02-15 20:15:00,24832.5,24839.25,24831.75,24837.25,147
2026-02-15 20:20:00,24836.75,24838.0,24832.25,24836.75,78
2026-02-15 20:25:00,24836.5,24843.0,24833.0,24835.25,182
2026-02-15 20:30:00,24835.25,24839.5,24833.0,24838.0,209
2026-02-15 20:35:00,24837.0,24837.0,24831.75,24832.25,52
2026-02-15 20:40:00,24832.0,24843.0,24827.75,24837.75,229
2026-02-15 20:45:00,24836.5,24853.5,24831.75,24847.75,299
2026-02-15 20:50:00,24849.0,24859.5,24842.0,24857.75,292
2026-02-15 20:55:00,24858.25,24868.75,24856.0,24861.0,413
2026-02-15 21:00:00,24860.5,24872.25,24855.25,24872.25,279
2026-02-15 21:05:00,24871.0,24872.5,24848.5,24849.5,323
2026-02-15 21:10:00,24848.5,24848.5,24838.25,24847.25,324
2026-02-15 21:15:00,24846.25,24853.75,24844.25,24847.25,178
2026-02-15 21:20:00,24846.25,24853.5,24841.75,24851.25,161
2026-02-15 21:25:00,24853.0,24853.5,24841.25,24844.25,195
2026-02-15 21:30:00,24845.0,24850.5,24840.0,24841.75,129
2026-02-15 21:35:00,24843.0,24847.25,24838.5,24842.25,93
2026-02-15 21:40:00,24841.75,24846.75,24838.0,24843.25,90
2026-02-15 21:45:00,24842.0,24844.5,24838.5,24840.0,77
2026-02-15 21:50:00,24839.25,24839.25,24828.0,24830.25,271
2026-02-15 21:55:00,24829.75,24834.25,24827.5,24832.0,176
2026-02-15 22:00:00,24832.75,24835.5,24823.5,24828.5,222
2026-02-15 22:05:00,24827.25,24835.25,24825.75,24830.5,131
2026-02-15 22:10:00,24831.75,24834.0,24828.75,24830.0,64
2026-02-15 22:15:00,24830.25,24832.5,24826.0,24827.75,135
2026-02-15 22:20:00,24827.0,24836.5,24825.25,24832.0,190
2026-02-15 22:25:00,24832.75,24833.25,24815.0,24817.5,393
2026-02-15 22:30:00,24817.0,24820.5,24809.0,24815.0,241
2026-02-15 22:35:00,24815.25,24818.5,24811.0,24816.25,91
2026-02-15 22:40:00,24813.25,24814.75,24808.25,24814.75,99
2026-02-15 22:45:00,24815.25,24816.25,24812.0,24814.5,67
2026-02-15 22:50:00,24813.75,24823.75,24812.5,24819.5,161
2026-02-15 22:55:00,24819.25,24825.25,24819.25,24823.5,109
2026-02-15 23:00:00,24824.25,24838.75,24822.5,24836.0,245
2026-02-15 23:05:00,24836.25,24838.25,24824.0,24824.75,212
2026-02-15 23:10:00,24825.25,24830.5,24823.5,24828.5,142
2026-02-15 23:15:00,24829.0,24829.5,24823.25,24828.0,60
2026-02-15 23:20:00,24827.75,24828.0,24820.0,24825.75,147
2026-02-15 23:25:00,24825.5,24839.75,24824.5,24836.75,149
2026-02-15 23:30:00,24837.0,24840.0,24833.5,24834.0,92
2026-02-15 23:35:00,24833.5,24835.0,24828.75,24829.5,101
2026-02-15 23:40:00,24829.0,24832.5,24822.75,24826.25,103
2026-02-15 23:45:00,24824.75,24826.0,24821.25,24823.25,62
2026-02-15 23:50:00,24822.75,24834.0,24822.75,24831.5,78
2026-02-15 23:55:00,24831.75,24832.25,24825.5,24825.5,62
2026-02-16 00:00:00,24825.25,24826.5,24819.0,24820.5,78
2026-02-16 00:05:00,24819.0,24823.5,24813.75,24822.75,151
2026-02-16 00:10:00,24821.5,24826.25,24818.0,24825.25,107
2026-02-16 00:15:00,24826.75,24828.0,24817.0,24823.0,150
2026-02-16 00:20:00,24821.5,24826.0,24821.25,24823.75,51
2026-02-16 00:25:00,24824.5,24827.25,24823.25,24826.75,47
2026-02-16 00:30:00,24826.0,24827.5,24818.25,24818.25,84
2026-02-16 00:35:00,24819.0,24821.75,24809.25,24810.0,146
2026-02-16 00:40:00,24811.0,24812.75,24794.25,24798.25,316
2026-02-16 00:45:00,24797.25,24802.25,24794.25,24797.25,181
2026-02-16 00:50:00,24797.5,24807.0,24797.5,24804.5,122
2026-02-16 00:55:00,24805.25,24813.0,24803.25,24811.0,179
2026-02-16 01:00:00,24811.0,24814.25,24805.75,24813.25,146
2026-02-16 01:05:00,24813.25,24819.0,24808.5,24809.75,175
2026-02-16 01:10:00,24809.5,24813.0,24806.5,24811.25,77
2026-02-16 01:15:00,24812.0,24812.25,24804.75,24805.25,70
2026-02-16 01:20:00,24805.75,24806.5,24793.75,24803.5,346
2026-02-16 01:25:00,24803.0,24814.0,24799.75,24811.5,165
2026-02-16 01:30:00,24809.75,24815.25,24801.0,24802.0,188
2026-02-16 01:35:00,24799.5,24809.5,24799.5,24808.5,89
2026-02-16 01:40:00,24808.5,24821.25,24806.75,24819.5,223
2026-02-16 01:45:00,24820.0,24827.25,24816.75,24825.0,212
2026-02-16 01:50:00,24825.0,24825.5,24820.0,24823.75,76
2026-02-16 01:55:00,24823.0,24827.0,24821.5,24823.75,56
2026-02-16 02:00:00,24822.25,24844.25,24821.5,24844.25,412
2026-02-16 02:05:00,24844.0,24852.25,24840.5,24850.25,341
2026-02-16 02:10:00,24851.25,24859.0,24849.25,24857.75,258
2026-02-16 02:15:00,24859.0,24862.5,24849.0,24849.0,210
2026-02-16 02:20:00,24850.25,24855.0,24843.0,24851.75,198
2026-02-16 02:25:00,24852.25,24864.0,24852.25,24853.25,260
2026-02-16 02:30:00,24853.5,24860.75,24847.25,24858.0,238
2026-02-16 02:35:00,24859.5,24874.0,24859.5,24864.25,278
2026-02-16 02:40:00,24865.5,24868.0,24861.5,24867.75,89
