timestamp,open,high,low,close,volume
2026-02-15 18:00:00,24789.75,24838.75,24754.5,24836.25,6962
2026-02-15 19:00:00,24831.75,24849.25,24810.5,24834.25,3575
2026-02-15 20:00:00,24835.0,24868.75,24822.25,24861.0,2758
2026-02-15 21:00:00,24860.5,24872.5,24827.5,24832.0,2296
2026-02-15 22:00:00,24832.75,24836.5,24808.25,24823.5,1903
2026-02-15 23:00:00,24824.25,24840.0,24820.0,24825.5,1453
2026-02-16 00:00:00,24825.25,24828.0,24794.25,24811.0,1612
2026-02-16 01:00:00,24811.0,24827.25,24793.75,24823.75,1823
2026-02-16 02:00:00,24822.25,24874.0,24821.5,24861.5,2729
2026-02-16 03:00:00,24862.25,24904.0,24841.0,24894.75,4351
2026-02-16 04:00:00,24895.75,24922.25,24888.0,24911.25,2647
2026-02-16 05:00:00,24909.75,24911.5,24868.25,24878.25,2720
2026-02-16 06:00:00,24878.5,24879.25,24842.5,24863.25,2312
2026-02-16 07:00:00,24863.25,24880.5,24847.75,24869.5,2210
2026-02-16 08:00:00,24869.75,24875.75,24844.25,24844.25,2310
2026-02-16 09:00:00,24844.25,24844.25,24692.75,24768.0,22808
2026-02-16 10:00:00,24768.0,24797.5,24678.5,24692.25,19641
2026-02-16 11:00:00,24692.25,24753.5,24670.75,24728.75,15428
2026-02-16 12:00:00,24728.0,24770.75,24713.5,24747.25,7255
2026-02-16 18:00:00,24746.25,24842.5,24739.0,24817.75,6096
2026-02-16 19:00:00,24818.75,24834.75,24774.25,24788.25,6983
2026-02-16 20:00:00,24790.5,24824.25,24651.0,24669.0,11175
2026-02-16 21:00:00,24666.5,24686.0,24617.5,24662.0,10125
2026-02-16 22:00:00,24662.0,24665.5,24573.25,24609.25,9422
2026-02-16 23:00:00,24611.0,24630.0,24593.0,24623.5,3209
2026-02-17 00:00:00,24623.75,24626.0,24558.25,24582.75,5510
2026-02-17 01:00:00,24582.75,24641.0,24582.75,24627.25,4535
2026-02-17 02:00:00,24628.0,24663.75,24584.0,24660.0,6465
2026-02-17 03:00:00,24659.75,24726.75,24623.75,24639.5,9587
2026-02-17 04:00:00,24641.25,24695.5,24636.75,24686.75,6001
2026-02-17 05:00:00,24687.5,24697.5,24590.0,24607.5,5548
2026-02-17 06:00:00,24606.75,24638.0,24572.25,24623.75,6166
2026-02-17 07:00:00,24622.75,24666.75,24577.75,24584.5,7201
