variant_name,session_date,signal_time,signal_index,state_pre,state_post,policy_multiplier,allowed_to_trade,blocked_reason,trade_executed,quantity,trade_number_in_day,exit_reason,overlay_exit_reason,net_pnl_usd,net_pnl_r
state_machine_c,2019-05-07,2019-05-07 10:01:00-04:00,475,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,181.26,1.5012423389100547
state_machine_c,2019-05-09,2019-05-09 10:04:00-04:00,560,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-103.74,-0.7699272673296719
state_machine_c,2019-05-13,2019-05-13 10:01:00-04:00,562,neutral,neutral,1.0,True,,True,1,1,time_exit,,70.26,0.4788060515196947
state_machine_c,2019-05-20,2019-05-20 10:25:00-04:00,604,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-88.74,-0.7601507623779339
state_machine_c,2019-06-03,2019-06-03 10:01:00-04:00,598,neutral,neutral,1.0,True,,True,1,1,time_exit,,120.76,0.6590264134468456
state_machine_c,2019-06-18,2019-06-18 10:03:00-04:00,436,neutral,defensive,1.0,True,,True,1,1,time_exit,,-88.74,-0.5197376127445238
state_machine_c,2019-08-02,2019-08-02 10:04:00-04:00,604,neutral,neutral,1.0,True,,True,1,1,time_exit,,35.26,0.3482813117344923
state_machine_c,2019-08-06,2019-08-06 10:03:00-04:00,603,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-80.24,-0.8699045967042498
state_machine_c,2019-08-07,2019-08-07 10:10:00-04:00,610,neutral,neutral,1.0,True,,True,1,1,time_exit,,199.26,1.25526017386922
state_machine_c,2019-08-13,2019-08-13 10:26:00-04:00,624,neutral,defensive,1.0,True,,True,1,1,time_exit,,-72.24,-0.16279803488529318
state_machine_c,2019-08-14,2019-08-14 10:12:00-04:00,612,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,158.76,1.5303643724696356
