variant_name,family,feature_key,horizon,context_key,high_threshold,low_threshold,up_multiplier,down_multiplier,promotion_candidate,oos_promotion_ready,support_cluster_count,is_screen_score,is_sharpe,oos_sharpe,oos_sharpe_delta_vs_baseline,oos_net_pnl,oos_max_drawdown,oos_max_drawdown_improvement_vs_baseline,oos_profit_factor,oos_trade_count
conditional_downsize_with_context__rs_ratio_pct__30m__t95__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,30m,opening_gap,0.95,,,0.5,False,False,0.0,0.12174172465868015,0.2398310021839997,-0.44711513136508935,0.015374078239953404,-7874.999999997799,-13761.999999998057,0.02011463562248693,0.9119590371952326,257
conditional_downsize_with_context__rs_ratio_pct__30m__t95__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,30m,wide_or,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__30m__t95__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,30m,high_atr,0.95,,,0.75,False,False,0.0,0.11143448963704893,0.2299721304037835,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_ratio_pct__30m__t95__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,30m,opening_gap,0.95,,,0.75,False,False,0.0,0.11227261749105298,0.23077431569513532,-0.45229476054428347,0.01019444906075928,-7969.99999999779,-13856.999999998046,0.013350421873332288,0.911045135943591,257
conditional_downsize_with_context__rs_ratio_pct__30m__t95__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,30m,wide_or,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__60m__t85__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,60m,high_atr,0.85,,,0.5,False,False,0.0,0.10686170868920308,0.21156120045394397,-0.39167966182027686,0.07080954778476589,-6875.499999997823,-12762.499999998083,0.09128128448859923,0.9222118512233289,257
conditional_downsize_with_context__rs_ratio_pct__60m__t85__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,60m,opening_gap,0.85,,,0.5,False,False,0.0,0.07288435590541277,0.2078486177412229,-0.3637330425242293,0.09875616708081347,-6361.999999997828,-12248.999999998086,0.1278436398590338,0.9273574295354733,257
conditional_downsize_with_context__rs_ratio_pct__60m__t85__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,60m,wide_or,0.85,,,0.5,False,False,0.0,0.1103254086292154,0.2358159508980385,-0.4931642220932824,-0.030675012488239672,-8683.499999997799,-14470.49999999804,-0.030332158496212982,0.9031545723733957,257
conditional_downsize_with_context__rs_ratio_pct__60m__t85__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,60m,high_atr,0.85,,,0.75,False,False,0.0,0.10536211507385039,0.21462383284327138,-0.424108460247613,0.038380749357429744,-7457.999999997804,-13344.999999998057,0.04980597386877966,0.9162445954292995,257
conditional_downsize_with_context__rs_ratio_pct__60m__t85__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,60m,opening_gap,0.85,,,0.75,False,False,0.0,0.08795945429232155,0.21229892867898,-0.4084679860249344,0.05402122358010836,-7167.9999999978045,-13054.999999998057,0.07045462636620148,0.919126731165227,257
conditional_downsize_with_context__rs_ratio_pct__60m__t85__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,60m,wide_or,0.85,,,0.75,False,False,0.0,0.10662538636530787,0.22767436714094635,-0.4760369801211408,-0.013547770516098068,-8388.499999997788,-14225.49999999804,-0.01288760724839111,0.9065259662475217,257
conditional_downsize_with_context__rs_ratio_pct__60m__t90__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,60m,high_atr,0.9,,,0.5,False,False,0.0,0.09150190953946179,0.21089793951710278,-0.40538889098918696,0.057100318615855794,-7127.999999997799,-13014.999999998054,0.07330271636584612,0.9197206892668317,257
conditional_downsize_with_context__rs_ratio_pct__60m__t90__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,60m,opening_gap,0.9,,,0.5,False,False,0.0,0.06395665637899947,0.1966187377090168,-0.364999368967702,0.09748984063734073,-6397.499999997812,-12284.499999998072,0.12531595998435044,0.9272759308624239,257
conditional_downsize_with_context__rs_ratio_pct__60m__t90__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,60m,wide_or,0.9,,,0.5,False,False,0.0,0.08529838194657768,0.21187848934131734,-0.45372993612862994,0.00875927347641281,-8001.499999997786,-14044.499999998035,0.0,0.9107607889498177,257
conditional_downsize_with_context__rs_ratio_pct__60m__t90__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,60m,high_atr,0.9,,,0.75,False,False,0.0,0.09400649720299234,0.2132976744678329,-0.4324537344617505,0.030035475143292245,-7612.999999997791,-13499.999999998046,0.03876962512015844,0.9147241669000502,257
conditional_downsize_with_context__rs_ratio_pct__60m__t90__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,60m,opening_gap,0.9,,,0.75,False,False,0.0,0.08158949608763165,0.20620367228151815,-0.4098934157370154,0.052595793868027374,-7201.499999997796,-13088.499999998054,0.06806935099149956,0.9189271340519771,257
conditional_downsize_with_context__rs_ratio_pct__60m__t90__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,60m,wide_or,0.9,,,0.75,False,False,0.0,0.09510598898921444,0.21665389093484758,-0.45811929810521274,0.004369911499830015,-8079.499999997783,-14044.499999998035,0.0,0.9099691892825725,257
conditional_downsize_with_context__rs_ratio_pct__60m__t95__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,60m,high_atr,0.95,,,0.5,False,False,0.0,0.1094887525682089,0.22810961304876956,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_ratio_pct__60m__t95__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,60m,opening_gap,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.44197000655950586,0.020519203045536893,-7784.99999999779,-13671.999999998046,0.026522838121687577,0.9129652196272874,257
conditional_downsize_with_context__rs_ratio_pct__60m__t95__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,60m,wide_or,0.95,,,0.5,False,False,0.0,0.08529838194657768,0.21187848934131734,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__60m__t95__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,60m,high_atr,0.95,,,0.75,False,False,0.0,0.10475366340765507,0.22358019449543465,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_ratio_pct__60m__t95__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,60m,opening_gap,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.45023446616219026,0.01225474344285249,-7933.999999997786,-13820.999999998043,0.015913702873012494,0.9114469395955398,257
conditional_downsize_with_context__rs_ratio_pct__60m__t95__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,60m,wide_or,0.95,,,0.75,False,False,0.0,0.09510598898921444,0.21665389093484758,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,90m,high_atr,0.85,,,0.5,True,False,0.0,0.13135608407316432,0.23789117679509672,-0.4771755447574813,-0.014686335152438557,-8365.999999997775,-14252.999999998025,-0.014845669123145592,0.9063378152954175,257
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,90m,opening_gap,0.85,,,0.5,False,False,0.0,0.07091609011062036,0.2032798513154389,-0.47317750261438324,-0.010688293009340488,-8283.4999999978,-14170.499999998061,-0.008971483498881633,0.9069572835817763,257
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,90m,wide_or,0.85,,,0.5,False,False,0.0,0.10776115015113107,0.22756714040360992,-0.5176758278415872,-0.055186618236544416,-9059.499999997797,-13870.499999998054,0.01238919149845179,0.8986105748515945,257
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,90m,high_atr,0.85,,,0.75,True,False,0.0,0.11940400614666212,0.23058630466035857,-0.46763542268697916,-0.005146213081936413,-8221.999999997779,-14108.999999998028,-0.004592545124426056,0.9082171442605239,257
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,90m,opening_gap,0.85,,,0.75,False,False,0.0,0.08680399708046223,0.21119209213911516,-0.4666989908926524,-0.004209781287609626,-8194.49999999779,-14081.499999998046,-0.0026344832496718353,0.9083296976205879,257
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,90m,wide_or,0.85,,,0.75,False,False,0.0,0.1060963244987892,0.22489321082743136,-0.49034542612830007,-0.027856216523257316,-8608.499999997788,-13957.499999998046,0.0061945957492257646,0.9039085130014226,257
conditional_downsize_with_context__rs_ratio_pct__90m__t90__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,90m,high_atr,0.9,,,0.5,False,False,0.0,0.10261330676281585,0.2317442464762876,-0.4348237654189682,0.027665444186074528,-7658.999999997797,-13545.99999999805,0.03549432162056714,0.9142530871799686,257
conditional_downsize_with_context__rs_ratio_pct__90m__t90__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,90m,opening_gap,0.9,,,0.5,False,False,0.0,0.07183916524538053,0.20416424382125936,-0.4210336546758925,0.04145555492915026,-7406.999999997794,-13293.99999999805,0.05343728861832678,0.9168397534495951,257
conditional_downsize_with_context__rs_ratio_pct__90m__t90__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,90m,wide_or,0.9,,,0.5,False,False,0.0,0.10218843991502799,0.22486169283581614,-0.5043268794566041,-0.0418376698515614,-8841.499999997783,-13908.499999998043,0.009683505998790398,0.9013506200802447,257
conditional_downsize_with_context__rs_ratio_pct__90m__t90__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,90m,high_atr,0.9,,,0.75,False,False,0.0,0.1028475050220762,0.22584297734584097,-0.4493234382158281,0.013165771389214653,-7918.999999997788,-13805.999999998043,0.01698173662287914,0.9115995579419964,257
conditional_downsize_with_context__rs_ratio_pct__90m__t90__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,90m,opening_gap,0.9,,,0.75,False,False,0.0,0.08726511005903059,0.2116338638032137,-0.4398347714836536,0.022654438121389175,-7744.999999997788,-13631.999999998046,0.029370928121331966,0.9133736732023442,257
conditional_downsize_with_context__rs_ratio_pct__90m__t90__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,90m,wide_or,0.9,,,0.75,False,False,0.0,0.10147061089303422,0.22293017061788314,-0.48363247582944574,-0.02114326622440299,-8499.49999999778,-13976.49999999804,0.004841752999395199,0.9052690239349324,257
conditional_downsize_with_context__rs_ratio_pct__90m__t95__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,90m,high_atr,0.95,,,0.5,False,False,0.0,0.11910218139569412,0.237305681829463,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_ratio_pct__90m__t95__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,90m,opening_gap,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__90m__t95__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,90m,wide_or,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__90m__t95__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,90m,high_atr,0.95,,,0.75,False,False,0.0,0.10956714983078988,0.22818561642082003,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_ratio_pct__90m__t95__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,90m,opening_gap,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__90m__t95__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,90m,wide_or,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__session__t85__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,session,high_atr,0.85,,,0.5,False,False,0.0,0.062224879725146336,0.1892310616524073,-0.4569450064633262,0.005544203141716553,-7991.499999997814,-13878.499999998068,0.011819573498521875,0.9099767380296823,257
conditional_downsize_with_context__rs_ratio_pct__session__t85__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,session,opening_gap,0.85,,,0.5,False,False,0.0,0.11415200718793732,0.2327528672385182,-0.45719212257840147,0.005297087026641278,-7915.999999997808,-13802.99999999807,0.017195343372850527,0.9095722502413419,257
conditional_downsize_with_context__rs_ratio_pct__session__t85__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,session,wide_or,0.85,,,0.5,False,False,0.0,0.11207780585398097,0.24121888800548882,-0.536993605717001,-0.0745043961119583,-9403.999999997795,-14344.99999999805,-0.021396276122329496,0.8950745044658266,257
conditional_downsize_with_context__rs_ratio_pct__session__t85__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,session,high_atr,0.85,,,0.75,False,False,0.0,0.07941239479209587,0.20393191100077532,-0.4568313775603664,0.0056578320446763475,-8015.999999997799,-13902.999999998054,0.010075118373740725,0.9101717897284979,257
conditional_downsize_with_context__rs_ratio_pct__session__t85__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,session,opening_gap,0.85,,,0.75,False,False,0.0,0.10862166565780737,0.22728138339022186,-0.4503080828406081,0.012181126764434669,-7859.499999997795,-13746.499999998052,0.02121827049734952,0.9113088420328267,257
conditional_downsize_with_context__rs_ratio_pct__session__t85__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,session,wide_or,0.85,,,0.75,False,False,0.0,0.10740652828277962,0.2309088774336204,-0.49799909421901506,-0.03550988461397231,-8746.999999997786,-14160.999999998046,-0.008295062123965054,0.9025105185433079,257
conditional_downsize_with_context__rs_ratio_pct__session__t90__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,session,high_atr,0.9,,,0.5,False,False,0.0,0.1094887525682089,0.22810961304876956,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_ratio_pct__session__t90__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,session,opening_gap,0.9,,,0.5,False,False,0.0,0.08279190873472705,0.20274960240430162,-0.4035897424205412,0.058899467184501564,-7069.999999997821,-12956.99999999808,0.07743244686532867,0.9199021151733034,257
conditional_downsize_with_context__rs_ratio_pct__session__t90__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,session,wide_or,0.9,,,0.5,False,False,0.0,0.10875117156745769,0.23113692456410304,-0.5160571035148526,-0.053567893909809816,-9043.999999997786,-14110.999999998046,-0.0047349496244095705,0.899091218459054,257
conditional_downsize_with_context__rs_ratio_pct__session__t90__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,session,high_atr,0.9,,,0.75,False,False,0.0,0.10475366340765507,0.22358019449543465,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_ratio_pct__session__t90__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,session,opening_gap,0.9,,,0.75,False,False,0.0,0.09153745670620028,0.2109344654534464,-0.430832404136986,0.03165680546805677,-7567.499999997801,-13454.499999998057,0.042009327494753154,0.9149776419567444,257
conditional_downsize_with_context__rs_ratio_pct__session__t90__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,session,wide_or,0.9,,,0.75,False,False,0.0,0.10480861239347304,0.2261222889132929,-0.48754435336067226,-0.025055143755629505,-8566.999999997783,-14043.999999998043,3.5601124995036775e-05,0.9045167042826712,257
conditional_downsize_with_context__rs_ratio_pct__session__t95__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,session,high_atr,0.95,,,0.5,False,False,0.0,0.1094887525682089,0.22810961304876956,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_ratio_pct__session__t95__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,session,opening_gap,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.44197000655950586,0.020519203045536893,-7784.99999999779,-13671.999999998046,0.026522838121687577,0.9129652196272874,257
conditional_downsize_with_context__rs_ratio_pct__session__t95__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,session,wide_or,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.47413197775944715,-0.011642768154404404,-8359.999999997784,-14246.99999999804,-0.01441845562319997,0.9069244429105258,257
conditional_downsize_with_context__rs_ratio_pct__session__t95__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,session,high_atr,0.95,,,0.75,False,False,0.0,0.10475366340765507,0.22358019449543465,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_ratio_pct__session__t95__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,session,opening_gap,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.45023446616219026,0.01225474344285249,-7933.999999997786,-13820.999999998043,0.015913702873012494,0.9114469395955398,257
conditional_downsize_with_context__rs_ratio_pct__session__t95__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,session,wide_or,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46638344809030885,-0.0038942384852660994,-8224.999999997783,-14111.99999999804,-0.004806151874400162,0.9084274572893634,257
downside_downsize__rs_minus_pct__30m__t85__d50,downside_downsize,rs_minus_pct,30m,,0.85,,,0.5,True,True,4.0,0.15235763073621233,0.23785725985083941,-0.3408001165589009,0.12168909304614184,-5714.999999997912,-10417.999999998156,0.2582149595927507,0.9312071549373995,257
downside_downsize__rs_minus_pct__30m__t85__d75,downside_downsize,rs_minus_pct,30m,,0.85,,,0.75,True,True,4.0,0.13151141178412545,0.23451467034588694,-0.40046989357463736,0.06201931603040539,-6856.999999997847,-12151.999999998101,0.1347502581081704,0.9206094673528806,257
downside_downsize__rs_minus_pct__30m__t90__d50,downside_downsize,rs_minus_pct,30m,,0.9,,,0.5,False,False,4.0,0.08791629672653972,0.1941427000915151,-0.45063047853989596,0.011858731065146788,-7685.499999997837,-12776.499999998101,0.09028445298872241,0.910729219904311,257
downside_downsize__rs_minus_pct__30m__t90__d75,downside_downsize,rs_minus_pct,30m,,0.9,,,0.75,False,False,4.0,0.10118256142582542,0.2130924887612626,-0.45334910813354745,0.009140101471495299,-7838.49999999781,-13327.499999998076,0.05105201324362279,0.9108136399322098,257
downside_downsize__rs_minus_pct__30m__t95__d50,downside_downsize,rs_minus_pct,30m,,0.95,,,0.5,False,False,4.0,0.0917185898930117,0.2020436505734769,-0.5428299278463294,-0.08034071824128669,-9315.499999997814,-14406.499999998072,-0.025775214496784295,0.893924470077852,257
downside_downsize__rs_minus_pct__30m__t95__d75,downside_downsize,rs_minus_pct,30m,,0.95,,,0.75,False,False,4.0,0.09612291228961982,0.2107989698122476,-0.5033992004656502,-0.04090999086060748,-8736.499999997797,-14225.499999998061,-0.012887607248392665,0.9016375908443752,257
downside_downsize__rs_minus_pct__60m__t85__d50,downside_downsize,rs_minus_pct,60m,,0.85,,,0.5,False,False,4.0,0.10783594308188157,0.22831690046300007,-0.5779470974507636,-0.11545788784572081,-9695.999999997912,-14443.999999998157,-0.028445298871456994,0.88620252570304,257
downside_downsize__rs_minus_pct__60m__t85__d75,downside_downsize,rs_minus_pct,60m,,0.85,,,0.75,False,False,4.0,0.1045974451539635,0.22479869590365367,-0.5288982326367524,-0.06640902303170965,-9058.99999999785,-14342.999999998106,-0.02125387162235129,0.8965276984580456,257
downside_downsize__rs_minus_pct__60m__t90__d50,downside_downsize,rs_minus_pct,60m,,0.9,,,0.5,False,False,4.0,0.06137541645776134,0.19353058451356564,-0.46641612801798193,-0.003926918412939184,-8004.499999997831,-13061.499999998081,0.06999181174125757,0.9077530323547433,257
downside_downsize__rs_minus_pct__60m__t90__d75,downside_downsize,rs_minus_pct,60m,,0.9,,,0.75,False,False,4.0,0.08221431502427716,0.2083770007126035,-0.4637356486686615,-0.001246439063618765,-8049.499999997803,-13539.499999998066,0.035957136245508184,0.9088355710588979,257
downside_downsize__rs_minus_pct__60m__t95__d50,downside_downsize,rs_minus_pct,60m,,0.95,,,0.5,True,True,4.0,0.11230097302481173,0.2239216849657386,-0.3799545917783221,0.08253461782672067,-6658.49999999783,-13223.499999998066,0.058457047242698845,0.9243803412736945,257
downside_downsize__rs_minus_pct__60m__t95__d75,downside_downsize,rs_minus_pct,60m,,0.95,,,0.75,True,True,4.0,0.1051702450282072,0.22117015386127348,-0.42467264046084713,0.03781656914419562,-7463.499999997803,-13689.499999998052,0.02527679874684277,0.9161324396150416,257
downside_downsize__rs_minus_pct__90m__t85__d50,downside_downsize,rs_minus_pct,90m,,0.85,,,0.5,False,False,4.0,0.08866369895029245,0.2033863532408092,-0.4637724182593418,-0.0012832086542990395,-7849.499999997907,-12233.499999998154,0.1289472747338912,0.9076692348409324,257
downside_downsize__rs_minus_pct__90m__t85__d75,downside_downsize,rs_minus_pct,90m,,0.85,,,0.75,False,False,4.0,0.09980935237375688,0.21344764724410292,-0.4629779473190046,-0.000488737713961851,-7971.499999997845,-13055.499999998096,0.07041902524120319,0.9087835131764362,257
downside_downsize__rs_minus_pct__90m__t90__d50,downside_downsize,rs_minus_pct,90m,,0.9,,,0.5,False,False,4.0,0.08014611835450051,0.19821584921348007,-0.5080546799150197,-0.045565470309976985,-8725.499999997855,-13334.499999998121,0.05055359749368178,0.8999369266055264,257
downside_downsize__rs_minus_pct__90m__t90__d75,downside_downsize,rs_minus_pct,90m,,0.9,,,0.75,False,False,4.0,0.08882798730797159,0.20807691877236983,-0.48440069004526254,-0.021911480440219788,-8413.499999997817,-13661.499999998085,0.02727046174659151,0.904974079219349,257
downside_downsize__rs_minus_pct__90m__t95__d50,downside_downsize,rs_minus_pct,90m,,0.95,,,0.5,True,False,4.0,0.11311833536171895,0.22472670875325895,-0.49979001444379956,-0.03730080483875681,-8686.999999997804,-12957.999999998077,0.0773612446153377,0.9019979467740883,257
downside_downsize__rs_minus_pct__90m__t95__d75,downside_downsize,rs_minus_pct,90m,,0.95,,,0.75,True,False,4.0,0.10548174703859263,0.22147890650709007,-0.48229152018853294,-0.01980231058349019,-8432.999999997792,-13511.999999998056,0.037915198120264476,0.905503075940453,257
downside_downsize__rs_minus_pct__session__t85__d50,downside_downsize,rs_minus_pct,session,,0.85,,,0.5,True,False,4.0,0.13316469349457674,0.2457848058824955,-0.6049429876552478,-0.14245377805020504,-10169.49999999788,-15209.999999998108,-0.08298622236464351,0.8812515325961513,257
downside_downsize__rs_minus_pct__session__t85__d75,downside_downsize,rs_minus_pct,session,,0.85,,,0.75,True,False,4.0,0.1255928047723096,0.23854056283195493,-0.5226519247852357,-0.06016271518019295,-8970.999999997835,-14385.499999998083,-0.02427996724697177,0.8976672560315051,257
downside_downsize__rs_minus_pct__session__t90__d50,downside_downsize,rs_minus_pct,session,,0.9,,,0.5,True,False,4.0,0.16527856113717423,0.24556283883216873,-0.5806219263684951,-0.11813271676345233,-9900.49999999785,-15104.49999999808,-0.07547438499057937,0.8860892026071814,257
downside_downsize__rs_minus_pct__session__t90__d75,downside_downsize,rs_minus_pct,session,,0.9,,,0.75,True,False,4.0,0.1435186702997001,0.238932429603135,-0.5149685808964535,-0.052479371291410726,-8905.999999997819,-14374.999999998065,-0.02353234362206382,0.8991170190472633,257
downside_downsize__rs_minus_pct__session__t95__d50,downside_downsize,rs_minus_pct,session,,0.95,,,0.5,True,False,4.0,0.14731043244953265,0.2422333549342084,-0.5725033280576073,-0.11001411845256454,-9890.999999997803,-15010.999999998046,-0.06881697461640827,0.8881867510739532,257
downside_downsize__rs_minus_pct__session__t95__d75,downside_downsize,rs_minus_pct,session,,0.95,,,0.75,True,False,4.0,0.12606512570968584,0.23099590077737192,-0.514291245785967,-0.051802036180924216,-8963.499999997797,-14390.499999998043,-0.024635978496924466,0.8994170486615901,257
downside_downsize__rs_minus_share_pct__30m__t85__d50,downside_downsize,rs_minus_share_pct,30m,,0.85,,,0.5,False,False,2.0,0.0806502021145025,0.1778265726266481,-0.5051082314948137,-0.0426190218897709,-8246.499999997968,-14473.499999998214,-0.030545765246198744,0.8994899233971198,257
downside_downsize__rs_minus_share_pct__30m__t85__d75,downside_downsize,rs_minus_share_pct,30m,,0.85,,,0.75,False,False,2.0,0.09564408222464237,0.20103324561795238,-0.47811211356029676,-0.015622903955254008,-8065.999999997876,-14122.999999998134,-0.005589376624309104,0.905996701843144,257
downside_downsize__rs_minus_share_pct__30m__t90__d50,downside_downsize,rs_minus_share_pct,30m,,0.9,,,0.5,False,False,2.0,-0.05153871142284064,0.0773870431117648,-0.4758434112988409,-0.01335420169379814,-8022.4999999978845,-13909.499999998145,0.009612303748792036,0.9055582042815404,257
downside_downsize__rs_minus_share_pct__30m__t90__d75,downside_downsize,rs_minus_share_pct,30m,,0.9,,,0.75,False,False,2.0,0.02876773600988311,0.15094354800951712,-0.46563617238497035,-0.003146962779927598,-7999.499999997833,-13886.499999998086,0.011249955498591703,0.9083692720056579,257
downside_downsize__rs_minus_share_pct__30m__t95__d50,downside_downsize,rs_minus_share_pct,30m,,0.95,,,0.5,False,False,2.0,0.09471946461469233,0.21806322810579734,-0.385741611178772,0.07674759842627077,-6682.499999997899,-12569.49999999816,0.10502331873687797,0.9230893176730781,257
downside_downsize__rs_minus_share_pct__30m__t95__d75,downside_downsize,rs_minus_share_pct,30m,,0.95,,,0.75,False,False,2.0,0.09280047648045102,0.2154564597216686,-0.41970226723503135,0.042786942370011405,-7323.499999997842,-13210.499999998097,0.05938267649258107,0.9170287371623336,257
downside_downsize__rs_minus_share_pct__60m__t85__d50,downside_downsize,rs_minus_share_pct,60m,,0.85,,,0.5,False,False,2.0,0.11064954310378164,0.20481873291612243,-0.3005781839554977,0.16191102564954507,-4978.999999998054,-11105.999999998294,0.2092278115988574,0.9380598128981117,257
downside_downsize__rs_minus_share_pct__60m__t85__d75,downside_downsize,rs_minus_share_pct,60m,,0.85,,,0.75,False,False,2.0,0.11262911195673939,0.21525127197935323,-0.3794115566877651,0.08307765291727764,-6452.499999997919,-12459.499999998174,0.112855566235899,0.9240694759882077,257
