entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,15,-164.3333333333203,-10.955555555554687,0.4
11.0,39,-894.3604166666796,-22.932318376068707,0.20512820512820512
12.0,63,-676.2062499999593,-10.733432539681893,0.3492063492063492
13.0,79,-681.5635416666055,-8.627386603374752,0.4050632911392405
14.0,76,-268.24687499991114,-3.529564144735673,0.39473684210526316
15.0,32,162.95416666669325,5.092317708334164,0.53125
