trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_pullback_depth,signal_ema_spread,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-10,long,1,2019-05-10 13:50:00-04:00,7569.25,7541.899479166666,7637.626302083334,2019-05-10 14:50:00-04:00,7569.0,time_stop,50000.0,,,57.70104166666715,57.70104166666715,57.70104166666715,15138.5,0.30277,-0.25,-1.0,-0.5,2.5,-3.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-10 13:45:00-04:00,12,60.0,-0.5,13.0,18.505208333333332,18.25,19.876121225732277,12.0,-24.25,24.0,-48.5,0.41593703175491137,-0.8405394183380501
2,2019-05-13,short,1,2019-05-13 13:00:00-04:00,7335.25,7361.927604166666,7268.555989583334,2019-05-13 14:00:00-04:00,7362.177604166666,stop,50000.0,,,56.355208333332484,56.355208333332484,56.355208333332484,14670.5,0.29341,-26.927604166666242,-107.71041666666497,-53.855208333332484,2.5,-56.355208333332484,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-13 12:55:00-04:00,12,60.0,-53.855208333332484,13.0,21.776041666666668,25.0,-26.380294564865835,16.5,-27.0,33.0,-54.0,0.5855714312120012,-0.9582077965287292
3,2019-05-15,long,1,2019-05-15 12:45:00-04:00,7505.0,7492.8546875,7535.36328125,2019-05-15 13:00:00-04:00,7492.6046875,stop,50000.0,,,27.290624999999636,27.290624999999636,27.290624999999636,15010.0,0.3002,-12.395312499999818,-49.58124999999927,-24.790624999999636,2.5,-27.290624999999636,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-15 12:40:00-04:00,3,15.0,-24.790624999999636,12.0,13.953125,13.75,17.28502408634813,3.75,-18.0,7.5,-36.0,0.2748196496049504,-1.319134318103762
4,2019-05-20,short,1,2019-05-20 13:25:00-04:00,7400.25,7409.454166666666,7377.239583333334,2019-05-20 13:40:00-04:00,7409.704166666666,stop,50000.0,,,21.40833333333285,21.40833333333285,21.40833333333285,14800.5,0.29601,-9.454166666666424,-37.8166666666657,-18.90833333333285,2.5,-21.40833333333285,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-20 13:20:00-04:00,3,15.0,-18.90833333333285,13.0,17.041666666666668,17.75,-12.06354356873544,3.75,-11.5,7.5,-23.0,0.35033086804204766,-1.074347995328946
5,2019-05-21,long,1,2019-05-21 13:40:00-04:00,7469.0,7461.763020833333,7487.092447916668,2019-05-21 14:40:00-04:00,7480.0,time_stop,50000.0,,,17.47395833333394,17.47395833333394,17.47395833333394,14938.0,0.29876,11.0,44.0,22.0,2.5,19.5,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-21 13:35:00-04:00,12,60.0,22.0,13.0,9.869791666666666,9.25,6.453339375089854,16.25,-2.5,32.5,-5.0,1.859910581221992,-0.286140089418768
6,2019-05-22,short,1,2019-05-22 13:05:00-04:00,7428.75,7437.627083333334,7406.557291666666,2019-05-22 13:45:00-04:00,7437.877083333334,stop,50000.0,,,20.754166666667516,20.754166666667516,20.754166666667516,14857.5,0.29715,-9.127083333333758,-36.50833333333503,-18.254166666667516,2.5,-20.754166666667516,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-22 13:00:00-04:00,8,40.0,-18.254166666667516,13.0,11.270833333333334,11.5,-5.703099101749103,9.5,-11.25,19.0,-22.5,0.9154788195141164,-1.0841196546877694
7,2019-05-23,short,1,2019-05-23 12:55:00-04:00,7273.5,7294.200520833333,7221.748697916668,2019-05-23 13:30:00-04:00,7294.450520833333,stop,50000.0,,,44.40104166666606,44.40104166666606,44.40104166666606,14547.0,0.29094,-20.95052083333303,-83.80208333333212,-41.90104166666606,2.5,-44.40104166666606,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-23 12:50:00-04:00,7,35.0,-41.90104166666606,12.0,14.505208333333334,16.25,-24.91982199675931,5.25,-26.0,10.5,-52.0,0.2364809384164255,-1.1711436950146787
8,2019-05-27,short,1,2019-05-27 10:10:00-04:00,7310.75,7319.1546875,7289.738281249999,2019-05-27 11:10:00-04:00,7314.0,time_stop,50000.0,,,19.809375000000728,19.809375000000728,19.809375000000728,14621.5,0.29243,-3.25,-13.0,-6.5,2.5,-9.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-27 10:05:00-04:00,12,60.0,-6.5,10.0,6.546875,6.0,-4.8201805139869975,0.25,-6.75,0.5,-13.5,0.025240574223062646,-0.6814955040226914
9,2019-06-04,long,1,2019-06-04 11:00:00-04:00,7090.75,7067.888541666666,7147.903645833334,2019-06-04 12:00:00-04:00,7133.0,time_stop,50000.0,,,48.722916666667516,48.722916666667516,48.722916666667516,14181.5,0.28363,42.25,169.0,84.5,2.5,82.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-06-04 10:55:00-04:00,12,60.0,84.5,11.0,18.614583333333332,22.25,31.033884788370415,52.0,-5.75,104.0,-11.5,2.1345191773206964,-0.2360285628768078
10,2019-06-04,long,1,2019-06-04 14:00:00-04:00,7155.25,7140.177604166666,7192.930989583334,2019-06-04 14:20:00-04:00,7139.927604166666,stop,50000.0,,,33.144791666667516,33.144791666667516,33.144791666667516,14310.5,0.28621,-15.322395833333758,-61.28958333333503,-30.644791666667516,2.5,-33.144791666667516,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-06-04 13:55:00-04:00,4,20.0,-30.644791666667516,14.0,10.723958333333334,11.75,18.73774115422202,3.25,-15.5,6.5,-31.0,0.19610924290517742,-0.9352902353939231
