trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_pullback_depth,signal_ema_spread,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-10,long,1,2019-05-10 13:50:00-04:00,2870.75,2862.1859375,2892.16015625,2019-05-10 14:50:00-04:00,2871.75,time_stop,50000.0,,,46.570312500000455,46.570312500000455,46.570312500000455,14353.75,0.287075,1.0,4.0,5.0,2.5,2.5,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-10 13:45:00-04:00,12,60.0,5.0,13.0,5.640625,6.25,7.302034183615888,2.75,-7.25,13.75,-36.25,0.2952524744170412,-0.7783928870994723
2,2019-05-13,short,1,2019-05-13 13:00:00-04:00,2805.25,2814.9026041666666,2781.1184895833335,2019-05-13 14:00:00-04:00,2813.75,time_stop,50000.0,,,52.01302083333303,52.01302083333303,52.01302083333303,14026.25,0.280525,-8.5,-34.0,-42.5,2.5,-45.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-13 12:55:00-04:00,12,60.0,-42.5,13.0,6.526041666666667,7.5,-8.222782416584323,3.5,-9.25,17.5,-46.25,0.3364542131878055,-0.8892004205677717
3,2019-05-15,long,1,2019-05-15 12:45:00-04:00,2853.75,2849.79375,2863.6406250000005,2019-05-15 13:00:00-04:00,2849.54375,stop,50000.0,,,23.53125000000091,23.53125000000091,23.53125000000091,14268.75,0.285375,-4.206250000000182,-16.825000000000728,-21.03125000000091,2.5,-23.53125000000091,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-15 12:40:00-04:00,3,15.0,-21.03125000000091,12.0,4.5625,4.5,4.172596419567526,1.5,-4.5,7.5,-22.5,0.3187250996015813,-0.956175298804744
4,2019-05-15,long,1,2019-05-15 14:50:00-04:00,2859.75,2856.2322916666667,2868.544270833333,2019-05-15 14:55:00-04:00,2855.9822916666667,stop,50000.0,,,21.338541666666515,21.338541666666515,21.338541666666515,14298.75,0.285975,-3.767708333333303,-15.070833333333212,-18.838541666666515,2.5,-21.338541666666515,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-15 14:45:00-04:00,1,5.0,-18.838541666666515,14.0,2.6770833333333335,2.75,3.2121288629223272,0.25,-4.5,1.25,-22.5,0.058579448376861534,-1.0544300707835077
5,2019-05-16,long,1,2019-05-16 12:20:00-04:00,2893.5,2888.209895833333,2906.725260416667,2019-05-16 12:45:00-04:00,2887.959895833333,stop,50000.0,,,30.200520833334394,30.200520833334394,30.200520833334394,14467.5,0.28935,-5.540104166666879,-22.160416666667516,-27.700520833334394,2.5,-30.200520833334394,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-16 12:15:00-04:00,5,25.0,-27.700520833334394,12.0,2.9010416666666665,3.0,6.996069120122684,0.0,-6.25,0.0,-31.25,0.0,-1.0347503664740518
6,2019-05-21,long,1,2019-05-21 13:50:00-04:00,2868.5,2865.265625,2876.5859375,2019-05-21 14:50:00-04:00,2868.5,time_stop,50000.0,,,19.921875,19.921875,19.921875,14342.5,0.28685,0.0,0.0,0.0,2.5,-2.5,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-21 13:45:00-04:00,12,60.0,0.0,13.0,2.34375,2.0,2.160572980178131,1.75,-2.0,8.75,-10.0,0.4392156862745098,-0.5019607843137255
7,2019-05-23,short,1,2019-05-23 12:55:00-04:00,2809.5,2816.175,2792.8124999999995,2019-05-23 13:55:00-04:00,2811.0,time_stop,50000.0,,,37.12500000000091,37.12500000000091,37.12500000000091,14047.5,0.28095,-1.5,-6.0,-7.5,2.5,-10.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-23 12:50:00-04:00,12,60.0,-7.5,12.0,4.25,3.75,-6.609709286396537,2.5,-5.75,12.5,-28.75,0.33670033670032845,-0.7744107744107555
8,2019-05-28,short,1,2019-05-28 13:55:00-04:00,2826.0,2828.7671875,2819.08203125,2019-05-28 14:35:00-04:00,2819.33203125,target,50000.0,,,17.585937500000455,17.585937500000455,17.585937500000455,14130.0,0.2826,6.66796875,26.671875,33.33984375,2.5,30.83984375,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-05-28 13:50:00-04:00,8,40.0,33.33984375,13.0,2.671875,2.75,-1.4204118524526166,7.25,-1.0,36.25,-5.0,2.061306086183865,-0.2843180808529469
9,2019-06-05,long,1,2019-06-05 13:40:00-04:00,2823.25,2820.15,2831.0,2019-06-05 14:40:00-04:00,2822.75,time_stop,50000.0,,,19.249999999999545,19.249999999999545,19.249999999999545,14116.25,0.282325,-0.5,-2.0,-2.5,2.5,-5.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-06-05 13:35:00-04:00,12,60.0,-2.5,13.0,3.5,3.25,4.567150020140616,2.25,-2.75,11.25,-13.75,0.5844155844155983,-0.7142857142857312
10,2019-06-06,long,1,2019-06-06 13:30:00-04:00,2834.25,2831.461979166667,2841.220052083333,2019-06-06 14:30:00-04:00,2834.75,time_stop,50000.0,,,17.690104166665606,17.690104166665606,17.690104166665606,14171.25,0.283425,0.5,2.0,2.5,2.5,0.0,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,2019-06-06 13:25:00-04:00,12,60.0,2.5,13.0,2.8802083333333335,3.25,1.6345070197057794,2.5,-1.75,12.5,-8.75,0.7066097453261133,-0.4946268217282793
