symbol,dataset_path,resampled_dataset_path,variant_name,ema_fast,ema_slow,slope_lookback,pullback_lookback,pb_min_atr,target_r,is_sessions,oos_sessions,overall_total_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_max_drawdown,overall_win_rate,overall_average_trade,overall_expectancy,overall_median_holding_minutes,overall_time_in_market_pct,is_total_trades,is_net_pnl,is_profit_factor,is_sharpe_ratio,oos_total_trades,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_max_drawdown,oos_win_rate,oos_average_trade,oos_expectancy,oos_median_holding_minutes,oos_time_in_market_pct,oos_top_5_day_contribution_pct,oos_pnl_excluding_top_5_days,oos_median_mfe_r,oos_median_mae_r,oos_pct_trades_reaching_1r_mfe
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p3_tr1p5,12,34,3,3,0.3,1.5,1222,525,1801,-5970.208333332283,0.7267596480341969,-2.174310965714488,-5991.213020832292,0.4053303720155469,-3.314940773643688,-3.314940773643688,35.0,0.09435222285823316,1278,-3520.9786458325966,0.7614213912751846,-1.8605228125578273,523,-2449.2296874996864,0.6546250511725806,-2.8772766579492224,-2449.2296874996828,0.38049713193116635,-4.683039555448731,-4.683039555448731,30.0,0.09045177045177046,-0.15903469649579338,-2838.742187499686,0.6169099421647726,-0.8267638290823451,0.32695984703632885
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p3_tr2p0,12,34,3,3,0.3,2.0,1222,525,1782,-6057.701041665461,0.7277555630199022,-2.116788431405345,-6134.42291666563,0.37991021324354657,-3.399383300597902,-3.399383300597902,40.0,0.10193298401655586,1263,-3917.5531249991536,0.7406989024048558,-2.008908679286083,519,-2140.147916666308,0.7003785550973186,-2.3537822487286744,-2140.147916666305,0.3622350674373796,-4.12359906872121,-4.12359906872121,40.0,0.0972893772893773,-0.23768606336598594,-2648.83124999964,0.6289637821688979,-0.8400420021000585,0.32755298651252407
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,12,34,3,3,0.3,2.5,1222,525,1769,-6524.072395831953,0.7065539328090557,-2.2866721588876793,-6553.326041665307,0.37252685132843416,-3.68800022376029,-3.68800022376029,45.0,0.10571235671407395,1254,-4381.214583332381,0.7103815089975761,-2.2974558782855246,515,-2142.8578124995715,0.6984045732576268,-2.2795469884510213,-2142.8578124995693,0.3572815533980582,-4.160888956309847,-4.160888956309847,45.0,0.10153846153846154,-0.2675579024993181,-2716.196354166234,0.629047178538574,-0.8400420021000585,0.3300970873786408
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,12,34,3,3,0.5,1.5,1222,525,1778,-5690.797395832302,0.7359947730192007,-2.0805253068252334,-5711.80208333231,0.40888638920134984,-3.200673450974298,-3.200673450974298,35.0,0.09339086786138875,1261,-3313.8822916659437,0.7722559193773294,-1.759145052971503,517,-2376.915104166359,0.6606694950176006,-2.7988288174947247,-2376.915104166357,0.3829787234042553,-4.597514708252145,-4.597514708252145,30.0,0.08981684981684981,-0.16387312248436867,-2766.427604166358,0.629047178538574,-0.826617069642498,0.3288201160541586
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p5_tr2p0,12,34,3,3,0.5,2.0,1222,525,1759,-5785.49791666548,0.7365069644871456,-2.027830850042232,-5876.88124999898,0.3831722569641842,-3.2890835228342694,-3.2890835228342694,40.0,0.1009349360809006,1246,-3711.8395833324994,0.7508979475764045,-1.9112482389049519,513,-2073.6583333329804,0.7061162642933273,-2.2829075030846133,-2073.6583333329836,0.3645224171539961,-4.0422189733586364,-4.0422189733586364,40.0,0.0966056166056166,-0.24530720666780573,-2582.341666666312,0.6306049008969137,-0.8349900596421681,0.32943469785575047
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,12,34,3,3,0.5,2.5,1222,525,1746,-6259.077083331969,0.7146999525284964,-2.200188721431455,-6288.3307291653255,0.3757159221076747,-3.584809326077875,-3.584809326077875,45.0,0.10470697019065651,1237,-4176.883854165726,0.7200534911870045,-2.199208911887726,509,-2082.193229166244,0.703318771666853,-2.2170492103367887,-2082.193229166245,0.35952848722986247,-4.090752906024054,-4.090752906024054,45.0,0.10083028083028082,-0.27535318703165684,-2655.5317708329067,0.6330067822155874,-0.8349900596421681,0.3320235756385069
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p3_tr1p5,12,34,5,5,0.3,1.5,1222,525,804,-1883.6692708328462,0.7951648843828601,-1.0114134867086881,-2003.7411458329152,0.4216417910447761,-2.3428722274040377,-2.3428722274040377,40.0,0.045293763668119706,579,-1028.700520832998,0.8379713450124943,-0.7784858252170668,225,-854.9687499998481,0.6997103459933418,-1.5829790761286162,-861.0531249998603,0.39555555555555555,-3.799861111110436,-3.799861111110436,35.0,0.04021978021978022,-0.37310756972118453,-1173.9640624998501,0.6630025035251013,-0.7774810664098974,0.3422222222222222
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p3_tr2p0,12,34,5,5,0.3,2.0,1222,525,796,-1811.8333333327757,0.8051031999711867,-0.9267283449571412,-2017.7208333329545,0.4007537688442211,-2.2761725293125323,-2.2761725293125323,50.0,0.04855209663452365,573,-1080.9354166662786,0.832302127603237,-0.7913071724934795,223,-730.8979166664972,0.7436023176069019,-1.2411175543262196,-756.0531249998894,0.37668161434977576,-3.2775691330336194,-3.2775691330336194,45.0,0.04368742368742369,-0.5685187454929743,-1146.4270833331623,0.670976760440487,-0.7834990354652714,0.3452914798206278
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,12,34,5,5,0.3,2.5,1222,525,795,-1918.5505208327118,0.7949363039560934,-0.9589755773187892,-2187.009895832831,0.389937106918239,-2.4132710953870586,-2.4132710953870586,55.0,0.05037206639954207,573,-1125.6598958329118,0.8264488924214598,-0.802086355476682,222,-792.8906249997999,0.7237154451478585,-1.3281948682427516,-816.4916666665158,0.36486486486486486,-3.5715793918909906,-3.5715793918909906,50.0,0.04586080586080586,-0.5399612441292845,-1221.0208333331375,0.6800146565902908,-0.8087048684804716,0.34684684684684686
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\intraday_momentum_pullback_continuation_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p5_tr1p5,12,34,5,5,0.5,1.5,1222,525,801,-1872.0598958328492,0.7958482451442505,-1.0045263626307948,-1992.1317708329225,0.42197253433208487,-2.337153428006054,-2.337153428006054,40.0,0.045154330500638454,578,-1026.7005208329988,0.8382354027282558,-0.7769686634442018,223,-845.3593749998504,0.7005523699883054,-1.5615254409347035,-851.4437499998603,0.39461883408071746,-3.790849215245966,-3.790849215245966,35.0,0.04004884004884005,-0.3773487606972582,-1164.3546874998524,0.6630025035251013,-0.7774810664098974,0.34080717488789236
