session_date,meta_risk_variant,risk_multiplier,daily_pnl_usd,equity,peak_equity,drawdown_usd,drawdown_pct
2019-06-17,local_drawdown_scaling,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-18,local_drawdown_scaling,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-19,local_drawdown_scaling,1.0,-1.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-20,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-21,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-24,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-25,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-26,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-27,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-28,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-01,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-02,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-03,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-04,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-05,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-08,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-09,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-10,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-11,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-12,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-15,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-16,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-17,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-18,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-19,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-22,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-23,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-24,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-25,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-26,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-29,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-30,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-07-31,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-08-01,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-08-02,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-08-05,local_drawdown_scaling,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-08-06,local_drawdown_scaling,1.0,-85.5,49945.5,50150.5,-205.0,0.004087696034934846
2019-08-07,local_drawdown_scaling,1.0,198.0,50143.5,50150.5,-7.0,0.00013957986460753132
2019-08-08,local_drawdown_scaling,1.0,228.5,50372.0,50372.0,0.0,0.0
2019-08-09,local_drawdown_scaling,1.0,0.0,50372.0,50372.0,0.0,0.0
2019-08-12,local_drawdown_scaling,1.0,0.0,50372.0,50372.0,0.0,0.0
2019-08-13,local_drawdown_scaling,1.0,0.0,50372.0,50372.0,0.0,0.0
2019-08-14,local_drawdown_scaling,1.0,0.0,50372.0,50372.0,0.0,0.0
2019-08-15,local_drawdown_scaling,1.0,0.0,50372.0,50372.0,0.0,0.0
2019-08-16,local_drawdown_scaling,1.0,24.5,50396.5,50396.5,0.0,0.0
2019-08-19,local_drawdown_scaling,1.0,0.0,50396.5,50396.5,0.0,0.0
2019-08-20,local_drawdown_scaling,1.0,0.0,50396.5,50396.5,0.0,0.0
2019-08-21,local_drawdown_scaling,1.0,0.0,50396.5,50396.5,0.0,0.0
2019-08-22,local_drawdown_scaling,1.0,0.0,50396.5,50396.5,0.0,0.0
2019-08-23,local_drawdown_scaling,1.0,-121.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-08-26,local_drawdown_scaling,1.0,0.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-08-27,local_drawdown_scaling,1.0,0.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-08-28,local_drawdown_scaling,1.0,0.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-08-29,local_drawdown_scaling,1.0,0.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-08-30,local_drawdown_scaling,1.0,0.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-09-02,local_drawdown_scaling,1.0,0.0,50275.5,50396.5,-121.0,0.0024009603841536613
2019-09-03,local_drawdown_scaling,1.0,-90.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-04,local_drawdown_scaling,1.0,0.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-05,local_drawdown_scaling,1.0,0.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-06,local_drawdown_scaling,1.0,0.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-09,local_drawdown_scaling,1.0,0.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-10,local_drawdown_scaling,1.0,0.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-11,local_drawdown_scaling,1.0,0.0,50185.5,50396.5,-211.0,0.004186798686416715
2019-09-12,local_drawdown_scaling,1.0,-98.5,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-13,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-16,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-17,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-18,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-19,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-20,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-23,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-24,local_drawdown_scaling,1.0,0.0,50087.0,50396.5,-309.5,0.006141299495004613
2019-09-25,local_drawdown_scaling,1.0,157.0,50244.0,50396.5,-152.5,0.0030260037899457306
2019-09-26,local_drawdown_scaling,1.0,0.0,50244.0,50396.5,-152.5,0.0030260037899457306
2019-09-27,local_drawdown_scaling,1.0,0.0,50244.0,50396.5,-152.5,0.0030260037899457306
2019-09-30,local_drawdown_scaling,1.0,0.0,50244.0,50396.5,-152.5,0.0030260037899457306
2019-10-01,local_drawdown_scaling,1.0,0.0,50244.0,50396.5,-152.5,0.0030260037899457306
2019-10-02,local_drawdown_scaling,1.0,0.0,50244.0,50396.5,-152.5,0.0030260037899457306
2019-10-03,local_drawdown_scaling,1.0,131.5,50375.5,50396.5,-21.0,0.00041669560386137927
2019-10-04,local_drawdown_scaling,1.0,0.0,50375.5,50396.5,-21.0,0.00041669560386137927
2019-10-07,local_drawdown_scaling,1.0,0.0,50375.5,50396.5,-21.0,0.00041669560386137927
2019-10-08,local_drawdown_scaling,1.0,0.0,50375.5,50396.5,-21.0,0.00041669560386137927
2019-10-09,local_drawdown_scaling,1.0,0.0,50375.5,50396.5,-21.0,0.00041669560386137927
2019-10-10,local_drawdown_scaling,1.0,33.5,50409.0,50409.0,0.0,0.0
2019-10-11,local_drawdown_scaling,1.0,-81.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-14,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-15,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-16,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-17,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-18,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-21,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-22,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-23,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-24,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-25,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-28,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-29,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-30,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-10-31,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-01,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-04,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-05,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-06,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-07,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-08,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-11,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-12,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-13,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-14,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-15,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-18,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-19,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-20,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-21,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-22,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-25,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-26,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-27,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-28,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-11-29,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-02,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-03,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-04,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-05,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-06,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-09,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-10,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-11,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-12,local_drawdown_scaling,1.0,0.0,50328.0,50409.0,-81.0,0.0016068559185859668
2019-12-13,local_drawdown_scaling,1.0,-7.5,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-16,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-17,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-18,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-19,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-20,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-23,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-24,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-26,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-27,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-30,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2019-12-31,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2020-01-02,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2020-01-03,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2020-01-06,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2020-01-07,local_drawdown_scaling,1.0,0.0,50320.5,50409.0,-88.5,0.0017556388740105934
2020-01-08,local_drawdown_scaling,1.0,85.5,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-09,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-10,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-13,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-14,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-15,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-16,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-17,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-20,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-21,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-22,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-23,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-24,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-27,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-28,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-29,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-30,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-01-31,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-02-03,local_drawdown_scaling,1.0,0.0,50406.0,50409.0,-3.0,5.951318216985062e-05
2020-02-04,local_drawdown_scaling,1.0,133.0,50539.0,50539.0,0.0,0.0
2020-02-05,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-06,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-07,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-10,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-11,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-12,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-13,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-14,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-17,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-18,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-19,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-20,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-21,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-24,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-25,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-26,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-27,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-02-28,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-02,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-03,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-04,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-05,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-06,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-09,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-10,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-11,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-12,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-13,local_drawdown_scaling,1.0,0.0,50539.0,50539.0,0.0,0.0
2020-03-16,local_drawdown_scaling,1.0,-120.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-17,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-18,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-19,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-20,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-23,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-24,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-25,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-26,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-27,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-30,local_drawdown_scaling,1.0,0.0,50419.0,50539.0,-120.0,0.002374403925681157
2020-03-31,local_drawdown_scaling,1.0,-120.0,50299.0,50539.0,-240.0,0.004748807851362314
2020-04-01,local_drawdown_scaling,1.0,0.0,50299.0,50539.0,-240.0,0.004748807851362314
2020-04-02,local_drawdown_scaling,1.0,0.0,50299.0,50539.0,-240.0,0.004748807851362314
2020-04-03,local_drawdown_scaling,1.0,0.0,50299.0,50539.0,-240.0,0.004748807851362314
2020-04-06,local_drawdown_scaling,1.0,0.0,50299.0,50539.0,-240.0,0.004748807851362314
2020-04-07,local_drawdown_scaling,1.0,0.0,50299.0,50539.0,-240.0,0.004748807851362314
2020-04-08,local_drawdown_scaling,1.0,93.5,50392.5,50539.0,-146.5,0.002898751459269079
2020-04-09,local_drawdown_scaling,1.0,0.0,50392.5,50539.0,-146.5,0.002898751459269079
2020-04-13,local_drawdown_scaling,1.0,0.0,50392.5,50539.0,-146.5,0.002898751459269079
2020-04-14,local_drawdown_scaling,1.0,0.0,50392.5,50539.0,-146.5,0.002898751459269079
2020-04-15,local_drawdown_scaling,1.0,0.0,50392.5,50539.0,-146.5,0.002898751459269079
2020-04-16,local_drawdown_scaling,1.0,-111.0,50281.5,50539.0,-257.5,0.00509507509052415
2020-04-17,local_drawdown_scaling,1.0,0.0,50281.5,50539.0,-257.5,0.00509507509052415
2020-04-20,local_drawdown_scaling,1.0,0.0,50281.5,50539.0,-257.5,0.00509507509052415
2020-04-21,local_drawdown_scaling,1.0,0.0,50281.5,50539.0,-257.5,0.00509507509052415
2020-04-22,local_drawdown_scaling,1.0,82.5,50364.0,50539.0,-175.0,0.003462672391618354
2020-04-23,local_drawdown_scaling,1.0,0.0,50364.0,50539.0,-175.0,0.003462672391618354
2020-04-24,local_drawdown_scaling,1.0,0.0,50364.0,50539.0,-175.0,0.003462672391618354
2020-04-27,local_drawdown_scaling,1.0,-86.0,50278.0,50539.0,-261.0,0.005164328538356517
2020-04-28,local_drawdown_scaling,1.0,0.0,50278.0,50539.0,-261.0,0.005164328538356517
2020-04-29,local_drawdown_scaling,1.0,0.0,50278.0,50539.0,-261.0,0.005164328538356517
2020-04-30,local_drawdown_scaling,1.0,0.0,50278.0,50539.0,-261.0,0.005164328538356517
2020-05-01,local_drawdown_scaling,1.0,0.0,50278.0,50539.0,-261.0,0.005164328538356517
2020-05-04,local_drawdown_scaling,1.0,238.5,50516.5,50539.0,-22.5,0.00044520073606521695
2020-05-05,local_drawdown_scaling,1.0,-102.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-06,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-07,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-08,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-11,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-12,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-13,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-14,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-15,local_drawdown_scaling,1.0,0.0,50414.5,50539.0,-124.5,0.0024634440728942006
2020-05-18,local_drawdown_scaling,1.0,-95.0,50319.5,50539.0,-219.5,0.00434318051405845
2020-05-19,local_drawdown_scaling,1.0,-124.0,50195.5,50539.0,-343.5,0.0067967312372623125
2020-05-20,local_drawdown_scaling,1.0,78.0,50273.5,50539.0,-265.5,0.00525336868556956
2020-05-21,local_drawdown_scaling,1.0,0.0,50273.5,50539.0,-265.5,0.00525336868556956
2020-05-22,local_drawdown_scaling,1.0,62.5,50336.0,50539.0,-203.0,0.004016699974277291
2020-05-25,local_drawdown_scaling,1.0,0.0,50336.0,50539.0,-203.0,0.004016699974277291
2020-05-26,local_drawdown_scaling,1.0,0.0,50336.0,50539.0,-203.0,0.004016699974277291
2020-05-27,local_drawdown_scaling,1.0,0.0,50336.0,50539.0,-203.0,0.004016699974277291
2020-05-28,local_drawdown_scaling,1.0,0.0,50336.0,50539.0,-203.0,0.004016699974277291
2020-05-29,local_drawdown_scaling,1.0,-109.5,50226.5,50539.0,-312.5,0.006183343556461347
2020-06-01,local_drawdown_scaling,1.0,40.5,50267.0,50539.0,-272.0,0.005381982231543956
2020-06-02,local_drawdown_scaling,1.0,0.0,50267.0,50539.0,-272.0,0.005381982231543956
2020-06-03,local_drawdown_scaling,1.0,-107.0,50160.0,50539.0,-379.0,0.007499159065276321
