session_date,meta_risk_variant,risk_multiplier,daily_pnl_usd,equity,peak_equity,drawdown_usd,drawdown_pct
2019-05-06,half_after_2_losses,1.0,0.0,50000.0,50000.0,0.0,0.0
2019-05-07,half_after_2_losses,1.0,0.0,50000.0,50000.0,0.0,0.0
2019-05-08,half_after_2_losses,1.0,-41.0,49959.0,50000.0,-41.0,0.00082
2019-05-09,half_after_2_losses,1.0,45.0,50004.0,50004.0,0.0,0.0
2019-05-10,half_after_2_losses,1.0,-64.0,49940.0,50004.0,-64.0,0.0012798976081913446
2019-05-13,half_after_2_losses,1.0,0.0,49940.0,50004.0,-64.0,0.0012798976081913446
2019-05-14,half_after_2_losses,1.0,0.0,49940.0,50004.0,-64.0,0.0012798976081913446
2019-05-15,half_after_2_losses,1.0,210.5,50150.5,50150.5,0.0,0.0
2019-05-16,half_after_2_losses,1.0,0.0,50150.5,50150.5,0.0,0.0
2019-05-17,half_after_2_losses,1.0,0.0,50150.5,50150.5,0.0,0.0
2019-05-20,half_after_2_losses,1.0,-55.5,50095.0,50150.5,-55.5,0.0011066689265311412
2019-05-21,half_after_2_losses,1.0,0.0,50095.0,50150.5,-55.5,0.0011066689265311412
2019-05-22,half_after_2_losses,1.0,-63.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-23,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-24,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-27,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-28,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-29,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-30,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-05-31,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-03,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-04,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-05,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-06,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-07,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-10,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-11,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-12,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-13,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-14,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-17,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-18,half_after_2_losses,1.0,0.0,50032.0,50150.5,-118.5,0.002362887707998923
2019-06-19,half_after_2_losses,1.0,-1.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-20,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-21,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-24,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-25,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-26,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-27,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
2019-06-28,half_after_2_losses,1.0,0.0,50031.0,50150.5,-119.5,0.002382827688657142
