simulation_method,variant_name,variant_label,ruleset_name,run_id,start_session_date,status,pass,fail,expire,failure_reason,days_to_pass,days_to_fail,days_traded,calendar_days,final_pnl_usd,trailing_mll_breached,economic_target_hit,economic_target_day,economic_target_immediate_validation,economic_target_without_immediate_validation,delayed_pass_after_inconsistency,failed_after_economic_target,near_validation_then_fail,extra_traded_days_to_consistency,best_winning_day_usd,best_day_share_at_end,max_favorable_excursion_usd,max_adverse_excursion_usd,max_drawdown_usd
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1249,,fail,False,True,False,trailing_mll,,8.0,8,10,-2698.0,True,False,,False,False,False,False,False,,640.0,,7.0,-2698.0,-2705.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1250,,fail,False,True,False,trailing_mll,,4.0,4,5,-2253.0,True,False,,False,False,False,False,False,,0.0,,0.0,-2253.0,-2253.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1251,,pass,True,False,False,,5.0,,5,6,3303.0,False,True,5.0,True,False,False,False,False,,1364.0,0.4129579170451105,3303.0,0.0,0.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1252,,pass,True,False,False,,12.0,,12,16,3054.5,False,True,12.0,True,False,False,False,False,,785.0,0.25699787199214275,3054.5,-658.5,-1021.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1253,,pass,True,False,False,,16.0,,16,29,3740.0,False,True,16.0,True,False,False,False,False,,1364.0,0.36470588235294116,3740.0,-121.0,-1359.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1254,,pass,True,False,False,,21.0,,21,37,3531.5,False,True,21.0,True,False,False,False,False,,1364.0,0.3862381424323942,3531.5,-718.0,-1871.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1255,,fail,False,True,False,trailing_mll,,5.0,5,5,-1396.0,True,False,,False,False,False,False,False,,1102.0,,1102.0,-1396.0,-2498.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1256,,fail,False,True,False,trailing_mll,,17.0,17,23,-769.0,True,False,,False,False,False,False,False,,1300.0,,1418.0,-1470.0,-2187.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1257,,pass,True,False,False,,34.0,,34,60,3190.0,False,True,34.0,True,False,False,False,False,,1422.0,0.4457680250783699,3190.0,-1197.0,-1926.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1258,,pass,True,False,False,,12.0,,12,18,4191.5,False,True,12.0,True,False,False,False,False,,1380.0,0.32923774305141357,4191.5,-980.5,-1656.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1259,,pass,True,False,False,,8.0,,8,13,3536.0,False,True,8.0,True,False,False,False,False,,1314.0,0.37160633484162897,3536.0,0.0,-314.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1260,,pass,True,False,False,,8.0,,8,8,3281.5,False,True,8.0,True,False,False,False,False,,1134.0,0.3455736705774798,3281.5,0.0,-567.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1261,,fail,False,True,False,trailing_mll,,26.0,26,33,-323.5,True,False,,False,False,False,False,False,,1140.0,,1842.5,-342.5,-2166.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1262,,fail,False,True,False,trailing_mll,,9.0,9,15,-2052.0,True,False,,False,False,False,False,False,,1060.0,,54.0,-2052.0,-2106.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1263,,fail,False,True,False,trailing_mll,,23.0,23,46,29.0,True,False,,False,False,False,False,False,,1370.0,47.241379310344826,2266.5,-697.5,-2237.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1264,,pass,True,False,False,,9.0,,9,17,3937.0,False,True,9.0,True,False,False,False,False,,1416.0,0.35966471932943866,3937.0,-558.0,-1761.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1265,,fail,False,True,False,trailing_mll,,15.0,15,25,-1836.5,True,False,,False,False,False,False,False,,538.5,,485.0,-1836.5,-2321.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1266,,pass,True,False,False,,34.0,,34,36,3975.5,False,True,34.0,True,False,False,False,False,,1396.0,0.3511507986416803,3975.5,-1931.5,-1931.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1267,,pass,True,False,False,,18.0,,18,30,3254.5,False,True,18.0,True,False,False,False,False,,1412.0,0.43386080811184513,3254.5,-819.0,-1264.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1268,,pass,True,False,False,,13.0,,13,24,3252.5,False,True,13.0,True,False,False,False,False,,1203.0,0.369869331283628,3252.5,-59.0,-914.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1269,,pass,True,False,False,,15.0,,15,18,3036.0,False,True,15.0,True,False,False,False,False,,1314.0,0.43280632411067194,3036.0,-742.0,-742.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1270,,fail,False,True,False,trailing_mll,,6.0,6,8,-160.0,True,False,,False,False,False,False,False,,1060.0,,1869.0,-160.0,-2029.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1271,,fail,False,True,False,trailing_mll,,20.0,20,41,12.0,True,False,,False,False,False,False,False,,1422.0,118.5,2384.5,-844.5,-2372.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1272,,pass,True,False,False,,3.0,,3,3,3148.5,False,True,3.0,True,False,False,False,False,,1344.0,0.4268699380657456,3148.5,0.0,0.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1273,,fail,False,True,False,trailing_mll,,18.0,18,28,238.0,True,False,,False,False,False,False,False,,1400.0,5.882352941176471,2523.0,-832.0,-2285.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1274,,pass,True,False,False,,7.0,,7,20,3414.5,False,True,7.0,True,False,False,False,False,,1445.0,0.4231951969541661,3414.5,0.0,-674.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1275,,pass,True,False,False,,3.0,,3,10,3096.5,False,True,3.0,True,False,False,False,False,,1308.0,0.42241240109801387,3096.5,0.0,0.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1276,,fail,False,True,False,trailing_mll,,15.0,15,25,-2126.5,True,False,,False,False,False,False,False,,785.0,,232.5,-2126.5,-2359.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1277,,pass,True,False,False,,8.0,,8,12,3427.0,False,True,8.0,True,False,False,False,False,,1440.0,0.4201925882696236,3427.0,0.0,-1416.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1278,,fail,False,True,False,trailing_mll,,23.0,23,41,-271.0,True,False,,False,False,False,False,False,,1276.0,,1729.5,-504.5,-2000.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1279,,fail,False,True,False,trailing_mll,,7.0,7,9,-2007.5,True,False,,False,False,False,False,False,,557.0,,0.0,-2007.5,-2007.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1280,,pass,True,False,False,,20.0,,20,38,3362.0,False,True,20.0,True,False,False,False,False,,1422.0,0.4229625223081499,3362.0,0.0,-1411.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1281,,pass,True,False,False,,25.0,,25,32,3720.0,False,True,25.0,True,False,False,False,False,,1380.0,0.3709677419354839,3720.0,-466.0,-1416.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1282,,fail,False,True,False,trailing_mll,,7.0,7,13,-1195.0,True,False,,False,False,False,False,False,,502.5,,832.5,-1195.0,-2027.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1283,,pass,True,False,False,,11.0,,11,20,3914.5,False,True,11.0,True,False,False,False,False,,1344.0,0.343338868310129,3914.5,0.0,-1553.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1284,,fail,False,True,False,trailing_mll,,17.0,17,31,-2177.0,True,False,,False,False,False,False,False,,1302.0,,0.0,-2177.0,-2177.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1285,,pass,True,False,False,,17.0,,17,24,3639.5,False,True,17.0,True,False,False,False,False,,1440.0,0.3956587443330128,3639.5,-1676.0,-1676.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1286,,fail,False,True,False,trailing_mll,,12.0,12,15,-211.0,True,False,,False,False,False,False,False,,1330.0,,2008.0,-211.0,-2219.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1287,,pass,True,False,False,,4.0,,4,11,3035.0,False,True,4.0,True,False,False,False,False,,1350.0,0.44481054365733114,3035.0,0.0,-134.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1288,,pass,True,False,False,,22.0,,22,31,3684.0,False,True,22.0,True,False,False,False,False,,1364.0,0.3702497285559175,3684.0,-129.5,-1597.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1289,,pass,True,False,False,,11.0,,11,15,3131.0,False,True,11.0,True,False,False,False,False,,1350.0,0.4311721494730118,3131.0,-914.0,-914.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1290,,fail,False,True,False,trailing_mll,,12.0,12,23,226.0,True,False,,False,False,False,False,False,,1440.0,6.371681415929204,2724.0,0.0,-2498.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1291,,fail,False,True,False,trailing_mll,,24.0,24,28,349.5,True,False,,False,False,False,False,False,,1203.0,3.4420600858369097,2800.5,-1413.5,-2451.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1292,,pass,True,False,False,,4.0,,4,9,3447.5,False,True,4.0,True,False,False,False,False,,1230.0,0.3567802755620014,3447.5,0.0,0.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1293,,fail,False,True,False,trailing_mll,,6.0,6,13,-1890.0,True,False,,False,False,False,False,False,,439.5,,211.0,-1890.0,-2101.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1294,,fail,False,True,False,trailing_mll,,4.0,4,12,-2389.0,True,False,,False,False,False,False,False,,0.0,,0.0,-2389.0,-2389.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1295,,fail,False,True,False,trailing_mll,,4.0,4,4,-1828.5,True,False,,False,False,False,False,False,,282.5,,282.5,-1828.5,-2111.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1296,,fail,False,True,False,trailing_mll,,8.0,8,9,-139.5,True,False,,False,False,False,False,False,,1197.0,,2169.0,-139.5,-2308.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1297,,pass,True,False,False,,6.0,,6,7,3140.0,False,True,6.0,True,False,False,False,False,,1197.0,0.3812101910828026,3140.0,0.0,-750.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1298,,fail,False,True,False,trailing_mll,,11.0,11,15,-546.5,True,False,,False,False,False,False,False,,1400.0,,1716.5,-674.0,-2263.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1299,,pass,True,False,False,,3.0,,3,7,3207.0,False,True,3.0,True,False,False,False,False,,1416.0,0.441534144059869,3207.0,0.0,0.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1300,,pass,True,False,False,,6.0,,6,8,3752.0,False,True,6.0,True,False,False,False,False,,1445.0,0.3851279317697228,3752.0,-99.0,-99.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1301,,fail,False,True,False,trailing_mll,,5.0,5,7,-1662.0,True,False,,False,False,False,False,False,,1060.0,,367.0,-1662.0,-2029.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1302,,fail,False,True,False,trailing_mll,,9.0,9,16,-991.5,True,False,,False,False,False,False,False,,597.0,,1012.5,-991.5,-2004.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1303,,pass,True,False,False,,7.0,,7,8,3006.5,False,True,7.0,True,False,False,False,False,,1440.0,0.4789622484616664,3006.5,0.0,-808.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1304,,fail,False,True,False,trailing_mll,,3.0,3,5,-2139.5,True,False,,False,False,False,False,False,,0.0,,0.0,-2139.5,-2139.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1305,,fail,False,True,False,trailing_mll,,21.0,21,26,-1244.5,True,False,,False,False,False,False,False,,1194.0,,929.5,-1566.0,-2174.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1306,,fail,False,True,False,trailing_mll,,15.0,15,21,-728.0,True,False,,False,False,False,False,False,,1330.0,,1727.0,-728.0,-2455.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1307,,fail,False,True,False,trailing_mll,,17.0,17,25,-1287.0,True,False,,False,False,False,False,False,,1182.0,,1088.5,-1379.5,-2375.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1308,,fail,False,True,False,trailing_mll,,15.0,15,20,-133.5,True,False,,False,False,False,False,False,,1122.0,,1997.5,-133.5,-2131.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1309,,pass,True,False,False,,4.0,,4,5,3205.5,False,True,4.0,True,False,False,False,False,,1344.0,0.4192793635938231,3205.5,-586.5,-586.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1310,,fail,False,True,False,trailing_mll,,16.0,16,24,-1109.0,True,False,,False,False,False,False,False,,1248.0,,1507.5,-1109.0,-2616.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1311,,fail,False,True,False,trailing_mll,,7.0,7,9,-2149.5,True,False,,False,False,False,False,False,,1440.0,,0.0,-2149.5,-2149.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1312,,fail,False,True,False,trailing_mll,,9.0,9,13,-2008.0,True,False,,False,False,False,False,False,,505.0,,0.0,-2008.0,-2008.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1313,,fail,False,True,False,trailing_mll,,22.0,22,30,-504.0,True,False,,False,False,False,False,False,,1194.0,,1753.5,-504.0,-2257.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1314,,pass,True,False,False,,12.0,,12,16,3568.0,False,True,12.0,True,False,False,False,False,,1314.0,0.36827354260089684,3568.0,-1334.0,-1334.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1315,,fail,False,True,False,trailing_mll,,17.0,17,24,-786.0,True,False,,False,False,False,False,False,,1380.0,,1380.0,-786.0,-2166.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1316,,pass,True,False,False,,13.0,,13,20,3370.5,False,True,13.0,True,False,False,False,False,,1197.0,0.35514018691588783,3370.5,-809.0,-938.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1317,,fail,False,True,False,trailing_mll,,14.0,14,22,-2153.0,True,False,,False,False,False,False,False,,990.0,,0.0,-2153.0,-2153.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1318,,pass,True,False,False,,19.0,,19,29,3185.5,False,True,19.0,True,False,False,False,False,,1350.0,0.4237953225553288,3185.5,-1651.5,-1651.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1319,,fail,False,True,False,trailing_mll,,18.0,18,29,-1141.0,True,False,,False,False,False,False,False,,1422.0,,930.5,-1141.0,-2071.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1320,,pass,True,False,False,,8.0,,8,17,3379.0,False,True,8.0,True,False,False,False,False,,1350.0,0.39952648712636873,3379.0,-681.0,-681.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1321,,pass,True,False,False,,8.0,,8,17,3055.0,False,True,8.0,True,False,False,False,False,,1330.0,0.4353518821603928,3055.0,0.0,-725.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1322,,fail,False,True,False,trailing_mll,,15.0,15,24,-535.5,True,False,,False,False,False,False,False,,808.0,,1638.0,-535.5,-2173.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1323,,pass,True,False,False,,6.0,,6,8,3547.0,False,True,6.0,True,False,False,False,False,,1445.0,0.407386523822949,3547.0,0.0,-738.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1324,,fail,False,True,False,trailing_mll,,5.0,5,6,-2114.5,True,False,,False,False,False,False,False,,466.0,,466.0,-2114.5,-2580.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1325,,fail,False,True,False,trailing_mll,,5.0,5,6,-951.5,True,False,,False,False,False,False,False,,1096.0,,1096.0,-951.5,-2047.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1326,,fail,False,True,False,trailing_mll,,30.0,30,55,-776.0,True,False,,False,False,False,False,False,,1212.0,,1484.5,-776.0,-2260.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1327,,fail,False,True,False,trailing_mll,,16.0,16,22,77.5,True,False,,False,False,False,False,False,,1400.0,18.06451612903226,2150.0,-642.0,-2072.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1328,,expire,False,False,True,,,,35,53,1440.5,False,False,,False,False,False,False,False,,1396.0,0.9691079486289483,2340.5,-1363.0,-1770.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1329,,fail,False,True,False,trailing_mll,,5.0,5,5,-1273.0,True,False,,False,False,False,False,False,,1280.0,,1280.0,-1273.0,-2553.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1330,,fail,False,True,False,trailing_mll,,12.0,12,19,459.0,True,False,,False,False,False,False,False,,1452.0,3.1633986928104574,2701.5,0.0,-2242.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1331,,pass,True,False,False,,13.0,,13,16,3144.0,False,True,13.0,True,False,False,False,False,,1404.0,0.44656488549618323,3144.0,0.0,-1115.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1332,,pass,True,False,False,,12.0,,12,15,3534.0,False,True,12.0,True,False,False,False,False,,1330.0,0.3763440860215054,3534.0,-1093.0,-1632.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1333,,fail,False,True,False,trailing_mll,,13.0,13,17,-197.5,True,False,,False,False,False,False,False,,1314.0,,2160.5,-721.5,-2358.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1334,,fail,False,True,False,trailing_mll,,9.0,9,13,-1729.0,True,False,,False,False,False,False,False,,685.5,,504.0,-1729.0,-2233.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1335,,fail,False,True,False,trailing_mll,,11.0,11,12,382.0,True,False,,False,False,False,False,False,,1310.0,3.4293193717277486,2935.0,0.0,-2553.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1336,,fail,False,True,False,trailing_mll,,17.0,17,23,-606.0,True,False,,False,False,False,False,False,,1416.0,,1416.0,-606.0,-2022.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1337,,pass,True,False,False,,16.0,,16,30,3071.0,False,True,16.0,True,False,False,False,False,,1452.0,0.4728101595571475,3071.0,0.0,-1250.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1338,,fail,False,True,False,trailing_mll,,13.0,13,21,-447.0,True,False,,False,False,False,False,False,,1314.0,,2046.0,-447.0,-2493.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1339,,pass,True,False,False,,5.0,,5,5,3060.0,False,True,5.0,True,False,False,False,False,,1415.0,0.4624183006535948,3060.0,0.0,-930.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1340,,pass,True,False,False,,14.0,,14,22,3083.0,False,True,14.0,True,False,False,False,False,,1440.0,0.46707752189425883,3083.0,0.0,-1270.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1341,,fail,False,True,False,trailing_mll,,18.0,18,22,-552.5,True,False,,False,False,False,False,False,,1440.0,,1516.5,-757.0,-2069.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1342,,pass,True,False,False,,13.0,,13,16,3511.5,False,True,13.0,True,False,False,False,False,,1170.0,0.33319094404100813,3511.5,0.0,-1169.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1343,,pass,True,False,False,,11.0,,11,15,3660.5,False,True,11.0,True,False,False,False,False,,1296.0,0.3540499931703319,3660.5,-499.5,-1056.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1344,,pass,True,False,False,,7.0,,7,14,3927.5,False,True,7.0,True,False,False,False,False,,1344.0,0.3422024188415022,3927.5,0.0,-667.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1345,,pass,True,False,False,,12.0,,12,16,3317.0,False,True,12.0,True,False,False,False,False,,1280.0,0.3858908652396744,3317.0,-822.5,-1607.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1346,,fail,False,True,False,trailing_mll,,9.0,9,14,-2166.5,True,False,,False,False,False,False,False,,599.0,,0.0,-2166.5,-2166.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1347,,fail,False,True,False,trailing_mll,,20.0,20,28,-1463.5,True,False,,False,False,False,False,False,,1270.0,,1147.0,-1463.5,-2610.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1348,,pass,True,False,False,,6.0,,6,6,3904.0,False,True,6.0,True,False,False,False,False,,1380.0,0.35348360655737704,3904.0,0.0,-717.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1349,,fail,False,True,False,trailing_mll,,6.0,6,8,-626.5,True,False,,False,False,False,False,False,,1300.0,,1518.0,-626.5,-2144.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1350,,pass,True,False,False,,4.0,,4,9,4032.0,False,True,4.0,True,False,False,False,False,,1364.0,0.3382936507936508,4032.0,0.0,0.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1351,,pass,True,False,False,,21.0,,21,29,3299.0,False,True,21.0,True,False,False,False,False,,1428.0,0.4328584419521067,3299.0,-76.0,-1635.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1352,,pass,True,False,False,,11.0,,11,24,3389.5,False,True,11.0,True,False,False,False,False,,1302.0,0.3841274524266116,3389.5,-222.0,-1069.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1353,,fail,False,True,False,trailing_mll,,16.0,16,19,-487.0,True,False,,False,False,False,False,False,,1440.0,,1584.5,-718.0,-2071.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1354,,fail,False,True,False,trailing_mll,,6.0,6,10,-2542.5,True,False,,False,False,False,False,False,,0.0,,0.0,-2542.5,-2542.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1355,,fail,False,True,False,trailing_mll,,13.0,13,25,22.5,True,False,,False,False,False,False,False,,1364.0,60.62222222222222,2287.5,0.0,-2265.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1356,,pass,True,False,False,,6.0,,6,7,4152.0,False,True,6.0,True,False,False,False,False,,1412.0,0.3400770712909441,4152.0,-220.0,-220.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1357,,fail,False,True,False,trailing_mll,,18.0,18,25,-275.5,True,False,,False,False,False,False,False,,805.0,,2145.5,-275.5,-2421.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1358,,fail,False,True,False,trailing_mll,,11.0,11,28,-1809.0,True,False,,False,False,False,False,False,,1404.0,,766.0,-1809.0,-2575.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1359,,pass,True,False,False,,7.0,,7,16,3450.0,False,True,7.0,True,False,False,False,False,,1248.0,0.3617391304347826,3450.0,0.0,-524.0
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1360,,fail,False,True,False,trailing_mll,,16.0,16,28,-697.5,True,False,,False,False,False,False,False,,1440.0,,1346.0,-697.5,-2043.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1361,,pass,True,False,False,,7.0,,7,19,3183.5,False,True,7.0,True,False,False,False,False,,1452.0,0.45610177477618974,3183.5,0.0,-1250.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1362,,fail,False,True,False,trailing_mll,,28.0,28,43,490.0,True,False,,False,False,False,False,False,,1415.0,2.8877551020408165,2947.5,-210.5,-2457.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1363,,pass,True,False,False,,8.0,,8,15,3459.5,False,True,8.0,True,False,False,False,False,,1375.0,0.397456279809221,3459.5,0.0,-515.5
bootstrap_block_5,nominal,nominal_mnq_orb,topstepx_50k_main_35d,bootstrap_1364,,pass,True,False,False,,12.0,,12,15,3591.0,False,True,12.0,True,False,False,False,False,,1440.0,0.40100250626566414,3591.0,-1163.5,-1163.5
