ruleset_name,variant_name,variant_label,rolling_run_count,rolling_pass_rate,rolling_fail_rate,rolling_expire_rate,rolling_median_days_to_pass,rolling_mean_days_to_pass,rolling_median_days_to_fail,rolling_mean_days_to_fail,rolling_trailing_mll_breach_rate,rolling_economic_target_hit_rate,rolling_economic_target_without_immediate_validation_rate,rolling_delayed_pass_after_inconsistency_rate,rolling_failed_after_economic_target_rate,rolling_near_validation_then_fail_rate,rolling_median_extra_traded_days_to_consistency,rolling_mean_extra_traded_days_to_consistency,rolling_median_final_pnl_usd,rolling_mean_final_pnl_usd,rolling_median_max_drawdown_usd,rolling_worst_max_drawdown_usd,bootstrap_run_count,bootstrap_pass_rate,bootstrap_fail_rate,bootstrap_expire_rate,bootstrap_median_days_to_pass,bootstrap_mean_days_to_pass,bootstrap_median_days_to_fail,bootstrap_mean_days_to_fail,bootstrap_trailing_mll_breach_rate,bootstrap_economic_target_hit_rate,bootstrap_economic_target_without_immediate_validation_rate,bootstrap_delayed_pass_after_inconsistency_rate,bootstrap_failed_after_economic_target_rate,bootstrap_near_validation_then_fail_rate,bootstrap_median_extra_traded_days_to_consistency,bootstrap_mean_extra_traded_days_to_consistency,bootstrap_median_final_pnl_usd,bootstrap_mean_final_pnl_usd,bootstrap_median_max_drawdown_usd,bootstrap_worst_max_drawdown_usd
topstepx_50k_main_35d,nominal,nominal_mnq_orb,421,0.6009501187648456,0.3990498812351544,0.0,12.0,12.154150197628459,11.0,11.69047619047619,0.3990498812351544,0.6009501187648456,0.0,0.0,0.0,0.0,,,3073.0,1472.3182897862232,-1616.0,-2692.5,2000,0.532,0.4605,0.0075,10.0,12.24436090225564,10.0,11.279044516829533,0.4605,0.532,0.0,0.0,0.0,0.0,,,3034.75,1290.24125,-1857.25,-2705.0
topstepx_50k_main_35d,sizing_3state_realized_vol_ratio_15_60,sizing_3state_realized_vol_ratio_15_60,421,0.5225653206650831,0.3990498812351544,0.07838479809976247,14.0,15.15,18.0,17.06547619047619,0.3990498812351544,0.5225653206650831,0.0,0.0,0.0,0.0,,,3015.0,1441.4928741092638,-1404.0,-2525.0,2000,0.5835,0.3185,0.098,17.0,17.847472150814053,16.0,16.945054945054945,0.3185,0.5835,0.0,0.0,0.0,0.0,,,3065.75,1735.58825,-1441.75,-2709.5
topstepx_50k_extended_60d,nominal,nominal_mnq_orb,383,0.587467362924282,0.412532637075718,0.0,12.0,12.355555555555556,11.0,11.626582278481013,0.412532637075718,0.587467362924282,0.0,0.0,0.0,0.0,,,3064.0,1405.1018276762402,-1658.5,-2633.0,2000,0.5515,0.448,0.0005,11.0,12.335448776065277,10.0,11.6328125,0.448,0.5515,0.0,0.0,0.0,0.0,,,3055.0,1372.529,-1765.5,-2728.0
topstepx_50k_extended_60d,sizing_3state_realized_vol_ratio_15_60,sizing_3state_realized_vol_ratio_15_60,383,0.5274151436031331,0.4725848563968668,0.0,14.0,17.04950495049505,19.0,18.81767955801105,0.4725848563968668,0.5274151436031331,0.0,0.0,0.0,0.0,,,3026.0,1255.4412532637075,-1404.0,-2525.0,2000,0.635,0.3595,0.0055,18.0,20.53070866141732,17.0,19.090403337969402,0.3595,0.635,0.0,0.0,0.0,0.0,,,3102.25,1791.17125,-1489.75,-2702.5
