ruleset_name,variant_name,run_count,pass_rate,fail_rate,expire_rate,median_days_to_pass,mean_days_to_pass,median_days_to_fail,mean_days_to_fail,trailing_mll_breach_rate,economic_target_hit_rate,economic_target_without_immediate_validation_rate,delayed_pass_after_inconsistency_rate,failed_after_economic_target_rate,near_validation_then_fail_rate,median_extra_traded_days_to_consistency,mean_extra_traded_days_to_consistency,median_final_pnl_usd,mean_final_pnl_usd,median_max_drawdown_usd,worst_max_drawdown_usd
topstepx_50k_main_35d,nominal,2000,0.532,0.4605,0.0075,10.0,12.24436090225564,10.0,11.279044516829533,0.4605,0.532,0.0,0.0,0.0,0.0,,,3034.75,1290.24125,-1857.25,-2705.0
topstepx_50k_main_35d,sizing_3state_realized_vol_ratio_15_60,2000,0.5835,0.3185,0.098,17.0,17.847472150814053,16.0,16.945054945054945,0.3185,0.5835,0.0,0.0,0.0,0.0,,,3065.75,1735.58825,-1441.75,-2709.5
topstepx_50k_extended_60d,nominal,2000,0.5515,0.448,0.0005,11.0,12.335448776065277,10.0,11.6328125,0.448,0.5515,0.0,0.0,0.0,0.0,,,3055.0,1372.529,-1765.5,-2728.0
topstepx_50k_extended_60d,sizing_3state_realized_vol_ratio_15_60,2000,0.635,0.3595,0.0055,18.0,20.53070866141732,17.0,19.090403337969402,0.3595,0.635,0.0,0.0,0.0,0.0,,,3102.25,1791.17125,-1489.75,-2702.5
