config_name,policy_family,strategy_tag,symbol,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe
baseline_no_opposite_invalidation,baseline,orb_long_only,MES,none,0,1,False,False,1,-6931.25,3796.25,1354,0.4165435745937961,-5.119091580502215,0.9533606412596412,-0.2680660734237066,-0.8149955336799792,-8267.5,-8267.5,-3.234367708819412,0.0,-250.0,472.5,0.6318245450303314,1354,False,0,882,865,0,0.0,539,-12947.5,-1.3150646988013643,0,0.0,0.0
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,MES,touch,0,1,False,False,1,6460.0,12415.0,767,0.4406779661016949,8.422425032594525,1.077610416134797,0.3194772876014375,0.9044122921269208,-4438.75,-4438.75,3.0144657022865142,0.0,-250.0,472.5,0.3579094727018199,767,False,0,882,865,1384,0.6458236117592161,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,MES,touch,2,1,False,False,1,4656.25,10938.75,790,0.4354430379746835,5.893987341772152,1.0537138242800903,0.227079806605612,0.6458918591201472,-4091.25,-4091.25,2.172771815212319,0.0,-250.0,472.5,0.3686420905272982,790,False,0,858,888,1363,0.6360242650489968,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,MES,close_1m,0,1,False,False,1,6058.75,12586.25,842,0.4382422802850356,7.195665083135392,1.0657951892273445,0.2857254334687567,0.853680720875439,-3643.75,-3643.75,2.827228184787681,0.0,-250.0,472.5,0.3929071395240317,842,False,0,805,941,1323,0.617358842743817,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,MES,close_1m,2,1,False,False,1,5033.75,11971.25,870,0.435632183908046,5.785919540229885,1.052410328491853,0.2329481667230202,0.7094493783955301,-4418.75,-4418.75,2.348926738217452,0.0,-250.0,472.5,0.4059729351376575,870,False,0,778,968,1302,0.6075594960335977,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,MES,n_closes_1m,2,2,False,False,1,3817.5,11157.5,921,0.4321389793702497,4.144951140065147,1.0374558477237048,0.172351435298999,0.525296639290453,-4402.5,-4402.5,1.7813812412505834,0.0,-250.0,472.5,0.4297713485767615,921,False,0,725,1020,1259,0.5874941670555296,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,MES,n_closes_1m,2,3,False,False,1,2918.75,10581.25,955,0.431413612565445,3.056282722513089,1.0275753746589984,0.1297866739885085,0.3993075796438217,-4098.75,-4098.75,1.361992533831078,0.0,-250.0,472.5,0.4456369575361643,955,False,0,692,1053,1229,0.5734951003266449,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,MES,close_5m,2,1,False,False,1,3736.25,11258.75,944,0.4322033898305085,3.9578919491525424,1.03581485076147,0.1669029085643311,0.5143087414598183,-3876.25,-3876.25,1.7434671021931871,0.0,-250.0,472.5,0.4405039664022399,944,False,0,701,1044,1237,0.5772281847876808,0,0.0,0.0,0,0.0,0.0
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,2,1,True,True,1,-7823.75,2476.25,1296,0.4158950617283951,-6.036844135802469,0.9450979360192276,-0.3100739009579522,-0.9195964066212504,-9430.0,-9430.0,-3.650839944003733,0.0,-250.0,472.5,0.6047596826878208,1296,False,0,858,888,0,0.0,467,-11875.0,-1.3318717762232262,506,-12480.0,-1.7567552347304074
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,2,1,False,True,1,-6693.75,4021.25,1353,0.4168514412416851,-4.947339246119734,0.9548866479642126,-0.2589711936245182,-0.7868649529006849,-8267.5,-8267.5,-3.123541763882408,0.0,-250.0,472.5,0.6313579094727019,1353,False,0,858,888,0,0.0,518,-11330.0,-1.1904423996285634,563,-11350.0,-1.412452248022481
baseline_no_opposite_invalidation,baseline,orb_long_only,M2K,none,0,1,False,False,1,-7579.499999996975,3120.500000003025,1205,0.4522821576763485,-6.290041493773424,0.9339436828390651,-0.3468547661879948,-0.7458974268211862,-9815.999999997231,-9815.999999997231,-3.536864209051318,0.0,-250.0,464.0000000000009,0.5622958469435371,1205,False,0,882,863,0,0.0,385,-1414.999999999123,-0.1877357884576839,0,0.0,0.0
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,M2K,touch,0,1,False,False,1,-5137.49999999801,1575.0000000019895,782,0.459079283887468,-6.569693094626611,0.9336304621645432,-0.2848173753495047,-0.5620050219983858,-8584.999999998687,-8584.999999998687,-2.397340177320584,0.0,-250.0,464.0000000000009,0.3649090060662622,782,False,0,882,863,1305,0.6089594027064862,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,M2K,touch,2,1,False,False,1,-5545.999999997989,1276.5000000020102,793,0.4564943253467843,-6.993694829757867,0.9296108033329132,-0.3051666578176192,-0.6092621382524588,-8713.49999999868,-8713.49999999868,-2.5879608026122205,0.0,-250.0,464.0000000000009,0.3700419972001866,793,False,0,868,876,1295,0.6042930471301913,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,M2K,close_1m,0,1,False,False,1,-6117.499999997916,1095.000000002084,836,0.4545454545454545,-7.317583732054924,0.9264568869654308,-0.3276628564220533,-0.6693754902574417,-9321.999999998585,-9321.999999998585,-2.8546430237974407,0.0,-250.0,464.0000000000009,0.3901073261782548,836,False,0,825,919,1258,0.5870275314979001,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,M2K,close_1m,2,1,False,False,1,-5745.499999997876,1579.500000002124,847,0.4557260920897285,-6.78335301062323,0.93185106988663,-0.3048612072259885,-0.6306627280367181,-9504.999999998565,-9504.999999998565,-2.681054596359252,0.0,-250.0,464.0000000000009,0.3952403173121792,847,False,0,815,928,1243,0.5800279981334577,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,M2K,n_closes_1m,2,2,False,False,1,-6552.499999997794,1017.5000000022056,878,0.4544419134396355,-7.462984054667191,0.9248031857513606,-0.3436454055998623,-0.7108546287113605,-10130.999999998512,-10130.999999998512,-3.0576294913662125,0.0,-250.0,464.0000000000009,0.4097060195986934,878,False,0,778,961,1204,0.5618292113859076,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,M2K,n_closes_1m,2,3,False,False,1,-7440.499999997706,502.0000000022942,913,0.452354874041621,-8.149507119384126,0.9177076939241848,-0.3842358118077288,-0.7917013131750361,-9720.4999999986,-9720.4999999986,-3.4720018665411603,0.0,-250.0,464.0000000000009,0.4260382641157256,913,False,0,744,993,1170,0.5459636024265049,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,M2K,close_5m,2,1,False,False,1,-6903.4999999977545,894.0000000022451,901,0.4550499445061043,-7.662042175358218,0.9225235538048258,-0.3584730119786185,-0.7448605899057082,-9949.499999998425,-9949.499999998425,-3.2214185720941457,0.0,-250.0,464.0000000000009,0.4204386374241717,901,False,0,753,987,1183,0.5520298646756883,0,0.0,0.0,0,0.0,0.0
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,M2K,touch,2,1,True,True,1,-6782.499999997077,3537.5000000029227,1169,0.4508126603934987,-5.80196749358176,0.9390142472429652,-0.3146229516101557,-0.6633006902117455,-8765.499999998276,-8765.499999998276,-3.164955669620661,0.0,-250.0,464.0000000000009,0.5454969668688754,1169,False,0,868,876,0,0.0,344,-1250.999999999185,-0.1777307661563882,376,-1236.4999999990896,-0.2545636379436509
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,M2K,touch,2,1,False,True,1,-7579.499999996975,3120.500000003025,1205,0.4522821576763485,-6.290041493773424,0.9339436828390651,-0.3468547661879948,-0.7458974268211862,-9815.999999997231,-9815.999999997231,-3.536864209051318,0.0,-250.0,464.0000000000009,0.5622958469435371,1205,False,0,868,876,0,0.0,373,-766.4999999991469,-0.1045830809341931,412,-2033.499999998986,-0.3821875148077701
baseline_no_opposite_invalidation,baseline,orb_long_only,MGC,none,0,1,False,False,1,-12519.499999995913,-2806.99999999591,861,0.397212543554007,-14.540650406499315,0.8586413445416506,-0.6293730938894941,-1.0463849116570387,-17101.99999999588,-17101.99999999588,-5.579099821745057,0.0,-249.9999999999909,468.9999999999782,0.3836898395721925,861,False,0,674,593,0,0.0,349,-11000.999999998468,-1.7061055645533791,0,0.0,0.0
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,MGC,touch,0,1,False,False,1,644.0000000022928,5544.000000002292,471,0.4416135881104034,1.367303609346694,1.0133629365260997,0.0415043940875667,0.0602841736795301,-5497.999999999224,-5497.999999999224,0.2869875222826616,0.0,-249.99999999995453,468.9999999999782,0.2098930481283422,471,False,0,674,593,995,0.4434046345811052,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,MGC,touch,2,1,False,False,1,-2987.9999999974507,2352.000000002549,500,0.432,-5.975999999994901,0.9434562107335256,-0.1882205292822188,-0.2864619341391319,-6518.999999998697,-6518.999999998697,-1.3315508021379014,0.0,-249.99999999995453,468.9999999999782,0.2228163992869875,500,False,0,638,628,980,0.4367201426024955,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,MGC,close_1m,0,1,False,False,1,-2046.499999997543,3266.000000002457,524,0.4351145038167939,-3.905534351140349,0.9624122984241704,-0.1264819040956923,-0.1946979772236802,-6445.999999999183,-6445.999999999183,-0.9119875222805454,0.0,-249.99999999995453,468.9999999999782,0.2335115864527629,524,False,0,620,646,959,0.4273618538324421,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,MGC,close_1m,2,1,False,False,1,-5089.499999997313,758.0000000026876,556,0.4262589928057554,-9.153776978412434,0.9137877004125128,-0.3070059353809211,-0.4880175335086826,-7727.499999999152,-7727.499999999152,-2.268048128341048,0.0,-249.99999999995453,468.9999999999782,0.2477718360071301,556,False,0,585,680,936,0.4171122994652406,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,MGC,n_closes_1m,2,2,False,False,1,-5725.999999997202,549.0000000027976,593,0.4215851602023608,-9.655986509270155,0.9090504780965498,-0.3348730355898791,-0.5416666792521172,-8866.499999997137,-9079.9999999971,-2.5516934046333346,0.0,-249.99999999995453,468.9999999999782,0.2642602495543672,593,False,0,539,720,892,0.3975044563279857,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,MGC,n_closes_1m,2,3,False,False,1,-5413.999999997193,1036.0000000028067,609,0.425287356321839,-8.889983579634144,0.9158480477493566,-0.3128238732256162,-0.5140588880170325,-8644.499999997119,-8857.999999997082,-2.4126559714782494,0.0,-249.99999999995453,468.9999999999782,0.2713903743315508,609,False,0,515,739,868,0.3868092691622103,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,MGC,close_5m,2,1,False,False,1,-5231.999999997177,1043.000000002823,595,0.4218487394957983,-8.793277310919626,0.9164730956201478,-0.3065078331231092,-0.4908913216492072,-8398.499999997137,-8611.999999997099,-2.3315508021377798,0.0,-249.99999999995453,468.9999999999782,0.2651515151515151,595,False,0,540,725,901,0.4015151515151515,0,0.0,0.0,0,0.0,0.0
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,2,1,True,True,1,-8657.999999996406,-292.99999999640704,752,0.4175531914893617,-11.513297872335643,0.8879520645007245,-0.4613290335670499,-0.7575182076898573,-12232.999999996233,-12232.999999996233,-3.858288770051875,0.0,-249.9999999999909,468.9999999999782,0.3351158645276292,752,False,0,638,628,0,0.0,227,-4086.999999999089,-0.7982810937267225,252,-5669.999999998956,-1.6976711807102487
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MGC,touch,2,1,False,True,1,-11710.999999996027,-2285.9999999960264,841,0.4007134363852556,-13.925089179543432,0.864005063085387,-0.5964300983878317,-0.9836875041499908,-15990.999999995984,-15990.999999995984,-5.218805704098051,0.0,-249.9999999999909,468.9999999999782,0.374777183600713,841,False,0,638,628,0,0.0,301,-6216.499999998849,-1.0581186186889389,341,-8722.999999998578,-1.9473221393896167
invalidate_on_opposite_touch__buffer_1,invalidate_for_day,orb_long_only,MNQ,touch,1,1,False,False,1,18481.5,21344.0,684,0.4766081871345029,27.019736842105264,1.293781493903893,1.0258286794004654,2.422631392754954,-2442.0,-2442.0,8.624125058329446,0.0,-250.0,489.0,0.3191787214185721,684,False,0,841,905,1317,0.6145590293980401,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_touch__buffer_4,invalidate_for_day,orb_long_only,MNQ,touch,4,1,False,False,1,18209.5,21084.5,686,0.4752186588921283,26.544460641399418,1.288211645906206,1.0098997676745505,2.368537336436222,-2442.0,-2442.0,8.497200186654222,0.0,-250.0,489.0,0.3201119925338311,686,False,0,839,907,1315,0.6136257582827811,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_1,invalidate_for_day,orb_long_only,MNQ,close_1m,1,1,False,False,1,16735.5,19800.5,732,0.4685792349726776,22.862704918032787,1.2455866167730574,0.904903710054684,2.1918283870835693,-2624.5,-2624.5,7.809379374708353,0.0,-250.0,489.0,0.3415772281847877,732,True,0,782,964,1269,0.5921605226318245,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_4,invalidate_for_day,orb_long_only,MNQ,close_1m,4,1,False,False,1,16600.5,19718.0,740,0.4689189189189189,22.433108108108108,1.2404858827449332,0.8929871935653348,2.1769491030938912,-2624.5,-2624.5,7.746383574428371,0.0,-250.0,489.0,0.3453103126458236,740,False,0,776,970,1259,0.5874941670555296,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_2,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,0,2,False,False,1,19378.5,22671.0,784,0.4770408163265306,24.71747448979592,1.2685769723848792,1.0145166952264728,2.551577635100292,-2523.5,-2523.5,9.042697153523099,0.0,-250.0,489.0,0.36584227718152124,784,True,0,734,1012,1216,0.5674288380774615,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_3,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,0,3,False,False,1,17450.5,20845.5,811,0.46979038224414305,21.517262638717632,1.2312488404760011,0.9024141549491331,2.2632149840435907,-2523.5,-2523.5,8.14302379841344,0.0,-250.0,489.0,0.3784414372375175,811,True,0,703,1043,1182,0.5515632291180588,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_5,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,0,5,False,False,1,15743.0,19335.5,856,0.4661214953271028,18.391355140186917,1.1968256349667747,0.7989429428658094,2.0442288566618334,-2487.0,-2487.0,7.346243583761082,0.0,-250.0,489.0,0.3994400373308446,856,False,0,652,1093,1140,0.5319645356976201,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_2,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,1,2,False,False,1,19503.0,22825.5,787,0.4764930114358323,24.781448538754766,1.2691108290098245,1.0179372491677785,2.5584038488693084,-2523.5,-2523.5,9.10079328044797,0.0,-250.0,489.0,0.3672421838544097,787,True,0,730,1016,1213,0.566028931404573,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_3,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,1,3,False,False,1,18155.5,21563.0,813,0.4710947109471095,22.33148831488315,1.240591290980891,0.9361765875363203,2.354648843460268,-2523.5,-2523.5,8.47200186654223,0.0,-250.0,489.0,0.3793747083527765,813,True,0,700,1045,1179,0.5501633224451703,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_5,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,1,5,False,False,1,15860.0,19455.0,857,0.46674445740956827,18.506417736289382,1.1982884183810614,0.8047751585642721,2.0594213089409057,-2487.0,-2487.0,7.400839944003733,0.0,-250.0,489.0,0.3999066728884741,857,False,0,650,1094,1136,0.5300979934671022,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_5,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,2,5,False,False,1,16107.0,19747.0,860,0.46744186046511627,18.72906976744186,1.2008429242989138,0.8156940218967416,2.0928183633283934,-2487.0,-2487.0,7.516098926738217,0.0,-250.0,489.0,0.40130657956136256,860,True,0,647,1097,1132,0.5282314512365842,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_0,invalidate_for_day,orb_long_only,MNQ,close_5m,0,1,False,False,1,17487.5,20817.5,799,0.47058823529411764,21.886733416770962,1.235864961830002,0.9113814420992213,2.2665686329309773,-2487.0,-2487.0,8.16028931404573,0.0,-250.0,489.0,0.3728418105459636,799,True,0,711,1035,1200,0.5599626691553896,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,MNQ,close_5m,1,1,False,False,1,17565.0,20897.5,800,0.47125,21.95625,1.236910253297726,0.9153703525239046,2.276613468902509,-2487.0,-2487.0,8.196453569762015,0.0,-250.0,489.0,0.3733084461035931,800,True,0,710,1036,1198,0.5590293980401306,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,MNQ,close_5m,4,1,False,False,1,16137.5,19545.0,809,0.4672435105067985,19.947466007416562,1.2130799041388007,0.8371310628061883,2.0837943364846727,-2487.0,-2487.0,7.530331311245917,0.0,-250.0,489.0,0.3775081661222585,809,False,0,704,1042,1192,0.5562295846943537,0,0.0,0.0,0,0.0,0.0
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,0,1,True,True,1,14287.0,19009.5,1075,0.4595348837209302,13.290232558139534,1.145895880562874,0.6647513948043146,1.6149818741123905,-2735.5,-2735.5,6.666822211852543,0.0,-250.0,489.0,0.5016332244517032,1075,False,0,843,903,0,0.0,360,-4049.0,-0.5752665518575719,393,-4390.5,-0.8766835590499484
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,0,1,False,True,1,15428.5,20326.0,1115,0.46278026905829595,13.837219730941705,1.1524721066519088,0.7057586628147672,1.755813398890088,-2755.0,-2755.0,7.199486700886608,0.0,-250.0,489.0,0.5202986467568829,1115,False,0,843,903,0,0.0,394,-2417.5,-0.3249548073334072,433,-3249.0,-0.5841764775989731
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,1,1,True,True,1,14073.0,18805.5,1076,0.4591078066914498,13.07899628252788,1.1433971876910536,0.654501409125377,1.5915312945900748,-2735.5,-2735.5,6.566962202519832,0.0,-250.0,489.0,0.5020998600093327,1076,False,0,841,905,0,0.0,359,-4067.0,-0.5785212081817022,392,-4408.5,-0.8814232199200559
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,1,1,False,True,1,15428.5,20326.0,1115,0.46278026905829595,13.837219730941705,1.1524721066519088,0.7057586628147672,1.755813398890088,-2755.0,-2755.0,7.199486700886608,0.0,-250.0,489.0,0.5202986467568829,1115,False,0,841,905,0,0.0,392,-2221.5,-0.2993716987252163,431,-3053.0,-0.5508713830196155
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MNQ,touch,0,1,False,False,1,14287.0,19009.5,1075,0.4595348837209302,13.290232558139534,1.145895880562874,0.6647513948043146,1.6149818741123905,-2735.5,-2735.5,6.666822211852543,0.0,-250.0,489.0,0.5016332244517032,1075,False,0,843,903,0,0.0,360,-4049.0,-0.5752665518575719,393,-4390.5,-0.8766835590499484
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MNQ,touch,0,1,False,False,2,14413.5,19133.5,1074,0.45996275605214154,13.420391061452515,1.1473780540800311,0.6707465102926522,1.6284767317574096,-2735.5,-2735.5,6.725851609892674,0.0,-250.0,489.0,0.5011665888940737,1074,False,0,843,903,0,0.0,359,-3922.5,-0.5575727096428551,392,-4264.0,-0.8528633232559301
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MNQ,touch,0,1,False,False,3,14574.0,19291.5,1073,0.4603914259086673,13.582479030754893,1.1492641260152194,0.6783900369453022,1.6452098607103531,-2735.5,-2735.5,6.800746616892207,0.0,-250.0,489.0,0.5006999533364442,1073,False,0,843,903,0,0.0,358,-3762.0,-0.5351977369997339,391,-4103.5,-0.8223843615586207
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MNQ,touch,1,1,False,False,1,14073.0,18805.5,1076,0.4591078066914498,13.07899628252788,1.1433971876910536,0.654501409125377,1.5915312945900748,-2735.5,-2735.5,6.566962202519832,0.0,-250.0,489.0,0.5020998600093327,1076,False,0,841,905,0,0.0,359,-4067.0,-0.5785212081817022,392,-4408.5,-0.8814232199200559
