config_name,policy_family,strategy_tag,symbol,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe
baseline_no_opposite_invalidation,baseline,orb_long_only,MNQ,none,0,1,False,False,1,15540.5,20458.0,1117,0.4628469113697404,13.912712623097583,1.1532518120408264,0.709918616841008,1.7692954435735704,-2430.5,-2430.5,7.251749883341111,0.0,-250.0,489.0,0.5212319178721418,1117,True,0,843,903,0,0.0,396,-2305.5,-0.3084597141527213,0,0.0,0.0
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,MNQ,touch,0,1,False,False,1,18677.5,21520.0,682,0.4765395894428152,27.38636363636364,1.297910519180158,1.0373809512727363,2.446474547410378,-2442.0,-2442.0,8.715585627624826,0.0,-250.0,489.0,0.3182454503033131,682,False,0,843,903,1318,0.6150256649556696,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,MNQ,touch,2,1,False,False,1,18448.5,21318.5,685,0.4759124087591241,26.932116788321167,1.2931031743509898,1.0239747553275294,2.4004490018412947,-2442.0,-2442.0,8.608726084927671,0.0,-250.0,489.0,0.3196453569762016,685,False,0,840,906,1315,0.6136257582827811,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,MNQ,close_1m,0,1,False,False,1,17029.5,20084.5,730,0.4698630136986301,23.328082191780823,1.250983773267896,0.9213489859603808,2.2260367354345227,-2624.5,-2624.5,7.946570228651423,0.0,-250.0,489.0,0.3406439570695287,730,True,0,784,962,1270,0.592627158189454,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,MNQ,close_1m,2,1,False,False,1,16298.5,19378.5,734,0.4673024523160763,22.205040871934607,1.2376498206526494,0.8801567103061965,2.1368508380001763,-2624.5,-2624.5,7.605459636024265,0.0,-250.0,489.0,0.3425104993000467,734,False,0,782,964,1266,0.590760615958936,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,2,2,False,False,1,19712.5,23042.5,789,0.476552598225602,24.98415716096325,1.271445390764316,1.0271317498870538,2.58828456461657,-2523.5,-2523.5,9.198553429771348,0.0,-250.0,489.0,0.3681754549696687,789,True,0,728,1018,1208,0.5636957536164255,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,MNQ,n_closes_1m,2,3,False,False,1,17901.5,21329.0,815,0.4699386503067485,21.965030674846627,1.236429552538433,0.9225681653833268,2.3129927344464822,-2523.5,-2523.5,8.353476434904339,0.0,-250.0,489.0,0.3803079794680354,815,True,0,699,1046,1177,0.5492300513299113,0,0.0,0.0,0,0.0,0.0
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,MNQ,close_5m,2,1,False,False,1,16882.0,20234.5,803,0.4694894146948941,21.02366127023661,1.2256197794854662,0.8780852196462972,2.188950313904696,-2487.0,-2487.0,7.877741483901073,0.0,-250.0,489.0,0.3747083527764815,803,False,0,709,1037,1196,0.5580961269248716,0,0.0,0.0,0,0.0,0.0
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,2,1,True,True,1,14040.0,18780.0,1077,0.4586815227483751,13.036211699164346,1.1430128446721604,0.6529575191800694,1.5832536582089278,-2735.5,-2735.5,6.5515632291180586,0.0,-250.0,489.0,0.5025664955669622,1077,False,0,840,906,0,0.0,359,-4067.0,-0.5788659212392215,392,-4408.5,-0.8814232199200559
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MNQ,touch,2,1,False,True,1,15428.5,20326.0,1115,0.4627802690582959,13.837219730941705,1.1524721066519088,0.7057586628147672,1.755813398890088,-2755.0,-2755.0,7.199486700886608,0.0,-250.0,489.0,0.5202986467568829,1115,False,0,840,906,0,0.0,391,-2188.5,-0.295108333818408,430,-3020.0,-0.5455604743882281
