config_name,symbol,year,annual_trade_count,annual_max_dd,annual_invalidation_count,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2021,199,-1230.0,0,5521.25,7346.25,199,0.47738693467336685,27.74497487437186,1.2821102382321006,1.3932758799305829,3.923597947340166,-1230.0,-1230.0,17.7532154340836,0.0,-250.0,461.25,0.639871382636656,199,True,0,117,137,0,0.0,67,970.0,0.7281112890617255,75,1256.25,1.1147840680521461
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2022,189,-4777.5,0,-2533.75,-1693.75,189,0.4074074074074074,-13.406084656084657,0.8759637743238282,-0.7401368818036134,-2.667565944921833,-4777.5,-4787.5,-8.173387096774194,0.0,-250.0,472.5,0.6096774193548387,189,False,0,136,118,0,0.0,76,-2491.25,-1.9288377105297103,82,-3136.25,-3.060525087772213
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2023,202,-3381.25,0,-1216.25,473.75,202,0.41089108910891087,-6.021039603960396,0.9477527788218869,-0.3088981035160406,-1.0789590057966463,-3381.25,-3381.25,-3.9233870967741935,0.0,-250.0,461.25,0.6516129032258065,202,False,0,126,127,0,0.0,84,-4055.0,-2.8915459069302085,92,-3905.0,-3.1165793544068103
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2024,199,-3786.25,0,-1280.0,420.0,199,0.3969849246231156,-6.432160804020101,0.9469430051813471,-0.31275129181997585,-1.174142737566547,-3786.25,-3786.25,-4.0894568690095845,0.0,-250.0,467.5,0.6357827476038339,199,False,0,143,112,0,0.0,95,-3282.5,-1.8443665259717827,102,-3456.25,-2.210618128883199
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2025,188,-3290.0,0,-2137.5,-1042.5,188,0.3776595744680851,-11.36968085106383,0.8943270300333704,-0.610043264428902,-1.5884801179406558,-3290.0,-3290.0,-6.850961538461538,0.0,-250.0,467.5,0.6025641025641025,188,False,0,124,129,0,0.0,69,316.25,0.24186745610176852,72,850.0,0.8312951730392136
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2026,40,-968.75,0,-522.5,-360.0,40,0.5,-13.0625,0.8413662239089184,-0.8817423318946518,-2.5215729457038374,-968.75,-968.75,-7.6838235294117645,0.0,-240.0,425.0,0.5882352941176471,40,False,0,24,31,0,0.0,13,-332.5,-1.6709198447795088,14,-465.0,-3.0351343078445665
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2018,94,-7379.999999999077,0,-6884.499999999052,-4781.999999999052,94,0.2978723404255319,-73.23936170211758,0.48960225377177136,-3.169600506154529,-6.565285027484213,-7379.999999999077,-7379.999999999077,-29.547210300425117,0.0,-249.99999999995453,423.50000000001273,0.4034334763948498,94,False,0,83,58,0,0.0,42,-3857.999999999622,-4.553993104156297,48,-4883.499999999538,-7.750192664291898
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2019,99,-2549.9999999994384,0,-809.999999999136,920.000000000864,99,0.40404040404040403,-8.181818181809454,0.9183303085300274,-0.3555048350694444,-0.5589051711561724,-2549.9999999994384,-2549.9999999994384,-3.292682926825756,0.0,-248.49999999999682,450.0,0.4024390243902439,99,False,0,78,68,0,0.0,40,-2194.499999999582,-2.929360252801851,44,-1490.9999999995534,-2.40863326058116
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2020,107,-2609.4999999998436,0,385.00000000041155,1390.0000000004115,107,0.45794392523364486,3.5981308411253417,1.0371442354076625,0.15071656537113196,0.26361379507905724,-2609.4999999998436,-2609.4999999998436,1.3556338028183506,0.0,-248.49999999999682,457.9999999999927,0.3767605633802817,107,False,0,78,78,0,0.0,36,-780.4999999998313,-1.2388285382357795,42,-1645.999999999799,-3.3582775827161404
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2021,103,-2955.4999999995516,0,-2853.99999999951,-1828.9999999995098,103,0.4077669902912621,-27.708737864072912,0.6931017796656131,-1.3999314753932979,-1.7828035725462132,-2955.4999999995516,-2955.4999999995516,-10.049295774646161,0.0,-248.99999999999181,415.5000000000109,0.3626760563380282,103,False,0,92,67,0,0.0,48,-2933.9999999997985,-4.161276354710769,52,-2700.4999999997904,-4.8190625277332995
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2022,104,-3984.4999999997117,0,-1360.4999999996107,-392.99999999961074,104,0.40384615384615385,-13.081730769227025,0.8629219143577177,-0.596310024504047,-0.9150805501898738,-3984.4999999997117,-3984.4999999997117,-5.0955056179760705,0.0,-247.4999999999909,457.9999999999927,0.3895131086142322,104,False,0,76,77,0,0.0,36,-1410.9999999998627,-2.1178124955442827,41,-1583.999999999844,-3.230647383935605
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2023,107,-5139.999999999562,0,-2791.4999999994234,-1673.9999999994234,107,0.3925233644859813,-26.088785046723583,0.7626275510204485,-1.1359002843821595,-2.087492084693555,-5139.999999999562,-5139.999999999562,-10.11413043478052,0.0,-249.9999999999909,457.9999999999927,0.38768115942028986,107,False,0,83,68,0,0.0,45,655.500000000236,0.7525628795418475,51,250.50000000029058,0.34492560014631374
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2024,104,-1936.9999999998754,0,317.5000000005116,1160.0000000005116,104,0.40384615384615385,3.0528846153895346,1.0331748602476916,0.12784652377463776,0.19977315078862978,-1936.9999999998754,-1936.9999999998754,1.1062717770052668,0.0,-248.99999999997817,463.4999999999809,0.3623693379790941,104,False,0,78,82,0,0.0,36,672.5000000000409,0.9561937903056743,40,202.00000000006185,0.38988105526858624
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2025,108,-1399.49999999993,0,3091.9999999999163,3681.9999999999163,108,0.4444444444444444,28.629629629628855,1.3173886265653874,1.1080883941621966,2.1883394053580365,-1399.49999999993,-1399.49999999993,10.272425249169157,0.0,-248.99999999998727,468.9999999999782,0.3588039867109635,108,True,0,85,78,0,0.0,45,618.4999999998854,0.7057186850579509,48,207.4999999998954,0.30971737850385506
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2026,16,-1394.5000000000982,0,-989.0000000001146,-944.0000000001146,16,0.25,-61.81250000000716,0.560248999555324,-2.1110804864326242,-4.7199000253791015,-1394.5000000000982,-1394.5000000000982,-14.984848484850222,0.0,-245.0000000000182,360.4999999999927,0.24242424242424243,16,False,0,21,17,0,0.0,5,-894.0000000000236,-8.00833046080639,5,-894.0000000000236,-38.095009740385464
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2019,128,-2755.0,0,-1178.5,4.0,128,0.3984375,-9.20703125,0.9081270707464432,-0.5109802505908039,-1.0980509816148776,-2755.0,-2755.0,-5.693236714975845,0.0,-250.0,462.0,0.6183574879227053,128,False,0,85,83,0,0.0,50,-1230.0,-1.3955159046225543,54,-1016.5,-1.3603070079013824
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2020,190,-1782.0,0,3700.0,4552.5,190,0.4842105263157895,19.473684210526315,1.2163426399649173,1.0589483324341837,3.1517916808977975,-1782.0,-1782.0,11.85897435897436,0.0,-249.5,476.0,0.6089743589743589,190,True,0,116,138,0,0.0,69,-366.0,-0.32576382878480564,74,-321.5,-0.3456990228713938
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2021,180,-1498.0,0,5935.5,6723.0,180,0.5222222222222223,32.975,1.4146349982535802,1.8304614859184147,4.243028360930485,-1498.0,-1498.0,19.085209003215436,0.0,-249.0,464.0,0.5787781350482315,180,True,0,109,145,0,0.0,50,91.5,0.09230405482838493,63,-499.5,-0.6278376645975376
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2022,119,-2264.5,0,245.0,580.0,119,0.4369747899159664,2.0588235294117645,1.0201422287992765,0.0879854186045662,0.22357996219276016,-2264.5,-2275.0,0.7903225806451613,0.0,-249.0,470.0,0.38387096774193546,119,False,0,134,120,0,0.0,46,598.0,0.5823736752400616,50,45.5,0.07046033900391614
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2023,187,-2268.0,0,2412.5,3122.5,187,0.47593582887700536,12.901069518716577,1.1490439563834058,0.7374957427481643,1.8962838498679284,-2268.0,-2268.0,7.782258064516129,0.0,-250.0,482.0,0.603225806451613,187,True,0,113,140,0,0.0,59,-273.5,-0.28022435425060327,66,580.0,0.7070778390035871
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2024,173,-1594.5,0,3758.5,4388.5,173,0.4508670520231214,21.72543352601156,1.2361905360397158,1.0889736268179382,3.403055008648655,-1594.5,-1594.5,12.007987220447284,0.0,-250.0,478.0,0.5527156549520766,173,True,0,132,123,0,0.0,67,-762.0,-0.6038301485681288,70,-1057.5,-1.1457076734533571
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2025,127,-1890.0,0,117.5,490.0,127,0.4251968503937008,0.9251968503937008,1.010093634567477,0.04352296273030199,0.09788361568131983,-1890.0,-1890.0,0.3766025641025641,0.0,-245.5,477.0,0.40705128205128205,127,False,0,130,123,0,0.0,51,-432.5,-0.4226772298005776,54,-936.5,-1.391210532880693
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2026,11,-453.0,0,438.0,465.5,11,0.5454545454545454,39.81818181818182,1.4211538461538462,0.9788968198066784,2.64911909587616,-453.0,-453.0,6.4411764705882355,0.0,-247.5,489.0,0.16176470588235295,11,False,0,24,31,0,0.0,2,-43.0,-0.8158285940320744,2,-43.0,-2.868083354011195
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2019,115,-3207.999999999616,0,-2352.9999999995766,-585.4999999995766,115,0.41739130434782606,-20.46086956521371,0.7997787610619784,-1.1181613843968419,-2.2799897828734723,-3207.999999999616,-3207.999999999616,-11.367149758452062,0.0,-247.99999999999272,440.0,0.5555555555555556,115,False,0,82,86,0,0.0,32,-1246.4999999998804,-1.7379835519868905,37,-1412.9999999998552,-2.9101422039725886
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2020,167,-2072.499999999878,0,-460.4999999995546,1142.0000000004454,167,0.46706586826347307,-2.7574850299374525,0.9697119179163665,-0.15183284323979693,-0.2684382673921324,-2072.499999999878,-2072.499999999878,-1.4759615384601104,0.0,-248.99999999999864,451.9999999999982,0.5352564102564102,167,False,0,128,127,0,0.0,51,-816.4999999998872,-0.7757823307925,55,-1031.9999999998731,-1.4547243297306425
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2021,172,-2267.9999999997312,0,1987.500000000351,3310.000000000351,172,0.47674418604651164,11.555232558141576,1.131045396103281,0.6143837060267746,1.3544866789319832,-2267.9999999997312,-2267.9999999997312,6.390675241158687,0.0,-249.9999999999909,464.0000000000009,0.5530546623794212,172,True,0,126,127,0,0.0,50,462.5000000001023,0.4907062259193725,55,1397.000000000121,2.0029147737566873
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2022,172,-3910.9999999998604,0,-1695.9999999996137,-510.9999999996137,172,0.4476744186046512,-9.860465116276824,0.9011078717201377,-0.5394807581859496,-1.3399103493957507,-3910.9999999998604,-4146.499999999851,-5.470967741934238,0.0,-249.99999999999432,447.00000000000273,0.5548387096774193,172,False,0,138,116,0,0.0,63,-1429.499999999856,-1.2639615036294858,64,-1421.4999999998543,-1.8522702340073587
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2023,166,-3891.4999999998963,0,-1084.9999999995873,390.0000000004127,166,0.46987951807228917,-6.536144578310767,0.9269778241410909,-0.36748317839783906,-0.6968181158777232,-3891.4999999998963,-3891.4999999998963,-3.4999999999986686,0.0,-250.0,463.99999999999636,0.535483870967742,166,False,0,123,129,0,0.0,45,747.0000000001164,0.7318384403108754,51,585.0000000001307,0.8800020615907087
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2024,159,-2123.499999999741,0,-558.9999999996371,753.5000000003629,159,0.44654088050314467,-3.5157232704379693,0.9621735011503822,-0.18394628528538634,-0.37495847463250537,-2123.499999999741,-2123.499999999741,-1.7859424920116203,0.0,-248.99999999999636,444.00000000000546,0.5079872204472844,159,False,0,132,123,0,0.0,45,537.5000000000955,0.5618207486966985,51,-115.49999999988131,-0.17921842261877885
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2025,179,-3628.4999999997544,0,-1657.9999999995412,-202.99999999954116,179,0.4245810055865922,-9.262569832399672,0.9109440042970541,-0.4868008092315068,-1.1958219767010794,-3628.4999999997544,-3628.4999999997544,-5.314102564101095,0.0,-250.0,459.9999999999909,0.5737179487179487,179,False,0,121,132,0,0.0,53,1101.5000000001191,0.9829055349153482,57,1610.5000000001155,1.9835616800700682
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2026,36,-1514.4999999999277,0,-457.4999999999227,-267.4999999999227,36,0.4722222222222222,-12.708333333331186,0.8564480702855561,-0.7751038225741272,-1.6018256662978518,-1514.4999999999277,-1514.4999999999277,-6.727941176469451,0.0,-241.49999999999181,409.99999999999545,0.5294117647058824,36,False,0,32,23,0,0.0,14,-754.4999999999754,-3.0263289903955233,14,-754.4999999999754,-4.68617676950966
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2019,123,-5496.25,0,-4150.0,-2562.5,123,0.36585365853658536,-33.739837398373986,0.7176150378497916,-1.7919138069617018,-4.382478797973615,-5496.25,-5496.25,-20.04830917874396,0.0,-250.0,412.5,0.5942028985507246,123,False,0,84,84,0,0.0,40,-2430.0,-2.9758019202699244,46,-2196.25,-3.3431596264928283
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2020,197,-2112.5,0,612.5,2285.0,197,0.4467005076142132,3.1091370558375635,1.0293782600875352,0.1614783959884287,0.469033265077532,-2112.5,-2112.5,1.9631410256410255,0.0,-250.0,455.0,0.6314102564102564,197,False,0,128,127,0,0.0,78,-417.5,-0.27527213868945044,87,-1113.75,-0.8484243023288537
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2021,193,-1320.0,0,4798.75,6583.75,193,0.47668393782383417,24.8639896373057,1.250620185402794,1.2359409964359058,3.4764874409948323,-1320.0,-1320.0,15.430064308681672,0.0,-250.0,461.25,0.6205787781350482,193,True,0,117,137,0,0.0,61,247.5,0.20004633060998114,69,533.75,0.5267053282869805
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2022,182,-3915.0,0,-1930.0,-1127.5,182,0.41208791208791207,-10.604395604395604,0.9002455097557824,-0.5745612778445149,-2.021700553420609,-3915.0,-3925.0,-6.225806451612903,0.0,-250.0,472.5,0.5870967741935483,182,False,0,136,118,0,0.0,72,-2191.25,-1.7607280295640417,75,-2532.5,-2.7266551702994555
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2023,194,-3523.75,0,-1296.25,331.25,194,0.41237113402061853,-6.681701030927835,0.9417742841100505,-0.3375337622934577,-1.1282164126229128,-3523.75,-3523.75,-4.181451612903226,0.0,-250.0,461.25,0.6258064516129033,194,False,0,126,127,0,0.0,77,-3786.25,-2.8791326634796737,84,-3985.0,-3.605784403765167
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2024,184,-4522.5,0,-2245.0,-660.0,184,0.391304347826087,-12.201086956521738,0.9007789624882603,-0.5771603642863636,-2.1063301199622937,-4522.5,-4747.5,-7.172523961661342,0.0,-250.0,467.5,0.5878594249201278,184,False,0,143,112,0,0.0,82,-4056.25,-2.5405682338589464,87,-4421.25,-3.4939502133686604
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2025,182,-3370.0,0,-2570.0,-1510.0,182,0.37362637362637363,-14.12087912087912,0.8702347891946478,-0.7471960901114564,-1.9400752399208103,-3370.0,-3370.0,-8.237179487179487,0.0,-250.0,467.5,0.5833333333333334,182,False,0,124,129,0,0.0,63,-116.25,-0.0938081534860175,66,417.5,0.44823888272263424
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2026,39,-1013.75,0,-567.5,-410.0,39,0.48717948717948717,-14.551282051282051,0.8277039848197344,-0.9586940252870312,-2.7387419075347887,-1013.75,-1013.75,-8.345588235294118,0.0,-240.0,425.0,0.5735294117647058,39,False,0,24,31,0,0.0,12,-377.5,-1.9047627812510097,13,-510.0,-3.4817707173071675
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2018,78,-6208.499999999199,0,-5712.999999999174,-3862.999999999174,78,0.3076923076923077,-73.24358974357915,0.49936467598479395,-2.8350601797157515,-5.988853476612487,-6208.499999999199,-6208.499999999199,-24.519313304717485,0.0,-249.99999999995453,423.50000000001273,0.33476394849785407,78,False,0,83,58,0,0.0,28,-2966.499999999712,-4.16377161694876,32,-3711.9999999996594,-8.877708802815876
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2019,78,-2183.499999999551,0,83.50000000064028,1466.0000000006403,78,0.46153846153846156,1.0705128205210293,1.011240492697132,0.041481334309206565,0.060065528544382185,-2183.499999999551,-2183.499999999551,0.3394308943115459,0.0,-248.49999999999682,450.0,0.3170731707317073,78,False,0,78,68,0,0.0,22,-754.9999999997772,-1.3286271561577034,23,-597.4999999997772,-1.9211049408325056
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2020,98,-2990.9999999998604,0,-139.4999999996253,793.0000000003747,98,0.4489795918367347,-1.4234693877512785,0.9860087257409732,-0.056080012945191826,-0.10035162978236821,-2990.9999999998604,-2990.9999999998604,-0.4911971830972721,0.0,-248.4999999999809,457.9999999999927,0.34507042253521125,98,False,0,78,78,0,0.0,28,-1309.499999999864,-2.391958055685073,33,-2170.499999999836,-5.817057525554505
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2021,90,-2259.9999999997976,0,-1936.499999999587,-1033.999999999587,90,0.4111111111111111,-21.51666666666208,0.7549354593774141,-0.9981582888738649,-1.1730758625149111,-2259.9999999997976,-2259.9999999997976,-6.818661971829532,0.0,-248.99999999999181,415.5000000000109,0.31690140845070425,90,False,0,92,67,0,0.0,36,-2063.499999999874,-3.336637961180719,39,-1782.9999999998677,-4.108465645468679
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2022,97,-3206.499999999735,0,-528.9999999996348,376.00000000036516,97,0.4329896907216495,-5.453608247418916,0.9418265794249022,-0.23612801893913518,-0.37448578217363554,-3206.499999999735,-3206.499999999735,-1.9812734082383328,0.0,-247.4999999999909,457.9999999999927,0.36329588014981273,97,False,0,76,77,0,0.0,30,-599.4999999998868,-0.9530801670415074,34,-752.4999999998681,-1.7695620517540256
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2023,93,-4696.999999999634,0,-2034.499999999523,-1086.999999999523,93,0.41935483870967744,-21.876344086016378,0.7985942681780338,-0.8793302443562621,-1.591827605499626,-4696.999999999634,-4696.999999999634,-7.371376811592475,0.0,-249.9999999999909,457.9999999999927,0.33695652173913043,93,False,0,83,68,0,0.0,34,848.5000000001855,1.1072980731574447,37,1007.500000000191,1.8876898350814113
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2024,93,-1701.4999999998781,0,956.0000000005198,1711.0000000005198,93,0.44086021505376344,10.279569892478706,1.1116822429907225,0.3968677610186858,0.628426430227478,-1701.4999999998781,-1701.4999999998781,3.3310104529634836,0.0,-248.99999999997817,463.4999999999809,0.3240418118466899,93,False,0,78,82,0,0.0,27,1249.00000000006,1.9927278141619793,29,840.50000000007,2.1322247647622086
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2025,102,-1732.9999999999518,0,2214.0000000000327,2749.0000000000327,102,0.4411764705882353,21.705882352941497,1.2334581114567522,0.8232442553468682,1.6378074735304322,-1732.9999999999518,-1854.4999999998936,7.355481727574859,0.0,-248.99999999998727,468.9999999999782,0.3388704318936877,102,False,0,85,78,0,0.0,39,-259.4999999999982,-0.33285982425352556,42,-670.4999999999882,-1.2017693285977782
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2026,16,-1394.5000000000982,0,-989.0000000001146,-944.0000000001146,16,0.25,-61.81250000000716,0.560248999555324,-2.1110804864326242,-4.7199000253791015,-1394.5000000000982,-1394.5000000000982,-14.984848484850222,0.0,-245.0000000000182,360.4999999999927,0.24242424242424243,16,False,0,21,17,0,0.0,5,-894.0000000000236,-8.00833046080639,5,-894.0000000000236,-38.095009740385464
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MNQ,2019,122,-2735.5,0,-793.0,347.0,122,0.4016393442622951,-6.5,0.9337510442773601,-0.35312600648540865,-0.7260765252968879,-2735.5,-2735.5,-3.8309178743961354,0.0,-250.0,462.0,0.5893719806763285,122,False,0,85,83,0,0.0,45,-1044.0,-1.2685825352757558,48,-631.0,-0.9582068179101092
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MNQ,2020,184,-1572.5,0,3994.5,4809.5,184,0.4891304347826087,21.70923913043478,1.2445961667993386,1.1655602734845416,3.3604521276100883,-1572.5,-1572.5,12.802884615384615,0.0,-249.5,476.0,0.5897435897435898,184,True,0,116,138,0,0.0,64,-259.5,-0.24631273495491385,68,-27.0,-0.03236022774046628
