config_name,policy_family,strategy_tag,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,symbols_covered,assets_profitable_count,asset_stability_score,annual_stability_score,trade_count_score,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe,is_2018_2021_net_pnl,is_2018_2021_Sharpe,is_2018_2021_max_drawdown,is_2018_2021_number_of_trades,validation_2022_2023_net_pnl,validation_2022_2023_Sharpe,validation_2022_2023_max_drawdown,validation_2022_2023_number_of_trades,oos_2024_2026_net_pnl,oos_2024_2026_Sharpe,oos_2024_2026_max_drawdown,oos_2024_2026_number_of_trades,baseline_pnl,filtered_pnl,pnl_removed_by_invalidation,trades_removed,Sharpe_delta,DD_delta,daily_loss_breach_delta,profit_factor_delta,pnl_delta_vs_baseline_score,robust_score
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_2,invalidate_for_day,orb_long_only,n_closes_1m,1,2,False,False,1,4,2,0.5,0.5,1.0,11171.000000004991,35406.00000000499,3154,0.4473684210526316,3.5418516169958756,1.0346550126222145,0.20722489703700536,0.383764210326309,-18252.249999994936,-10002.499999998587,4.544751830758743,0.0,-932.9999999999864,1536.24999999998,1.2831570382424735,1462,False,0,2797,3694,4594,0.5296898420385103,1609,-28587.99999999751,-1.3001750600051702,0,0.0,0.0,11124.250000002634,0.47908871110153595,-8028.499999998614,1327,-2618.2499999988086,-0.17265577651413416,-8359.99999999881,880,2665.000000001167,0.17357074865235675,-8385.749999998734,947,646.5000000012424,2665.000000001167,-11489.749999992884,4537,0.13769487543188658,14032.49999999789,0,0.06000038949949915,0.9961249051191869,-0.6507094697198281
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,close_5m,1,1,False,False,1,4,2,0.5,0.5,1.0,11468.25000000497,36068.25000000497,3209,0.44686818323465255,3.57377687753349,1.0351286818761183,0.21167184691644622,0.3954957759923415,-17055.99999999562,-9758.999999998576,4.665683482508122,0.0,-932.9999999999864,1536.24999999998,1.30553295362083,1475,False,0,2740,3760,4545,0.524040124524386,1601,-33308.74999999751,-1.4477604832282878,0,0.0,0.0,11927.750000002634,0.5106396831003709,-7307.499999998585,1346,-3036.7499999988004,-0.1990362690460759,-8137.999999998802,899,2577.2500000011355,0.16744071129311408,-8279.249999998796,964,646.5000000012424,2577.2500000011355,-11489.749999992884,4537,0.1315648380726439,15228.749999997206,0,0.06047405875340295,0.9949194081344618,-0.6900473045547622
invalidate_on_opposite_close_1m__buffer_4,invalidate_for_day,orb_long_only,close_1m,4,1,False,False,1,4,2,0.5,0.5,1.0,10825.50000000486,34788.00000000486,3069,0.4473769957640925,3.527370478984966,1.03440319958815,0.20456468343235826,0.3778336601770308,-15777.999999995824,-9472.999999999716,4.404190398700107,0.0,-932.9999999999864,1676.4999999999936,1.2485760781122863,1446,False,0,2893,3605,4688,0.5405280756370344,1585,-26995.499999997606,-1.2160391329930251,0,0.0,0.0,13286.250000002605,0.5802807217021215,-6876.499999998598,1301,-4823.74999999881,-0.32553274148963224,-8561.49999999881,853,2363.000000001067,0.1570362566725049,-7775.999999998968,915,646.5000000012424,2363.000000001067,-11489.749999992884,4537,0.12116038345203473,16506.749999997002,0,0.05974857646543463,0.9901660383091542,-0.7407882938423471
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,touch,1,1,False,False,2,4,1,0.25,0.25,1.0,-7847.999999993521,25652.00000000648,4276,0.4370907390084191,-1.8353601496710759,0.9816069541088029,-0.12945253196346132,-0.24605872693031666,-26127.999999993346,-15164.999999998026,-3.1928397070762893,0.0,-956.2499999999864,1573.4999999999982,1.739625711960944,1695,False,0,3241,3262,0,0.0,3015,-35991.49999999566,-1.2393790305853964,1537,-24791.999999997915,-1.2937234301846272,1748.7500000034506,0.0667617889137749,-8756.999999997483,1793,-7134.49999999834,-0.42139826020753934,-10068.999999998337,1200,-2462.249999998633,-0.14207216812667856,-9752.749999999376,1283,646.5000000012424,-2462.249999998633,-11489.749999992884,4537,-0.17794804134714873,6156.74999999948,0,0.006952330986087607,-0.9998668572592537,-1.9974937509570347
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,touch,2,1,False,False,2,4,1,0.25,0.25,1.0,-8595.49999999348,24974.50000000652,4282,0.43671181690798694,-2.007356375523933,0.9798958480733915,-0.1416862659561226,-0.2694476048686839,-26842.499999993306,-15523.999999997994,-3.4969487388093885,0.0,-956.2499999999864,1573.4999999999982,1.74206672091131,1696,False,0,3204,3298,0,0.0,3001,-37537.24999999569,-1.233665860005754,1514,-23166.24999999804,-1.224798917040401,1034.2500000034952,0.03941781255903776,-9343.999999997439,1798,-7167.499999998339,-0.4233340352403489,-10068.999999998337,1201,-2462.249999998633,-0.14207216812667856,-9752.749999999376,1283,646.5000000012424,-2462.249999998633,-11489.749999992884,4537,-0.17794804134714873,5442.24999999952,0,0.005241224950676138,-0.9998668572592537,-1.9974937509570347
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,1,1,True,True,1,4,1,0.25,0.25,1.0,-8476.749999993528,25178.250000006472,4288,0.43680037313432835,-1.9768540111925206,0.9802082086873427,-0.1394345868610449,-0.2658074524985625,-27066.749999993324,-15604.499999997974,-3.4486371033334104,0.0,-956.2499999999864,1573.4999999999982,1.7445077298616762,1699,False,0,3241,3262,0,0.0,3026,-36383.74999999569,-1.2288427899843242,1549,-25420.74999999792,-1.3110580332708504,787.7500000034825,0.030017512996889574,-9717.999999997455,1797,-6798.9999999983465,-0.39957450375198883,-9733.499999998345,1203,-2465.499999998663,-0.142013287021275,-9888.999999999376,1288,646.5000000012424,-2465.499999998663,-11489.749999992884,4537,-0.17788916024174517,5217.999999999502,0,0.005553585564627372,-0.9998681891000005,-2.0224558970634097
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,touch,1,1,False,False,1,4,1,0.25,0.25,1.0,-8476.749999993528,25178.250000006472,4288,0.43680037313432835,-1.9768540111925206,0.9802082086873427,-0.1394345868610449,-0.2658074524985625,-27066.749999993324,-15604.499999997974,-3.4486371033334104,0.0,-956.2499999999864,1573.4999999999982,1.7445077298616762,1699,False,0,3241,3262,0,0.0,3026,-36383.74999999569,-1.2288427899843242,1549,-25420.74999999792,-1.3110580332708504,787.7500000034825,0.030017512996889574,-9717.999999997455,1797,-6798.9999999983465,-0.39957450375198883,-9733.499999998345,1203,-2465.499999998663,-0.142013287021275,-9888.999999999376,1288,646.5000000012424,-2465.499999998663,-11489.749999992884,4537,-0.17788916024174517,5217.999999999502,0,0.005553585564627372,-0.9998681891000005,-2.0224558970634097
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,touch,2,1,False,False,1,4,1,0.25,0.25,1.0,-9224.249999993484,24500.750000006516,4294,0.43642291569632047,-2.148171867720886,0.9785063557038958,-0.15162789883595695,-0.2891970698018802,-27781.24999999328,-15963.49999999794,-3.7527461350665097,0.0,-956.2499999999864,1573.4999999999982,1.7469487388120424,1700,False,0,3204,3298,0,0.0,3012,-37929.499999995714,-1.2230830508715047,1526,-23794.999999998046,-1.2431640883694706,73.2500000035252,0.002786539016699145,-10304.999999997412,1802,-6831.999999998347,-0.40150128988825073,-9733.499999998345,1204,-2465.499999998663,-0.142013287021275,-9888.999999999376,1288,646.5000000012424,-2465.499999998663,-11489.749999992884,4537,-0.17788916024174517,4503.499999999545,0,0.0038517325811804337,-0.9998681891000005,-2.0224558970634097
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,2,1,True,True,1,4,1,0.25,0.25,1.0,-9224.249999993484,24500.750000006516,4294,0.43642291569632047,-2.148171867720886,0.9785063557038958,-0.15162789883595687,-0.2891970698018801,-27781.249999993284,-15963.499999997937,-3.7527461350665097,0.0,-956.2499999999864,1573.4999999999982,1.7469487388120424,1700,False,0,3204,3298,0,0.0,3012,-37929.49999999571,-1.2230830508715047,1526,-23794.999999998043,-1.2431640883694706,73.2500000035252,0.002786539016699145,-10304.999999997408,1802,-6831.9999999983465,-0.40150128988825073,-9733.499999998348,1204,-2465.4999999986617,-0.14201328702127494,-9888.999999999376,1288,646.5000000012424,-2465.4999999986617,-2265.4999999994,243,-0.17788916024174511,4503.499999999542,0,0.0038517325811804337,-0.9998681891000005,-2.0224558970634106
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,touch,0,1,False,False,2,4,1,0.25,0.25,1.0,-7037.749999993528,26399.750000006472,4269,0.43757320215507145,-1.6485710939314893,0.9834596679947575,-0.11623875394682452,-0.22131276031084296,-25764.24999999336,-14901.499999997974,-2.863201790070596,0.0,-956.2499999999864,1573.4999999999982,1.7367778681855166,1694,False,0,3281,3224,0,0.0,3044,-35107.4999999956,-1.2780002812948996,1567,-27681.74999999781,-1.4191805596672815,2131.2500000034597,0.08143759222449735,-8983.499999997473,1791,-6917.749999998352,-0.40966105912888673,-9852.249999998348,1196,-2251.249999998634,-0.129959176046838,-9752.749999999376,1282,646.5000000012424,-2251.249999998634,-11489.749999992884,4537,-0.16583504926730816,6520.499999999465,0,0.008805044872042145,-0.9997442741309128,-2.170969647690126
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,0,1,True,True,1,4,1,0.25,0.25,1.0,-7429.99999999355,26135.00000000645,4280,0.4373831775700935,-1.735981308409708,0.9825941101092526,-0.12238365721112188,-0.23358301749270333,-26466.499999993335,-15147.999999997981,-3.022782750200792,0.0,-956.2499999999864,1573.4999999999982,1.741253051261188,1697,False,0,3281,3224,0,0.0,3055,-35499.74999999562,-1.2673758197657623,1578,-28073.99999999783,-1.4238695882445689,1406.750000003476,0.0536626578784832,-9707.999999997459,1794,-6582.249999998359,-0.387834871735835,-9516.74999999836,1199,-2254.499999998664,-0.12992114975553515,-9888.999999999376,1287,646.5000000012424,-2254.499999998664,-11489.749999992884,4537,-0.16579702297600532,5818.249999999491,0,0.007939486986537236,-0.9997468320282712,-2.1980270748850774
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,touch,0,1,False,False,1,4,1,0.25,0.25,1.0,-7429.99999999355,26135.00000000645,4280,0.4373831775700935,-1.735981308409708,0.9825941101092526,-0.12238365721112188,-0.23358301749270333,-26466.499999993335,-15147.999999997981,-3.022782750200792,0.0,-956.2499999999864,1573.4999999999982,1.741253051261188,1697,False,0,3281,3224,0,0.0,3055,-35499.74999999562,-1.2673758197657623,1578,-28073.99999999783,-1.4238695882445689,1406.750000003476,0.0536626578784832,-9707.999999997459,1794,-6582.249999998359,-0.387834871735835,-9516.74999999836,1199,-2254.499999998664,-0.12992114975553515,-9888.999999999376,1287,646.5000000012424,-2254.499999998664,-11489.749999992884,4537,-0.16579702297600532,5818.249999999491,0,0.007939486986537236,-0.9997468320282712,-2.1980270748850774
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,close_5m,2,1,False,False,1,4,2,0.5,0.5,1.0,8482.75000000507,33430.25000000507,3243,0.44588344125809437,2.6157107616420197,1.025636221182783,0.1559218674259539,0.2894005917811148,-18686.749999994852,-9962.249999999607,3.4510781122884726,0.0,-932.9999999999864,1536.24999999998,1.3193653376729049,1483,False,0,2703,3793,4517,0.520811714516315,1595,-35133.999999997504,-1.4826871446130756,0,0.0,0.0,10176.500000002708,0.4325731384703654,-7265.4999999985475,1365,-3161.2499999987886,-0.207371410220739,-8607.499999998789,903,1467.5000000011523,0.0948204995091554,-9412.74999999877,975,646.5000000012424,1467.5000000011523,-19972.499999997955,1294,0.058944626288685235,13597.999999997974,0,0.050981598060067634,0.8537745940532233,-2.3988056986526254
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,touch,1,1,False,False,3,4,1,0.25,0.25,1.0,-6621.249999993604,26658.750000006396,4265,0.4377491207502931,-1.5524618991778674,0.9844087664117235,-0.10950671179072091,-0.20767997296018753,-24767.249999993703,-15217.499999998077,-2.693755085432711,0.0,-956.2499999999864,1573.4999999999982,1.7351505288852727,1691,False,0,3241,3262,0,0.0,3004,-34764.74999999575,-1.2101559997296685,1526,-23565.249999998,-1.2433682756593873,1696.2500000033983,0.06505341137164272,-8396.999999997533,1788,-6884.499999998339,-0.4069191512189466,-9818.999999998337,1199,-1432.9999999986649,-0.08285497403501288,-9131.499999999376,1278,646.5000000012424,-1432.9999999986649,-11489.749999992884,4537,-0.11873084725548305,7517.499999999123,0,0.009754143289008144,-0.9967902438211994,-3.14320047637478
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,touch,2,1,False,False,3,4,1,0.25,0.25,1.0,-7368.749999993564,25981.250000006436,4271,0.437368297822524,-1.7252985249341055,0.9826838987576618,-0.1217860751833162,-0.2310831763688723,-25481.74999999366,-15576.499999998052,-2.9978641171658094,0.0,-956.2499999999864,1573.4999999999982,1.7375915378356388,1692,False,0,3204,3298,0,0.0,2990,-36310.49999999577,-1.2041197217905322,1503,-21939.499999998123,-1.1730176995340937,981.7500000034415,0.03758731186827477,-8983.999999997493,1793,-6917.49999999834,-0.4088566945425256,-9818.999999998337,1200,-1432.9999999986649,-0.08285497403501288,-9131.499999999376,1278,646.5000000012424,-1432.9999999986649,-11489.749999992884,4537,-0.11873084725548305,6802.999999999167,0,0.008029275634946487,-0.9967902438211994,-3.14320047637478
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_5,invalidate_for_day,orb_long_only,n_closes_1m,1,5,False,False,1,4,2,0.5,0.5,1.0,2681.250000005315,29326.250000005315,3435,0.4433770014556041,0.7805676855910669,1.0076257773315833,0.047914422720490554,0.08992097191615939,-23006.999999994707,-11346.49999999843,1.0908258746970358,0.0,-932.9999999999864,1676.4999999999936,1.3974776240846216,1543,False,0,2478,3993,4278,0.4932549290902802,1593,-43404.24999999748,-1.8940040950339003,0,0.0,0.0,4453.000000002938,0.18345662815936392,-7812.999999998454,1447,-2894.2499999987413,-0.18469892329872387,-8972.999999998743,956,1122.5000000011178,0.07074873922361766,-9348.74999999888,1032,646.5000000012424,1122.5000000011178,-11489.749999992884,4537,0.03487286600314749,9277.74999999812,0,0.03297115420886798,0.6268876498736087,-3.436783245853446
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_5,invalidate_for_day,orb_long_only,n_closes_1m,2,5,False,False,1,4,2,0.5,0.5,1.0,3852.000000005395,30759.500000005395,3461,0.444091303091592,1.1129731291549827,1.0108971783889757,0.06865630156021738,0.12825143104461062,-22873.249999994652,-10937.999999998401,1.5671277461372621,0.0,-932.9999999999864,1676.4999999999936,1.4080553295362084,1547,False,0,2450,4018,4239,0.48875821515046697,1581,-43321.24999999743,-1.8687798718178046,0,0.0,0.0,5033.000000002986,0.20667203763495243,-7361.999999998424,1461,-2209.2499999987176,-0.14069464429031026,-8839.99999999872,962,1028.2500000011255,0.06466032647486586,-9254.249999998872,1038,646.5000000012424,1028.2500000011255,-11489.749999992884,4537,0.028784453254395694,9411.499999998174,0,0.03624255526626041,0.5302459445073292,-3.802778187392828
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,close_5m,4,1,False,False,1,4,2,0.5,0.5,1.0,6626.250000005119,32383.75000000512,3310,0.44410876132930516,2.001888217524205,1.019569666684402,0.12093851747052663,0.22300287084012324,-18894.999999994863,-9494.999999998478,2.6957892595627007,0.0,-932.9999999999864,1676.4999999999936,1.3466232709519934,1504,False,0,2636,3855,4450,0.5130865905684308,1598,-36357.4999999976,-1.5752627807177675,0,0.0,0.0,9320.250000002803,0.39258090276473995,-6486.499999998518,1399,-3725.4999999987867,-0.24306927522940744,-8749.999999998789,919,1031.5000000011028,0.06624811574933802,-9914.99999999882,992,646.5000000012424,1031.5000000011028,-11489.749999992884,4537,0.030372242528867853,13389.749999997963,0,0.04491504356168674,0.5338499616717883,-4.106397004103301
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_5,invalidate_for_day,orb_long_only,n_closes_1m,0,5,False,False,1,4,2,0.5,0.5,1.0,4357.750000005226,30597.750000005224,3411,0.4444444444444444,1.2775579009103566,1.0125072649910103,0.07818082888694498,0.14655787767299827,-21688.499999994816,-9940.999999998474,1.772884458911808,0.0,-932.9999999999864,1676.4999999999936,1.387713588283157,1535,False,0,2504,3969,4309,0.4968292401706445,1600,-42417.2499999975,-1.8198458885021807,0,0.0,0.0,6163.000000002857,0.25520246435162935,-7161.999999998504,1431,-2713.2499999987476,-0.1734531758558101,-8726.999999998749,954,908.0000000011155,0.05750026539859936,-9114.999999998883,1026,646.5000000012424,908.0000000011155,-11489.749999992884,4537,0.02162439217812919,10596.24999999801,0,0.037852641868294956,0.3837805384885705,-4.365827727725781
