session_date,daily_pnl_usd,rolling_sharpe,rolling_expectancy
2019-05-06,70.0,,
2019-05-07,43.0,,
2019-05-08,-24.5,,
2019-05-09,36.0,,
2019-05-10,-41.0,,
2019-05-13,-30.5,,
2019-05-14,-21.0,,
2019-05-15,-59.5,,
2019-05-16,100.5,,
2019-05-17,-39.5,,
2019-05-20,-36.0,,
2019-05-21,-45.0,,
2019-05-22,-26.5,,
2019-05-23,-55.5,,
2019-05-24,-27.5,,
2019-05-27,-14.0,,
2019-05-28,-3.0,,
2019-05-29,-31.0,,
2019-05-30,-28.5,,
2019-05-31,-19.5,-4.876443091331652,-12.65
2019-06-03,-32.5,-7.68626547399534,-17.775
2019-06-04,-66.5,-10.431976403202272,-23.25
2019-06-05,-29.5,-10.536522576508109,-23.5
2019-06-06,-27.5,-12.961946301585076,-26.675
2019-06-07,-21.0,-12.53281387529225,-25.675
2019-06-10,3.0,-11.514737322703896,-24.0
2019-06-11,10.0,-10.510534987504156,-22.45
2019-06-12,-20.0,-9.902006904617188,-20.475
2019-06-13,-29.0,-24.400078015006105,-26.95
2019-06-14,-9.5,-22.85322061728137,-25.45
2019-06-17,12.5,-18.92321500035835,-23.025
2019-06-18,-41.0,-18.964036856877204,-22.825
2019-06-19,17.5,-15.59374199354938,-20.625
2019-06-20,1.0,-14.209628364434417,-17.8
2019-06-24,-32.5,-14.300445771174672,-18.05
2019-06-25,-37.0,-14.920559618211652,-19.2
2019-06-26,-36.0,-16.236536007457637,-20.85
2019-06-27,-20.5,-15.931954700749435,-20.325
2019-06-28,21.5,-12.809047576207881,-17.825
2019-07-01,-55.0,-13.221294666109156,-19.6
2019-07-02,-36.0,-13.278380028984904,-19.775
2019-07-03,-42.0,-13.540594026206854,-18.55
2019-07-04,-12.5,-12.987416626959549,-17.7
2019-07-05,-35.5,-13.129200793482896,-18.1
2019-07-08,6.5,-11.79263546550252,-16.725
2019-07-09,154.5,-3.335858635549649,-9.15
2019-07-10,42.5,-2.665543598623204,-7.525
2019-07-11,-38.0,-2.9566193180333102,-8.425
2019-07-12,-23.5,-2.867042071903669,-8.15
2019-07-15,-49.0,-3.494305585417678,-10.125
2019-07-16,-14.5,-3.985211072283126,-11.475
2019-07-17,-28.0,-3.7870806171395497,-10.825
2019-07-18,-14.0,-4.383121816727858,-12.4
2019-07-19,192.5,-0.7077077368072302,-2.825
2019-07-22,-32.5,-0.7077077368072304,-2.825
