strategy_id,positive_oos_splits,total_splits,mean_oos_net_pnl,mean_oos_profit_factor,mean_oos_sharpe_ratio,worst_oos_split_net_pnl,best_oos_split_net_pnl,pass_fail_splits
paper_vwap_baseline,0,4,-5460.125,0.5853485023322378,-0.9507297982085116,-12137.5,0.0,False
baseline_futures_adapted,0,4,-22906.875,0.8936102175497538,-1.5212529643971267,-29804.0,-16787.5,False
vwap_time_filtered_baseline,0,4,-14417.0,0.9155466362063118,-0.9757301943463254,-19417.5,-10044.0,False
vwap_baseline_trade_capped,0,4,-3182.875,0.9632952276683342,-0.352879281109806,-5647.0,-1119.5,False
vwap_baseline_regime_filtered,0,4,-10940.75,0.8674413126871853,-2.2933376909685945,-15032.0,-6688.5,False
vwap_baseline_with_killswitch,1,4,-818.75,0.987012892408674,-0.10323513052075475,-1951.0,1277.0,False
vwap_reclaim,1,4,-38.69642857142753,0.973630160688747,-0.02924798721919252,-117.94642857142753,151.05357142857247,False
vwap_reclaim_with_prop_overlay,0,4,0.0,0.0,0.0,0.0,0.0,False
