trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_reason,bars_held,holding_minutes,gross_pnl_usd,r_multiple,entry_signal_time,exit_signal_time
1,2019-05-06,long,1,2019-05-06 09:31:00-04:00,7694.0,,,2019-05-06 09:51:00-04:00,7724.5,signal_flip,25000.0,,,,,,15388.0,0.61552,30.5,122.0,61.0,2.5,58.5,paper_vwap_baseline,paper_target_position,20,20.0,61.0,,2019-05-06 09:31:00-04:00,2019-05-06 09:51:00-04:00
2,2019-05-06,short,1,2019-05-06 09:51:00-04:00,7724.5,,,2019-05-06 09:52:00-04:00,7734.0,signal_flip,25058.5,,,,,,15449.0,0.6165173494023984,-9.5,-38.0,-19.0,2.5,-21.5,paper_vwap_baseline,paper_target_position,1,1.0,-19.0,,2019-05-06 09:51:00-04:00,2019-05-06 09:52:00-04:00
3,2019-05-06,long,1,2019-05-06 09:52:00-04:00,7734.0,,,2019-05-06 12:08:00-04:00,7758.25,signal_flip,25037.0,,,,,,15468.0,0.6178056476414906,24.25,97.0,48.5,2.5,46.0,paper_vwap_baseline,paper_target_position,136,136.0,48.5,,2019-05-06 09:52:00-04:00,2019-05-06 12:08:00-04:00
4,2019-05-06,short,1,2019-05-06 12:08:00-04:00,7758.25,,,2019-05-06 12:10:00-04:00,7759.75,signal_flip,25083.0,,,,,,15516.5,0.61860622732528,-1.5,-6.0,-3.0,2.5,-5.5,paper_vwap_baseline,paper_target_position,2,2.0,-3.0,,2019-05-06 12:08:00-04:00,2019-05-06 12:10:00-04:00
5,2019-05-06,long,1,2019-05-06 12:10:00-04:00,7759.75,,,2019-05-06 12:11:00-04:00,7757.25,signal_flip,25077.5,,,,,,15519.5,0.6188615292592962,-2.5,-10.0,-5.0,2.5,-7.5,paper_vwap_baseline,paper_target_position,1,1.0,-5.0,,2019-05-06 12:10:00-04:00,2019-05-06 12:11:00-04:00
6,2019-05-06,short,1,2019-05-06 12:11:00-04:00,7757.25,,,2019-05-06 12:15:00-04:00,7760.5,signal_flip,25070.0,,,,,,15514.5,0.6188472277622656,-3.25,-13.0,-6.5,2.5,-9.0,paper_vwap_baseline,paper_target_position,4,4.0,-6.5,,2019-05-06 12:11:00-04:00,2019-05-06 12:15:00-04:00
7,2019-05-06,long,1,2019-05-06 12:15:00-04:00,7760.5,,,2019-05-06 12:18:00-04:00,7756.0,signal_flip,25061.0,,,,,,15521.0,0.6193288376361678,-4.5,-18.0,-9.0,2.5,-11.5,paper_vwap_baseline,paper_target_position,3,3.0,-9.0,,2019-05-06 12:15:00-04:00,2019-05-06 12:18:00-04:00
8,2019-05-06,short,1,2019-05-06 12:18:00-04:00,7756.0,,,2019-05-06 12:39:00-04:00,7760.5,signal_flip,25049.5,,,,,,15512.0,0.6192538773229006,-4.5,-18.0,-9.0,2.5,-11.5,paper_vwap_baseline,paper_target_position,21,21.0,-9.0,,2019-05-06 12:18:00-04:00,2019-05-06 12:39:00-04:00
9,2019-05-06,long,1,2019-05-06 12:39:00-04:00,7760.5,,,2019-05-06 12:47:00-04:00,7756.25,signal_flip,25038.0,,,,,,15521.0,0.619897755411774,-4.25,-17.0,-8.5,2.5,-11.0,paper_vwap_baseline,paper_target_position,8,8.0,-8.5,,2019-05-06 12:39:00-04:00,2019-05-06 12:47:00-04:00
10,2019-05-06,short,1,2019-05-06 12:47:00-04:00,7756.25,,,2019-05-06 13:14:00-04:00,7759.0,signal_flip,25027.0,,,,,,15512.5,0.619830582970392,-2.75,-11.0,-5.5,2.5,-8.0,paper_vwap_baseline,paper_target_position,27,27.0,-5.5,,2019-05-06 12:47:00-04:00,2019-05-06 13:14:00-04:00
