direction,trades,net_pnl_usd,avg_trade_pnl_usd,win_rate,profit_factor
long,1853,-426.5,-0.2301672962763087,0.15380464112250405,0.9794160231660232
short,1850,-4411.5,-2.3845945945945948,0.14756756756756756,0.7943452519696051
