scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,6847.5,0.7656451672040065,0.28459527515188293,1.4345687630894206,35.479274611398964,-1325.5,193,193,0.09006066262249184,-243.0,2,45.0,336.0,0.0,955.0,True,1286.0
is,4128.0,0.6436264496402524,0.2433511237102704,1.333805037803744,27.89189189189189,-1325.5,148,148,0.09866666666666667,-243.0,2,67.5,333.0,0.0,955.0,True,1286.0
oos,2719.5,1.0780517069996982,0.38695815513338555,1.8020940864179325,60.43333333333333,-759.0,45,45,0.06998444790046657,-239.0,1,37.0,149.0,0.0,,False,2000.0
