symbol,variant_name,box_lookback,compression_threshold,target_r,year,oos_sessions,n_trades,net_pnl,profit_factor,sharpe_ratio,win_rate,average_trade,max_drawdown
M2K,vceb_n16_ct15_tr2p2,16,15.0,2.2,2025,38,14,-19.62499999998954,0.8785769528229531,-0.5252304491625007,0.5,-1.4017857142849672,-46.12499999999727
MES,vceb_n16_ct15_tr2p2,16,15.0,2.2,2025,38,13,-42.87499999999909,0.8903277378097545,-0.4484602175319128,0.3076923076923077,-3.298076923076853,-228.4375
MGC,vceb_n16_ct15_tr2p2,16,15.0,2.2,2025,35,6,-302.74999999998727,0.0,-5.909422794949876,0.0,-50.45833333333121,-219.24999999999272
MNQ,vceb_n16_ct15_tr2p2,16,15.0,2.2,2025,38,9,-101.82500000000437,0.8084646132141935,-0.7101589463664496,0.3333333333333333,-11.313888888889373,-280.625
M2K,vceb_n8_ct15_tr2p2,8,15.0,2.2,2025,38,11,-8.337499999997817,0.9321004411265861,-0.32725852314595993,0.36363636363636365,-0.757954545454347,-51.18750000000091
MES,vceb_n8_ct15_tr2p2,8,15.0,2.2,2025,38,22,-257.59895833333303,0.5777426790745341,-2.836236625453247,0.2727272727272727,-11.709043560606046,-388.88020833333485
MGC,vceb_n8_ct15_tr2p2,8,15.0,2.2,2025,35,4,-14.612499999989268,0.8079934300576104,-0.4866189095639736,0.25,-3.653124999997317,-76.1041666666597
MNQ,vceb_n8_ct15_tr2p2,8,15.0,2.2,2025,38,16,449.20208333332994,1.977035140584979,2.4772119381012097,0.5625,28.07513020833312,-252.38541666667152
