symbol,dataset_path,resampled_dataset_path,variant_name,box_lookback,compression_threshold,target_r,is_sessions,oos_sessions,overall_total_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_max_drawdown,overall_win_rate,overall_average_trade,overall_expectancy,overall_median_holding_minutes,overall_time_in_market_pct,is_total_trades,is_net_pnl,is_profit_factor,is_sharpe_ratio,oos_total_trades,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_max_drawdown,oos_win_rate,oos_average_trade,oos_expectancy,oos_median_holding_minutes,oos_time_in_market_pct,oos_top_5_day_contribution_pct
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\_tmp_vceb_smoke_actual\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct15_tr1p8,8,15.0,1.8,86,38,52,-601.3229166666679,0.6819755670940817,-1.5945480023997236,-677.8125,0.3269230769230769,-11.563902243589768,-11.563902243589768,25.0,0.031327543424317615,30,-430.0052083333321,0.6774771959294502,-1.5751423640660978,22,-171.31770833333576,0.6927323680523085,-1.6600388075856396,-336.38020833333576,0.3181818181818182,-7.787168560606171,-7.787168560606171,25.0,0.043859649122807015,-2.239899066670683
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\_tmp_vceb_smoke_actual\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct15_tr2p2,8,15.0,2.2,86,38,52,-542.4375000000055,0.7208689010090699,-1.409559632527314,-740.84375,0.3076923076923077,-10.43149038461549,-10.43149038461549,30.0,0.032671629445823,30,-284.8385416666724,0.7863585756977907,-0.9831831613839916,22,-257.59895833333303,0.5777426790745341,-2.836236625453247,-336.38020833333576,0.2727272727272727,-11.709043560606046,-11.709043560606046,27.5,0.04520917678812416,-1.1547140055399505
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\_tmp_vceb_smoke_actual\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct20_tr1p8,8,20.0,1.8,86,38,76,-888.8854166666624,0.6716035366897911,-2.0619052619092084,-962.6979166666642,0.3684210526315789,-11.69586074561398,-11.69586074561398,30.0,0.05138544251447477,49,-689.0052083333285,0.6556812118530498,-2.1613384551774,27,-199.88020833333394,0.7167540039855337,-1.8232144493685043,-336.38020833333576,0.3333333333333333,-7.402970679012368,-7.402970679012368,25.0,0.05600539811066127,-1.9238867029731337
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\_tmp_vceb_smoke_actual\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct20_tr2p2,8,20.0,2.2,86,38,76,-1083.2500000000073,0.6178415574154525,-2.5707575271048624,-1173.1875000000073,0.32894736842105265,-14.253289473684307,-14.253289473684307,30.0,0.05355665839536807,49,-819.2135416666724,0.6054607251702533,-2.583536472787537,27,-264.03645833333485,0.6517482997870427,-2.6458511266388633,-351.19270833333576,0.2962962962962963,-9.77912808641981,-9.77912808641981,30.0,0.057692307692307696,-1.2529638031363899
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\_tmp_vceb_smoke_actual\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct15_tr1p8,12,15.0,1.8,79,35,11,-16.89999999999145,0.9456154465004278,-0.10859590193122926,-227.24999999999272,0.36363636363636365,-1.5363636363628592,-1.5363636363628592,35.0,0.008097165991902834,5,183.84999999999764,3.201796407185624,1.6745519862089138,6,-200.7499999999891,0.11661166116612574,-4.63472938689979,-227.24999999998545,0.16666666666666666,-33.45833333333152,-33.45833333333152,35.0,0.01391941391941392,-0.13200498132006153
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\_tmp_vceb_smoke_actual\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct15_tr2p2,12,15.0,2.2,79,35,11,40.400000000004184,1.130008045052311,0.22490955969090778,-227.24999999999272,0.36363636363636365,3.672727272727653,3.672727272727653,35.0,0.008884390463337832,5,241.14999999999327,3.888023952095759,1.8209504489997184,6,-200.7499999999891,0.11661166116612574,-4.63472938689979,-227.24999999998545,0.16666666666666666,-33.45833333333152,-33.45833333333152,35.0,0.01391941391941392,-0.13200498132006153
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\_tmp_vceb_smoke_actual\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct20_tr1p8,12,20.0,1.8,79,35,15,151.75000000002,1.4883346741754637,0.8970260277312632,-225.74999999998545,0.5333333333333333,10.116666666668001,10.116666666668001,35.0,0.013382816014394961,6,224.34999999999945,3.686826347305412,2.006441246983916,9,-72.59999999997945,0.6805280528053569,-1.2902863453926632,-225.74999999998545,0.4444444444444444,-8.066666666664382,-8.066666666664382,40.0,0.02673992673992674,-2.1301652892569467
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\_tmp_vceb_smoke_actual\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct20_tr2p2,12,20.0,2.2,79,35,15,171.40000000001692,1.5515687851971776,0.9202344763131507,-225.74999999998545,0.5333333333333333,11.426666666667794,11.426666666667794,40.0,0.014282501124606387,6,281.6499999999951,4.373053892215546,2.101157155681881,9,-110.24999999997817,0.5148514851485896,-2.188225594388942,-225.74999999998545,0.4444444444444444,-12.249999999997575,-12.249999999997575,40.0,0.027106227106227107,-1.0612244897962357
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\_tmp_vceb_smoke_actual\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n16_ct15_tr1p8,16,15.0,1.8,79,35,17,-255.799999999972,0.5857489878542811,-1.6772026276882503,-363.5999999999767,0.29411764705882354,-15.047058823527763,-15.047058823527763,40.0,0.015632028789923525,11,46.95000000001528,1.1491660047657404,0.4805488212230861,6,-302.74999999998727,0.0,-5.909422794949876,-302.74999999998545,0.0,-50.45833333333121,-50.45833333333121,37.5,0.017216117216117217,-0.0
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\_tmp_vceb_smoke_actual\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n16_ct15_tr2p2,16,15.0,2.2,79,35,17,-192.19999999997526,0.6887449392712837,-1.1166756704391934,-321.8999999999796,0.29411764705882354,-11.30588235293972,-11.30588235293972,40.0,0.015856950067476384,11,110.550000000012,1.3512311358221303,0.9397999019660844,6,-302.74999999998727,0.0,-5.909422794949876,-302.74999999998545,0.0,-50.45833333333121,-50.45833333333121,37.5,0.017216117216117217,-0.0
