trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd
1,2019-05-07,short,6,2019-05-07 10:02:00-04:00,7693.25,7753.25,7573.25,2019-05-07 16:00:00-04:00,7664.25,time_exit,50000.0,1.5,750.0,124.0,744.0,744.0,92319.0,1.84638,29.0,116.0,348.0,15.0,333.0
2,2019-05-09,short,5,2019-05-09 10:05:00-04:00,7499.25,7566.25,7365.25,2019-05-09 12:30:00-04:00,7567.0,stop,50000.0,1.5,750.0,138.0,690.0,690.0,74992.5,1.49985,-67.75,-271.0,-677.5,12.5,-690.0
3,2019-05-13,short,5,2019-05-13 10:02:00-04:00,7372.25,7445.25,7226.25,2019-05-13 16:00:00-04:00,7337.5,time_exit,50000.0,1.5,750.0,150.0,750.0,750.0,73722.5,1.47445,34.75,139.0,347.5,12.5,335.0
4,2019-05-20,long,6,2019-05-20 10:26:00-04:00,7419.0,7361.0,7535.0,2019-05-20 16:00:00-04:00,7391.5,time_exit,50000.0,1.5,750.0,120.0,720.0,720.0,89028.0,1.78056,-27.5,-110.0,-330.0,15.0,-345.0
5,2019-06-03,short,4,2019-06-03 10:02:00-04:00,7041.75,7133.0,6859.25,2019-06-03 16:00:00-04:00,6981.75,time_exit,50000.0,1.5,750.0,186.5,746.0,746.0,56334.0,1.12668,60.0,240.0,480.0,10.0,470.0
6,2019-06-18,long,4,2019-06-18 10:04:00-04:00,7682.5,7597.5,7852.5,2019-06-18 16:00:00-04:00,7637.75,time_exit,50000.0,1.5,750.0,174.0,696.0,696.0,61460.0,1.2292,-44.75,-179.0,-358.0,10.0,-368.0
7,2019-08-02,short,7,2019-08-02 10:05:00-04:00,7716.25,7766.5,7615.75,2019-08-02 16:00:00-04:00,7699.0,time_exit,50000.0,1.5,750.0,104.5,731.5,731.5,108027.5,2.16055,17.25,69.0,241.5,17.5,224.0
8,2019-08-06,long,7,2019-08-06 10:04:00-04:00,7531.0,7485.25,7622.5,2019-08-06 10:14:00-04:00,7484.5,stop,50000.0,1.5,750.0,95.5,668.5,668.5,105434.0,2.10868,-46.5,-186.0,-651.0,17.5,-668.5
9,2019-08-07,long,4,2019-08-07 10:11:00-04:00,7466.25,7387.25,7624.25,2019-08-07 16:00:00-04:00,7565.5,time_exit,50000.0,1.5,750.0,162.0,648.0,648.0,59730.0,1.1946,99.25,397.0,794.0,10.0,784.0
10,2019-08-13,long,1,2019-08-13 10:27:00-04:00,7776.25,7554.75,8219.25,2019-08-13 16:00:00-04:00,7739.75,time_exit,50000.0,1.5,750.0,447.0,447.0,447.0,15552.5,0.31105,-36.5,-146.0,-73.0,2.5,-75.5
11,2019-08-14,short,7,2019-08-14 10:13:00-04:00,7583.25,7634.75,7480.25,2019-08-14 16:13:00-04:00,7481.0,target,50000.0,1.5,750.0,107.0,749.0,749.0,106165.5,2.12331,102.25,409.0,1431.5,17.5,1414.0
12,2019-08-23,long,5,2019-08-23 10:06:00-04:00,7688.75,7627.25,7811.75,2019-08-23 11:02:00-04:00,7626.5,stop,50000.0,1.5,750.0,127.0,635.0,635.0,76887.5,1.53775,-62.25,-249.0,-622.5,12.5,-635.0
13,2019-09-03,short,5,2019-09-03 10:05:00-04:00,7611.75,7677.25,7480.75,2019-09-03 16:00:00-04:00,7612.75,time_exit,50000.0,1.5,750.0,135.0,675.0,675.0,76117.5,1.52235,-1.0,-4.0,-10.0,12.5,-22.5
