timestamp,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,session_date,minute_of_day,weekday,bar_in_session,session_vwap,continuous_session_date,continuous_session_vwap,or_high,or_low,or_width,or_midpoint,atr_14,open_rth,high_rth,low_rth,close_rth,range_rth,prev_close_rth,prev_high_rth,prev_low_rth,close_position,pattern_nr4,pattern_nr7,pattern_inside_day,pattern_outside_day,pattern_triangle,pattern_strong_close,pattern_weak_close,pattern_nr4_or_nr7,pattern_nr4_or_triangle,pattern_nr4_or_nr7_or_triangle,open_prevclose_max,open_prevclose_min,signal,raw_signal,atr_filter_pass,direction_filter_pass,filter_pass,filtered_out,candidate_base_pass,ensemble_score,ensemble_selected,atr_10,atr_20,vol_std_15,vol_std_60,rth_open,atr_20_open,rth_close,prev_rth_close,overnight_range_pts,trade_id,entry_time,exit_time,direction,quantity,net_pnl_usd,trade_risk_usd,fees,exit_reason,phase,weekday_name,atr_ratio_10_30,opening_range_width_pts,realized_vol_ratio_15_60,gap_abs_atr20,signal_vwap_distance_atr20,signal_extension_over_or,nominal_selected
2020-03-24 14:25:00+00:00,33,1,8204,7430.75,7448.0,7424.75,7440.0,1990,MNQ.c.0,2020-03-24,625,1,606,7316.313143809566,2020-03-24,7276.956491188032,7437.0,7327.5,109.5,7382.25,17.553571428571427,7365.75,7537.0,7293.25,7499.25,243.75,6954.5,7141.75,6759.75,0.8451282051282051,True,True,False,False,False,False,False,True,True,True,7365.75,6954.5,1,1,True,True,True,False,True,0.8571428571428571,True,17.3,18.075,0.0011642287390609516,0.0017051976101991845,7323.5,9.1625,7457.25,6855.0,323.75,11,2020-03-24 10:26:00-04:00,2020-03-24 14:04:00-04:00,long,1,-228.5,228.5,2.5,stop,is,tuesday,0.9855544252288913,109.5,0.6827529736714548,51.132332878581174,9.020387762764505,0.0273972602739726,True
2020-03-30 14:04:00+00:00,33,1,8204,7717.5,7726.75,7709.25,7725.25,2043,MNQ.c.0,2020-03-30,604,0,605,7614.217667825728,2020-03-30,7582.321287523047,7712.5,7630.0,82.5,7671.25,17.321428571428573,7659.75,7884.75,7630.0,7858.5,254.75,7582.0,7800.25,7559.75,0.8969578017664377,True,True,True,False,False,False,True,True,True,True,7659.75,7582.0,1,1,True,True,True,False,True,1.0,True,17.825,17.2125,0.0012158696901437163,0.0012141981948837937,7611.0,11.35,7789.75,7597.25,298.5,12,2020-03-30 10:05:00-04:00,2020-03-30 21:06:00-04:00,long,1,377.0,193.0,2.5,target,is,monday,1.0290721649484535,82.5,1.0013766247281257,1.2114537444933922,8.303774145356723,0.15454545454545454,True
2020-03-31 14:14:00+00:00,33,1,8204,7923.5,7940.0,7923.25,7937.75,2209,MNQ.c.0,2020-03-31,614,1,615,7862.693629360514,2020-03-31,7868.500998901453,7875.25,7818.25,57.0,7846.75,13.714285714285714,7844.5,7995.0,7747.25,7776.0,247.75,7858.5,7884.75,7630.0,0.11604439959636731,False,False,False,False,False,True,False,False,False,False,7858.5,7844.5,1,1,True,True,True,False,True,0.8571428571428571,True,14.1,14.175,0.0010892381661427963,0.001112100236891597,7950.25,5.0375,7916.5,7789.75,144.25,13,2020-03-31 10:15:00-04:00,2020-03-31 12:39:00-04:00,long,1,-243.0,243.0,2.5,stop,is,tuesday,1.028125,57.0,0.9794424369401252,31.861042183622832,4.885291082789885,1.0964912280701755,True
2020-04-14 13:48:00+00:00,33,1,8204,8543.75,8551.0,8538.0,8550.5,1405,MNQ.c.0,2020-04-14,588,1,589,8470.269116601494,2020-04-14,8441.886147089981,8539.0,8457.0,82.0,8498.0,11.982142857142858,8486.75,8708.5,8457.0,8674.0,251.5,8322.0,8334.75,8141.25,0.8628230616302187,False,False,False,True,False,True,False,False,False,False,8486.75,8322.0,1,1,True,True,True,False,True,0.8571428571428571,True,11.775,14.2625,0.0008498506005208499,0.0006023896132118981,8447.25,3.875,8601.25,8205.25,168.75,14,2020-04-14 09:49:00-04:00,2020-04-14 16:00:00-04:00,long,1,243.5,191.5,2.5,time_exit,is,tuesday,0.9827123695976155,82.0,1.4107988947377557,62.45161290322581,7.6153446387392805,0.1402439024390244,True
2020-04-23 14:30:00+00:00,33,1,8204,8753.75,8762.25,8752.75,8761.5,925,MNQ.c.0,2020-04-23,630,3,631,8672.660380411106,2020-04-23,8656.349957506545,8744.0,8661.75,82.25,8702.875,8.446428571428571,8676.5,8787.0,8607.5,8619.5,179.5,8641.5,8699.25,8534.25,0.06685236768802229,False,False,False,False,False,False,False,False,False,False,8676.5,8641.5,1,1,True,True,True,False,True,0.5714285714285714,True,8.2,8.6,0.0005741820100932535,0.0007606727175682744,8641.75,4.475,8726.0,8601.25,95.75,15,2020-04-23 10:31:00-04:00,2020-04-23 12:45:00-04:00,long,1,-204.0,204.0,2.5,stop,is,thursday,0.9708245243128963,82.25,0.7548344995582382,9.050279329608939,12.2267491271459,0.2127659574468085,True
2020-05-05 13:48:00+00:00,33,1,8204,8934.25,8946.0,8934.25,8944.5,1860,MNQ.c.0,2020-05-05,588,1,589,8891.76165546885,2020-05-05,8883.353315736773,8942.75,8895.0,47.75,8918.875,9.035714285714286,8907.25,9019.75,8884.75,8917.75,135.0,8813.5,8827.5,8650.5,0.24444444444444444,False,False,False,False,False,True,False,False,False,False,8907.25,8813.5,1,1,True,True,True,False,True,0.5714285714285714,True,9.575,10.55,0.0005209296140325626,0.0005697675662560926,8849.25,5.9625,8992.5,8769.0,120.5,16,2020-05-05 09:49:00-04:00,2020-05-05 15:37:00-04:00,long,2,-204.0,204.0,5.0,stop,is,tuesday,1.059683794466403,47.75,0.9142844290972174,13.459119496855346,5.7958942429599185,0.03664921465968586,True
2020-05-19 13:56:00+00:00,33,1,8204,9362.0,9376.75,9361.25,9373.0,2564,MNQ.c.0,2020-05-19,596,1,597,9340.67786596262,2020-05-19,9337.705315243296,9368.75,9313.5,55.25,9341.125,10.160714285714286,9326.75,9416.75,9288.0,9288.75,128.75,9326.5,9361.5,9236.5,0.005825242718446602,True,False,False,False,False,False,False,True,True,True,9326.75,9326.5,1,1,True,True,True,False,True,0.8571428571428571,True,10.1,11.1875,0.0005693339794681987,0.0006199809114193453,9320.0,5.675,9387.25,9327.0,121.5,17,2020-05-19 09:57:00-04:00,2020-05-19 15:51:00-04:00,long,2,-248.0,248.0,5.0,stop,is,tuesday,0.9940246045694199,55.25,0.9183088849700248,1.2334801762114538,3.1548321570237894,0.07692307692307693,True
2020-05-20 13:46:00+00:00,33,1,8204,9434.25,9443.0,9432.0,9442.5,1499,MNQ.c.0,2020-05-20,586,2,587,9387.160543363325,2020-05-20,9370.970637570308,9442.0,9401.75,40.25,9421.875,11.0,9402.25,9496.5,9401.75,9483.25,94.75,9288.75,9416.75,9288.0,0.8601583113456465,False,False,False,False,False,False,True,False,False,False,9402.25,9288.75,1,1,True,True,True,False,True,1.0,True,10.475,11.0875,0.0005456150078611724,0.00044814648588615544,9391.5,4.35,9489.25,9387.25,126.0,18,2020-05-20 09:47:00-04:00,2020-05-20 16:00:00-04:00,long,2,156.0,172.0,5.0,time_exit,is,wednesday,0.9522727272727273,40.25,1.2174925499689788,0.9770114942528736,6.4513517411221555,0.012422360248447204,True
2020-05-28 14:10:00+00:00,33,1,8204,9461.25,9470.75,9457.25,9469.75,2031,MNQ.c.0,2020-05-28,610,3,611,9401.607293976629,2020-05-28,9409.015470400422,9462.75,9382.25,80.5,9422.5,13.017857142857142,9382.75,9565.5,9382.25,9442.0,183.25,9430.0,9440.0,9173.25,0.32605729877216916,False,False,False,False,False,True,False,False,False,False,9430.0,9382.75,1,1,True,True,True,False,True,0.8571428571428571,True,13.025,12.7125,0.0009179992485543017,0.0008216849298859836,9412.5,4.075,9518.75,9271.75,123.25,19,2020-05-28 10:11:00-04:00,2020-05-28 21:15:00-04:00,long,1,-179.5,179.5,2.5,stop,is,thursday,1.0005486968449933,80.5,1.1172156323734483,34.5398773006135,4.777544117960929,0.08695652173913043,True
2020-05-29 13:46:00+00:00,33,1,8204,9460.75,9474.75,9458.5,9473.25,2347,MNQ.c.0,2020-05-29,586,4,587,9437.237929290675,2020-05-29,9434.019429702257,9464.75,9420.5,44.25,9442.625,15.875,9441.5,9571.0,9372.0,9563.25,199.0,9442.0,9565.5,9382.25,0.9610552763819096,False,False,False,False,False,False,False,False,False,False,9442.0,9441.5,1,1,True,True,True,False,True,0.8571428571428571,True,15.4,15.2875,0.0010817596192054637,0.0006457920402696224,9414.25,4.1375,9446.75,9518.75,82.25,20,2020-05-29 09:47:00-04:00,2020-05-29 10:08:00-04:00,long,2,-219.0,219.0,5.0,stop,is,friday,0.9700787401574803,44.25,1.6750897374854943,25.25679758308157,2.5661861192309283,0.192090395480226,True
2020-06-04 13:45:00+00:00,33,1,8204,9706.25,9715.5,9702.0,9713.75,2535,MNQ.c.0,2020-06-04,585,3,586,9673.407099561964,2020-06-04,9674.380911553177,9707.25,9669.75,37.5,9688.5,9.375,9681.25,9742.5,9572.5,9628.25,170.0,9687.5,9728.25,9640.75,0.32794117647058824,True,True,False,False,False,False,False,True,True,True,9687.5,9681.25,1,1,True,True,True,False,True,0.8571428571428571,True,8.8,9.225,0.0005222990475937479,0.00038465146799798115,9655.5,3.1375,9664.25,9669.75,61.0,21,2020-06-04 09:46:00-04:00,2020-06-04 11:12:00-04:00,long,2,-186.0,186.0,5.0,stop,is,thursday,0.9386666666666668,37.5,1.3578501345963645,4.541832669322709,4.2676518641542875,0.17333333333333334,True
2020-06-05 13:45:00+00:00,33,1,8204,9761.0,9772.0,9759.75,9766.5,2807,MNQ.c.0,2020-06-05,585,4,586,9674.378210231043,2020-06-05,9667.114821539099,9762.75,9653.25,109.5,9708.0,17.107142857142858,9670.5,9846.75,9653.25,9810.75,193.5,9628.25,9742.5,9572.5,0.813953488372093,False,False,False,True,False,False,False,False,False,False,9670.5,9628.25,1,1,True,True,True,False,True,0.8571428571428571,True,15.575,15.0,0.0010660618409154006,0.00077759961072167,9668.25,3.8,9809.0,9664.25,93.0,22,2020-06-05 09:46:00-04:00,2020-06-05 16:00:00-04:00,long,1,85.0,231.0,2.5,time_exit,is,friday,0.910438413361169,109.5,1.3709649879145596,1.0526315789473684,6.625678564060096,0.03424657534246575,True
2020-06-10 18:14:00+00:00,33,1,8204,10110.25,10117.25,10109.25,10116.0,949,MNQ.c.0,2020-06-10,854,2,855,10037.883532105103,2020-06-10,10033.507773755598,10066.0,10023.0,43.0,10044.5,15.303571428571429,10038.25,10155.5,10018.0,10099.5,137.5,9963.0,10007.5,9851.75,0.5927272727272728,False,False,False,False,False,False,False,False,False,False,10038.25,9963.0,1,1,True,True,True,False,True,0.8571428571428571,True,10.6,15.1125,0.0013231478148366023,0.0007059154363461354,9978.5,3.9625,10058.25,9951.75,58.75,23,2020-06-10 14:15:00-04:00,2020-06-10 16:00:00-04:00,long,1,-35.5,189.5,2.5,time_exit,is,wednesday,0.6926487747957992,43.0,1.8743715560114425,6.750788643533123,5.458542679530292,1.1627906976744187,True
2020-06-30 13:47:00+00:00,33,1,13081,10012.0,10024.5,10011.5,10018.75,2586,MNQ.c.0,2020-06-30,587,1,588,9975.574650390638,2020-06-30,9981.25557280943,10012.0,9943.0,69.0,9977.5,12.071428571428571,9949.5,10043.0,9943.0,10034.75,100.0,9959.25,9959.75,9729.0,0.9175,False,False,False,False,False,True,False,False,False,False,9959.25,9949.5,1,1,True,True,True,False,True,0.8571428571428571,True,11.225,12.5125,0.0005112635269247975,0.00044026698145735644,9970.0,4.575,10034.75,9912.25,77.25,24,2020-06-30 09:48:00-04:00,2020-06-30 20:00:00-04:00,long,1,210.5,156.5,2.5,time_exit,is,tuesday,0.9298816568047337,69.0,1.161257937700508,12.62295081967213,2.996557617627948,0.09782608695652174,True
2020-07-02 13:56:00+00:00,33,1,13081,10401.0,10412.0,10399.5,10412.0,937,MNQ.c.0,2020-07-02,596,3,597,10344.688592185601,2020-07-02,10328.2682372258,10410.75,10366.5,44.25,10388.625,9.0,10368.5,10422.5,10317.75,10337.25,104.75,10259.5,10309.0,10125.75,0.18615751789976134,False,False,False,False,False,False,False,False,False,False,10368.5,10259.5,1,1,True,True,True,False,True,0.5714285714285714,True,9.175,9.65,0.000428050624103567,0.00043772821144272874,10319.25,2.325,10372.0,10225.5,88.25,25,2020-07-02 09:57:00-04:00,2020-07-02 10:29:00-04:00,long,2,-191.0,191.0,5.0,stop,is,thursday,1.0194444444444446,44.25,0.977891332826676,40.32258064516129,8.676866608725339,0.02824858757062147,True
2020-07-06 13:55:00+00:00,33,1,13081,10497.75,10509.0,10497.25,10508.0,2375,MNQ.c.0,2020-07-06,595,0,596,10485.067523134612,2020-07-06,10470.28675333196,10500.5,10469.75,30.75,10485.125,9.321428571428571,10470.0,10614.25,10469.75,10592.0,144.5,10325.25,10357.75,10309.0,0.8460207612456747,True,True,False,False,False,False,False,True,True,True,10470.0,10325.25,1,1,True,True,True,False,True,0.8571428571428571,True,9.625,9.9625,0.00043251689430692233,0.0003634154452372846,10471.0,2.45,10593.0,10334.0,170.25,26,2020-07-06 09:56:00-04:00,2020-07-06 11:06:00-04:00,long,3,456.0,241.5,7.5,target,is,monday,1.0325670498084292,30.75,1.1901445025940474,55.91836734693877,3.78552036818465,0.24390243902439024,True
2020-07-07 13:49:00+00:00,33,1,13081,10621.25,10627.75,10621.0,10627.0,1117,MNQ.c.0,2020-07-07,589,1,590,10573.642732523824,2020-07-07,10588.921882942741,10616.5,10556.75,59.75,10586.625,14.839285714285714,10579.5,10694.5,10506.0,10522.5,188.5,10592.0,10614.25,10469.75,0.08753315649867374,False,False,False,False,False,True,False,False,False,False,10592.0,10579.5,1,1,True,True,True,False,True,0.8571428571428571,True,13.9,15.1,0.001133673135063741,0.0006370759559231531,10544.5,3.8,10660.75,10593.0,131.5,27,2020-07-07 09:50:00-04:00,2020-07-07 15:09:00-04:00,long,1,-143.5,143.5,2.5,stop,is,tuesday,0.9367027677496992,59.75,1.7794944614115835,12.763157894736842,2.5217296064409984,0.17573221757322174,True
2020-07-08 13:48:00+00:00,33,1,13081,10614.25,10619.75,10611.25,10617.5,1461,MNQ.c.0,2020-07-08,588,2,589,10561.375279832944,2020-07-08,10559.385076238495,10616.0,10566.5,49.5,10591.25,10.339285714285714,10573.5,10659.75,10512.5,10647.75,147.25,10522.5,10694.5,10506.0,0.9185059422750425,False,False,False,False,False,False,True,False,False,False,10573.5,10522.5,1,1,True,True,True,False,True,1.0,True,10.675,10.8125,0.000549793378292433,0.00035976212682814815,10533.25,4.9875,10587.0,10660.75,80.5,28,2020-07-08 09:49:00-04:00,2020-07-08 11:18:00-04:00,long,2,-211.0,211.0,5.0,stop,is,wednesday,1.032469775474957,49.5,1.5282136091969996,25.56390977443609,5.374790636902154,0.030303030303030304,True
2020-07-20 14:05:00+00:00,33,1,13081,10697.0,10714.0,10691.0,10713.75,4404,MNQ.c.0,2020-07-20,605,0,606,10636.435844570706,2020-07-20,10627.056393598086,10684.5,10605.75,78.75,10645.125,13.803571428571429,10659.75,10964.0,10605.75,10939.75,358.25,10632.75,10669.0,10538.0,0.9323098394975575,True,True,False,False,False,False,False,True,True,True,10659.75,10632.75,1,1,True,True,True,False,True,0.8571428571428571,True,14.45,13.9,0.0006656764550960728,0.000719145559622872,10615.5,3.775,10802.5,10613.0,111.5,29,2020-07-20 10:06:00-04:00,2020-07-20 15:30:00-04:00,long,1,432.0,220.5,2.5,target,is,monday,1.0468305304010348,78.75,0.9256491209445289,0.6622516556291391,6.2369501008571016,0.37142857142857144,True
2020-07-22 13:53:00+00:00,33,1,13081,10866.5,10887.0,10865.5,10884.25,2878,MNQ.c.0,2020-07-22,593,2,594,10842.958247124772,2020-07-22,10848.528356362376,10874.25,10820.5,53.75,10847.375,14.357142857142858,10837.75,10899.25,10761.75,10843.5,137.5,10832.25,11003.25,10784.75,0.5945454545454546,False,False,False,False,False,False,True,False,False,False,10837.75,10832.25,1,1,True,True,True,False,True,1.0,True,13.45,16.2375,0.0009185034944697847,0.000702425792232011,10803.0,5.4125,10836.75,10848.5,134.25,30,2020-07-22 09:54:00-04:00,2020-07-22 10:47:00-04:00,long,1,-131.5,131.5,2.5,stop,is,wednesday,0.9368159203980099,53.75,1.3076164124770682,8.40646651270208,2.199947260207782,0.18604651162790697,True
2020-07-27 13:49:00+00:00,33,1,13081,10604.5,10618.0,10601.0,10615.75,2986,MNQ.c.0,2020-07-27,589,0,590,10551.41615585378,2020-07-27,10524.658536193578,10610.5,10513.5,97.0,10562.0,13.071428571428571,10546.75,10679.5,10511.5,10663.0,168.0,10471.25,10531.0,10301.25,0.9017857142857143,False,False,False,False,False,False,False,False,False,False,10546.75,10471.25,1,1,True,True,True,False,True,0.8571428571428571,True,12.625,15.4875,0.0007119270448027398,0.0005707909927915988,10542.5,3.325,10566.75,10503.5,143.25,31,2020-07-27 09:50:00-04:00,2020-07-27 11:38:00-04:00,long,1,-209.5,209.5,2.5,stop,is,monday,0.9658469945355191,97.0,1.2472639789231417,11.729323308270676,5.881611868049867,0.05412371134020619,True
2020-08-03 14:00:00+00:00,33,1,13081,11032.75,11057.0,11032.5,11048.75,4177,MNQ.c.0,2020-08-03,600,0,601,10980.873927611014,2020-08-03,10965.104898841946,11042.5,10980.5,62.0,11011.5,12.017857142857142,10987.0,11073.0,10980.5,11033.25,92.5,10896.75,10907.0,10691.0,0.5702702702702702,False,False,False,False,False,True,False,False,False,False,10987.0,10896.75,1,1,True,True,True,False,True,0.8571428571428571,True,12.025,11.525,0.0006025946682201171,0.0004851892672384636,10937.25,3.575,11051.5,10782.75,78.75,32,2020-08-03 10:01:00-04:00,2020-08-03 16:00:00-04:00,long,1,-35.0,141.5,2.5,time_exit,is,monday,1.000594353640416,62.0,1.2419785615825472,43.21678321678321,7.257709428030705,0.10080645161290322,True
2020-08-12 13:48:00+00:00,33,1,13081,11001.75,11026.75,11001.5,11024.0,4910,MNQ.c.0,2020-08-12,588,2,589,10962.84329487714,2020-08-12,10945.114257628098,11006.25,10957.5,48.75,10981.875,12.035714285714286,10957.75,11184.5,10957.5,11130.0,227.0,10864.0,11084.25,10845.25,0.7599118942731278,False,False,False,False,False,False,True,False,False,False,10957.75,10864.0,1,1,True,True,True,False,True,1.0,True,12.425,12.9125,0.0007469823945091511,0.0005722350018882223,10979.25,3.1,11135.75,11031.75,106.75,33,2020-08-12 09:49:00-04:00,2020-08-12 12:21:00-04:00,long,1,267.0,138.0,2.5,target,is,wednesday,1.0323442136498515,48.75,1.3053769728246425,16.93548387096774,6.109254007504501,0.3641025641025641,True
