name,family,symbol,timeframe,bar_minutes,dataset_path,min_oos_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_sortino_ratio,overall_max_drawdown,overall_total_trades,overall_expectancy_per_trade,overall_avg_holding_time_min,overall_time_in_market_pct,overall_top_5_day_contribution_pct,overall_positive_month_ratio,is_net_pnl,is_profit_factor,is_sharpe_ratio,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_sortino_ratio,oos_max_drawdown,oos_total_trades,oos_expectancy_per_trade,oos_avg_holding_time_min,oos_time_in_market_pct,oos_top_5_day_contribution_pct,oos_positive_month_ratio,notes,screening_score,pass_screening
mes_5m_vwap_ext_zscore,vwap_extension_reversion,MES,5m,5,data\exports\mean_reversion_full_20260324_170547\data\MES_c_0_5m_20260322_135702.parquet,30,-4534.311382206511,0.512138697232072,-1.4841258223483926,-0.5172588970784989,-4714.838265630147,318,-14.258840824548775,9.90566037735849,0.00462331029016776,-0.1919925581474455,0.3253012048192771,-4020.0128871436527,0.4097049877385826,-1.8498322554741227,-514.2984950628579,0.7929627956494166,-0.5853263909762431,-0.2023359499163403,-953.0558384298856,88,-5.844301080259749,8.386363636363637,0.0036043956043956046,-1.0671139647469108,0.4230769230769231,MES anchor reversion with z-score threshold and mild anti-trend guardrails.,-1.1990719848248488,False
mgc_5m_vwap_ext_structural,vwap_extension_reversion,MGC,5m,5,data\exports\mean_reversion_full_20260324_170547\data\MGC_c_0_5m_20260322_155729.parquet,18,-1836.1837728788146,0.6103183510977944,-0.9424427488295166,-0.36907796447444113,-2121.452135465668,477,-3.849441871863343,21.0104821802935,0.008215292806085645,-0.35489935718713894,0.17204301075268819,-1196.1745426267294,0.45701218588115317,-1.6127158351582704,-640.0092302520852,0.7449207878437792,-0.6733271612079609,-0.29547334838016764,-1038.1089203655647,182,-3.5165342321543145,19.994505494505493,0.009936921438518882,-1.018204753727493,0.23076923076923078,MGC 5m structural excess fade kept very selective because gold trends cleanly when it moves.,-1.4979324772086478,False
mnq_5m_streak4_vwap_snapback,streak_exhaustion_reversion,MNQ,5m,5,data\exports\mean_reversion_full_20260324_170547\data\MNQ_c_0_5m_20260321_094501.parquet,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"MNQ short-run exhaustion scalp, only when already extended away from session anchor.",-1.9999935216233231,False
mnq_15m_streak4_vwap_snapback,streak_exhaustion_reversion,MNQ,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MNQ_c_0_15m_20260321_094501.parquet,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"MNQ short-run exhaustion scalp, only when already extended away from session anchor.",-1.9999935216233231,False
m2k_5m_keltner_ema30_2p0_2closes,keltner_band_snapback,M2K,5m,5,data\exports\mean_reversion_full_20260324_170547\data\M2K_c_0_5m_20260322_134808.parquet,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,M2K two-close outside-band snapback to avoid overtrading weak single-bar pokes.,-1.9999935216233231,False
m2k_15m_keltner_ema30_2p0_2closes,keltner_band_snapback,M2K,15m,15,data\exports\mean_reversion_full_20260324_170547\data\M2K_c_0_15m_20260322_134808.parquet,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,M2K two-close outside-band snapback to avoid overtrading weak single-bar pokes.,-1.9999935216233231,False
mgc_15m_rsi5_reversal,rsi_stochastic_contrarian,MGC,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MGC_c_0_15m_20260322_155729.parquet,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"Gold 15m contrarian RSI reversal around a slow anchor, aligned with more structural mean reversion.",-1.9999935216233231,False
mgc_15m_bollinger_30x2p5_reentry,bollinger_zscore_reversion,MGC,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MGC_c_0_15m_20260322_155729.parquet,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Wide-band MGC 15m reentry used as a structural gold-style mean reversion block.,-1.9999935216233231,False
m2k_15m_streak3_local_mean,streak_exhaustion_reversion,M2K,15m,15,data\exports\mean_reversion_full_20260324_170547\data\M2K_c_0_15m_20260322_134808.parquet,18,-1629.0410714283303,0.5606052651479346,-1.349599891532428,-0.4407553089607095,-1691.9160714283353,295,-5.5221731234858655,16.583050847457628,0.007180074266508153,-0.2289383653617804,0.3373493975903614,-1233.9732142855473,0.5277648504381313,-1.5047546594014503,-395.06785714278294,0.6390155235823898,-1.0238883224803437,-0.33089942475093104,-465.04285714279104,90,-4.389642857142032,15.422222222222222,0.006778998778998779,-0.6583046312117756,0.38461538461538464,"M2K streak fade toward local mean, especially after a short impulsive run.",-2.042252620048217,False
mgc_15m_stoch_8_3_3_exit_extreme,rsi_stochastic_contrarian,MGC,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MGC_c_0_15m_20260322_155729.parquet,14,-650.5301244998941,0.40784848123601003,-0.6684677230845024,-0.10457904444640688,-650.5301244998918,118,-5.512967156778764,30.059322033898304,0.0029075677093579905,-0.2541710387978945,0.17204301075268819,-389.599064617928,0.4174444112741597,-0.7003088498935172,-260.9310598819661,0.392917458008353,-0.6703552168319636,-0.08792653576629603,-343.28383834378474,32,-8.154095621311441,30.3125,0.002648753447475492,-0.3898630350309409,0.15384615384615385,Gold 15m stochastic pullback fade after the oscillator leaves the extreme zone.,-2.566996550294702,False
mes_5m_rsi3_exit_extreme,rsi_stochastic_contrarian,MES,5m,5,data\exports\mean_reversion_full_20260324_170547\data\MES_c_0_5m_20260322_135702.parquet,18,-992.7035231018908,0.30794771945008614,-1.4472154193529274,-0.29787656205968827,-1001.8796189447457,143,-6.941982679034202,5.118881118881119,0.0010743692483818415,-0.11055794792764415,0.3132530120481928,-690.409980871882,0.26776208766129245,-1.498355747594245,-302.2935422300088,0.38502939371367734,-1.3494669579060345,-0.28760476784329536,-311.469638072871,54,-5.598028559814979,3.611111111111111,0.0009523809523809524,-0.285467372735824,0.38461538461538464,"Fast RSI fade around session anchor, only after the oscillator exits the extreme zone.",-2.7496324319184113,False
mnq_5m_opening_stretch_or_mid_fade,opening_stretch_fade,MNQ,5m,5,data\exports\mean_reversion_full_20260324_170547\data\MNQ_c_0_5m_20260321_094501.parquet,18,-323.2250000000022,0.5680109592702713,-0.380328678859805,-0.03926446034167292,-427.4464285714348,20,-16.16125000000011,14.0,0.00041096091468157867,-1.0689148426018955,0.07228915662650602,-168.07857142857029,0.6645664352610812,-0.26877963282534506,-155.1464285714319,0.37224895593993806,-0.7006949363892504,-0.056508320954016034,-155.1464285714319,6,-25.85773809523865,14.166666666666666,0.00041514041514041514,-0.5929881908795711,0.07692307692307693,Preferred MNQ fade: first impulse after the open is faded only when trend-day evidence stays weak.,-2.8878239398234635,False
mnq_15m_opening_stretch_or_mid_fade,opening_stretch_fade,MNQ,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MNQ_c_0_15m_20260321_094501.parquet,14,54.64642857142826,1.0555714955019082,0.03914847642468311,0.0038032232047696584,-652.4571428571362,24,2.2769345238095107,42.083333333333336,0.0014823947279585517,11.693353375596432,0.14457831325301204,460.10357142857174,2.3904760876838913,0.5935948472805352,-405.4571428571435,0.3785689262567872,-0.7096737155869155,-0.07436245311967714,-652.4571428571435,9,-45.05079365079372,37.333333333333336,0.001641025641025641,-0.609188922556549,0.11538461538461539,Preferred MNQ fade: first impulse after the open is faded only when trend-day evidence stays weak.,-3.2196641088924265,False
m2k_5m_keltner_ema20_1p5,keltner_band_snapback,M2K,5m,5,data\exports\mean_reversion_full_20260324_170547\data\M2K_c_0_5m_20260322_134808.parquet,20,-1767.7454492531588,0.5842555387457075,-1.524056700634692,-0.706842533839791,-1797.183167443247,368,-4.803656112100975,12.97554347826087,0.007008351312873351,-0.24191171776926063,0.30120481927710846,-985.7427918007699,0.6581605834581372,-1.1717338959702996,-782.0026574523888,0.42850982907898144,-2.474338959245254,-1.0117087997022907,-853.9958920587669,102,-7.666692720121459,12.186274509803921,0.0060708180708180706,-0.25532471096679105,0.3076923076923077,M2K snapback after first close outside the adaptive Keltner envelope.,-3.251184393446112,False
mgc_15m_keltner_ema30_2p5,keltner_band_snapback,MGC,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MGC_c_0_15m_20260322_155729.parquet,12,-368.16428571427195,0.09244096983784035,-0.5315544685897805,-0.029028975725204093,-368.1642857142724,10,-36.816428571427195,33.3,0.0002729687192602794,-0.10185670217101284,0.005376344086021506,-331.5178571428487,0.10162109847569138,-0.5801836749157554,-36.64642857142326,0.0,-0.5852580119252941,-0.02699197207445891,-36.64642857142462,2,-18.32321428571163,60.5,0.0003304115125201387,-0.0,0.0,Gold 15m snapback after a structural displacement beyond a wide ATR envelope.,-3.361810199567843,False
mgc_5m_keltner_ema30_2p0,keltner_band_snapback,MGC,5m,5,data\exports\mean_reversion_full_20260324_170547\data\MGC_c_0_5m_20260322_155729.parquet,16,-241.82005012433137,0.036354121103005094,-0.7141341104763115,-0.038267373061509125,-241.82005012433365,15,-16.121336674955426,26.733333333333334,0.00032871007934946554,-0.0,0.0,-184.72719298147467,0.047061165945348156,-0.7279782347038075,-57.0928571428567,0.0,-0.692437424484093,-0.03192640142059613,-57.09285714285943,2,-28.54642857142835,28.0,0.00015291772480270882,-0.0,0.0,Gold 5m snapback only after a cleaner two-close excursion beyond the outer Keltner band.,-3.654980547367904,False
m2k_15m_keltner_ema20_1p5,keltner_band_snapback,M2K,15m,15,data\exports\mean_reversion_full_20260324_170547\data\M2K_c_0_15m_20260322_134808.parquet,20,-1068.6015024329333,0.5850609207155457,-0.8666702490107462,-0.22642872632215275,-1239.0566103879246,109,-9.803683508559022,28.522935779816514,0.004563133870517958,-0.4782030404098117,0.20481927710843373,-386.23283772309264,0.7569224667060718,-0.45126220698707714,-682.3686647098407,0.3082181609806389,-1.814630225250952,-0.4322163111529603,-666.5017694794296,34,-20.06966660911296,25.941176470588236,0.0043076923076923075,-0.35981164600722576,0.07692307692307693,M2K snapback after first close outside the adaptive Keltner envelope.,-3.7274690465074674,False
mes_15m_vwap_ext_zscore,vwap_extension_reversion,MES,15m,15,data\exports\mean_reversion_full_20260324_170547\data\MES_c_0_15m_20260322_135702.parquet,20,-1261.5350038205565,0.6913061162523979,-0.6581326892057288,-0.19242863853722167,-1863.8889996902726,175,-7.20877145040318,28.72,0.007376748418534337,-0.5970122561457339,0.2891566265060241,-1265.3724632743592,0.5549779693313802,-1.0737932400230459,3.837459453802694,1.003086528038584,0.005390758477542643,0.0015767885563203355,-607.613320013661,54,0.07106406395930914,27.203703703703702,0.007174603174603175,159.04755461041498,0.4230769230769231,MES anchor reversion with z-score threshold and mild anti-trend guardrails.,-190.39155542113406,False
