trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_pullback_depth,signal_ema_spread,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2025-01-02,short,1,2025-01-02 13:35:00-05:00,20999.75,21079.275520833333,20800.936197916668,2025-01-02 14:05:00-05:00,21079.525520833333,stop,50000.0,,,162.0510416666657,162.0510416666657,162.0510416666657,41999.5,0.83999,-79.77552083333285,-319.1020833333314,-159.5510416666657,2.5,-162.0510416666657,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-02 13:30:00-05:00,6,30.0,-159.5510416666657,13.0,62.755208333333336,73.0,-88.63015098897449,12.5,-82.25,25.0,-164.5,0.1542723807442366,-1.0151122652970768
2,2025-01-03,long,1,2025-01-03 11:05:00-05:00,21401.5,21337.974479166667,21560.313802083332,2025-01-03 11:15:00-05:00,21337.724479166667,stop,50000.0,,,130.0510416666657,130.0510416666657,130.0510416666657,42803.0,0.85606,-63.77552083333285,-255.1020833333314,-127.5510416666657,2.5,-130.0510416666657,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-03 11:00:00-05:00,2,10.0,-127.5510416666657,11.0,52.755208333333336,49.5,69.82748793448627,2.25,-65.25,4.5,-130.5,0.034601798973159834,-1.0034521702216352
3,2025-01-03,long,1,2025-01-03 14:10:00-05:00,21532.25,21493.223958333332,21629.81510416667,2025-01-03 15:10:00-05:00,21520.25,time_stop,50000.0,,,81.05208333333576,81.05208333333576,81.05208333333576,43064.5,0.86129,-12.0,-48.0,-24.0,2.5,-26.5,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-03 14:05:00-05:00,12,60.0,-24.0,14.0,30.260416666666668,33.25,44.0725567706686,27.0,-26.5,54.0,-53.0,0.6662382727155693,-0.6539005269245403
4,2025-01-07,short,1,2025-01-07 12:25:00-05:00,21433.5,21480.636458333334,21315.658854166664,2025-01-07 13:10:00-05:00,21480.886458333334,stop,50000.0,,,97.2729166666686,97.2729166666686,97.2729166666686,42867.0,0.85734,-47.3864583333343,-189.5458333333372,-94.7729166666686,2.5,-97.2729166666686,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-07 12:20:00-05:00,9,45.0,-94.7729166666686,12.0,48.864583333333336,50.5,-63.888961425640446,46.75,-52.75,93.5,-105.5,0.961213081750211,-1.0845773275363344
5,2025-01-07,short,1,2025-01-07 14:35:00-05:00,21441.0,21464.605729166666,21381.985677083336,2025-01-07 15:10:00-05:00,21382.235677083336,target,50000.0,,,50.21145833333139,50.21145833333139,50.21145833333139,42882.0,0.85764,58.76432291666424,235.05729166665697,117.52864583332848,2.5,115.02864583332848,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-07 14:30:00-05:00,7,35.0,117.52864583332848,14.0,36.057291666666664,29.75,-19.78510170197478,63.25,-6.75,126.5,-13.5,2.519345268966759,-0.26886293384230237
6,2025-01-13,long,1,2025-01-13 13:30:00-05:00,20892.75,20851.0640625,20996.964843749996,2025-01-13 14:15:00-05:00,20850.8140625,stop,50000.0,,,86.37187499999709,86.37187499999709,86.37187499999709,41785.5,0.83571,-41.935937499998545,-167.74374999999418,-83.87187499999709,2.5,-86.37187499999709,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-13 13:25:00-05:00,9,45.0,-83.87187499999709,13.0,46.859375,43.5,17.87388442845986,21.0,-44.75,42.0,-89.5,0.4862694019320689,-1.0362169398314325
7,2025-01-14,long,1,2025-01-14 14:20:00-05:00,21003.0,20969.140625,21087.6484375,2025-01-14 14:50:00-05:00,20968.890625,stop,50000.0,,,70.71875,70.71875,70.71875,42006.0,0.84012,-34.109375,-136.4375,-68.21875,2.5,-70.71875,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-14 14:15:00-05:00,6,30.0,-68.21875,14.0,36.09375,36.5,37.09447309879397,8.25,-36.25,16.5,-72.5,0.23331860362350862,-1.025187803800265
8,2025-01-15,long,1,2025-01-15 12:30:00-05:00,21326.0,21289.790104166666,21416.524739583336,2025-01-15 13:30:00-05:00,21384.75,time_stop,50000.0,,,75.41979166666715,75.41979166666715,75.41979166666715,42652.0,0.85304,58.75,235.0,117.5,2.5,115.0,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-15 12:25:00-05:00,12,60.0,117.5,12.0,47.098958333333336,33.75,39.087710426389094,61.25,-7.5,122.5,-15.0,1.624242089416174,-0.19888678645912333
9,2025-01-15,long,1,2025-01-15 14:55:00-05:00,21422.5,21403.710416666665,21469.473958333336,2025-01-15 15:55:00-05:00,21403.460416666665,stop,50000.0,,,40.57916666667006,40.57916666667006,40.57916666667006,42845.0,0.8569,-19.03958333333503,-76.15833333334012,-38.07916666667006,2.5,-40.57916666667006,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-15 14:50:00-05:00,12,60.0,-38.07916666667006,14.0,25.395833333333332,29.25,36.573197022309614,30.25,-25.25,60.5,-50.5,1.4909128247252064,-1.2444809528698004
10,2025-01-17,long,1,2025-01-17 10:55:00-05:00,21573.0,21534.4859375,21669.285156249996,2025-01-17 11:55:00-05:00,21581.5,time_stop,50000.0,,,80.02812499999709,80.02812499999709,80.02812499999709,43146.0,0.86292,8.5,34.0,17.0,2.5,14.5,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,2025-01-17 10:50:00-05:00,12,60.0,17.0,10.0,42.640625,38.0,68.59202345085214,64.5,-7.5,129.0,-15.0,1.6119333046976259,-0.18743410519739837
