entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,3,-171.65937499999563,-57.21979166666521,0.3333333333333333
11.0,6,66.578125,11.096354166666666,0.3333333333333333
12.0,4,541.0442708333358,135.26106770833394,1.0
13.0,3,64.75937500000146,21.58645833333382,0.3333333333333333
14.0,4,321.6927083333285,80.42317708333212,0.5
