variant_name,ema_fast,ema_slow,slope_lookback,pullback_lookback,pb_min_atr,target_r,asset_count,oos_positive_assets,oos_profit_factor_gt_1_assets,oos_total_trades,oos_total_net_pnl,oos_median_profit_factor,oos_median_sharpe,oos_mean_expectancy,oos_median_win_rate,oos_worst_max_drawdown,oos_median_holding_minutes,oos_median_time_in_market_pct,oos_median_top_5_day_contribution_pct,best_asset_symbol,best_asset_oos_total_trades,best_asset_oos_net_pnl,best_asset_oos_profit_factor,best_asset_oos_sharpe,best_asset_oos_average_trade,best_asset_oos_top_5_day_contribution_pct,best_asset_oos_pnl_excluding_top_5_days,worst_asset_symbol,worst_asset_oos_net_pnl,portfolio_pass,mono_asset_pass,pass_screening,screening_score
impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,8,21,3,3,0.5,1.5,4,0,0,517,-5282.457291666799,0.5837742704240418,-3.088019277845329,-11.633406262795821,0.3761691542288557,-2098.504166666884,35.0,0.07559550902746169,0.4261746028266784,M2K,134,-928.6651041665709,0.550390292464697,-3.4459237209713014,-6.930336598257992,0.35240267027552297,-1255.9291666665672,MGC,-1764.9500000002035,False,False,False,-3.827976611303195
impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,12,34,3,3,0.5,1.5,4,0,0,615,-6044.102083333455,0.5810669559394964,-3.1981370853275966,-11.17027783092949,0.37878341194968557,-1859.4770833335497,35.0,0.09110908815050828,0.4010227383932112,M2K,159,-1003.084895833249,0.57847690569545,-3.4103160462847026,-6.308710036687101,0.3769558803753057,-1381.2036458332432,MES,-1785.1432291666742,False,False,False,-3.853339217005046
impc_ef8_es21_sl3_pb3_pm0p3_tr1p5,8,21,3,3,0.3,1.5,4,0,0,531,-5406.348958333479,0.5778190816299746,-3.1570564359484594,-11.461266526997923,0.37396987780619495,-2180.968750000233,35.0,0.07688514641177363,0.4162273585398737,M2K,138,-976.4177083332333,0.5420875404427486,-3.600395496362408,-7.075490640095894,0.33516809425613886,-1303.6817708332296,MGC,-1821.0958333335566,False,False,False,-3.8547741782507416
impc_ef12_es34_sl3_pb3_pm0p3_tr1p5,12,34,3,3,0.3,1.5,4,0,0,628,-6196.210937500125,0.5747464166864857,-3.372990468056067,-11.25858839483379,0.377838213901714,-1941.9416666668913,35.0,0.09277803064785314,0.3794767522285969,M2K,163,-1055.4421874999116,0.5685909717964646,-3.570105544899484,-6.475105444784734,0.3582562403495226,-1433.5609374999058,MGC,-1869.2104166668605,False,False,False,-3.8700916006131356
impc_ef12_es34_sl3_pb3_pm0p5_tr2p0,12,34,3,3,0.5,2.0,4,0,0,608,-6147.843750000069,0.6505144841743555,-2.6749551683203823,-11.514972299868043,0.3750542848870874,-1939.5166666666628,40.0,0.09767106660597785,0.492254085448554,M2K,157,-838.9145833332327,0.6447970686070803,-2.6685691230146342,-5.3434049893836475,0.5314406760720706,-1284.7479166665653,MNQ,-2018.0364583333285,False,False,False,-3.9110779905411945
impc_ef12_es34_sl3_pb3_pm0p3_tr2p0,12,34,3,3,0.3,2.0,4,0,0,621,-6287.6218750000735,0.6431472241794114,-2.778006896516053,-11.569127125096493,0.374896480331263,-1996.3125000001746,40.0,0.0994158701259293,0.4813446070565739,M2K,161,-885.4468749998955,0.6354118011887184,-2.811637387681062,-5.499670031055252,0.5035122331121054,-1331.280208333228,MNQ,-1974.9822916666599,False,False,False,-3.9274347342037634
impc_ef8_es21_sl3_pb3_pm0p5_tr2p0,8,21,3,3,0.5,2.0,4,0,0,510,-5667.578645833442,0.6357546809564593,-2.655042709634173,-12.978230295256338,0.36005323505323505,-2243.2729166668723,40.0,0.08109543316643908,0.5156008530083998,M2K,132,-846.7781249998961,0.5908520562162469,-2.968089400010438,-6.414985795453759,0.45482693592261875,-1231.9156249998991,MGC,-2163.022916666855,False,False,False,-3.9404855492289346
impc_ef8_es21_sl3_pb3_pm0p3_tr2p0,8,21,3,3,0.3,2.0,4,0,0,524,-5798.173437500121,0.6230177617548708,-2.814262470577793,-12.73243122277586,0.3545481106349825,-2293.0479166668883,40.0,0.08268851464117735,0.48766810097461344,M2K,136,-914.1104166665582,0.5722351018880484,-3.209438994674392,-6.721400122548222,0.41412757849735576,-1292.6687499998889,MGC,-2212.797916666873,False,False,False,-3.9484278453166195
impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,12,34,3,3,0.5,2.5,4,0,0,606,-5978.733854166718,0.6635037163829891,-2.500483160593671,-11.395646415970141,0.37126373626373627,-2020.3338541666672,45.0,0.10074343802154453,0.5734596856031144,M2K,156,-871.4276041665403,0.6302079810880878,-2.6933646182529123,-5.5860743856829504,0.5391536039103286,-1341.2609374998738,MNQ,-1936.3708333333343,False,False,False,-4.014799121084936
impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,12,34,3,3,0.3,2.5,4,0,0,619,-6074.618750000058,0.660028626158086,-2.5501337362399847,-11.387373998170984,0.3711941340782123,-2058.787500000195,42.5,0.10256410256410256,0.5597764396040259,M2K,160,-912.1348958332032,0.6236083839975092,-2.8145376696559503,-5.70084309895752,0.5150919403255121,-1381.9682291665367,MGC,-1990.2562500001932,False,False,False,-4.01857745321257
impc_ef8_es21_sl3_pb3_pm0p5_tr2p5,8,21,3,3,0.5,2.5,4,0,0,508,-5292.425000000076,0.648658145977421,-2.4688632037185627,-12.269397347377677,0.3588305551228125,-2192.4468750002125,42.5,0.0840160825367926,0.6297722504193655,M2K,131,-885.6838541665479,0.5709640909403259,-3.029035181943498,-6.760945451653037,0.47261502852381254,-1304.2713541665512,MGC,-2084.6322916668623,False,False,False,-4.058012723781552
impc_ef8_es21_sl3_pb3_pm0p3_tr2p5,8,21,3,3,0.3,2.5,4,0,0,522,-5378.580729166753,0.6393399156476376,-2.599784403280685,-11.963636621039637,0.35333333333333333,-2235.851041666894,42.5,0.08564709452283417,0.6062385040751626,MES,154,-927.9270833333294,0.7257504027264585,-1.9295238472204437,-6.025500541125515,0.7809577799979817,-1652.5989583333285,MGC,-2128.036458333545,False,False,False,-4.203082598234833
impc_ef12_es34_sl5_pb5_pm0p5_tr1p5,12,34,5,5,0.5,1.5,4,0,0,276,-2642.588281250078,0.6977490957321085,-1.74566889755589,-11.673301709809296,0.4151753237305398,-1396.9354166667908,40.0,0.04343043544226976,1.0803335975212844,M2K,66,-107.37656249995098,0.8541203192664271,-0.6873391272271296,-1.626917613635621,2.2798077249565987,-352.1744791666242,MGC,-1347.606250000149,False,False,False,-4.730719425123647
impc_ef12_es34_sl5_pb5_pm0p3_tr1p5,12,34,5,5,0.3,1.5,4,0,0,278,-2661.8632812500828,0.6971714337638133,-1.7347758250018328,-11.679389885186136,0.4190880322209436,-1396.9354166667908,40.0,0.04362008799878622,0.9948808657994801,M2K,67,-92.90156249995107,0.8737857688715903,-0.5928381773261713,-1.3865904850738966,2.635024751782858,-337.6994791666243,MGC,-1347.606250000149,False,False,False,-4.89591097105709
impc_ef12_es34_sl5_pb5_pm0p5_tr2p0,12,34,5,5,0.5,2.0,4,0,0,275,-2409.75312500008,0.7411240191688679,-1.4449211231798973,-10.951964899325404,0.40561450044208663,-1389.4270833334813,48.75,0.04654073736913973,1.7632983976781795,M2K,66,-71.90208333327064,0.9027775430294617,-0.402683655171792,-1.0894255050495552,4.563787558315431,-400.0479166666105,MGC,-1336.6833333334807,False,False,False,-7.134746462708653
impc_ef12_es34_sl5_pb5_pm0p5_tr2p5,12,34,5,5,0.5,2.5,4,0,0,274,-2545.736718750056,0.7075860707464262,-1.6127476612531755,-11.140484898617801,0.39986737400530503,-1349.0354166668258,55.0,0.047337278106508875,1.1874300121304926,M2K,65,-58.171874999934516,0.9213428547283873,-0.319314284003725,-0.8949519230759156,6.0177992658319805,-408.2385416666102,MGC,-1270.0666666668076,False,False,False,-7.867165228163166
impc_ef12_es34_sl5_pb5_pm0p3_tr2p0,12,34,5,5,0.3,2.0,4,0,0,277,-2423.203125000085,0.7403610765303745,-1.4298094678437796,-10.941138063099668,0.40967365967365965,-1389.4270833334813,48.75,0.04680625094826278,1.5442980936973467,M2K,67,-51.60208333327091,0.9302262035551111,-0.2877056929768691,-0.7701803482577748,6.3591586257093,-379.74791666661076,MGC,-1336.6833333334807,False,False,False,-8.423391584428352
impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,12,34,5,5,0.3,2.5,4,0,0,276,-2553.361718750061,0.707857131810506,-1.60264104856285,-11.0994663431192,0.4039918414918415,-1349.0354166668258,52.5,0.047640722196935215,1.1192511602093131,M2K,66,-32.04687499993497,0.9566677934590567,-0.1746852791458176,-0.48555871212022683,10.92358199254642,-382.1135416666107,MGC,-1270.0666666668076,False,False,False,-12.071036978605926
impc_ef8_es21_sl5_pb5_pm0p3_tr2p5,8,21,5,5,0.3,2.5,4,1,1,222,-2621.7309895833996,0.5390974131132475,-2.3842896148115074,-12.274095202498952,0.3827375762859634,-1219.8739583333154,56.25,0.03709604005461994,0.689912013720868,M2K,48,7.532291666711899,1.0153921802361163,0.05199005062133234,0.1569227430564979,35.19070667936423,-257.5343749999661,MNQ,-1008.2447916666497,False,False,False,-33.31123305136484
impc_ef8_es21_sl5_pb5_pm0p5_tr2p5,8,21,5,5,0.5,2.5,4,1,1,221,-2637.9809895833996,0.5330205643488735,-2.3842896148115074,-12.389225861844757,0.3777137793531236,-1219.8739583333154,55.0,0.03664087391898043,0.689912013720868,M2K,48,7.532291666711899,1.0153921802361163,0.05199005062133234,0.1569227430564979,35.19070667936423,-257.5343749999661,MNQ,-1008.2447916666497,False,False,False,-33.3193247754625
impc_ef8_es21_sl5_pb5_pm0p3_tr1p5,8,21,5,5,0.3,1.5,4,0,0,223,-2504.3414062501006,0.5580907210927998,-2.3036501862363936,-12.07548966078309,0.39494623655913974,-961.5489583334784,42.5,0.034061599150356545,0.7075307214667594,M2K,49,-1.7489583333053815,0.9964002709981192,-0.013389722275689395,-0.03569302721031391,113.54854079991249,-200.34062499997844,MGC,-934.5343750001439,False,False,False,-104.0073865927936
impc_ef8_es21_sl5_pb5_pm0p5_tr1p5,8,21,5,5,0.5,1.5,4,0,0,222,-2520.5914062501006,0.5518951679907539,-2.3036501862363936,-12.191768164082712,0.3900546448087432,-961.5489583334784,42.5,0.03360643301471704,0.7075307214667594,M2K,49,-1.7489583333053815,0.9964002709981192,-0.013389722275689395,-0.03569302721031391,113.54854079991249,-200.34062499997844,MGC,-934.5343750001439,False,False,False,-104.01574250936044
impc_ef8_es21_sl5_pb5_pm0p3_tr2p0,8,21,5,5,0.3,2.0,4,0,0,223,-2475.331250000095,0.5726224429566812,-2.2068254655079103,-11.993806885556467,0.3827375762859634,-1005.8458333334711,50.0,0.036640873918980424,0.8747824036345138,M2K,49,-0.012499999959345587,0.9999744563459783,-8.779309503889864e-05,-0.00025510203998664464,21243.00006909013,-265.54999999996426,MGC,-938.5250000001406,False,False,False,-19120.654563430802
impc_ef8_es21_sl5_pb5_pm0p5_tr2p0,8,21,5,5,0.5,2.0,4,0,0,222,-2491.581250000095,0.5665455941923071,-2.2068254655079103,-12.110504124671571,0.3777137793531236,-1005.8458333334711,50.0,0.03618570778334092,0.8747824036345138,M2K,49,-0.012499999959345587,0.9999744563459783,-8.779309503889864e-05,-0.00025510203998664464,21243.00006909013,-265.54999999996426,MGC,-938.5250000001406,False,False,False,-19120.66291288453
