scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,50210.5,1.0194126110183048,0.7897523190583239,1.2624315311925072,67.66913746630728,-8619.5,742,742,0.42472810532341154,-750.0,4,8.0,221.0,0.0,284.0,True,727.0
is,20932.5,0.6078672307054356,0.46871942183016196,1.145686814238437,39.49528301886792,-8619.5,530,530,0.4337152209492635,-750.0,4,11.5,194.0,0.0,284.0,True,727.0
oos,29278.0,1.9809511586693311,1.5519627790607764,1.614483750118057,138.10377358490567,-8002.0,212,212,0.4038095238095238,-750.0,3,4.0,221.0,0.0,35.0,True,689.0
