scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,35713.5,1.175303678640641,1.1811219761027487,1.2575514457453367,48.52377717391305,-9232.5,736,736,0.6571428571428571,0.5027173913043478,471.29459459459457,-378.8674863387978,0.3804347826086957,0.15353260869565216,0.45193223443223446
is,14997.0,0.709944157607112,0.6926252759277307,1.1479446379070524,29.120388349514563,-9232.5,515,515,0.6543837357052097,0.4912621359223301,459.94466403162056,-386.90458015267177,0.3883495145631068,0.12815533980582525,0.45337373342455933
oos,20716.5,2.245136741850864,2.4251061395730047,1.555454265145523,93.73981900452489,-4262.5,221,221,0.6636636636636637,0.5294117647058824,495.8376068376068,-358.6201923076923,0.36199095022624433,0.21266968325791855,0.4485254485254485
