hour,bars,net_bar_pnl_usd,avg_bar_pnl_usd
09:00,52365,4370.0,0.08345268786403132
10:00,104753,4165.5,0.0397649709316201
11:00,104652,2598.0,0.024825134732255474
12:00,104577,-772.5,-0.007386901517542098
13:00,101107,1107.0,0.010948796819211331
14:00,100919,-245.0,-0.002427689533189984
15:00,100980,1265.0,0.01252723311546841
