hour,trades,net_pnl_usd,avg_trade_pnl_usd,win_rate
09:00,5396,1305.5,0.24193847294292067,0.2535211267605634
10:00,692,-3641.5,-5.26228323699422,0.1430635838150289
11:00,182,-574.0,-3.1538461538461537,0.12637362637362637
12:00,100,-94.0,-0.94,0.1
13:00,40,1199.0,29.975,0.175
14:00,42,58.5,1.3928571428571428,0.14285714285714285
15:00,40,-285.5,-7.1375,0.15
