weekday,days,net_pnl_usd,avg_day_pnl_usd,green_day_pct
Monday,355,6219.0,17.51830985915493,0.3323943661971831
Tuesday,359,-425.0,-1.1838440111420614,0.30919220055710306
Wednesday,355,-6744.0,-18.99718309859155,0.23943661971830985
Thursday,356,784.0,2.202247191011236,0.2752808988764045
Friday,322,-1866.0,-5.795031055900621,0.2329192546583851
