trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_reason,bars_held,holding_minutes,gross_pnl_usd,r_multiple,entry_signal_time,exit_signal_time
29,2019-05-15,short,1,2019-05-15 09:31:00-04:00,7364.25,,,2019-05-15 09:32:00-04:00,7377.25,signal_flip,50032.0,,,,,,14728.5,0.29438159577870165,-13.0,-52.0,-26.0,2.5,-28.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-26.0,,2019-05-15 09:31:00-04:00,2019-05-15 09:32:00-04:00
30,2019-05-15,long,1,2019-05-15 09:32:00-04:00,7377.25,,,2019-05-15 09:43:00-04:00,7377.75,signal_flip,50003.5,,,,,,14754.5,0.29506934514583977,0.5,2.0,1.0,2.5,-1.5,vwap_baseline_with_killswitch,paper_target_position,11,11.0,1.0,,2019-05-15 09:32:00-04:00,2019-05-15 09:43:00-04:00
31,2019-05-15,short,1,2019-05-15 09:43:00-04:00,7377.75,,,2019-05-15 09:44:00-04:00,7391.25,signal_flip,50002.0,,,,,,14755.5,0.2950981960721571,-13.5,-54.0,-27.0,2.5,-29.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-27.0,,2019-05-15 09:43:00-04:00,2019-05-15 09:44:00-04:00
32,2019-05-16,short,1,2019-05-16 09:31:00-04:00,7515.5,,,2019-05-16 09:32:00-04:00,7525.0,signal_flip,49972.5,,,,,,15031.0,0.30078543198759317,-9.5,-38.0,-19.0,2.5,-21.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-19.0,,2019-05-16 09:31:00-04:00,2019-05-16 09:32:00-04:00
33,2019-05-16,long,1,2019-05-16 09:32:00-04:00,7525.0,,,2019-05-16 13:49:00-04:00,7598.0,signal_flip,49951.0,,,,,,15050.0,0.3012952693639767,73.0,292.0,146.0,2.5,143.5,vwap_baseline_with_killswitch,paper_target_position,257,257.0,146.0,,2019-05-16 09:32:00-04:00,2019-05-16 13:49:00-04:00
34,2019-05-16,short,1,2019-05-16 13:49:00-04:00,7598.0,,,2019-05-16 13:52:00-04:00,7600.75,signal_flip,50094.5,,,,,,15196.0,0.303346674784657,-2.75,-11.0,-5.5,2.5,-8.0,vwap_baseline_with_killswitch,paper_target_position,3,3.0,-5.5,,2019-05-16 13:49:00-04:00,2019-05-16 13:52:00-04:00
35,2019-05-16,long,1,2019-05-16 13:52:00-04:00,7600.75,,,2019-05-16 13:53:00-04:00,7595.25,signal_flip,50086.5,,,,,,15201.5,0.3035049364599243,-5.5,-22.0,-11.0,2.5,-13.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-11.0,,2019-05-16 13:52:00-04:00,2019-05-16 13:53:00-04:00
36,2019-05-17,short,1,2019-05-17 09:31:00-04:00,7519.25,,,2019-05-17 09:32:00-04:00,7534.75,signal_flip,50073.0,,,,,,15038.5,0.30033151598665947,-15.5,-62.0,-31.0,2.5,-33.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-31.0,,2019-05-17 09:31:00-04:00,2019-05-17 09:32:00-04:00
37,2019-05-17,long,1,2019-05-17 09:32:00-04:00,7534.75,,,2019-05-17 09:52:00-04:00,7542.75,signal_flip,50039.5,,,,,,15069.5,0.30115208984901926,8.0,32.0,16.0,2.5,13.5,vwap_baseline_with_killswitch,paper_target_position,20,20.0,16.0,,2019-05-17 09:32:00-04:00,2019-05-17 09:52:00-04:00
38,2019-05-17,short,1,2019-05-17 09:52:00-04:00,7542.75,,,2019-05-17 09:59:00-04:00,7547.75,signal_flip,50053.0,,,,,,15085.5,0.3013905260423951,-5.0,-20.0,-10.0,2.5,-12.5,vwap_baseline_with_killswitch,paper_target_position,7,7.0,-10.0,,2019-05-17 09:52:00-04:00,2019-05-17 09:59:00-04:00
39,2019-05-17,long,1,2019-05-17 09:59:00-04:00,7547.75,,,2019-05-17 10:00:00-04:00,7545.5,signal_flip,50040.5,,,,,,15095.5,0.30166565082283353,-2.25,-9.0,-4.5,2.5,-7.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-4.5,,2019-05-17 09:59:00-04:00,2019-05-17 10:00:00-04:00
40,2019-05-20,long,1,2019-05-20 09:31:00-04:00,7409.0,,,2019-05-20 09:32:00-04:00,7409.0,signal_flip,50033.5,,,,,,14818.0,0.29616157174692953,0.0,0.0,0.0,2.5,-2.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,0.0,,2019-05-20 09:31:00-04:00,2019-05-20 09:32:00-04:00
41,2019-05-20,short,1,2019-05-20 09:32:00-04:00,7409.0,,,2019-05-20 09:46:00-04:00,7392.5,signal_flip,50031.0,,,,,,14818.0,0.29617637065019686,16.5,66.0,33.0,2.5,30.5,vwap_baseline_with_killswitch,paper_target_position,14,14.0,33.0,,2019-05-20 09:32:00-04:00,2019-05-20 09:46:00-04:00
42,2019-05-20,long,1,2019-05-20 09:46:00-04:00,7392.5,,,2019-05-20 09:51:00-04:00,7378.5,signal_flip,50061.5,,,,,,14785.0,0.2953367358149476,-14.0,-56.0,-28.0,2.5,-30.5,vwap_baseline_with_killswitch,paper_target_position,5,5.0,-28.0,,2019-05-20 09:46:00-04:00,2019-05-20 09:51:00-04:00
43,2019-05-20,short,1,2019-05-20 09:51:00-04:00,7378.5,,,2019-05-20 09:56:00-04:00,7394.0,signal_flip,50031.0,,,,,,14757.0,0.29495712658151946,-15.5,-62.0,-31.0,2.5,-33.5,vwap_baseline_with_killswitch,paper_target_position,5,5.0,-31.0,,2019-05-20 09:51:00-04:00,2019-05-20 09:56:00-04:00
44,2019-05-21,long,1,2019-05-21 09:31:00-04:00,7454.0,,,2019-05-21 09:34:00-04:00,7454.0,signal_flip,49997.5,,,,,,14908.0,0.2981749087454373,0.0,0.0,0.0,2.5,-2.5,vwap_baseline_with_killswitch,paper_target_position,3,3.0,0.0,,2019-05-21 09:31:00-04:00,2019-05-21 09:34:00-04:00
45,2019-05-21,short,1,2019-05-21 09:34:00-04:00,7454.0,,,2019-05-21 09:35:00-04:00,7460.25,signal_flip,49995.0,,,,,,14908.0,0.29818981898189817,-6.25,-25.0,-12.5,2.5,-15.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-12.5,,2019-05-21 09:34:00-04:00,2019-05-21 09:35:00-04:00
46,2019-05-21,long,1,2019-05-21 09:35:00-04:00,7460.25,,,2019-05-21 09:38:00-04:00,7447.75,signal_flip,49980.0,,,,,,14920.5,0.2985294117647059,-12.5,-50.0,-25.0,2.5,-27.5,vwap_baseline_with_killswitch,paper_target_position,3,3.0,-25.0,,2019-05-21 09:35:00-04:00,2019-05-21 09:38:00-04:00
47,2019-05-22,long,1,2019-05-22 09:31:00-04:00,7427.25,,,2019-05-22 09:38:00-04:00,7434.0,signal_flip,49952.5,,,,,,14854.5,0.29737250387868475,6.75,27.0,13.5,2.5,11.0,vwap_baseline_with_killswitch,paper_target_position,7,7.0,13.5,,2019-05-22 09:31:00-04:00,2019-05-22 09:38:00-04:00
48,2019-05-22,short,1,2019-05-22 09:38:00-04:00,7434.0,,,2019-05-22 09:39:00-04:00,7438.75,signal_flip,49963.5,,,,,,14868.0,0.2975772313789066,-4.75,-19.0,-9.5,2.5,-12.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-9.5,,2019-05-22 09:38:00-04:00,2019-05-22 09:39:00-04:00
49,2019-05-22,long,1,2019-05-22 09:39:00-04:00,7438.75,,,2019-05-22 09:44:00-04:00,7434.0,signal_flip,49951.5,,,,,,14877.5,0.2978389037366245,-4.75,-19.0,-9.5,2.5,-12.0,vwap_baseline_with_killswitch,paper_target_position,5,5.0,-9.5,,2019-05-22 09:39:00-04:00,2019-05-22 09:44:00-04:00
50,2019-05-22,short,1,2019-05-22 09:44:00-04:00,7434.0,,,2019-05-22 09:45:00-04:00,7439.5,signal_flip,49939.5,,,,,,14868.0,0.29772024149220555,-5.5,-22.0,-11.0,2.5,-13.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-11.0,,2019-05-22 09:44:00-04:00,2019-05-22 09:45:00-04:00
51,2019-05-23,short,1,2019-05-23 09:31:00-04:00,7338.75,,,2019-05-23 09:32:00-04:00,7342.0,signal_flip,49926.0,,,,,,14677.5,0.29398509794495853,-3.25,-13.0,-6.5,2.5,-9.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-6.5,,2019-05-23 09:31:00-04:00,2019-05-23 09:32:00-04:00
52,2019-05-23,long,1,2019-05-23 09:32:00-04:00,7342.0,,,2019-05-23 09:34:00-04:00,7330.0,signal_flip,49917.0,,,,,,14684.0,0.294168319410221,-12.0,-48.0,-24.0,2.5,-26.5,vwap_baseline_with_killswitch,paper_target_position,2,2.0,-24.0,,2019-05-23 09:32:00-04:00,2019-05-23 09:34:00-04:00
53,2019-05-23,short,1,2019-05-23 09:34:00-04:00,7330.0,,,2019-05-23 09:37:00-04:00,7338.75,signal_flip,49890.5,,,,,,14660.0,0.2938435173028933,-8.75,-35.0,-17.5,2.5,-20.0,vwap_baseline_with_killswitch,paper_target_position,3,3.0,-17.5,,2019-05-23 09:34:00-04:00,2019-05-23 09:37:00-04:00
54,2019-05-24,long,1,2019-05-24 09:31:00-04:00,7367.0,,,2019-05-24 09:40:00-04:00,7366.0,signal_flip,49870.5,,,,,,14734.0,0.2954452030759668,-1.0,-4.0,-2.0,2.5,-4.5,vwap_baseline_with_killswitch,paper_target_position,9,9.0,-2.0,,2019-05-24 09:31:00-04:00,2019-05-24 09:40:00-04:00
55,2019-05-24,short,1,2019-05-24 09:40:00-04:00,7366.0,,,2019-05-24 09:41:00-04:00,7372.0,signal_flip,49866.0,,,,,,14732.0,0.2954317571090523,-6.0,-24.0,-12.0,2.5,-14.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-12.0,,2019-05-24 09:40:00-04:00,2019-05-24 09:41:00-04:00
56,2019-05-24,long,1,2019-05-24 09:41:00-04:00,7372.0,,,2019-05-24 09:47:00-04:00,7369.0,signal_flip,49851.5,,,,,,14744.0,0.2957584024552922,-3.0,-12.0,-6.0,2.5,-8.5,vwap_baseline_with_killswitch,paper_target_position,6,6.0,-6.0,,2019-05-24 09:41:00-04:00,2019-05-24 09:47:00-04:00
57,2019-05-27,long,1,2019-05-27 09:31:00-04:00,7318.0,,,2019-05-27 09:32:00-04:00,7316.25,signal_flip,49843.0,,,,,,14636.0,0.2936420359930181,-1.75,-7.0,-3.5,2.5,-6.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-3.5,,2019-05-27 09:31:00-04:00,2019-05-27 09:32:00-04:00
58,2019-05-27,short,1,2019-05-27 09:32:00-04:00,7316.25,,,2019-05-27 09:41:00-04:00,7316.25,signal_flip,49837.0,,,,,,14632.5,0.2936071593394466,-0.0,-0.0,-0.0,2.5,-2.5,vwap_baseline_with_killswitch,paper_target_position,9,9.0,-0.0,,2019-05-27 09:32:00-04:00,2019-05-27 09:41:00-04:00
59,2019-05-27,long,1,2019-05-27 09:41:00-04:00,7316.25,,,2019-05-27 09:45:00-04:00,7314.75,signal_flip,49834.5,,,,,,14632.5,0.29362188845077203,-1.5,-6.0,-3.0,2.5,-5.5,vwap_baseline_with_killswitch,paper_target_position,4,4.0,-3.0,,2019-05-27 09:41:00-04:00,2019-05-27 09:45:00-04:00
60,2019-05-28,long,1,2019-05-28 09:31:00-04:00,7335.5,,,2019-05-28 09:59:00-04:00,7355.75,signal_flip,49829.0,,,,,,14671.0,0.2944269401352626,20.25,81.0,40.5,2.5,38.0,vwap_baseline_with_killswitch,paper_target_position,28,28.0,40.5,,2019-05-28 09:31:00-04:00,2019-05-28 09:59:00-04:00
61,2019-05-28,short,1,2019-05-28 09:59:00-04:00,7355.75,,,2019-05-28 10:00:00-04:00,7358.0,signal_flip,49867.0,,,,,,14711.5,0.29501473920628873,-2.25,-9.0,-4.5,2.5,-7.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-4.5,,2019-05-28 09:59:00-04:00,2019-05-28 10:00:00-04:00
62,2019-05-28,long,1,2019-05-28 10:00:00-04:00,7358.0,,,2019-05-28 10:01:00-04:00,7350.0,signal_flip,49860.0,,,,,,14716.0,0.295146409947854,-8.0,-32.0,-16.0,2.5,-18.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-16.0,,2019-05-28 10:00:00-04:00,2019-05-28 10:01:00-04:00
63,2019-05-28,short,1,2019-05-28 10:01:00-04:00,7350.0,,,2019-05-28 10:03:00-04:00,7356.5,signal_flip,49841.5,,,,,,14700.0,0.29493494377175644,-6.5,-26.0,-13.0,2.5,-15.5,vwap_baseline_with_killswitch,paper_target_position,2,2.0,-13.0,,2019-05-28 10:01:00-04:00,2019-05-28 10:03:00-04:00
64,2019-05-29,long,1,2019-05-29 09:31:00-04:00,7239.5,,,2019-05-29 09:32:00-04:00,7235.0,signal_flip,49826.0,,,,,,14479.0,0.2905912575763658,-4.5,-18.0,-9.0,2.5,-11.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-9.0,,2019-05-29 09:31:00-04:00,2019-05-29 09:32:00-04:00
65,2019-05-29,short,1,2019-05-29 09:32:00-04:00,7235.0,,,2019-05-29 09:35:00-04:00,7235.0,signal_flip,49814.5,,,,,,14470.0,0.29047767216372744,-0.0,-0.0,-0.0,2.5,-2.5,vwap_baseline_with_killswitch,paper_target_position,3,3.0,-0.0,,2019-05-29 09:32:00-04:00,2019-05-29 09:35:00-04:00
66,2019-05-29,long,1,2019-05-29 09:35:00-04:00,7235.0,,,2019-05-29 09:36:00-04:00,7227.75,signal_flip,49812.0,,,,,,14470.0,0.2904922508632458,-7.25,-29.0,-14.5,2.5,-17.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-14.5,,2019-05-29 09:35:00-04:00,2019-05-29 09:36:00-04:00
67,2019-05-30,long,1,2019-05-30 09:31:00-04:00,7250.0,,,2019-05-30 09:41:00-04:00,7254.0,signal_flip,49795.0,,,,,,14500.0,0.2911938949693744,4.0,16.0,8.0,2.5,5.5,vwap_baseline_with_killswitch,paper_target_position,10,10.0,8.0,,2019-05-30 09:31:00-04:00,2019-05-30 09:41:00-04:00
68,2019-05-30,short,1,2019-05-30 09:41:00-04:00,7254.0,,,2019-05-30 09:44:00-04:00,7260.25,signal_flip,49800.5,,,,,,14508.0,0.29132237628136265,-6.25,-25.0,-12.5,2.5,-15.0,vwap_baseline_with_killswitch,paper_target_position,3,3.0,-12.5,,2019-05-30 09:41:00-04:00,2019-05-30 09:44:00-04:00
69,2019-05-30,long,1,2019-05-30 09:44:00-04:00,7260.25,,,2019-05-30 10:06:00-04:00,7257.0,signal_flip,49785.5,,,,,,14520.5,0.2916612266623816,-3.25,-13.0,-6.5,2.5,-9.0,vwap_baseline_with_killswitch,paper_target_position,22,22.0,-6.5,,2019-05-30 09:44:00-04:00,2019-05-30 10:06:00-04:00
70,2019-05-30,short,1,2019-05-30 10:06:00-04:00,7257.0,,,2019-05-30 10:16:00-04:00,7260.75,signal_flip,49776.5,,,,,,14514.0,0.29158337769831144,-3.75,-15.0,-7.5,2.5,-10.0,vwap_baseline_with_killswitch,paper_target_position,10,10.0,-7.5,,2019-05-30 10:06:00-04:00,2019-05-30 10:16:00-04:00
71,2019-05-31,long,1,2019-05-31 09:31:00-04:00,7170.25,,,2019-05-31 09:32:00-04:00,7162.25,signal_flip,49766.5,,,,,,14340.5,0.2881556870585635,-8.0,-32.0,-16.0,2.5,-18.5,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-16.0,,2019-05-31 09:31:00-04:00,2019-05-31 09:32:00-04:00
72,2019-05-31,short,1,2019-05-31 09:32:00-04:00,7162.25,,,2019-05-31 09:59:00-04:00,7150.0,signal_flip,49748.0,,,,,,14324.5,0.28794122376778963,12.25,49.0,24.5,2.5,22.0,vwap_baseline_with_killswitch,paper_target_position,27,27.0,24.5,,2019-05-31 09:32:00-04:00,2019-05-31 09:59:00-04:00
73,2019-05-31,long,1,2019-05-31 09:59:00-04:00,7150.0,,,2019-05-31 10:06:00-04:00,7148.75,signal_flip,49770.0,,,,,,14300.0,0.287321679726743,-1.25,-5.0,-2.5,2.5,-5.0,vwap_baseline_with_killswitch,paper_target_position,7,7.0,-2.5,,2019-05-31 09:59:00-04:00,2019-05-31 10:06:00-04:00
74,2019-05-31,short,1,2019-05-31 10:06:00-04:00,7148.75,,,2019-05-31 10:07:00-04:00,7156.5,signal_flip,49765.0,,,,,,14297.5,0.28730031146388024,-7.75,-31.0,-15.5,2.5,-18.0,vwap_baseline_with_killswitch,paper_target_position,1,1.0,-15.5,,2019-05-31 10:06:00-04:00,2019-05-31 10:07:00-04:00
75,2019-06-03,long,1,2019-06-03 09:31:00-04:00,7122.0,,,2019-06-03 09:33:00-04:00,7121.25,signal_flip,49747.0,,,,,,14244.0,0.2863288238486743,-0.75,-3.0,-1.5,2.5,-4.0,vwap_baseline_with_killswitch,paper_target_position,2,2.0,-1.5,,2019-06-03 09:31:00-04:00,2019-06-03 09:33:00-04:00
