n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count
788,0.4936548223350254,226.81491002570695,-170.82706766917292,-170.82706766917292,25.470812182741117,1.294468896713615,20071.0,-2083.5,0.04167,1.089292114958305,8,1.946341463414634,8,107,-250.0,-250.0,0.44923857868020306,0.21192893401015228,0.33375634517766495,263,0.8288973384030418,0.17110266159695817,25737.0,0.005076142131979695,0.6450553959786622,788,0.3704748472026328,0.3704748472026328,0.13641669793420902,-0.03204349216501439,0.1364812441138171,1.946341463414634,107,daily_pnl_over_static_capital,2127,2437
