portfolio_name,net_pnl_vs_baseline,sharpe_vs_baseline,sortino_vs_baseline,max_drawdown_vs_baseline,correlation_to_baseline,bootstrap_p05_vs_baseline,daily_loss_breaches_vs_baseline
baseline_only,0.0,0.0,0.0,0.0,1.0,0.0,0
pullback_m2k_mgc_only,-24500.674999999996,-1.2000163830499233,-1.9957061180756177,5885.625000000007,-0.056077897660279104,-8754.11562499999,0
pullback_m2k_only,-24762.849999999995,-2.371382350579981,-2.6730344214705153,5795.250000000007,-0.018446931700774032,-8959.018749999992,0
baseline_plus_pullback_equal_notional,213.32500000000437,0.019989727988933836,0.02812630635505453,72.625,0.9997942854412001,1384.0237500000148,0
baseline_plus_pullback_scaled_to_baseline_risk,247.2522919793846,0.019989727988933836,0.02812630635505453,64.62492853853473,0.9997942854412003,-1001.8036144465968,0
baseline_plus_pullback_capped_50pct,106.66250000000218,0.01009810993633975,0.014412348071436654,36.3125,0.9999486180146597,-8.520624999995562,0
baseline_plus_pullback_when_baseline_flat,0.0,0.0,0.0,0.0,1.0,555.4250000000011,0
baseline_plus_m2k_only_equal_notional,-48.84999999999491,-0.003788331309399595,-0.007482025777464152,-33.75,0.9998938800501113,-113.33249999999134,0
