scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,40002.0,1.1065054788519197,1.3336211188020666,1.1914360575715157,36.53150684931507,-8354.0,1095,1095,0.9776785714285714,0.491324200913242,462.75,-375.14811490125675,0.3789954337899543,0.136986301369863,0.6713392857142857
is,11803.5,0.46590533935573736,0.5510914384823162,1.0756697673524076,15.25,-8354.0,774,774,0.9834815756035579,0.4728682170542636,458.44398907103823,-382.32107843137254,0.39276485788113696,0.11886304909560723,0.6747271364806308
oos,28198.5,2.62380613662637,3.3136148090377957,1.5323434741979025,87.84579439252336,-5950.5,321,321,0.963963963963964,0.5358255451713395,471.91279069767444,-355.50671140939596,0.34579439252336447,0.1806853582554517,0.6633325633325633
