name,family,mode,execution_profile,symbol,initial_capital_usd,notes,overall_n_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_sortino_ratio,overall_max_drawdown,overall_max_daily_drawdown,overall_worst_day,overall_worst_losing_days_streak,overall_worst_losing_trades_streak,overall_avg_trades_per_day,overall_max_trades_per_day,overall_expectancy_per_trade,overall_expectancy_per_day,overall_pct_green_days,overall_avg_gain_loss_ratio,overall_hit_rate,overall_avg_time_in_position_min,overall_days_to_target_pct,overall_daily_loss_limit_breach_freq,overall_trailing_drawdown_breach_freq,overall_empirical_prob_red_streak_ge_threshold,overall_profit_to_drawdown_ratio,is_n_trades,is_net_pnl,is_profit_factor,is_sharpe_ratio,is_sortino_ratio,is_max_drawdown,is_max_daily_drawdown,is_worst_day,is_worst_losing_days_streak,is_worst_losing_trades_streak,is_avg_trades_per_day,is_max_trades_per_day,is_expectancy_per_trade,is_expectancy_per_day,is_pct_green_days,is_avg_gain_loss_ratio,is_hit_rate,is_avg_time_in_position_min,is_days_to_target_pct,is_daily_loss_limit_breach_freq,is_trailing_drawdown_breach_freq,is_empirical_prob_red_streak_ge_threshold,is_profit_to_drawdown_ratio,oos_n_trades,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_sortino_ratio,oos_max_drawdown,oos_max_daily_drawdown,oos_worst_day,oos_worst_losing_days_streak,oos_worst_losing_trades_streak,oos_avg_trades_per_day,oos_max_trades_per_day,oos_expectancy_per_trade,oos_expectancy_per_day,oos_pct_green_days,oos_avg_gain_loss_ratio,oos_hit_rate,oos_avg_time_in_position_min,oos_days_to_target_pct,oos_daily_loss_limit_breach_freq,oos_trailing_drawdown_breach_freq,oos_empirical_prob_red_streak_ge_threshold,oos_profit_to_drawdown_ratio
paper_vwap_baseline,baseline,target_position,paper_reference,MNQ,25000.0,"Exact paper logic: previous close relative to session VWAP drives the next bar position, always in market during RTH, flat overnight.",3703,-4838.0,0.8852766118896872,-0.6139656914363621,-0.23335028031672606,-9177.5,-1507.0,-1156.5,10,42,2.1196336576989125,44,-1.3065082365649474,-2.7693188322839153,0.05151688609044076,4.973731502283457,0.15068863083985956,23.20955981636511,,0.0005724098454493417,0.9885518030910132,0.2962962962962963,-0.5271588123127213,3703,-4838.0,0.8852766118896872,-0.7343355405473712,-0.333603060321866,-9177.5,-1507.0,-1156.5,10,42,3.030278232405892,44,-1.3065082365649474,-3.9590834697217674,0.07364975450081833,4.973731502283457,0.15068863083985956,23.20955981636511,,0.0008183306055646482,0.983633387888707,0.2962962962962963,-0.5271588123127213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,inf,0.0,0.0,,0.0,0.0,0.0,inf
