hour,trades,net_pnl_usd,avg_trade_pnl_usd,win_rate
09:00,8704,-10668.5,-1.2257008272058822,0.23035386029411764
10:00,6033,-6144.5,-1.0184816840709432,0.1470246974970993
11:00,3730,-8326.0,-2.232171581769437,0.1061662198391421
12:00,2948,-2471.5,-0.8383649932157394,0.09565807327001356
13:00,2398,-4486.5,-1.8709341117597997,0.09382819015846539
14:00,2477,-4576.0,-1.8473960436011303,0.09890997174000807
15:00,2450,-6001.5,-2.449591836734694,0.18081632653061225
