hour,bars,net_bar_pnl_usd,avg_bar_pnl_usd
09:00,52365,3376.0,0.06447054330182374
10:00,104753,11369.5,0.10853627103758365
11:00,104652,2546.0,0.024328249818445898
12:00,104577,-2474.0,-0.0236572095202578
13:00,101107,3430.5,0.033929401525116955
14:00,100919,-4133.5,-0.040958590552819585
15:00,100980,9003.5,0.08916122004357298
