n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count,net_pnl,sortino_ratio,max_daily_drawdown,worst_losing_days_streak,worst_losing_trades_streak,avg_trades_per_day,max_trades_per_day,expectancy_per_trade,expectancy_per_day,pct_green_days,avg_gain_loss_ratio,hit_rate,avg_time_in_position_min,rolling_20d_sharpe_median,rolling_20d_expectancy_median,days_to_target_pct,daily_loss_limit_breach_freq,trailing_drawdown_breach_freq,empirical_prob_red_streak_ge_threshold,profit_to_drawdown_ratio
28740,0.1559846903270703,108.80236448806603,-21.9233519322174,-21.9233519322174,-1.4848469032707028,0.9195481825782776,-42674.5,-43371.5,0.86743,-1.1380112919921521,57,6.681855840927921,57,2933,-399.5,-1931.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28740,1.0,1.0,0.0,0.0,0.0,6.681855840927921,2933,daily_pnl_over_static_capital,1747,667606,-42674.5,-1.1260845131023596,-4695.0,10,57,16.45105895821408,53,-1.4848469032707028,-24.427303949627934,0.4625071551230681,4.962852615989612,0.1559846903270703,23.24857341684064,-1.4347906420661054,-26.375,,0.005724098454493417,0.9885518030910132,0.2505353319057816,-0.9839295389829726
