scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,8760.5,0.9961068614568598,0.3660726761669789,1.6215986092879697,45.39119170984456,-1319.5,193,193,0.09006066262249184,-249.0,2,40.0,300.0,0.0,1159.0,True,1034.5
is,4756.0,0.7622464619894358,0.2829000027915704,1.4150268336314848,32.13513513513514,-1319.5,148,148,0.09866666666666667,-249.0,2,72.0,300.0,0.0,1159.0,True,1034.5
oos,4004.5,1.5696333087039498,0.5665475556473489,2.520311313591496,88.9888888888889,-385.0,45,45,0.06998444790046657,-247.5,1,32.0,71.0,0.0,360.0,True,2000.0
