entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,3,-53.54166666667879,-17.847222222226264,0.3333333333333333
11.0,10,-491.80312500006494,-49.180312500006494,0.2
12.0,8,-369.4739583333876,-46.18424479167345,0.25
13.0,7,-118.85000000002947,-16.978571428575638,0.5714285714285714
14.0,8,-30.96562499997617,-3.8707031249970214,0.5
15.0,1,130.0999999999931,130.0999999999931,1.0
