session_date,entry_time,direction,net_pnl_retained,net_pnl_3state,contracts_retained,contracts_3state,risk_multiplier,pnl_ratio,flag_pnl_ratio_gt_1_with_multiplier_le_1,match_status
2022-03-23 00:00:00,2022-03-23 14:15:00+00:00,long,,-419.0,,2.0,0.75,,False,sizing_3state_only
2022-03-24 00:00:00,2022-03-24 14:19:00+00:00,short,,-600.0,,3.0,1.0,,False,sizing_3state_only
2022-03-25 00:00:00,2022-03-25 14:03:00+00:00,short,,-686.0,,4.0,1.0,,False,sizing_3state_only
2022-03-28 00:00:00,2022-03-28 15:49:00+00:00,short,,-662.0,,2.0,1.0,,False,sizing_3state_only
2022-03-29 00:00:00,2022-03-29 14:09:00+00:00,short,,-532.0,,2.0,0.75,,False,sizing_3state_only
2022-03-30 00:00:00,2022-03-30 14:15:00+00:00,long,,-480.0,,3.0,0.75,,False,sizing_3state_only
2022-03-31 00:00:00,2022-03-31 14:03:00+00:00,short,,-462.0,,2.0,0.75,,False,sizing_3state_only
2022-04-01 00:00:00,2022-04-01 15:36:00+00:00,short,,-212.0,,2.0,1.0,,False,sizing_3state_only
2022-04-04,2022-04-04 13:50:00+00:00,long,314.5,,1.0,,,,False,retained_only
2022-04-04 00:00:00,2022-04-04 14:02:00+00:00,long,,436.0,,2.0,1.0,,False,sizing_3state_only
2022-04-05 00:00:00,2022-04-05 14:06:00+00:00,short,,900.0,,2.0,0.75,,False,sizing_3state_only
2022-04-06 00:00:00,2022-04-06 14:01:00+00:00,short,,-310.0,,1.0,0.75,,False,sizing_3state_only
2022-04-08 00:00:00,2022-04-08 15:02:00+00:00,long,,-339.0,,1.0,0.75,,False,sizing_3state_only
2022-04-11 00:00:00,2022-04-11 14:27:00+00:00,short,,161.0,,1.0,0.5,,False,sizing_3state_only
2022-04-12 00:00:00,2022-04-12 14:11:00+00:00,long,,-314.5,,1.0,0.5,,False,sizing_3state_only
2022-04-13,2022-04-13 13:46:00+00:00,long,445.0,,1.0,,,,False,retained_only
2022-04-13 00:00:00,2022-04-13 14:17:00+00:00,long,,259.5,,1.0,0.75,,False,sizing_3state_only
2022-04-14 00:00:00,2022-04-14 14:06:00+00:00,short,,405.5,,1.0,0.75,,False,sizing_3state_only
2022-04-18 00:00:00,2022-04-18 14:13:00+00:00,long,,-465.0,,2.0,0.75,,False,sizing_3state_only
2022-04-20 00:00:00,2022-04-20 14:02:00+00:00,short,,75.5,,1.0,0.75,,False,sizing_3state_only
2022-04-21 00:00:00,2022-04-21 14:08:00+00:00,short,,487.0,,1.0,0.5,,False,sizing_3state_only
2022-04-26 00:00:00,2022-04-26 14:02:00+00:00,short,,860.0,,1.0,0.75,,False,sizing_3state_only
2022-05-04 00:00:00,2022-05-04 14:01:00+00:00,short,,-445.0,,2.0,0.75,,False,sizing_3state_only
2022-05-17 00:00:00,2022-05-17 14:10:00+00:00,short,,-639.0,,3.0,1.0,,False,sizing_3state_only
2022-05-18 00:00:00,2022-05-18 14:35:00+00:00,short,,455.0,,1.0,0.5,,False,sizing_3state_only
2022-05-24 00:00:00,2022-05-24 14:01:00+00:00,short,,-372.0,,1.0,0.75,,False,sizing_3state_only
2022-05-25 00:00:00,2022-05-25 14:27:00+00:00,long,,168.5,,1.0,0.5,,False,sizing_3state_only
2022-05-26 00:00:00,2022-05-26 14:01:00+00:00,long,,285.5,,1.0,1.0,,False,sizing_3state_only
2022-05-27,2022-05-27 13:56:00+00:00,long,317.5,,1.0,,,,False,retained_only
2022-05-27 00:00:00,2022-05-27 14:03:00+00:00,long,,575.0,,2.0,1.0,,False,sizing_3state_only
2022-06-03 00:00:00,2022-06-03 14:37:00+00:00,short,,84.5,,1.0,0.5,,False,sizing_3state_only
2022-06-06 00:00:00,2022-06-06 14:04:00+00:00,long,,-492.0,,2.0,0.75,,False,sizing_3state_only
2022-06-07 00:00:00,2022-06-07 14:29:00+00:00,long,,409.0,,2.0,1.0,,False,sizing_3state_only
2022-06-08 00:00:00,2022-06-08 16:40:00+00:00,short,,32.0,,1.0,0.75,,False,sizing_3state_only
2022-06-09 00:00:00,2022-06-09 14:31:00+00:00,long,,-310.0,,1.0,0.5,,False,sizing_3state_only
2022-06-14 00:00:00,2022-06-14 14:43:00+00:00,short,,-333.5,,1.0,0.5,,False,sizing_3state_only
2022-06-15 00:00:00,2022-06-15 14:07:00+00:00,long,,-750.0,,4.0,1.0,,False,sizing_3state_only
2022-06-15,2022-06-15 14:08:00+00:00,long,-218.0,,1.0,,,,False,retained_only
2022-06-21 00:00:00,2022-06-21 14:04:00+00:00,long,,-328.5,,1.0,0.5,,False,sizing_3state_only
2022-06-22 00:00:00,2022-06-22 14:14:00+00:00,long,,-247.0,,2.0,1.0,,False,sizing_3state_only
2022-06-23 00:00:00,2022-06-23 14:41:00+00:00,long,,15.0,,2.0,1.0,,False,sizing_3state_only
2022-06-24 00:00:00,2022-06-24 14:01:00+00:00,long,,242.0,,1.0,0.75,,False,sizing_3state_only
2022-06-27 00:00:00,2022-06-27 19:05:00+00:00,short,,-65.5,,1.0,1.0,,False,sizing_3state_only
2022-06-28 00:00:00,2022-06-28 14:07:00+00:00,short,,1128.0,,2.0,1.0,,False,sizing_3state_only
2022-06-30 00:00:00,2022-06-30 14:01:00+00:00,short,,-397.0,,1.0,1.0,,False,sizing_3state_only
2022-07-01 00:00:00,2022-07-01 14:38:00+00:00,short,,-371.5,,1.0,0.5,,False,sizing_3state_only
2022-07-05 00:00:00,2022-07-05 14:33:00+00:00,long,,1066.0,,2.0,1.0,,False,sizing_3state_only
2022-07-06 00:00:00,2022-07-06 18:07:00+00:00,long,,-3.0,,2.0,0.75,,False,sizing_3state_only
2022-07-07,2022-07-07 13:49:00+00:00,long,218.0,,1.0,,,,False,retained_only
2022-07-07 00:00:00,2022-07-07 14:48:00+00:00,long,,151.0,,1.0,0.5,,False,sizing_3state_only
2022-07-08 00:00:00,2022-07-08 14:26:00+00:00,long,,130.5,,1.0,0.5,,False,sizing_3state_only
2022-07-12 00:00:00,2022-07-12 14:01:00+00:00,short,,92.5,,1.0,0.75,,False,sizing_3state_only
2022-07-14 00:00:00,2022-07-14 14:02:00+00:00,short,,-308.5,,1.0,0.5,,False,sizing_3state_only
2022-07-15 00:00:00,2022-07-15 15:15:00+00:00,long,,34.0,,1.0,0.5,,False,sizing_3state_only
2022-07-19 00:00:00,2022-07-19 14:28:00+00:00,long,,1444.0,,4.0,1.0,,False,sizing_3state_only
2022-07-20 00:00:00,2022-07-20 14:24:00+00:00,long,,224.5,,1.0,0.5,,False,sizing_3state_only
2022-07-20,2022-07-20 14:26:00+00:00,long,184.0,,1.0,,,,False,retained_only
2022-07-22 00:00:00,2022-07-22 14:01:00+00:00,short,,589.0,,2.0,0.75,,False,sizing_3state_only
2022-07-25 00:00:00,2022-07-25 14:07:00+00:00,short,,-78.0,,2.0,0.75,,False,sizing_3state_only
2022-07-26 00:00:00,2022-07-26 14:21:00+00:00,short,,-203.5,,1.0,0.5,,False,sizing_3state_only
2022-07-27,2022-07-27 13:46:00+00:00,long,399.0,,1.0,,,,False,retained_only
2022-07-27 00:00:00,2022-07-27 14:06:00+00:00,long,,726.0,,2.0,1.0,,False,sizing_3state_only
2022-07-29 00:00:00,2022-07-29 14:03:00+00:00,long,,152.0,,1.0,0.5,,False,sizing_3state_only
2022-08-01 00:00:00,2022-08-01 14:06:00+00:00,long,,-127.0,,1.0,0.75,,False,sizing_3state_only
2022-08-02 00:00:00,2022-08-02 14:10:00+00:00,short,,-648.0,,3.0,1.0,,False,sizing_3state_only
2022-08-03,2022-08-03 13:55:00+00:00,long,322.5,,1.0,,,,False,retained_only
2022-08-03 00:00:00,2022-08-03 14:04:00+00:00,long,,239.0,,1.0,0.75,,False,sizing_3state_only
2022-08-04 00:00:00,2022-08-04 14:19:00+00:00,short,,-203.0,,1.0,0.5,,False,sizing_3state_only
2022-08-05 00:00:00,2022-08-05 14:04:00+00:00,long,,-685.5,,3.0,1.0,,False,sizing_3state_only
2022-08-08 00:00:00,2022-08-08 14:03:00+00:00,long,,-733.0,,2.0,1.0,,False,sizing_3state_only
2022-08-09 00:00:00,2022-08-09 14:01:00+00:00,short,,-208.0,,2.0,0.75,,False,sizing_3state_only
2022-08-10 00:00:00,2022-08-10 15:03:00+00:00,long,,123.0,,2.0,0.5,,False,sizing_3state_only
2022-08-11 00:00:00,2022-08-11 14:01:00+00:00,long,,-524.0,,4.0,0.75,,False,sizing_3state_only
2022-08-11,2022-08-11 14:19:00+00:00,long,-235.5,,1.0,,,,False,retained_only
2022-08-12 00:00:00,2022-08-12 14:11:00+00:00,long,,775.5,,3.0,0.75,,False,sizing_3state_only
2022-08-16 00:00:00,2022-08-16 14:02:00+00:00,short,,-529.5,,3.0,0.75,,False,sizing_3state_only
2022-08-17 00:00:00,2022-08-17 14:15:00+00:00,short,,-342.0,,2.0,0.5,,False,sizing_3state_only
2022-08-18 00:00:00,2022-08-18 14:01:00+00:00,short,,-454.5,,3.0,0.75,,False,sizing_3state_only
2022-08-19 00:00:00,2022-08-19 14:01:00+00:00,short,,131.0,,2.0,1.0,,False,sizing_3state_only
2022-08-22 00:00:00,2022-08-22 14:11:00+00:00,short,,348.0,,2.0,0.5,,False,sizing_3state_only
2022-08-23,2022-08-23 13:51:00+00:00,long,-216.0,,1.0,,,,False,retained_only
2022-08-23 00:00:00,2022-08-23 14:10:00+00:00,long,,-522.0,,2.0,1.0,,False,sizing_3state_only
2022-08-24 00:00:00,2022-08-24 14:01:00+00:00,long,,55.5,,3.0,0.75,,False,sizing_3state_only
2022-08-25 00:00:00,2022-08-25 14:01:00+00:00,long,,594.0,,3.0,0.75,,False,sizing_3state_only
2022-08-26 00:00:00,2022-08-26 14:02:00+00:00,short,,-541.5,,3.0,0.75,,False,sizing_3state_only
2022-08-29 00:00:00,2022-08-29 14:54:00+00:00,short,,-57.0,,1.0,0.5,,False,sizing_3state_only
2022-08-30 00:00:00,2022-08-30 14:06:00+00:00,short,,153.0,,1.0,0.75,,False,sizing_3state_only
2022-08-31 00:00:00,2022-08-31 14:30:00+00:00,short,,1024.0,,2.0,1.0,,False,sizing_3state_only
2022-09-01 00:00:00,2022-09-01 14:03:00+00:00,short,,-417.0,,2.0,0.75,,False,sizing_3state_only
2022-09-02 00:00:00,2022-09-02 14:01:00+00:00,short,,-515.0,,2.0,0.75,,False,sizing_3state_only
2022-09-06 00:00:00,2022-09-06 14:02:00+00:00,short,,-69.0,,1.0,0.75,,False,sizing_3state_only
2022-09-07,2022-09-07 13:49:00+00:00,long,-185.5,,1.0,,,,False,retained_only
2022-09-07 00:00:00,2022-09-07 15:13:00+00:00,long,,700.5,,3.0,1.0,,False,sizing_3state_only
2022-09-08 00:00:00,2022-09-08 14:21:00+00:00,long,,102.0,,1.0,0.5,,False,sizing_3state_only
2022-09-09,2022-09-09 13:48:00+00:00,long,206.5,,1.0,,,,False,retained_only
2022-09-09 00:00:00,2022-09-09 14:01:00+00:00,long,,310.0,,2.0,0.75,,False,sizing_3state_only
2022-09-12,2022-09-12 13:53:00+00:00,long,-133.5,,1.0,,,,False,retained_only
2022-09-12 00:00:00,2022-09-12 14:01:00+00:00,long,,-619.5,,3.0,1.0,,False,sizing_3state_only
2022-09-13 00:00:00,2022-09-13 14:01:00+00:00,short,,513.0,,1.0,0.5,,False,sizing_3state_only
2022-09-14 00:00:00,2022-09-14 14:55:00+00:00,long,,-254.0,,1.0,0.5,,False,sizing_3state_only
2022-09-15 00:00:00,2022-09-15 14:01:00+00:00,long,,-469.0,,2.0,0.75,,False,sizing_3state_only
2022-09-19 00:00:00,2022-09-19 14:36:00+00:00,long,,372.0,,2.0,1.0,,False,sizing_3state_only
2022-09-20 00:00:00,2022-09-20 14:52:00+00:00,long,,-295.0,,2.0,0.5,,False,sizing_3state_only
2022-09-22 00:00:00,2022-09-22 14:51:00+00:00,short,,-231.5,,1.0,0.5,,False,sizing_3state_only
2022-09-23 00:00:00,2022-09-23 14:02:00+00:00,short,,-69.5,,1.0,0.5,,False,sizing_3state_only
2022-09-26 00:00:00,2022-09-26 14:01:00+00:00,long,,-680.0,,2.0,1.0,,False,sizing_3state_only
2022-09-27 00:00:00,2022-09-27 14:01:00+00:00,short,,956.0,,2.0,0.75,,False,sizing_3state_only
2022-09-29 00:00:00,2022-09-29 14:02:00+00:00,short,,-51.0,,2.0,1.0,,False,sizing_3state_only
2022-09-30 00:00:00,2022-09-30 14:32:00+00:00,long,,-257.5,,1.0,0.5,,False,sizing_3state_only
2022-10-03 00:00:00,2022-10-03 14:01:00+00:00,long,,758.0,,2.0,0.75,,False,sizing_3state_only
2022-10-04,2022-10-04 13:49:00+00:00,long,113.0,,1.0,,,,False,retained_only
2022-10-04 00:00:00,2022-10-04 14:01:00+00:00,long,,7.0,,2.0,0.75,,False,sizing_3state_only
2022-10-05 00:00:00,2022-10-05 14:01:00+00:00,short,,-507.0,,3.0,0.75,,False,sizing_3state_only
2022-10-06 00:00:00,2022-10-06 14:02:00+00:00,short,,60.0,,1.0,0.75,,False,sizing_3state_only
2022-10-07 00:00:00,2022-10-07 14:02:00+00:00,short,,224.5,,1.0,0.5,,False,sizing_3state_only
2022-10-10 00:00:00,2022-10-10 14:04:00+00:00,short,,52.0,,2.0,1.0,,False,sizing_3state_only
2022-10-11 00:00:00,2022-10-11 14:01:00+00:00,short,,-527.0,,2.0,1.0,,False,sizing_3state_only
2022-10-13 00:00:00,2022-10-13 14:13:00+00:00,long,,751.0,,1.0,1.0,,False,sizing_3state_only
2022-10-17 00:00:00,2022-10-17 14:15:00+00:00,long,,-49.0,,2.0,1.0,,False,sizing_3state_only
2022-10-18 00:00:00,2022-10-18 14:25:00+00:00,short,,147.5,,1.0,0.5,,False,sizing_3state_only
2022-10-19 00:00:00,2022-10-19 14:16:00+00:00,long,,-236.0,,1.0,0.5,,False,sizing_3state_only
2022-10-20 00:00:00,2022-10-20 14:03:00+00:00,long,,-603.0,,2.0,1.0,,False,sizing_3state_only
2022-10-25,2022-10-25 13:46:00+00:00,long,271.0,,1.0,,,,False,retained_only
2022-10-25 00:00:00,2022-10-25 15:10:00+00:00,long,,-316.5,,1.0,0.5,,False,sizing_3state_only
2022-10-26 00:00:00,2022-10-26 14:01:00+00:00,long,,-445.0,,2.0,0.75,,False,sizing_3state_only
2022-10-27 00:00:00,2022-10-27 16:29:00+00:00,short,,22.0,,1.0,1.0,,False,sizing_3state_only
2022-10-28 00:00:00,2022-10-28 14:26:00+00:00,long,,870.0,,2.0,1.0,,False,sizing_3state_only
2022-10-31 00:00:00,2022-10-31 14:09:00+00:00,short,,-219.0,,3.0,1.0,,False,sizing_3state_only
2022-11-01 00:00:00,2022-11-01 14:01:00+00:00,short,,296.0,,1.0,0.75,,False,sizing_3state_only
2022-11-02 00:00:00,2022-11-02 14:15:00+00:00,short,,-460.5,,3.0,0.75,,False,sizing_3state_only
2022-11-03 00:00:00,2022-11-03 14:01:00+00:00,short,,-257.0,,1.0,0.5,,False,sizing_3state_only
2022-11-08 00:00:00,2022-11-08 15:17:00+00:00,long,,-658.0,,4.0,1.0,,False,sizing_3state_only
2022-11-09 00:00:00,2022-11-09 15:42:00+00:00,short,,485.0,,2.0,0.5,,False,sizing_3state_only
2022-11-14 00:00:00,2022-11-14 15:08:00+00:00,long,,-214.5,,3.0,0.75,,False,sizing_3state_only
2022-11-15 00:00:00,2022-11-15 16:02:00+00:00,short,,143.0,,2.0,0.75,,False,sizing_3state_only
2022-11-16 00:00:00,2022-11-16 15:16:00+00:00,short,,-7.5,,1.0,0.5,,False,sizing_3state_only
2022-11-17 00:00:00,2022-11-17 15:20:00+00:00,long,,325.5,,3.0,1.0,,False,sizing_3state_only
2022-11-18 00:00:00,2022-11-18 15:01:00+00:00,short,,112.5,,3.0,1.0,,False,sizing_3state_only
2022-11-21 00:00:00,2022-11-21 15:07:00+00:00,short,,128.0,,2.0,0.5,,False,sizing_3state_only
2022-11-22 00:00:00,2022-11-22 15:49:00+00:00,long,,654.0,,3.0,1.0,,False,sizing_3state_only
2022-11-23,2022-11-23 14:46:00+00:00,long,-240.0,,2.0,,,,False,retained_only
2022-11-23 00:00:00,2022-11-23 15:07:00+00:00,long,,-455.0,,2.0,0.75,,False,sizing_3state_only
2022-11-28 00:00:00,2022-11-28 15:26:00+00:00,short,,130.5,,1.0,0.5,,False,sizing_3state_only
2022-11-29 00:00:00,2022-11-29 15:51:00+00:00,long,,-264.0,,2.0,0.5,,False,sizing_3state_only
2022-11-30 00:00:00,2022-11-30 16:05:00+00:00,short,,-278.0,,2.0,0.5,,False,sizing_3state_only
2022-12-01,2022-12-01 14:46:00+00:00,long,-163.0,,1.0,,,,False,retained_only
2022-12-01 00:00:00,2022-12-01 15:13:00+00:00,short,,-166.0,,2.0,0.75,,False,sizing_3state_only
2022-12-02 00:00:00,2022-12-02 15:13:00+00:00,long,,618.0,,4.0,1.0,,False,sizing_3state_only
2022-12-05 00:00:00,2022-12-05 15:01:00+00:00,short,,885.0,,3.0,0.75,,False,sizing_3state_only
2022-12-06 00:00:00,2022-12-06 15:03:00+00:00,short,,183.0,,1.0,0.75,,False,sizing_3state_only
2022-12-07 00:00:00,2022-12-07 15:01:00+00:00,short,,-132.5,,1.0,0.75,,False,sizing_3state_only
2022-12-08 00:00:00,2022-12-08 15:01:00+00:00,long,,65.0,,1.0,0.5,,False,sizing_3state_only
2022-12-09 00:00:00,2022-12-09 15:32:00+00:00,long,,-194.5,,1.0,0.5,,False,sizing_3state_only
2022-12-12 00:00:00,2022-12-12 15:50:00+00:00,short,,-424.5,,3.0,0.75,,False,sizing_3state_only
2022-12-13 00:00:00,2022-12-13 15:31:00+00:00,short,,289.5,,1.0,1.0,,False,sizing_3state_only
2022-12-14,2022-12-14 14:58:00+00:00,long,-155.0,,1.0,,,,False,retained_only
2022-12-14 00:00:00,2022-12-14 15:06:00+00:00,long,,-196.0,,1.0,0.5,,False,sizing_3state_only
2022-12-15 00:00:00,2022-12-15 15:02:00+00:00,short,,331.0,,2.0,1.0,,False,sizing_3state_only
2022-12-19 00:00:00,2022-12-19 15:04:00+00:00,short,,277.5,,3.0,1.0,,False,sizing_3state_only
2022-12-20 00:00:00,2022-12-20 15:03:00+00:00,long,,-24.0,,3.0,1.0,,False,sizing_3state_only
2022-12-21,2022-12-21 14:49:00+00:00,long,137.5,,1.0,,,,False,retained_only
2022-12-21 00:00:00,2022-12-21 15:09:00+00:00,long,,196.0,,2.0,0.75,,False,sizing_3state_only
2022-12-22 00:00:00,2022-12-22 15:02:00+00:00,short,,37.0,,2.0,0.75,,False,sizing_3state_only
2022-12-23 00:00:00,2022-12-23 15:31:00+00:00,long,,20.0,,1.0,0.5,,False,sizing_3state_only
2022-12-27 00:00:00,2022-12-27 15:03:00+00:00,short,,-138.0,,2.0,1.0,,False,sizing_3state_only
2022-12-28 00:00:00,2022-12-28 15:56:00+00:00,short,,171.0,,1.0,0.5,,False,sizing_3state_only
2022-12-29,2022-12-29 14:59:00+00:00,long,124.5,,1.0,,,,False,retained_only
2022-12-29 00:00:00,2022-12-29 15:09:00+00:00,long,,321.0,,3.0,1.0,,False,sizing_3state_only
2022-12-30 00:00:00,2022-12-30 15:48:00+00:00,long,,120.0,,1.0,0.5,,False,sizing_3state_only
2023-01-03 00:00:00,2023-01-03 15:05:00+00:00,short,,101.0,,1.0,1.0,,False,sizing_3state_only
2023-01-04 00:00:00,2023-01-04 15:01:00+00:00,short,,-609.0,,3.0,1.0,,False,sizing_3state_only
2023-01-09,2023-01-09 14:46:00+00:00,long,482.0,,2.0,,,,False,retained_only
2023-01-09 00:00:00,2023-01-09 15:01:00+00:00,long,,-248.5,,1.0,0.5,,False,sizing_3state_only
2023-01-10 00:00:00,2023-01-10 15:13:00+00:00,long,,-252.0,,1.0,0.5,,False,sizing_3state_only
2023-01-11 00:00:00,2023-01-11 15:23:00+00:00,long,,372.0,,2.0,0.5,,False,sizing_3state_only
2023-01-13 00:00:00,2023-01-13 15:06:00+00:00,long,,828.0,,4.0,1.0,,False,sizing_3state_only
2023-01-17 00:00:00,2023-01-17 15:01:00+00:00,long,,-24.0,,4.0,1.0,,False,sizing_3state_only
2023-01-18 00:00:00,2023-01-18 15:01:00+00:00,long,,-662.5,,5.0,1.0,,False,sizing_3state_only
2023-01-19 00:00:00,2023-01-19 15:47:00+00:00,short,,-606.0,,3.0,1.0,,False,sizing_3state_only
2023-01-20 00:00:00,2023-01-20 15:07:00+00:00,long,,770.0,,2.0,0.75,,False,sizing_3state_only
2023-01-23,2023-01-23 14:47:00+00:00,long,331.0,,1.0,,,,False,retained_only
2023-01-23 00:00:00,2023-01-23 15:01:00+00:00,long,,368.0,,2.0,1.0,,False,sizing_3state_only
2023-01-24 00:00:00,2023-01-24 21:02:00+00:00,long,,-309.0,,1.0,0.75,,False,sizing_3state_only
2023-01-25 00:00:00,2023-01-25 15:15:00+00:00,short,,-208.5,,1.0,0.5,,False,sizing_3state_only
2023-01-26 00:00:00,2023-01-26 15:55:00+00:00,short,,-565.0,,2.0,1.0,,False,sizing_3state_only
2023-01-27 00:00:00,2023-01-27 15:03:00+00:00,long,,273.0,,2.0,0.75,,False,sizing_3state_only
2023-01-30 00:00:00,2023-01-30 15:05:00+00:00,long,,-472.5,,3.0,0.75,,False,sizing_3state_only
2023-01-31,2023-01-31 14:51:00+00:00,long,188.5,,1.0,,,,False,retained_only
2023-01-31 00:00:00,2023-01-31 15:30:00+00:00,long,,334.0,,2.0,0.5,,False,sizing_3state_only
2023-02-01 00:00:00,2023-02-01 15:52:00+00:00,short,,-370.5,,3.0,0.5,,False,sizing_3state_only
2023-02-02,2023-02-02 15:31:00+00:00,long,-196.0,-600.0,1.0,3.0,1.0,3.061224489795918,True,matched_on_entry_time_and_direction
2023-02-06 00:00:00,2023-02-06 15:03:00+00:00,long,,-426.0,,3.0,0.75,,False,sizing_3state_only
2023-02-07 00:00:00,2023-02-07 15:01:00+00:00,short,,-556.0,,4.0,0.75,,False,sizing_3state_only
2023-02-08 00:00:00,2023-02-08 15:31:00+00:00,short,,543.0,,3.0,1.0,,False,sizing_3state_only
2023-02-09 00:00:00,2023-02-09 15:28:00+00:00,short,,1218.0,,3.0,1.0,,False,sizing_3state_only
2023-02-10 00:00:00,2023-02-10 15:03:00+00:00,short,,-523.5,,3.0,0.75,,False,sizing_3state_only
2023-02-13,2023-02-13 14:59:00+00:00,long,165.5,,1.0,,,,False,retained_only
2023-02-13 00:00:00,2023-02-13 15:02:00+00:00,long,,463.5,,3.0,1.0,,False,sizing_3state_only
2023-02-15 00:00:00,2023-02-15 15:09:00+00:00,short,,-750.0,,4.0,1.0,,False,sizing_3state_only
2023-02-16 00:00:00,2023-02-16 15:32:00+00:00,long,,-254.0,,1.0,0.5,,False,sizing_3state_only
2023-02-17 00:00:00,2023-02-17 16:27:00+00:00,short,,-189.5,,1.0,0.5,,False,sizing_3state_only
2023-02-21 00:00:00,2023-02-21 15:11:00+00:00,short,,636.0,,3.0,0.75,,False,sizing_3state_only
2023-02-22,2023-02-22 14:46:00+00:00,long,-226.0,,2.0,,,,False,retained_only
2023-02-22 00:00:00,2023-02-22 15:02:00+00:00,short,,-665.0,,5.0,1.0,,False,sizing_3state_only
2023-02-23 00:00:00,2023-02-23 15:07:00+00:00,short,,903.0,,3.0,0.75,,False,sizing_3state_only
2023-02-24 00:00:00,2023-02-24 15:08:00+00:00,short,,-279.0,,3.0,1.0,,False,sizing_3state_only
2023-02-27 00:00:00,2023-02-27 15:04:00+00:00,long,,-731.5,,7.0,1.0,,False,sizing_3state_only
2023-02-27,2023-02-27 15:09:00+00:00,long,-145.0,,1.0,,,,False,retained_only
2023-02-28 00:00:00,2023-02-28 15:05:00+00:00,long,,-447.0,,3.0,0.75,,False,sizing_3state_only
2023-03-01 00:00:00,2023-03-01 15:06:00+00:00,short,,284.0,,4.0,1.0,,False,sizing_3state_only
2023-03-02 00:00:00,2023-03-02 15:02:00+00:00,long,,837.0,,3.0,0.75,,False,sizing_3state_only
2023-03-03,2023-03-03 14:53:00+00:00,long,261.0,,1.0,,,,False,retained_only
2023-03-03 00:00:00,2023-03-03 15:16:00+00:00,long,,401.0,,2.0,0.75,,False,sizing_3state_only
2023-03-06 00:00:00,2023-03-06 15:09:00+00:00,long,,-657.0,,6.0,1.0,,False,sizing_3state_only
2023-03-06,2023-03-06 15:18:00+00:00,long,-146.5,,1.0,,,,False,retained_only
2023-03-07 00:00:00,2023-03-07 15:01:00+00:00,short,,636.0,,3.0,0.75,,False,sizing_3state_only
2023-03-08 00:00:00,2023-03-08 15:01:00+00:00,short,,-487.5,,3.0,0.75,,False,sizing_3state_only
2023-03-09,2023-03-09 14:47:00+00:00,long,-149.5,,1.0,,,,False,retained_only
2023-03-09 00:00:00,2023-03-09 15:04:00+00:00,long,,-236.0,,1.0,0.5,,False,sizing_3state_only
2023-03-10 00:00:00,2023-03-10 16:27:00+00:00,long,,-354.5,,1.0,0.5,,False,sizing_3state_only
2023-03-14,2023-03-14 14:23:00+00:00,long,-187.5,-750.0,1.0,4.0,1.0,4.0,True,matched_on_entry_time_and_direction
2023-03-15 00:00:00,2023-03-15 14:35:00+00:00,short,,-609.0,,3.0,1.0,,False,sizing_3state_only
2023-03-16 00:00:00,2023-03-16 14:02:00+00:00,long,,422.0,,1.0,0.5,,False,sizing_3state_only
2023-03-20 00:00:00,2023-03-20 14:50:00+00:00,long,,304.5,,3.0,1.0,,False,sizing_3state_only
2023-03-21,2023-03-21 14:01:00+00:00,long,-206.0,-498.0,2.0,4.0,0.75,2.4174757281553396,True,matched_on_entry_time_and_direction
2023-03-23,2023-03-23 14:01:00+00:00,long,-127.0,-508.0,1.0,4.0,0.75,4.0,True,matched_on_entry_time_and_direction
2023-03-24 00:00:00,2023-03-24 15:23:00+00:00,short,,-688.5,,3.0,1.0,,False,sizing_3state_only
2023-03-27,2023-03-27 13:52:00+00:00,long,-159.0,,1.0,,,,False,retained_only
2023-03-27 00:00:00,2023-03-27 14:31:00+00:00,short,,307.0,,2.0,0.5,,False,sizing_3state_only
2023-03-28 00:00:00,2023-03-28 14:33:00+00:00,short,,-206.5,,1.0,0.5,,False,sizing_3state_only
2023-03-29 00:00:00,2023-03-29 14:05:00+00:00,long,,-492.5,,5.0,0.75,,False,sizing_3state_only
2023-03-30 00:00:00,2023-03-30 14:01:00+00:00,long,,-710.5,,7.0,1.0,,False,sizing_3state_only
2023-03-31,2023-03-31 13:48:00+00:00,long,255.0,,1.0,,,,False,retained_only
2023-04-03 00:00:00,2023-04-03 14:23:00+00:00,long,,-695.0,,5.0,1.0,,False,sizing_3state_only
2023-04-04 00:00:00,2023-04-04 14:01:00+00:00,long,,-514.5,,3.0,0.75,,False,sizing_3state_only
2023-04-05 00:00:00,2023-04-05 14:05:00+00:00,short,,288.0,,4.0,0.75,,False,sizing_3state_only
2023-04-06 00:00:00,2023-04-06 14:03:00+00:00,long,,1270.0,,5.0,1.0,,False,sizing_3state_only
2023-04-11 00:00:00,2023-04-11 14:13:00+00:00,short,,8.0,,2.0,0.5,,False,sizing_3state_only
2023-04-12 00:00:00,2023-04-12 14:56:00+00:00,short,,224.0,,2.0,1.0,,False,sizing_3state_only
2023-04-13,2023-04-13 14:06:00+00:00,long,246.0,984.0,1.0,4.0,0.75,4.0,True,matched_on_entry_time_and_direction
2023-04-14,2023-04-14 13:57:00+00:00,long,-233.0,,1.0,,,,False,retained_only
2023-04-14 00:00:00,2023-04-14 14:33:00+00:00,short,,-313.5,,3.0,1.0,,False,sizing_3state_only
2023-04-17 00:00:00,2023-04-17 14:39:00+00:00,short,,-550.0,,4.0,1.0,,False,sizing_3state_only
