entity_name,month,pnl
m2k_only_baseline,2022-10,-12.374999999998408
m2k_only_baseline,2022-11,-30.0
m2k_only_baseline,2023-01,96.12500000000068
m2k_only_baseline,2023-03,-52.5
m2k_only_baseline,2023-04,-55.12499999999818
m2k_only_baseline,2023-05,-11.999999999999318
m2k_only_baseline,2023-06,87.00000000000159
m2k_only_baseline,2023-07,-27.499999999997726
m2k_only_baseline,2023-08,130.50000000000182
m2k_only_baseline,2023-09,1.1368683772161603e-12
m2k_only_baseline,2023-10,-36.37499999999818
m2k_only_baseline,2024-01,-8.249999999999318
m2k_only_baseline,2024-03,88.39999999999918
m2k_only_baseline,2024-04,-38.499999999997954
m2k_only_baseline,2024-05,11.625000000001364
m2k_only_baseline,2024-07,29.500000000000455
m2k_only_baseline,2024-08,1.5000000000009095
m2k_only_baseline,2024-09,-35.249999999998636
m2k_only_baseline,2024-12,91.37500000000045
m2k_only_baseline,2025-04,154.75000000000023
m2k_only_baseline,2025-05,-33.75
m2k_only_baseline,2025-08,-23.24999999999818
m2k_only_baseline,2025-12,-28.125
m2k_only_baseline,2026-01,-35.99999999999909
m2k_only_baseline,2026-03,213.00000000000182
mgc_only_baseline,2023-01,47.500000000002274
mgc_only_baseline,2023-02,-22.499999999997726
mgc_only_baseline,2023-05,-73.49999999999682
mgc_only_baseline,2024-03,-20.49999999999727
mgc_only_baseline,2024-05,99.20000000000528
mgc_only_baseline,2024-07,46.50000000000091
mgc_only_baseline,2024-09,-29.49999999999818
mgc_only_baseline,2024-11,-100.99999999999909
mgc_only_baseline,2025-01,21.000000000003638
mgc_only_baseline,2025-03,179.00000000000546
mgc_only_baseline,2025-05,-68.49999999999909
mgc_only_baseline,2025-07,247.50000000000455
mgc_only_baseline,2025-09,16.50000000000091
mgc_only_baseline,2025-11,166.49999999998727
mgc_only_baseline,2026-01,216.49999999998727
mgc_only_baseline,2026-03,492.4999999999909
raw_m2k_mgc_equal_weight,2022-10,-6.187499999999204
raw_m2k_mgc_equal_weight,2022-11,-15.0
raw_m2k_mgc_equal_weight,2023-01,71.81250000000148
raw_m2k_mgc_equal_weight,2023-02,-11.249999999998863
raw_m2k_mgc_equal_weight,2023-03,-26.25
raw_m2k_mgc_equal_weight,2023-04,-27.56249999999909
raw_m2k_mgc_equal_weight,2023-05,-42.74999999999807
raw_m2k_mgc_equal_weight,2023-06,43.500000000000796
raw_m2k_mgc_equal_weight,2023-07,-13.749999999998863
raw_m2k_mgc_equal_weight,2023-08,65.25000000000091
raw_m2k_mgc_equal_weight,2023-09,5.684341886080801e-13
raw_m2k_mgc_equal_weight,2023-10,-18.18749999999909
raw_m2k_mgc_equal_weight,2024-01,-4.124999999999659
raw_m2k_mgc_equal_weight,2024-03,33.950000000000955
raw_m2k_mgc_equal_weight,2024-04,-19.249999999998977
raw_m2k_mgc_equal_weight,2024-05,55.41250000000332
raw_m2k_mgc_equal_weight,2024-07,38.00000000000068
raw_m2k_mgc_equal_weight,2024-08,0.7500000000004547
raw_m2k_mgc_equal_weight,2024-09,-32.37499999999841
raw_m2k_mgc_equal_weight,2024-11,-50.499999999999545
raw_m2k_mgc_equal_weight,2024-12,45.68750000000023
raw_m2k_mgc_equal_weight,2025-01,10.500000000001819
raw_m2k_mgc_equal_weight,2025-03,89.50000000000273
raw_m2k_mgc_equal_weight,2025-04,77.37500000000011
raw_m2k_mgc_equal_weight,2025-05,-51.124999999999545
raw_m2k_mgc_equal_weight,2025-07,123.75000000000227
raw_m2k_mgc_equal_weight,2025-08,-11.62499999999909
raw_m2k_mgc_equal_weight,2025-09,8.250000000000455
raw_m2k_mgc_equal_weight,2025-11,83.24999999999363
raw_m2k_mgc_equal_weight,2025-12,-14.0625
raw_m2k_mgc_equal_weight,2026-01,90.24999999999409
raw_m2k_mgc_equal_weight,2026-03,352.74999999999636
strict_best_regime_gated,2022-10,-12.374999999998408
strict_best_regime_gated,2022-11,-30.0
strict_best_regime_gated,2023-01,119.87500000000182
strict_best_regime_gated,2023-02,-11.249999999998863
strict_best_regime_gated,2023-03,-52.5
strict_best_regime_gated,2023-04,-55.12499999999818
strict_best_regime_gated,2023-05,-48.749999999997726
strict_best_regime_gated,2023-06,87.00000000000159
strict_best_regime_gated,2023-07,-27.499999999997726
strict_best_regime_gated,2023-08,130.50000000000182
strict_best_regime_gated,2023-09,1.1368683772161603e-12
strict_best_regime_gated,2023-10,-36.37499999999818
strict_best_regime_gated,2024-01,-8.249999999999318
strict_best_regime_gated,2024-03,88.39999999999918
strict_best_regime_gated,2024-04,-38.499999999997954
strict_best_regime_gated,2024-05,72.00323227578097
strict_best_regime_gated,2024-07,54.86213008874269
strict_best_regime_gated,2024-08,1.5000000000009095
strict_best_regime_gated,2024-09,-51.33995349715638
strict_best_regime_gated,2024-11,-10.635731972697155
strict_best_regime_gated,2024-12,91.37500000000045
strict_best_regime_gated,2025-01,54.00000000000091
strict_best_regime_gated,2025-03,67.75000000000091
strict_best_regime_gated,2025-04,154.75000000000023
strict_best_regime_gated,2025-05,-67.99999999999955
strict_best_regime_gated,2025-07,-13.749999999997726
strict_best_regime_gated,2025-08,-23.24999999999818
strict_best_regime_gated,2025-11,83.24999999999363
strict_best_regime_gated,2025-12,-28.125
strict_best_regime_gated,2026-01,-35.99999999999909
strict_best_regime_gated,2026-03,346.74999999999727
