entity_name,session_date,daily_pnl,equity,drawdown
raw_m2k_mgc_equal_weight,2023-08-03,39.500000000000455,37.812500000009095,-12.812499999993179
raw_m2k_mgc_equal_weight,2023-09-01,5.684341886080801e-13,37.81250000000966,-12.81249999999261
raw_m2k_mgc_equal_weight,2023-10-03,-5.812499999999545,32.00000000001012,-18.624999999992156
raw_m2k_mgc_equal_weight,2023-10-20,-12.374999999999545,19.625000000010573,-30.9999999999917
raw_m2k_mgc_equal_weight,2024-01-30,-4.124999999999659,15.500000000010914,-35.12499999999136
raw_m2k_mgc_equal_weight,2024-03-08,57.32499999999959,72.8250000000105,0.0
raw_m2k_mgc_equal_weight,2024-03-20,-13.125,59.700000000010505,-13.125
raw_m2k_mgc_equal_weight,2024-03-21,-10.249999999998636,49.45000000001187,-23.374999999998636
raw_m2k_mgc_equal_weight,2024-04-01,-9.937499999999773,39.512500000012096,-33.31249999999841
raw_m2k_mgc_equal_weight,2024-04-02,-6.5625,32.950000000012096,-39.87499999999841
raw_m2k_mgc_equal_weight,2024-04-15,-6.749999999999545,26.20000000001255,-46.624999999997954
raw_m2k_mgc_equal_weight,2024-04-19,4.000000000000341,30.200000000012892,-42.62499999999761
raw_m2k_mgc_equal_weight,2024-05-03,55.35000000000082,85.55000000001371,0.0
raw_m2k_mgc_equal_weight,2024-05-15,9.00000000000091,94.55000000001462,0.0
raw_m2k_mgc_equal_weight,2024-05-22,-5.749999999998181,88.80000000001644,-5.749999999998181
raw_m2k_mgc_equal_weight,2024-05-23,-3.1875000000002274,85.61250000001621,-8.937499999998408
raw_m2k_mgc_equal_weight,2024-07-08,23.250000000000455,108.86250000001667,0.0
raw_m2k_mgc_equal_weight,2024-07-12,14.750000000000227,123.6125000000169,0.0
raw_m2k_mgc_equal_weight,2024-08-23,0.7500000000004547,124.36250000001735,0.0
raw_m2k_mgc_equal_weight,2024-09-06,-14.74999999999909,109.61250000001826,-14.74999999999909
raw_m2k_mgc_equal_weight,2024-09-25,-17.624999999999318,91.98750000001894,-32.37499999999841
raw_m2k_mgc_equal_weight,2024-11-06,-9.74999999999909,82.23750000001985,-42.1249999999975
raw_m2k_mgc_equal_weight,2024-11-25,-40.750000000000455,41.487500000019395,-82.87499999999795
raw_m2k_mgc_equal_weight,2024-12-27,-15.562499999999773,25.925000000019622,-98.43749999999773
raw_m2k_mgc_equal_weight,2024-12-30,61.25,87.17500000001962,-37.187499999997726
raw_m2k_mgc_equal_weight,2025-01-03,-19.249999999999545,67.92500000002008,-56.43749999999727
raw_m2k_mgc_equal_weight,2025-01-06,-24.249999999999545,43.67500000002053,-80.68749999999682
raw_m2k_mgc_equal_weight,2025-01-10,-23.75,19.925000000020532,-104.43749999999682
raw_m2k_mgc_equal_weight,2025-01-15,77.75000000000091,97.67500000002144,-26.687499999995907
raw_m2k_mgc_equal_weight,2025-03-04,21.75000000000182,119.42500000002326,-4.937499999994088
raw_m2k_mgc_equal_weight,2025-03-21,67.75000000000091,187.17500000002417,0.0
raw_m2k_mgc_equal_weight,2025-04-01,77.37500000000011,264.5500000000243,0.0
raw_m2k_mgc_equal_weight,2025-05-08,-34.249999999999545,230.30000000002474,-34.249999999999545
raw_m2k_mgc_equal_weight,2025-05-21,-16.875,213.42500000002474,-51.124999999999545
raw_m2k_mgc_equal_weight,2025-07-08,-13.749999999997726,199.675000000027,-64.87499999999727
raw_m2k_mgc_equal_weight,2025-07-16,137.5,337.175000000027,0.0
raw_m2k_mgc_equal_weight,2025-08-12,-9.187499999999318,327.9875000000277,-9.187499999999318
raw_m2k_mgc_equal_weight,2025-08-20,-2.4374999999997726,325.5500000000279,-11.62499999999909
raw_m2k_mgc_equal_weight,2025-09-04,8.250000000000455,333.8000000000284,-3.3749999999986358
raw_m2k_mgc_equal_weight,2025-11-11,83.24999999999363,417.050000000022,0.0
raw_m2k_mgc_equal_weight,2025-12-11,-14.0625,402.987500000022,-14.0625
raw_m2k_mgc_equal_weight,2026-01-06,-17.999999999999545,384.98750000002246,-32.062499999999545
raw_m2k_mgc_equal_weight,2026-01-14,108.24999999999363,493.2375000000161,0.0
raw_m2k_mgc_equal_weight,2026-03-02,-5.9999999999990905,487.237500000017,-5.9999999999990905
raw_m2k_mgc_equal_weight,2026-03-03,358.74999999999545,845.9875000000125,0.0
strict_best_regime_gated,2022-10-14,-12.374999999998408,-12.374999999998408,0.0
strict_best_regime_gated,2022-11-10,-30.0,-42.37499999999841,-30.0
strict_best_regime_gated,2023-01-18,96.12500000000068,53.750000000002274,0.0
strict_best_regime_gated,2023-01-26,23.750000000001137,77.50000000000341,0.0
strict_best_regime_gated,2023-02-28,-11.249999999998863,66.25000000000455,-11.249999999998863
strict_best_regime_gated,2023-03-10,-52.5,13.750000000004547,-63.74999999999886
strict_best_regime_gated,2023-04-04,-19.499999999999318,-5.74999999999477,-83.24999999999818
strict_best_regime_gated,2023-04-05,-35.62499999999886,-41.37499999999363,-118.87499999999704
strict_best_regime_gated,2023-05-11,-36.74999999999841,-78.12499999999204,-155.62499999999545
strict_best_regime_gated,2023-05-26,-11.999999999999318,-90.12499999999136,-167.62499999999477
strict_best_regime_gated,2023-06-05,47.000000000000455,-43.124999999990905,-120.62499999999432
strict_best_regime_gated,2023-06-20,40.00000000000114,-3.124999999989768,-80.62499999999318
strict_best_regime_gated,2023-07-18,7.000000000000455,3.8750000000106866,-73.62499999999272
strict_best_regime_gated,2023-07-20,-7.8749999999990905,-3.999999999988404,-81.49999999999181
strict_best_regime_gated,2023-07-27,-26.62499999999909,-30.624999999987494,-108.1249999999909
strict_best_regime_gated,2023-08-01,51.50000000000091,20.875000000013415,-56.624999999989996
strict_best_regime_gated,2023-08-03,79.00000000000091,99.87500000001432,0.0
strict_best_regime_gated,2023-09-01,1.1368683772161603e-12,99.87500000001546,0.0
strict_best_regime_gated,2023-10-03,-11.62499999999909,88.25000000001637,-11.62499999999909
strict_best_regime_gated,2023-10-20,-24.74999999999909,63.50000000001728,-36.37499999999818
strict_best_regime_gated,2024-01-30,-8.249999999999318,55.25000000001796,-44.6249999999975
strict_best_regime_gated,2024-03-08,114.64999999999918,169.90000000001714,0.0
strict_best_regime_gated,2024-03-20,-26.25,143.65000000001714,-26.25
strict_best_regime_gated,2024-04-01,-19.874999999999545,123.7750000000176,-46.124999999999545
strict_best_regime_gated,2024-04-02,-13.125,110.6500000000176,-59.249999999999545
strict_best_regime_gated,2024-04-15,-13.49999999999909,97.15000000001851,-72.74999999999864
strict_best_regime_gated,2024-04-19,8.000000000000682,105.15000000001919,-64.74999999999795
strict_best_regime_gated,2024-05-03,60.37823227577961,165.5282322757988,-4.37176772421833
strict_best_regime_gated,2024-05-15,18.00000000000182,183.52823227580063,0.0
strict_best_regime_gated,2024-05-23,-6.375000000000455,177.15323227580018,-6.375000000000455
strict_best_regime_gated,2024-07-08,25.362130088742234,202.5153623645424,0.0
strict_best_regime_gated,2024-07-12,29.500000000000455,232.01536236454285,0.0
strict_best_regime_gated,2024-08-23,1.5000000000009095,233.51536236454376,0.0
strict_best_regime_gated,2024-09-06,-16.089953497157744,217.425408867386,-16.08995349715775
strict_best_regime_gated,2024-09-25,-35.249999999998636,182.17540886738738,-51.33995349715639
strict_best_regime_gated,2024-11-06,-10.635731972697155,171.53967689469022,-61.975685469853545
strict_best_regime_gated,2024-12-27,-31.124999999999545,140.41467689469067,-93.10068546985309
strict_best_regime_gated,2024-12-30,122.5,262.9146768946907,0.0
strict_best_regime_gated,2025-01-10,-23.75,239.16467689469067,-23.75
strict_best_regime_gated,2025-01-15,77.75000000000091,316.9146768946916,0.0
strict_best_regime_gated,2025-03-21,67.75000000000091,384.6646768946925,0.0
strict_best_regime_gated,2025-04-01,154.75000000000023,539.4146768946928,0.0
strict_best_regime_gated,2025-05-08,-34.249999999999545,505.16467689469323,-34.249999999999545
strict_best_regime_gated,2025-05-21,-33.75,471.41467689469323,-67.99999999999955
strict_best_regime_gated,2025-07-08,-13.749999999997726,457.6646768946955,-81.74999999999727
strict_best_regime_gated,2025-08-12,-18.374999999998636,439.28967689469687,-100.12499999999591
strict_best_regime_gated,2025-08-20,-4.874999999999545,434.4146768946973,-104.99999999999545
strict_best_regime_gated,2025-11-11,83.24999999999363,517.664676894691,-21.75000000000182
strict_best_regime_gated,2025-12-11,-28.125,489.53967689469096,-49.87500000000182
strict_best_regime_gated,2026-01-06,-35.99999999999909,453.53967689469187,-85.87500000000091
strict_best_regime_gated,2026-03-02,-11.999999999998181,441.5396768946937,-97.87499999999909
strict_best_regime_gated,2026-03-03,358.74999999999545,800.2896768946891,0.0
