entity_name,session_date,daily_pnl,equity,drawdown
m2k_only_baseline,2022-10-14,-12.374999999998408,-12.374999999998408,0.0
m2k_only_baseline,2022-11-10,-30.0,-42.37499999999841,-30.0
m2k_only_baseline,2023-01-18,96.12500000000068,53.750000000002274,0.0
m2k_only_baseline,2023-03-10,-52.5,1.2500000000022737,-52.5
m2k_only_baseline,2023-04-04,-19.499999999999318,-18.249999999997044,-71.99999999999932
m2k_only_baseline,2023-04-05,-35.62499999999886,-53.87499999999591,-107.62499999999818
m2k_only_baseline,2023-05-26,-11.999999999999318,-65.87499999999523,-119.6249999999975
m2k_only_baseline,2023-06-05,47.000000000000455,-18.87499999999477,-72.62499999999704
m2k_only_baseline,2023-06-20,40.00000000000114,21.125000000006366,-32.62499999999591
m2k_only_baseline,2023-07-18,7.000000000000455,28.12500000000682,-25.624999999995453
m2k_only_baseline,2023-07-20,-7.8749999999990905,20.25000000000773,-33.49999999999454
m2k_only_baseline,2023-07-27,-26.62499999999909,-6.37499999999136,-60.12499999999363
m2k_only_baseline,2023-08-01,51.50000000000091,45.12500000000955,-8.624999999992724
m2k_only_baseline,2023-08-03,79.00000000000091,124.12500000001046,0.0
m2k_only_baseline,2023-09-01,1.1368683772161603e-12,124.1250000000116,0.0
m2k_only_baseline,2023-10-03,-11.62499999999909,112.5000000000125,-11.62499999999909
m2k_only_baseline,2023-10-20,-24.74999999999909,87.75000000001342,-36.37499999999818
m2k_only_baseline,2024-01-30,-8.249999999999318,79.5000000000141,-44.6249999999975
m2k_only_baseline,2024-03-08,114.64999999999918,194.15000000001328,0.0
m2k_only_baseline,2024-03-20,-26.25,167.90000000001328,-26.25
m2k_only_baseline,2024-04-01,-19.874999999999545,148.02500000001373,-46.124999999999545
m2k_only_baseline,2024-04-02,-13.125,134.90000000001373,-59.249999999999545
m2k_only_baseline,2024-04-15,-13.49999999999909,121.40000000001464,-72.74999999999864
m2k_only_baseline,2024-04-19,8.000000000000682,129.40000000001532,-64.74999999999795
m2k_only_baseline,2024-05-15,18.00000000000182,147.40000000001714,-46.749999999996135
m2k_only_baseline,2024-05-23,-6.375000000000455,141.0250000000167,-53.12499999999659
m2k_only_baseline,2024-07-12,29.500000000000455,170.52500000001714,-23.624999999996135
m2k_only_baseline,2024-08-23,1.5000000000009095,172.02500000001805,-22.124999999995225
m2k_only_baseline,2024-09-25,-35.249999999998636,136.77500000001942,-57.37499999999386
m2k_only_baseline,2024-12-27,-31.124999999999545,105.65000000001987,-88.4999999999934
m2k_only_baseline,2024-12-30,122.5,228.15000000001987,0.0
m2k_only_baseline,2025-04-01,154.75000000000023,382.9000000000201,0.0
m2k_only_baseline,2025-05-21,-33.75,349.1500000000201,-33.75
m2k_only_baseline,2025-08-12,-18.374999999998636,330.77500000002146,-52.124999999998636
m2k_only_baseline,2025-08-20,-4.874999999999545,325.9000000000219,-56.99999999999818
m2k_only_baseline,2025-12-11,-28.125,297.7750000000219,-85.12499999999818
m2k_only_baseline,2026-01-06,-35.99999999999909,261.7750000000228,-121.12499999999727
m2k_only_baseline,2026-03-02,-11.999999999998181,249.77500000002465,-133.12499999999545
m2k_only_baseline,2026-03-03,225.0,474.77500000002465,0.0
mgc_only_baseline,2023-01-26,47.500000000002274,47.500000000002274,0.0
mgc_only_baseline,2023-02-28,-22.499999999997726,25.000000000004547,-22.499999999997726
mgc_only_baseline,2023-05-11,-73.49999999999682,-48.49999999999227,-95.99999999999454
mgc_only_baseline,2024-03-21,-20.49999999999727,-68.99999999998954,-116.49999999999181
mgc_only_baseline,2024-05-03,110.70000000000164,41.700000000012096,-5.7999999999901775
mgc_only_baseline,2024-05-22,-11.499999999996362,30.200000000015734,-17.29999999998654
mgc_only_baseline,2024-07-08,46.50000000000091,76.70000000001664,0.0
mgc_only_baseline,2024-09-06,-29.49999999999818,47.20000000001846,-29.49999999999818
mgc_only_baseline,2024-11-06,-19.49999999999818,27.70000000002028,-48.99999999999636
mgc_only_baseline,2024-11-25,-81.50000000000091,-53.79999999998063,-130.49999999999727
mgc_only_baseline,2025-01-03,-38.49999999999909,-92.29999999997972,-168.99999999999636
mgc_only_baseline,2025-01-06,-48.49999999999909,-140.7999999999788,-217.49999999999545
mgc_only_baseline,2025-01-10,-47.5,-188.2999999999788,-264.99999999999545
mgc_only_baseline,2025-01-15,155.50000000000182,-32.79999999997699,-109.49999999999363
mgc_only_baseline,2025-03-04,43.50000000000364,10.700000000026648,-65.99999999999
mgc_only_baseline,2025-03-21,135.50000000000182,146.20000000002847,0.0
mgc_only_baseline,2025-05-08,-68.49999999999909,77.70000000002938,-68.49999999999909
mgc_only_baseline,2025-07-08,-27.499999999995453,50.200000000033924,-95.99999999999454
mgc_only_baseline,2025-07-16,275.0,325.2000000000339,0.0
mgc_only_baseline,2025-09-04,16.50000000000091,341.70000000003483,0.0
mgc_only_baseline,2025-11-11,166.49999999998727,508.2000000000221,0.0
mgc_only_baseline,2026-01-14,216.49999999998727,724.7000000000094,0.0
mgc_only_baseline,2026-03-03,492.4999999999909,1217.2000000000003,0.0
raw_m2k_mgc_equal_weight,2022-10-14,-6.187499999999204,-6.187499999999204,0.0
raw_m2k_mgc_equal_weight,2022-11-10,-15.0,-21.187499999999204,-15.0
raw_m2k_mgc_equal_weight,2023-01-18,48.06250000000034,26.875000000001137,0.0
raw_m2k_mgc_equal_weight,2023-01-26,23.750000000001137,50.625000000002274,0.0
raw_m2k_mgc_equal_weight,2023-02-28,-11.249999999998863,39.37500000000341,-11.249999999998863
raw_m2k_mgc_equal_weight,2023-03-10,-26.25,13.12500000000341,-37.49999999999886
raw_m2k_mgc_equal_weight,2023-04-04,-9.749999999999659,3.3750000000037517,-47.24999999999852
raw_m2k_mgc_equal_weight,2023-04-05,-17.81249999999943,-14.43749999999568,-65.06249999999795
raw_m2k_mgc_equal_weight,2023-05-11,-36.74999999999841,-51.18749999999409,-101.81249999999636
raw_m2k_mgc_equal_weight,2023-05-26,-5.999999999999659,-57.18749999999375,-107.81249999999602
raw_m2k_mgc_equal_weight,2023-06-05,23.500000000000227,-33.68749999999352,-84.3124999999958
raw_m2k_mgc_equal_weight,2023-06-20,20.00000000000057,-13.687499999992951,-64.31249999999523
raw_m2k_mgc_equal_weight,2023-07-18,3.5000000000002274,-10.187499999992724,-60.812499999995
raw_m2k_mgc_equal_weight,2023-07-20,-3.9374999999995453,-14.12499999999227,-64.74999999999454
raw_m2k_mgc_equal_weight,2023-07-27,-13.312499999999545,-27.437499999991815,-78.06249999999409
raw_m2k_mgc_equal_weight,2023-08-01,25.750000000000455,-1.6874999999913598,-52.31249999999363
