trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd
1,2019-05-07,short,6,2019-05-07 10:02:00-04:00,7693.5,7753.25,7574.0,2019-05-07 16:00:00-04:00,7664.0,time_exit,50000.0,1.5,750.0,123.0,738.0,738.0,92322.0,1.84644,29.5,118.0,354.0,15.0,339.0
2,2019-05-09,short,5,2019-05-09 10:05:00-04:00,7499.5,7566.25,7366.0,2019-05-09 12:30:00-04:00,7566.75,stop,50000.0,1.5,750.0,137.0,685.0,685.0,74995.0,1.4999,-67.25,-269.0,-672.5,12.5,-685.0
3,2019-05-13,short,5,2019-05-13 10:02:00-04:00,7372.5,7445.25,7227.0,2019-05-13 16:00:00-04:00,7337.25,time_exit,50000.0,1.5,750.0,149.0,745.0,745.0,73725.0,1.4745,35.25,141.0,352.5,12.5,340.0
4,2019-05-20,long,6,2019-05-20 10:26:00-04:00,7418.75,7361.0,7534.25,2019-05-20 16:00:00-04:00,7391.75,time_exit,50000.0,1.5,750.0,119.0,714.0,714.0,89025.0,1.7805,-27.0,-108.0,-324.0,15.0,-339.0
5,2019-06-03,short,4,2019-06-03 10:02:00-04:00,7042.0,7133.0,6860.0,2019-06-03 16:00:00-04:00,6981.5,time_exit,50000.0,1.5,750.0,185.5,742.0,742.0,56336.0,1.12672,60.5,242.0,484.0,10.0,474.0
6,2019-06-18,long,4,2019-06-18 10:04:00-04:00,7682.25,7597.5,7851.75,2019-06-18 16:00:00-04:00,7638.0,time_exit,50000.0,1.5,750.0,173.0,692.0,692.0,61458.0,1.22916,-44.25,-177.0,-354.0,10.0,-364.0
7,2019-08-02,short,7,2019-08-02 10:05:00-04:00,7716.5,7766.5,7616.5,2019-08-02 16:00:00-04:00,7698.75,time_exit,50000.0,1.5,750.0,103.5,724.5,724.5,108031.0,2.16062,17.75,71.0,248.5,17.5,231.0
8,2019-08-06,long,7,2019-08-06 10:04:00-04:00,7530.75,7485.25,7621.75,2019-08-06 10:14:00-04:00,7484.75,stop,50000.0,1.5,750.0,94.5,661.5,661.5,105430.5,2.10861,-46.0,-184.0,-644.0,17.5,-661.5
9,2019-08-07,long,4,2019-08-07 10:11:00-04:00,7466.0,7387.25,7623.5,2019-08-07 16:00:00-04:00,7565.75,time_exit,50000.0,1.5,750.0,161.0,644.0,644.0,59728.0,1.19456,99.75,399.0,798.0,10.0,788.0
10,2019-08-13,long,1,2019-08-13 10:27:00-04:00,7776.0,7554.75,8218.5,2019-08-13 16:00:00-04:00,7740.0,time_exit,50000.0,1.5,750.0,446.0,446.0,446.0,15552.0,0.31104,-36.0,-144.0,-72.0,2.5,-74.5
11,2019-08-14,short,7,2019-08-14 10:13:00-04:00,7583.5,7634.75,7481.0,2019-08-14 16:12:00-04:00,7481.5,target,50000.0,1.5,750.0,106.0,742.0,742.0,106169.0,2.12338,102.0,408.0,1428.0,17.5,1410.5
12,2019-08-23,long,5,2019-08-23 10:06:00-04:00,7688.5,7627.25,7811.0,2019-08-23 11:02:00-04:00,7626.75,stop,50000.0,1.5,750.0,126.0,630.0,630.0,76885.0,1.5377,-61.75,-247.0,-617.5,12.5,-630.0
13,2019-09-03,short,5,2019-09-03 10:05:00-04:00,7612.0,7677.25,7481.5,2019-09-03 16:00:00-04:00,7612.5,time_exit,50000.0,1.5,750.0,134.0,670.0,670.0,76120.0,1.5224,-0.5,-2.0,-5.0,12.5,-17.5
14,2019-10-03,short,4,2019-10-03 10:01:00-04:00,7511.0,7586.5,7360.0,2019-10-03 11:06:00-04:00,7587.0,stop,50000.0,1.5,750.0,154.5,618.0,618.0,60088.0,1.20176,-76.0,-304.0,-608.0,10.0,-618.0
