session_date,signal_index,timestamp,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,minute_of_day,weekday,bar_in_session,session_vwap,continuous_session_date,continuous_session_vwap,or_high,or_low,or_width,or_midpoint,atr_25,atr_26,atr_27,atr_28,atr_29,atr_30,signal,raw_signal,atr_filter_pass,direction_filter_pass,filter_pass,filtered_out,atr_10,atr_20,vol_std_15,vol_std_60,rth_open,atr_20_open,rth_close,prev_rth_close,overnight_range_pts,trade_id,entry_time,exit_time,direction,quantity,net_pnl_usd,trade_risk_usd,fees,exit_reason,phase,weekday_name,atr_ratio_10_30,opening_range_width_pts,realized_vol_ratio_15_60,gap_abs_atr20,signal_vwap_distance_atr20,signal_extension_over_or,nominal_selected
2019-08-14,93079,2019-08-14 10:12:00-04:00,33,1,8084,7585.75,7588.5,7580.5,7584.0,1015,MNQ.c.0,612,2,613,7642.999180660691,2019-08-14,7652.946515544226,7634.25,7586.0,48.25,7610.125,11.06,10.990384615384615,11.00925925925926,11.517857142857142,11.474137931034482,11.341666666666667,-1,-1,True,True,True,False,9.95,10.55,0.0006542557073781601,0.0007908251428182433,7607.75,6.075,7505.75,7740.5,171.25,72,2019-08-14 10:13:00-04:00,2019-08-14 16:09:00-04:00,short,7,1407.0,735.0,17.5,target,is,wednesday,0.8772961058045554,48.25,0.8273076713856186,21.85185185185185,6.5352147435285115,0.04145077720207254,True
2019-08-23,102603,2019-08-23 10:05:00-04:00,33,1,8084,7674.25,7688.5,7674.0,7688.25,1193,MNQ.c.0,605,4,605,7681.8020943464,2019-08-23,7687.009560106181,7674.5,7627.75,46.75,7651.125,10.51,10.451923076923077,10.425925925925926,10.285714285714286,10.129310344827585,10.241666666666667,1,1,True,True,True,False,15.125,11.4875,0.0009408419719909825,0.0006731240201134121,7663.25,4.9,7482.5,7712.25,125.5,79,2019-08-23 10:06:00-04:00,2019-08-23 11:02:00-04:00,long,6,-750.0,750.0,15.0,stop,is,friday,1.4768104149715215,46.75,1.3977245557697726,10.0,0.10798171001687071,0.29411764705882354,True
2019-09-03,111909,2019-09-03 10:04:00-04:00,33,1,8084,7634.75,7634.75,7608.25,7612.75,3538,MNQ.c.0,604,1,604,7636.048700170916,2019-09-03,7636.876678898219,7676.75,7627.5,49.25,7652.125,9.93,9.836538461538462,9.777777777777779,9.830357142857142,9.905172413793103,10.016666666666667,-1,-1,True,True,True,False,11.925,10.5,0.0014298561767774939,0.0008840796237021951,7638.5,5.5,7612.0,7614.0,70.5,86,2019-09-03 10:05:00-04:00,2019-09-03 16:00:00-04:00,short,5,-12.5,665.0,12.5,time_exit,is,tuesday,1.1905158069883528,49.25,1.6173386858412033,4.454545454545454,2.297778942687555,0.29949238578680204,True
2019-10-03,139495,2019-10-03 10:00:00-04:00,33,1,8107,7568.0,7568.0,7503.25,7511.5,3804,MNQ.c.0,600,3,600,7567.281407067652,2019-10-03,7566.5266811383135,7586.0,7549.0,37.0,7567.5,9.95,9.846153846153847,9.768518518518519,9.714285714285714,10.060344827586206,10.241666666666667,-1,-1,True,True,True,False,12.375,10.0875,0.0021316845758722136,0.0011770775318042629,7567.5,3.4,7656.0,7570.25,45.0,107,2019-10-03 10:01:00-04:00,2019-10-03 11:06:00-04:00,short,4,-614.0,614.0,10.0,stop,is,thursday,1.2082994304312449,37.0,1.810997592150704,0.8088235294117647,5.454937411480893,1.0135135135135136,True
2019-10-04,140856,2019-10-04 10:00:00-04:00,33,1,8107,7717.75,7724.75,7714.25,7723.5,1560,MNQ.c.0,600,4,600,7670.7804950755335,2019-10-04,7668.866874276033,7718.5,7682.25,36.25,7700.375,8.77,8.865384615384615,9.037037037037036,9.232142857142858,9.439655172413794,9.825,1,1,True,True,True,False,7.925,8.275,0.0005625591879719311,0.0005976409690393028,7688.25,4.05,7759.25,7656.0,78.75,108,2019-10-04 10:01:00-04:00,2019-10-04 16:00:00-04:00,long,8,552.0,688.0,20.0,time_exit,is,friday,0.806615776081425,36.25,0.9412995713400221,7.962962962962964,6.602190419814764,0.13793103448275862,True
2019-12-12,207014,2019-12-12 10:00:00-05:00,33,1,8107,8464.25,8474.0,8464.25,8473.25,2011,MNQ.c.0,600,3,600,8420.557451121553,2019-12-12,8419.797940201364,8465.75,8381.0,84.75,8423.375,9.26,10.125,10.037037037037036,9.892857142857142,10.008620689655173,10.033333333333333,1,1,True,True,True,False,6.475,7.0875,0.00036334151193825567,0.0005808054217917865,8392.25,2.4875,8460.5,8403.75,47.25,157,2019-12-12 10:01:00-05:00,2019-12-12 16:00:00-05:00,long,3,-85.5,565.5,7.5,time_exit,is,thursday,0.6453488372093023,84.75,0.6255821628134014,4.623115577889448,7.5417368322590015,0.08849557522123894,True
2019-12-13,208337,2019-12-13 10:01:00-05:00,33,1,8107,8480.5,8495.0,8477.0,8493.5,361,MNQ.c.0,601,4,575,8482.136822108363,2019-12-13,8487.512645344785,8486.75,8440.0,46.75,8463.375,8.62,8.615384615384615,9.287037037037036,9.285714285714286,9.25,9.25,1,1,True,True,True,False,9.65,8.2875,0.0005090776031555337,0.0006703277318739081,8455.75,9.675,8491.0,8460.5,87.0,158,2019-12-13 10:02:00-05:00,2019-12-13 16:00:00-05:00,long,6,-45.0,663.0,15.0,time_exit,is,friday,1.0432432432432432,46.75,0.7594458336557284,0.49095607235142114,0.7224560669943063,0.1443850267379679,True
2020-01-31,249644,2020-01-31 10:08:00-05:00,33,1,8196,9107.0,9107.75,9098.25,9099.0,1220,MNQ.c.0,608,4,609,9164.109334937088,2020-01-31,9176.50418235048,9184.0,9102.75,81.25,9143.375,9.02,9.028846153846153,9.064814814814815,9.151785714285714,9.422413793103448,9.508333333333333,-1,-1,True,True,True,False,9.4,9.375,0.0006101105184137733,0.0006040761530004171,9181.75,5.1875,9000.25,9153.5,110.75,188,2020-01-31 10:09:00-05:00,2020-01-31 16:00:00-05:00,short,4,774.0,700.0,10.0,time_exit,is,friday,0.988606485539001,81.25,1.0099894117378807,5.445783132530121,8.26711278405118,0.046153846153846156,True
2020-02-05,253745,2020-02-05 10:14:00-05:00,33,1,8196,9372.75,9378.25,9369.0,9370.5,977,MNQ.c.0,614,2,615,9409.858883463872,2020-02-05,9398.30809700029,9457.75,9371.75,86.0,9414.75,10.47,10.413461538461538,10.481481481481481,10.428571428571429,10.53448275862069,10.675,-1,-1,True,True,True,False,10.2,10.75,0.0006447606194204829,0.000664176984412032,9457.0,3.3,9380.5,9340.25,146.0,191,2020-02-05 10:15:00-05:00,2020-02-05 16:00:00-05:00,short,4,-94.0,716.0,10.0,time_exit,is,wednesday,0.9555035128805619,86.0,0.9707662784961788,35.37878787878788,2.5867997209572295,0.014534883720930232,True
2020-02-21,269926,2020-02-21 10:40:00-05:00,33,1,8196,9495.75,9498.5,9475.25,9478.0,3676,MNQ.c.0,640,4,641,9544.752214355653,2020-02-21,9554.366884252859,9604.75,9481.5,123.25,9543.125,9.35,9.403846153846153,9.63888888888889,9.723214285714286,9.663793103448276,9.733333333333333,-1,-1,True,True,True,False,10.0,8.9875,0.0005985894354416558,0.0008035466535420811,9589.75,4.3,9458.75,9636.5,85.0,203,2020-02-21 10:41:00-05:00,2020-02-21 16:00:00-05:00,short,2,73.0,513.0,5.0,time_exit,is,friday,1.0273972602739727,123.25,0.7449342646167939,10.872093023255815,8.49701076526939,0.028397565922920892,True
2020-02-25,272636,2020-02-25 10:20:00-05:00,33,1,8196,9098.25,9098.75,9087.5,9089.75,2116,MNQ.c.0,620,1,621,9145.862502782233,2020-02-25,9150.40567755582,9190.75,9093.25,97.5,9142.0,14.29,14.221153846153847,13.962962962962964,14.098214285714286,14.043103448275861,14.116666666666667,-1,-1,True,True,True,False,12.45,12.9,0.0006496275240644361,0.0011012898276465438,9159.25,6.3125,8851.5,9079.75,171.25,205,2020-02-25 10:21:00-05:00,2020-02-25 14:01:00-05:00,short,3,1215.0,621.0,7.5,target,is,tuesday,0.8819362455726091,97.5,0.5898788018887726,12.594059405940595,4.701990508203112,0.035897435897435895,True
2020-02-26,274016,2020-02-26 10:35:00-05:00,33,1,8196,9012.25,9022.75,9011.25,9016.75,2524,MNQ.c.0,635,2,636,8886.6163893062,2020-02-26,8890.572896494785,9015.5,8880.0,135.5,8947.75,13.13,13.326923076923077,13.24074074074074,13.258928571428571,13.172413793103448,13.341666666666667,1,1,True,True,True,False,13.35,12.7,0.000952052212204775,0.0010509304684794205,8890.25,10.9375,8867.0,8851.5,238.5,206,2020-02-26 10:36:00-05:00,2020-02-26 12:16:00-05:00,long,2,-554.0,554.0,5.0,stop,is,wednesday,1.0006246096189881,135.5,0.905913607759692,3.5428571428571427,9.935205000410646,0.00922509225092251,True
2020-02-27,275369,2020-02-27 10:23:00-05:00,33,1,8196,8620.5,8626.75,8596.75,8601.25,3656,MNQ.c.0,623,3,624,8711.733371374248,2020-02-27,8729.325869371582,8722.5,8605.0,117.5,8663.75,19.54,19.576923076923077,19.5,19.678571428571427,19.853448275862068,19.958333333333332,-1,-1,True,True,True,False,18.3,19.1125,0.0011099102147468082,0.0014536382005974362,8657.5,12.4875,8462.75,8867.0,231.5,207,2020-02-27 10:24:00-05:00,2020-02-27 11:18:00-05:00,short,3,-744.0,744.0,7.5,stop,is,thursday,0.916910229645094,117.5,0.7635395205565195,16.776776776776774,6.701157324870193,0.031914893617021274,True
2020-03-04,280482,2020-03-04 10:22:00-05:00,33,1,8196,8769.75,8784.75,8766.25,8783.5,1847,MNQ.c.0,622,2,623,8736.88856807688,2020-03-04,8715.123848520838,8783.0,8665.5,117.5,8724.25,17.41,17.384615384615383,17.73148148148148,17.741071428571427,17.810344827586206,18.016666666666666,1,1,True,True,True,False,13.125,16.4875,0.001122758848817971,0.0014338650027113915,8745.5,9.325,8917.25,8606.25,301.75,210,2020-03-04 10:23:00-05:00,2020-03-04 16:00:00-05:00,long,3,795.0,718.5,7.5,time_exit,is,wednesday,0.7284921369102683,117.5,0.783029676221172,14.932975871313674,4.1471509615867905,0.00425531914893617,True
2020-03-05,281843,2020-03-05 10:18:00-05:00,33,1,8196,8766.0,8788.0,8766.0,8783.5,2572,MNQ.c.0,618,3,619,8751.576187798342,2020-03-05,8767.942271096985,8782.25,8701.75,80.5,8742.0,15.01,14.807692307692308,14.805555555555555,15.25,15.172413793103448,15.441666666666666,1,1,True,True,True,False,13.15,15.15,0.0010130968311189736,0.0011982301858269998,8716.75,10.2,8653.75,8917.25,227.75,211,2020-03-05 10:19:00-05:00,2020-03-05 12:42:00-05:00,long,4,-674.0,674.0,10.0,stop,is,thursday,0.8515920129519698,80.5,0.8454943324764848,19.656862745098042,1.026912798878893,0.015527950310559006,True
2020-03-06,283215,2020-03-06 10:25:00-05:00,33,1,8196,8464.25,8479.75,8459.75,8478.25,3230,MNQ.c.0,625,4,626,8442.248690461749,2020-03-06,8472.677579550875,8462.0,8363.75,98.25,8412.875,19.69,19.778846153846153,19.62037037037037,20.321428571428573,20.21551724137931,20.066666666666666,1,1,True,True,True,False,18.9,20.2625,0.0011028725756913609,0.0014429474211111845,8384.75,14.2125,8513.25,8653.75,414.0,212,2020-03-06 10:26:00-05:00,2020-03-06 14:34:00-05:00,long,3,-703.5,703.5,7.5,stop,is,friday,0.941860465116279,98.25,0.764319308905976,18.927000879507474,0.27501149656386303,0.16539440203562342,True
2020-03-10,285580,2020-03-10 10:20:00-04:00,33,1,8196,8227.75,8255.25,8227.75,8247.25,2156,MNQ.c.0,620,1,621,8232.433030404309,2020-03-10,8196.595922192048,8244.75,8134.0,110.75,8189.375,16.56,16.701923076923077,16.583333333333332,16.6875,16.81896551724138,16.783333333333335,1,1,True,True,True,False,17.5,16.675,0.001232423612473146,0.0013982442668073237,8237.0,11.975,8376.75,7890.0,530.5,214,2020-03-10 10:21:00-04:00,2020-03-10 10:46:00-04:00,long,3,-691.5,691.5,7.5,stop,is,tuesday,1.0427010923535251,110.75,0.8814079497620229,28.977035490605427,3.037725805574362,0.022573363431151242,True
2020-03-11,286955,2020-03-11 10:30:00-04:00,33,1,8196,8134.5,8134.5,8119.5,8120.75,2719,MNQ.c.0,630,2,631,8157.41653972706,2020-03-11,8165.9843324688045,8217.25,8127.0,90.25,8172.125,17.41,17.625,17.685185185185187,17.633928571428573,17.517241379310345,17.341666666666665,-1,-1,True,True,True,False,14.875,16.1,0.0011775167014868055,0.0013610511871462324,8163.75,11.5375,7986.25,8376.75,263.5,215,2020-03-11 10:31:00-04:00,2020-03-11 15:07:00-04:00,short,3,1167.0,597.0,7.5,target,is,wednesday,0.8577606919750121,90.25,0.8651524002971184,18.461538461538463,2.809585867627608,0.06925207756232687,True
2020-03-24,296934,2020-03-24 10:25:00-04:00,33,1,8204,7430.75,7448.0,7424.75,7440.0,1990,MNQ.c.0,625,1,606,7316.313143809566,2020-03-24,7276.956491188032,7437.0,7325.0,112.0,7381.0,19.51,19.634615384615383,19.52777777777778,19.571428571428573,19.99137931034483,19.9,1,1,True,True,True,False,17.3,18.075,0.0011642287390609516,0.0017051976101991845,7365.75,7.5875,7499.25,6954.5,354.25,221,2020-03-24 10:26:00-04:00,2020-03-24 14:04:00-04:00,long,3,-700.5,700.5,7.5,stop,is,tuesday,0.8693467336683418,112.0,0.6827529736714548,54.200988467874794,9.020387762764505,0.026785714285714284,True
2020-03-27,301223,2020-03-27 13:39:00-04:00,33,1,8204,7687.25,7705.75,7683.0,7703.25,1721,MNQ.c.0,819,4,820,7655.085649553659,2020-03-27,7677.803614371724,7693.0,7578.0,115.0,7635.5,14.49,14.35576923076923,14.12037037037037,13.830357142857142,13.78448275862069,13.583333333333334,1,1,True,True,True,False,16.15,15.275,0.0015134186640763422,0.001050769650935099,7655.0,12.475,7582.0,7841.0,281.5,224,2020-03-27 13:40:00-04:00,2020-03-27 15:51:00-04:00,long,2,-510.0,510.0,5.0,stop,is,friday,1.1889570552147237,115.0,1.4402953708546145,14.909819639278558,1.665884492849519,0.0891304347826087,True
2020-03-30,302372,2020-03-30 10:03:00-04:00,33,1,8204,7695.25,7719.5,7695.25,7717.75,2476,MNQ.c.0,603,0,604,7613.4063670096875,2020-03-30,7581.531017246353,7712.5,7630.0,82.5,7671.25,17.64,17.548076923076923,17.84259259259259,18.258928571428573,18.870689655172413,18.966666666666665,1,1,True,True,True,False,17.725,17.45,0.0012217207622000823,0.0012124487640810205,7659.75,11.475,7858.5,7582.0,298.5,225,2020-03-30 10:04:00-04:00,2020-03-30 20:05:00-04:00,long,4,1400.0,718.0,10.0,target,is,monday,0.9345342706502637,82.5,1.0076473319069195,6.775599128540305,7.80624543000841,0.06363636363636363,True
2020-03-31,303741,2020-03-31 10:06:00-04:00,33,1,8204,7866.5,7880.0,7864.75,7876.25,1945,MNQ.c.0,606,1,607,7860.173669037218,2020-03-31,7866.7840002803605,7875.25,7796.75,78.5,7836.0,14.22,14.26923076923077,14.203703703703704,14.455357142857142,14.474137931034482,14.45,1,1,True,True,True,False,15.175,13.8625,0.0011930210725672444,0.0009988401539687472,7844.5,9.65,7776.0,7858.5,192.5,226,2020-03-31 10:07:00-04:00,2020-03-31 15:14:00-04:00,long,4,-652.0,652.0,10.0,stop,is,tuesday,1.0501730103806228,78.5,1.1944064000900918,1.450777202072539,0.6828493936620027,0.012738853503184714,True
2020-04-01,305134,2020-04-01 10:32:00-04:00,33,1,8204,7628.5,7636.25,7627.75,7634.5,1169,MNQ.c.0,632,2,633,7592.441611959731,2020-04-01,7614.473883361607,7631.75,7559.25,72.5,7595.5,11.5,11.875,11.953703703703704,11.982142857142858,12.129310344827585,12.183333333333334,1,1,True,True,True,False,10.7,11.3125,0.001046471567335812,0.0012424100288073068,7563.75,8.275,7460.5,7776.0,257.0,227,2020-04-01 10:33:00-04:00,2020-04-01 12:27:00-04:00,long,4,-614.0,614.0,10.0,stop,is,wednesday,0.8782489740082079,72.5,0.8422916292300116,25.64954682779456,1.7702644542226238,0.03793103448275862,True
2020-04-02,306480,2020-04-02 10:12:00-04:00,33,1,8204,7515.25,7528.0,7513.25,7523.0,1690,MNQ.c.0,612,3,613,7492.480311321656,2020-04-02,7495.1583665103135,7521.0,7408.75,112.25,7464.875,17.13,17.326923076923077,17.666666666666668,18.071428571428573,18.07758620689655,18.216666666666665,1,1,True,True,True,False,15.75,16.875,0.0013367883703567928,0.0014935429747271285,7432.0,16.0375,7612.5,7460.5,220.75,228,2020-04-02 10:13:00-04:00,2020-04-02 16:00:00-04:00,long,3,528.0,697.5,7.5,time_exit,is,thursday,0.8645928636779506,112.25,0.8950451329336707,1.7770849571317224,1.6498745771666075,0.017817371937639197,True
2020-04-03,307856,2020-04-03 10:22:00-04:00,33,1,8204,7579.0,7580.5,7561.0,7562.25,1642,MNQ.c.0,622,4,623,7581.870193618874,2020-04-03,7583.444038454785,7660.5,7570.75,89.75,7615.625,13.72,13.60576923076923,13.694444444444445,13.696428571428571,13.793103448275861,13.691666666666666,-1,-1,True,True,True,False,13.5,13.7,0.000887709558633605,0.0011716957508838043,7592.75,12.1625,7514.75,7612.5,142.0,229,2020-04-03 10:23:00-04:00,2020-04-03 16:00:00-04:00,short,3,282.0,595.5,7.5,time_exit,is,friday,0.9860012172854534,89.75,0.7576280429147328,1.6238437821171634,1.5470101061886998,0.0947075208913649,True
2020-04-06,309201,2020-04-06 10:02:00-04:00,33,1,8204,7851.0,7864.5,7850.25,7859.5,1927,MNQ.c.0,602,0,603,7814.9687820625,2020-04-06,7789.159158533582,7856.5,7750.25,106.25,7803.375,11.53,11.89423076923077,11.962962962962964,12.071428571428571,12.137931034482758,12.183333333333334,1,1,True,True,True,False,10.95,11.0375,0.0010886103127499087,0.0008118458210689057,7797.25,6.55,8023.75,7514.75,338.0,230,2020-04-06 10:03:00-04:00,2020-04-06 15:54:00-04:00,long,3,1311.0,669.0,7.5,target,is,monday,0.8987688098495211,106.25,1.3409077000810385,43.12977099236641,6.372896169097909,0.02823529411764706,True
2020-04-07,310578,2020-04-07 10:14:00-04:00,33,1,8204,8154.75,8158.25,8139.5,8153.25,2429,MNQ.c.0,614,1,615,8193.415079583223,2020-04-07,8153.939905328078,8298.75,8201.5,97.25,8250.125,16.02,16.08653846153846,16.055555555555557,16.1875,16.051724137931036,15.933333333333334,-1,-1,True,True,True,False,17.675,16.1625,0.0009883383572202678,0.0010637912728891532,8282.5,8.5125,8040.5,8023.75,356.0,231,2020-04-07 10:15:00-04:00,2020-04-07 16:00:00-04:00,short,2,446.0,589.0,5.0,time_exit,is,tuesday,1.1093096234309623,97.25,0.9290716914193489,30.39647577092511,0.04268555780836238,0.4961439588688946,True
2020-04-08,311936,2020-04-08 10:07:00-04:00,33,1,8204,8060.25,8063.0,8046.25,8053.5,1567,MNQ.c.0,607,2,608,8070.048970365556,2020-04-08,8054.3762740960865,8154.75,8064.25,90.5,8109.5,14.84,14.663461538461538,14.796296296296296,15.232142857142858,15.14655172413793,15.441666666666666,-1,-1,True,True,True,False,14.05,14.5625,0.0008827697204033056,0.001040327457962135,8115.75,8.425,8205.5,8040.5,190.25,232,2020-04-08 10:08:00-04:00,2020-04-08 11:20:00-04:00,short,3,-624.0,624.0,7.5,stop,is,wednesday,0.9098758769562871,90.5,0.8485498615335365,8.931750741839762,0.060173328486625946,0.11878453038674033,True
2020-04-09,313309,2020-04-09 10:15:00-04:00,33,1,8204,8218.5,8224.25,8203.25,8210.75,1859,MNQ.c.0,615,3,616,8219.321615430285,2020-04-09,8212.12865613924,8327.0,8237.5,89.5,8282.25,15.01,15.028846153846153,14.842592592592593,14.839285714285714,14.758620689655173,15.083333333333334,-1,-1,True,True,True,False,15.85,15.525,0.0012708959930427285,0.001198570937798801,8284.5,12.675,8217.5,8205.5,211.75,233,2020-04-09 10:16:00-04:00,2020-04-09 16:00:00-04:00,short,3,-54.0,714.0,7.5,time_exit,is,thursday,1.050828729281768,89.5,1.0603427406447496,6.232741617357002,0.08880232780938968,0.2988826815642458,True
