feature_name,family,description,bucket_kind,bucket_label,bucket_position,lower_bound,upper_bound,overall_n_obs,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_nb_trades,overall_worst_day,overall_composite_score,overall_coverage_vs_nominal,overall_pnl_contribution,is_n_obs,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_nb_trades,is_worst_day,is_composite_score,is_coverage_vs_nominal,is_pnl_contribution,oos_n_obs,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_nb_trades,oos_worst_day,oos_composite_score,oos_coverage_vs_nominal,oos_pnl_contribution
atr_ratio_10_30,volatility,Short-vs-long ATR ratio at the selected signal bar.,quantile,low,1,0.6453488372093023,0.9045362771285604,351,3479.5,0.23907213472605585,1.0356356448623016,9.913105413105413,-13394.0,351,-750.0,-1.8796535960804404,0.30952380952380953,0.07400357309966396,265,-3015.0,-0.27229090826539637,0.9613909502436276,-11.377358490566039,-13394.0,265,-750.0,-3.1340452250037627,0.3333333333333333,-0.2634798566809403,86,6494.5,1.8792023247466425,1.332190992557735,75.51744186046511,-4886.5,86,-740.0,0.8497027780061469,0.2536873156342183,0.1825579761068166
atr_ratio_10_30,volatility,Short-vs-long ATR ratio at the selected signal bar.,quantile,mid,2,0.9045362771285604,0.9992757035753305,388,21688.5,1.2745107443875432,1.2077263454299916,55.89819587628866,-9156.5,388,-750.0,0.7222392020547628,0.3421516754850088,0.4612807860819261,265,6873.5,0.5940731841622665,1.090339157921023,25.937735849056605,-8326.5,265,-750.0,-0.9334884125331022,0.3333333333333333,0.6006729004631652,123,14815.0,2.736980134877913,1.5230638868783872,120.44715447154472,-4733.0,123,-750.0,2.1608649560961104,0.36283185840707965,0.4164441321152495
atr_ratio_10_30,volatility,Short-vs-long ATR ratio at the selected signal bar.,quantile,high,3,0.9992757035753305,1.8583916083916083,395,21850.0,1.2731862834992853,1.2094376335943715,55.31645569620253,-7035.0,395,-750.0,1.158650624496556,0.34832451499118167,0.46471564081841,265,7584.5,0.6854279945493917,1.1097667754517233,28.620754716981132,-7035.0,265,-750.0,-0.30463919414970964,0.3333333333333333,0.6628069562177751,130,14265.5,2.3589916294796374,1.404919033224053,109.73461538461538,-5255.0,130,-750.0,1.5498796192616573,0.3834808259587021,0.40099789177793393
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,low,1,41.0,114.08333333333331,335,14390.0,0.9754890554364357,1.1555574773528203,42.95522388059702,-7776.5,335,-750.0,0.40584837798133966,0.29541446208112876,0.3060530009783487,265,1218.0,0.10753546577585085,1.0159752370709443,4.59622641509434,-6972.0,265,-750.0,-2.0158759138217204,0.3333333333333333,0.10644061871886742,70,13172.0,3.9599353811446325,1.809936666051774,188.17142857142858,-2084.0,70,-746.0,3.41217415327014,0.20648967551622419,0.3702600140548138
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,mid,2,114.08333333333331,169.33333333333331,394,18198.5,1.046753559955939,1.1652778849952548,46.18908629441624,-6797.5,394,-750.0,1.088425543738003,0.3474426807760141,0.3870538942532647,265,6161.5,0.5414426461527336,1.0823080725096514,23.250943396226415,-6797.5,265,-750.0,-0.5295499792612665,0.3333333333333333,0.5384514550380145,129,12037.0,2.014400494839676,1.3414800209932056,93.31007751937985,-3901.5,129,-750.0,2.1203161191006403,0.3805309734513274,0.33835558678847505
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,high,3,169.33333333333331,553.75,405,14429.5,0.8690919025751126,1.1390627635224673,35.6283950617284,-10127.5,405,-750.0,-0.16349889242844373,0.35714285714285715,0.30689310476838655,265,4063.5,0.3688675606188802,1.0563041686007442,15.333962264150943,-10127.5,265,-750.0,-1.5761264865741718,0.3333333333333333,0.35510792624311804,140,10366.0,1.8617423891222327,1.3281210433021018,74.04285714285714,-7849.0,140,-750.0,0.5456624945245956,0.41297935103244837,0.29138439915671116
opening_range_width_pts,volatility,Opening-range width in points after the 30-minute OR window is complete.,quantile,low,1,31.0,74.91666666666666,342,20373.5,1.1896205909571136,1.185021886408631,59.57163742690059,-12325.5,342,-750.0,0.5057163968430362,0.30158730158730157,0.4333127738312986,265,-3903.5,-0.3078361854866393,0.9568685947901991,-14.730188679245282,-12325.5,265,-750.0,-3.1666611712917745,0.3333333333333333,-0.3411255789565673,77,24277.0,5.831869783624984,2.2378961323713127,315.2857142857143,-3772.5,77,-738.0,2.9599569072138014,0.22713864306784662,0.6824174279690794
opening_range_width_pts,volatility,Opening-range width in points after the 30-minute OR window is complete.,quantile,mid,2,74.91666666666666,105.75,370,20656.5,1.2604564030550698,1.1992063185912396,55.82837837837838,-6183.5,370,-750.0,1.3685263219109762,0.3262786596119929,0.43933174528903823,266,11640.0,1.0243200086728363,1.1595285410813403,43.7593984962406,-4873.5,266,-750.0,0.8496938657666439,0.33459119496855344,1.0172157650965656,104,9016.5,1.805275188258551,1.293419896514693,86.69711538461539,-6183.5,104,-750.0,0.7608287258224059,0.30678466076696165,0.2534504567814476
opening_range_width_pts,volatility,Opening-range width in points after the 30-minute OR window is complete.,quantile,high,3,105.75,332.25,422,5988.0,0.40736992941082656,1.064686882217589,14.189573459715639,-7387.0,422,-747.0,-1.2010036892446316,0.37213403880070545,0.1273554808796631,264,3706.5,0.3930242648253097,1.0619764233759719,14.039772727272727,-6967.5,264,-747.0,-1.3925550911033104,0.3320754716981132,0.3239098138600017,158,2281.5,0.43373966772559064,1.069634354779636,14.439873417721518,-7387.0,158,-740.0,-1.4018235393478302,0.46607669616519176,0.06413211524947295
realized_vol_ratio_15_60,volatility,Realized volatility ratio using rolling close-return stdev 15 vs 60 bars.,quantile,low,1,0.3365519907179088,0.9429454367121718,406,7522.5,0.4505093753156763,1.0696698727002458,18.528325123152708,-12455.0,406,-750.0,-1.1935082329214066,0.35802469135802467,0.15999191798885534,265,-4182.0,-0.39069132925461375,0.9437067149462576,-15.781132075471698,-12455.0,265,-750.0,-3.313401951284902,0.3333333333333333,-0.3654636022022197,141,11704.5,1.9682312401990272,1.3474795154969719,83.01063829787235,-9419.5,141,-750.0,0.7578217887004309,0.415929203539823,0.3290091356289529
realized_vol_ratio_15_60,volatility,Realized volatility ratio using rolling close-return stdev 15 vs 60 bars.,quantile,mid,2,0.9429454367121718,1.1407799880685539,363,42050.0,2.6692492860944443,1.4865574756865898,115.84022038567493,-6781.0,363,-750.0,2.603682064870999,0.3201058201058201,0.8943383385086563,265,19378.0,1.703681570429694,1.284834454121192,73.1245283018868,-6781.0,265,-750.0,1.6218521154982644,0.3333333333333333,1.6934370357423751,98,22672.0,5.276851200620095,2.232776901745419,231.3469387755102,-2439.5,98,-744.0,3.4873931005986583,0.2890855457227139,0.6373014757554463
realized_vol_ratio_15_60,volatility,Realized volatility ratio using rolling close-return stdev 15 vs 60 bars.,quantile,high,3,1.1407799880685539,1.822058261096651,365,-2554.5,-0.15814444447691697,0.977187890694767,-6.998630136986302,-10840.0,365,-750.0,-2.930500161529377,0.3218694885361552,-0.05433025649751159,265,-3753.0,-0.32445065669499046,0.9536383345377731,-14.162264150943397,-8522.5,265,-750.0,-3.2539514001111125,0.3333333333333333,-0.32797343354015557,100,1198.5,0.2616982371210023,1.038624534716963,11.985,-10840.0,100,-750.0,-2.009457741919206,0.2949852507374631,0.03368938861560084
