feature_name,family,description,bucket_kind,bucket_label,bucket_position,lower_bound,upper_bound,overall_n_obs,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_nb_trades,overall_worst_day,overall_composite_score,overall_coverage_vs_nominal,overall_pnl_contribution,is_n_obs,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_nb_trades,is_worst_day,is_composite_score,is_coverage_vs_nominal,is_pnl_contribution,oos_n_obs,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_nb_trades,oos_worst_day,oos_composite_score,oos_coverage_vs_nominal,oos_pnl_contribution
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,low,1,0.0392156862745098,6.225150984389505,392,-3192.5,-0.1912670234872275,0.9722509539413641,-8.144132653061224,-14862.0,392,-750.0,-2.966227786751557,0.345679012345679,-0.06789952784040156,265,-9489.5,-0.8609951258918779,0.8807716952921812,-35.80943396226415,-13420.5,265,-750.0,-4.258907803428454,0.3333333333333333,-0.8292842785982697,127,6297.0,1.1179027713194416,1.1775903886288002,49.58267716535433,-3185.5,127,-746.0,0.9022151262621606,0.3746312684365782,0.17700632466619817
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,mid,2,6.225150984389505,14.652037521614702,373,28156.5,1.7831583632315502,1.3021780775608107,75.48659517426273,-7392.5,373,-750.0,1.582707382288437,0.3289241622574956,0.5988451231443277,265,12903.0,1.1624799196257232,1.186745592960315,48.69056603773585,-7392.5,265,-750.0,0.3519457706694956,0.3333333333333333,1.1275889189897754,108,15253.5,3.2743741190434137,1.6333326413253337,141.23611111111111,-6555.0,108,-750.0,2.1238404045506645,0.3185840707964602,0.42877020379479974
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,high,3,14.652037521614702,61.94736842105263,369,22054.0,1.360350931514039,1.2246980371779785,59.766937669376695,-9971.5,369,-750.0,0.7030666856269561,0.3253968253968254,0.46905440469607385,265,8029.5,0.6951537807858739,1.1076520864756159,30.3,-9971.5,265,-750.0,-0.8329357879441686,0.3333333333333333,0.7016953596084943,104,14024.5,3.03314238994251,1.5952168746286393,134.85096153846155,-4176.0,104,-750.0,2.5239419644957555,0.30678466076696165,0.3942234715390021
signal_vwap_distance_atr20,extension,"Distance from the selected signal bar close to continuous VWAP, normalized by ATR20.",quantile,low,1,0.006357473196957101,2.885978970041817,383,24330.5,1.3601347645306976,1.2203989383384817,63.52610966057441,-6731.5,383,-750.0,1.432460862338992,0.3377425044091711,0.5174720319877494,265,4398.5,0.36463101898136835,1.054531704262982,16.59811320754717,-6731.5,265,-750.0,-1.1748809808541711,0.3333333333333333,0.38438346587433364,118,19932.0,3.474671372502918,1.6703549867994014,168.91525423728814,-5940.0,118,-746.0,2.2115465848393097,0.3480825958702065,0.5602810962754744
signal_vwap_distance_atr20,extension,"Distance from the selected signal bar close to continuous VWAP, normalized by ATR20.",quantile,mid,2,2.885978970041817,5.3146455749482095,383,-2461.5,-0.1510226562020718,0.9782644208481424,-6.426892950391645,-12418.0,383,-750.0,-2.8812591453502536,0.3377425044091711,-0.052352290612106,265,-6072.0,-0.5498901732225688,0.923033533397134,-22.91320754716981,-9748.5,265,-750.0,-3.824658612216189,0.3333333333333333,-0.5306300795246002,118,3610.5,0.6892064893394972,1.105090813831645,30.597457627118644,-7716.0,118,-750.0,-0.850045044829744,0.3480825958702065,0.10148981026001405
signal_vwap_distance_atr20,extension,"Distance from the selected signal bar close to continuous VWAP, normalized by ATR20.",quantile,high,3,5.3146455749482095,15.166578831228476,368,25149.0,1.7470591825818251,1.3039649973107394,68.33967391304348,-8926.0,368,-750.0,1.4114829296677152,0.32451499118165783,0.5348802586243566,265,13116.5,1.2448653026233423,1.2058410426622097,49.49622641509434,-8926.0,265,-750.0,0.3762896633414735,0.3333333333333333,1.1462466136502665,103,12032.5,3.1371714804666366,1.632789902708388,116.82038834951456,-3212.5,103,-750.0,2.7650446671730675,0.30383480825958703,0.3382290934645116
signal_extension_over_or,extension,"Extension beyond the OR boundary at the selected signal bar, scaled by OR width.",quantile,low,1,0.002320185614849188,0.03588381516668369,369,18702.5,1.2098071988025727,1.2021181746953773,50.68428184281843,-8871.0,369,-750.0,0.7522420948918586,0.3253968253968254,0.39777319324514016,265,10162.5,0.9119142579614922,1.147076914170761,38.34905660377358,-8871.0,265,-750.0,-0.122266510165698,0.3333333333333333,0.8880975268723237,104,8540.0,1.9824497358011668,1.3643966547192354,82.11538461538461,-4151.5,104,-742.0,1.2346288719474057,0.30678466076696165,0.24005621925509488
signal_extension_over_or,extension,"Extension beyond the OR boundary at the selected signal bar, scaled by OR width.",quantile,mid,2,0.03588381516668369,0.0866385509860803,383,18550.0,1.0899626125439783,1.1729055590768427,48.43342036553525,-9354.0,383,-750.0,0.5934545025656418,0.3377425044091711,0.3945297545620826,265,8714.0,0.7442624127479366,1.1142385191205968,32.88301886792453,-9354.0,265,-750.0,-0.4470383671551462,0.3333333333333333,0.7615135890937691,118,9836.0,1.8555332207020583,1.317239154975004,83.35593220338983,-4901.0,118,-750.0,1.535454422898043,0.3480825958702065,0.27648629655657064
signal_extension_over_or,extension,"Extension beyond the OR boundary at the selected signal bar, scaled by OR width.",quantile,high,3,0.0866385509860803,1.0135135135135136,382,9765.5,0.6002059016009235,1.0916427757001892,25.56413612565445,-12265.0,382,-750.0,-0.8711069965876881,0.3368606701940035,0.20769705219277723,265,-7433.5,-0.6867534831478147,0.9045727049822201,-28.050943396226415,-12265.0,265,-750.0,-3.854173107701185,0.3333333333333333,-0.6496111159660928,117,17199.0,3.2389410254218514,1.6000313988173112,147.0,-6848.0,117,-750.0,1.6390876610338052,0.34513274336283184,0.4834574841883345
weekday_name,structural,Simple weekday context.,categorical,tuesday,1,,,244,20068.0,1.908125065563471,1.329377779966189,82.24590163934427,-4857.0,244,-750.0,1.9015269155034655,0.21516754850088182,0.4268152622399932,170,4457.5,0.6359298464671846,1.10102440903837,26.220588235294116,-4857.0,170,-750.0,-0.6022548301616725,0.2138364779874214,0.3895394564362492,74,15610.5,4.575098090475038,1.9289752439895262,210.9527027027027,-3104.0,74,-750.0,3.133528728115741,0.2182890855457227,0.438805340829234
weekday_name,structural,Simple weekday context.,categorical,thursday,2,,,231,5942.5,0.5874355260852551,1.090759138914556,25.725108225108226,-10906.0,231,-747.5,-0.9996147165002781,0.2037037037037037,0.126387766387341,168,-1094.5,-0.14519921651930998,0.979148607843324,-6.5148809523809526,-10906.0,168,-747.5,-2.76472187084993,0.21132075471698114,-0.09564799440706108,63,7037.0,2.77264598879262,1.5419329996149402,111.6984126984127,-2902.0,63,-744.0,2.658891128156699,0.18584070796460178,0.19780744905130007
weekday_name,structural,Simple weekday context.,categorical,monday,3,,,217,-4316.0,-0.47610500788140264,0.9315045666267269,-19.889400921658986,-15951.0,217,-750.0,-3.5229528862562267,0.19135802469135801,-0.0917946318431239,145,949.0,0.15587652448751482,1.0233032118652392,6.544827586206897,-10450.5,145,-750.0,-2.2331859121766815,0.18238993710691823,0.08293279734335401,72,-5265.0,-1.7774273168233472,0.7637689287717331,-73.125,-8058.0,72,-750.0,-4.8575688497569205,0.21238938053097345,-0.14799718903724526
weekday_name,structural,Simple weekday context.,categorical,friday,4,,,200,14503.5,1.8043803698517604,1.3091046652884637,72.5175,-6708.0,200,-750.0,1.081605488460371,0.1763668430335097,0.30846697009655877,143,5481.5,0.9463429844293187,1.1494329643967067,38.33216783216783,-6708.0,143,-750.0,-0.42937468281095426,0.17987421383647798,0.4790264790701739,57,9022.0,4.072640439924961,1.881140736400039,158.28070175438597,-3402.5,57,-718.5,2.134011762648267,0.168141592920354,0.25360505973295855
weekday_name,structural,Simple weekday context.,categorical,wednesday,5,,,242,10820.0,0.9900439537398277,1.1544787413266326,44.710743801652896,-15956.0,242,-750.0,-0.4440693460514641,0.21340388007054673,0.23012463311923093,169,1649.5,0.22691091279648615,1.03349034576574,9.7603550295858,-15956.0,169,-750.0,-1.906883634846967,0.21257861635220127,0.14414926155728394,73,9170.5,2.542968366618108,1.441122709125018,125.62328767123287,-7788.0,73,-746.0,0.6598851035849241,0.2153392330383481,0.25777933942375264
