symbol,dataset_path,resampled_dataset_path,variant_name,ema_fast,ema_slow,slope_lookback,pullback_lookback,pb_min_atr,target_r,is_sessions,oos_sessions,overall_total_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_max_drawdown,overall_win_rate,overall_average_trade,overall_expectancy,overall_median_holding_minutes,overall_time_in_market_pct,is_total_trades,is_net_pnl,is_profit_factor,is_sharpe_ratio,oos_total_trades,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_max_drawdown,oos_win_rate,oos_average_trade,oos_expectancy,oos_median_holding_minutes,oos_time_in_market_pct,oos_top_5_day_contribution_pct,oos_pnl_excluding_top_5_days,oos_median_mfe_r,oos_median_mae_r,oos_pct_trades_reaching_1r_mfe
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p3_tr1p5,12,34,3,3,0.3,1.5,42,19,58,-344.57499999996116,0.6036007535123475,-3.4476535408180413,-426.54374999998254,0.3793103448275862,-5.940948275861399,-5.940948275861399,35.0,0.08680117696511139,42,-363.04270833330065,0.3974696980960784,-6.387467330139399,16,18.467708333339488,1.0692368674896653,0.4677638203252378,-112.92864583333721,0.4375,1.154231770833718,1.154231770833718,35.0,0.07759784075573549,11.388346776464184,-191.84895833332803,1.007186754990042,-0.8240433094990645,0.5
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p3_tr2p0,12,34,3,3,0.3,2.0,42,19,58,-385.58854166661945,0.5760428990779407,-3.696403410151445,-449.1302083332994,0.3448275862068966,-6.648078304596887,-6.648078304596887,37.5,0.09184531315678857,42,-422.08958333329747,0.34332378260646856,-7.750917660389608,16,36.50104166667802,1.1368452294943487,0.835977901247636,-118.23645833333285,0.4375,2.2813151041673763,2.2813151041673763,40.0,0.08434547908232119,6.567449559086026,-203.2177083333272,1.007186754990042,-0.8240433094990645,0.5
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,12,34,3,3,0.3,2.5,42,19,58,-345.24374999995075,0.6204022590277336,-3.2159126020127324,-438.9197916666308,0.3448275862068966,-5.952478448275013,-5.952478448275013,37.5,0.09394703656998739,42,-395.54531249996444,0.3846206827257459,-6.853502303307817,16,50.30156250001369,1.1885844499205815,1.1422334618730885,-118.23645833333285,0.4375,3.1438476562508555,3.1438476562508555,47.5,0.08771929824561403,5.039987989106142,-203.2177083333272,1.007186754990042,-0.8240433094990645,0.5
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,12,34,3,3,0.5,1.5,42,19,58,-344.57499999996116,0.6036007535123475,-3.4476535408180413,-426.54374999998254,0.3793103448275862,-5.940948275861399,-5.940948275861399,35.0,0.08680117696511139,42,-363.04270833330065,0.3974696980960784,-6.387467330139399,16,18.467708333339488,1.0692368674896653,0.4677638203252378,-112.92864583333721,0.4375,1.154231770833718,1.154231770833718,35.0,0.07759784075573549,11.388346776464184,-191.84895833332803,1.007186754990042,-0.8240433094990645,0.5
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p5_tr2p0,12,34,3,3,0.5,2.0,42,19,58,-385.58854166661945,0.5760428990779407,-3.696403410151445,-449.1302083332994,0.3448275862068966,-6.648078304596887,-6.648078304596887,37.5,0.09184531315678857,42,-422.08958333329747,0.34332378260646856,-7.750917660389608,16,36.50104166667802,1.1368452294943487,0.835977901247636,-118.23645833333285,0.4375,2.2813151041673763,2.2813151041673763,40.0,0.08434547908232119,6.567449559086026,-203.2177083333272,1.007186754990042,-0.8240433094990645,0.5
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,12,34,3,3,0.5,2.5,42,19,58,-345.24374999995075,0.6204022590277336,-3.2159126020127324,-438.9197916666308,0.3448275862068966,-5.952478448275013,-5.952478448275013,37.5,0.09394703656998739,42,-395.54531249996444,0.3846206827257459,-6.853502303307817,16,50.30156250001369,1.1885844499205815,1.1422334618730885,-118.23645833333285,0.4375,3.1438476562508555,3.1438476562508555,47.5,0.08771929824561403,5.039987989106142,-203.2177083333272,1.007186754990042,-0.8240433094990645,0.5
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p3_tr1p5,12,34,5,5,0.3,1.5,42,19,21,-153.42135416665315,0.46882201681341756,-3.401584328714165,-166.59999999999127,0.2857142857142857,-7.305778769840626,-7.305778769840626,30.0,0.03278688524590164,18,-130.38124999998672,0.44220433701439615,-4.178930800901935,3,-23.040104166666424,0.5817623144558809,-1.6726496852245623,-27.630208333328483,0.3333333333333333,-7.680034722222142,-7.680034722222142,30.0,0.01349527665317139,-1.3909849221239337,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p3_tr2p0,12,34,5,5,0.3,2.0,42,19,21,-162.228124999981,0.4383310672644253,-3.604879301000274,-166.72812499997963,0.2857142857142857,-7.725148809522905,-7.725148809522905,35.0,0.03530895334174023,18,-129.13958333331948,0.4475164220077587,-3.9542497825927185,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p3_tr2p5,12,34,5,5,0.3,2.5,42,19,21,-150.8270833333131,0.4778039447632678,-3.1408698995252924,-155.3270833333154,0.2857142857142857,-7.182242063491101,-7.182242063491101,35.0,0.03572929802437999,18,-117.7385416666516,0.49629223597783606,-3.315175728798884,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p5_tr1p5,12,34,5,5,0.5,1.5,42,19,21,-153.42135416665315,0.46882201681341756,-3.401584328714165,-166.59999999999127,0.2857142857142857,-7.305778769840626,-7.305778769840626,30.0,0.03278688524590164,18,-130.38124999998672,0.44220433701439615,-4.178930800901935,3,-23.040104166666424,0.5817623144558809,-1.6726496852245623,-27.630208333328483,0.3333333333333333,-7.680034722222142,-7.680034722222142,30.0,0.01349527665317139,-1.3909849221239337,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p5_tr2p0,12,34,5,5,0.5,2.0,42,19,21,-162.228124999981,0.4383310672644253,-3.604879301000274,-166.72812499997963,0.2857142857142857,-7.725148809522905,-7.725148809522905,35.0,0.03530895334174023,18,-129.13958333331948,0.4475164220077587,-3.9542497825927185,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef12_es34_sl5_pb5_pm0p5_tr2p5,12,34,5,5,0.5,2.5,42,19,21,-150.8270833333131,0.4778039447632678,-3.1408698995252924,-155.3270833333154,0.2857142857142857,-7.182242063491101,-7.182242063491101,35.0,0.03572929802437999,18,-117.7385416666516,0.49629223597783606,-3.315175728798884,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl3_pb3_pm0p3_tr1p5,8,21,3,3,0.3,1.5,42,19,49,-285.4604166666297,0.6084862598310259,-2.8748179597833285,-336.5145833333154,0.3469387755102041,-5.825722789114892,-5.825722789114892,35.0,0.0725094577553594,35,-273.01354166663714,0.4531709006543304,-4.581663935602077,14,-12.446874999992588,0.9458485717782044,-0.3290213737325372,-121.29062499999418,0.35714285714285715,-0.8890624999994705,-0.8890624999994705,32.5,0.06545209176788123,-15.910536446574236,-210.48333333332835,0.6892440992053228,-0.8917380038846419,0.42857142857142855
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl3_pb3_pm0p3_tr2p0,8,21,3,3,0.3,2.0,42,19,49,-310.12291666662804,0.5887009427393968,-3.034084427053421,-355.92604166665114,0.32653061224489793,-6.32903911564547,-6.32903911564547,35.0,0.07545187053383774,35,-329.967708333304,0.37047709707488874,-5.92638061601991,14,19.844791666675974,1.0863368364762345,0.47121335028821765,-109.76770833332557,0.35714285714285715,1.4174851190482838,1.4174851190482838,37.5,0.06882591093117409,11.6064773502651,-210.48333333332835,0.6892440992053228,-0.8917380038846419,0.42857142857142855
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl3_pb3_pm0p3_tr2p5,8,21,3,3,0.3,2.5,42,19,49,-288.6593749999588,0.6171668637614942,-2.7986802285654284,-353.5578124999811,0.32653061224489793,-5.891007653060384,-5.891007653060384,35.0,0.0773434216057167,35,-310.4208333333031,0.4077692477379628,-5.353257516322847,14,21.761458333344308,1.0946754947679953,0.5246395944693764,-101.04479166665988,0.35714285714285715,1.5543898809531649,1.5543898809531649,37.5,0.07152496626180836,10.67229907615209,-210.48333333332835,0.6892440992053228,-0.8917380038846419,0.42857142857142855
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,8,21,3,3,0.5,1.5,42,19,49,-285.4604166666297,0.6084862598310259,-2.8748179597833285,-336.5145833333154,0.3469387755102041,-5.825722789114892,-5.825722789114892,35.0,0.0725094577553594,35,-273.01354166663714,0.4531709006543304,-4.581663935602077,14,-12.446874999992588,0.9458485717782044,-0.3290213737325372,-121.29062499999418,0.35714285714285715,-0.8890624999994705,-0.8890624999994705,32.5,0.06545209176788123,-15.910536446574236,-210.48333333332835,0.6892440992053228,-0.8917380038846419,0.42857142857142855
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl3_pb3_pm0p5_tr2p0,8,21,3,3,0.5,2.0,42,19,49,-310.12291666662804,0.5887009427393968,-3.034084427053421,-355.92604166665114,0.32653061224489793,-6.32903911564547,-6.32903911564547,35.0,0.07545187053383774,35,-329.967708333304,0.37047709707488874,-5.92638061601991,14,19.844791666675974,1.0863368364762345,0.47121335028821765,-109.76770833332557,0.35714285714285715,1.4174851190482838,1.4174851190482838,37.5,0.06882591093117409,11.6064773502651,-210.48333333332835,0.6892440992053228,-0.8917380038846419,0.42857142857142855
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl3_pb3_pm0p5_tr2p5,8,21,3,3,0.5,2.5,42,19,49,-288.6593749999588,0.6171668637614942,-2.7986802285654284,-353.5578124999811,0.32653061224489793,-5.891007653060384,-5.891007653060384,35.0,0.0773434216057167,35,-310.4208333333031,0.4077692477379628,-5.353257516322847,14,21.761458333344308,1.0946754947679953,0.5246395944693764,-101.04479166665988,0.35714285714285715,1.5543898809531649,1.5543898809531649,37.5,0.07152496626180836,10.67229907615209,-210.48333333332835,0.6892440992053228,-0.8917380038846419,0.42857142857142855
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl5_pb5_pm0p3_tr1p5,8,21,5,5,0.3,1.5,42,19,17,-191.88177083331993,0.2896775512092988,-4.285559319560946,-196.47187499998108,0.17647058823529413,-11.28716299019529,-11.28716299019529,30.0,0.026061370323665407,14,-168.8416666666535,0.21485349466925882,-5.496244324216306,3,-23.040104166666424,0.5817623144558809,-1.6726496852245623,-27.630208333328483,0.3333333333333333,-7.680034722222142,-7.680034722222142,30.0,0.01349527665317139,-1.3909849221239337,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl5_pb5_pm0p3_tr2p0,8,21,5,5,0.3,2.0,42,19,17,-190.52916666664714,0.29468472359332953,-4.178640096477587,-190.52916666664532,0.17647058823529413,-11.207598039214538,-11.207598039214538,30.0,0.02669188734762505,14,-157.44062499998563,0.26787055022455314,-4.749834550180598,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl5_pb5_pm0p3_tr2p5,8,21,5,5,0.3,2.5,42,19,17,-179.12812499997926,0.3368899617473339,-3.685469598378926,-179.12812499998108,0.17647058823529413,-10.536948529410544,-10.536948529410544,35.0,0.02711223203026482,14,-146.03958333331775,0.3208876057798475,-4.056657541435714,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl5_pb5_pm0p5_tr1p5,8,21,5,5,0.5,1.5,42,19,17,-191.88177083331993,0.2896775512092988,-4.285559319560946,-196.47187499998108,0.17647058823529413,-11.28716299019529,-11.28716299019529,30.0,0.026061370323665407,14,-168.8416666666535,0.21485349466925882,-5.496244324216306,3,-23.040104166666424,0.5817623144558809,-1.6726496852245623,-27.630208333328483,0.3333333333333333,-7.680034722222142,-7.680034722222142,30.0,0.01349527665317139,-1.3909849221239337,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\_tmp_impc_smoke_actual\data\M2K_c_0_5m_20260322_134808.parquet,impc_ef8_es21_sl5_pb5_pm0p5_tr2p0,8,21,5,5,0.5,2.0,42,19,17,-190.52916666664714,0.29468472359332953,-4.178640096477587,-190.52916666664532,0.17647058823529413,-11.207598039214538,-11.207598039214538,30.0,0.02669188734762505,14,-157.44062499998563,0.26787055022455314,-4.749834550180598,3,-33.08854166666151,0.3993570955848265,-2.733249325292975,-33.08854166666424,0.3333333333333333,-11.029513888887172,-11.029513888887172,30.0,0.0155195681511471,-0.6648827325674771,-55.08854166666424,0.5247879359095934,-0.9650986342943972,0.3333333333333333
